keyword,caption_name,location_lower,entity_type,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
Peru,peru,peru,Country,Country,peru,,dgm_traveladvisories_country_us,32e8419a7ecb8f918c70fdadf783e3d8,dgm_traveladvisories_country_us__32e8419a7ecb8f918c70fdadf783e3d8
Philippines,philippines,philippines,Country,Country,philippines,,dgm_traveladvisories_country_us,c894df42aa06fcb0e8e3ff55b71b33fd,dgm_traveladvisories_country_us__c894df42aa06fcb0e8e3ff55b71b33fd
Poland,poland,poland,Country,Country,poland,,dgm_traveladvisories_country_us,6f08c5ddcdd0be06d83aa3e0e3d5a09e,dgm_traveladvisories_country_us__6f08c5ddcdd0be06d83aa3e0e3d5a09e
Portugal,portugal,portugal,Country,Country,portugal,,dgm_traveladvisories_country_us,ae0eea6eb6d63f98da42de867c47a0f8,dgm_traveladvisories_country_us__ae0eea6eb6d63f98da42de867c47a0f8
Qatar,qatar,qatar,Country,Country,qatar,,dgm_traveladvisories_country_us,7d8ca47bbe17ba692ed007c859ba51b1,dgm_traveladvisories_country_us__7d8ca47bbe17ba692ed007c859ba51b1
Romania,romania,romania,Country,Country,romania,,dgm_traveladvisories_country_us,89055f975d7ddbd99646d954daf3cbb5,dgm_traveladvisories_country_us__89055f975d7ddbd99646d954daf3cbb5
Russia,russia,russia,Country,Country,russia,,dgm_traveladvisories_country_us,1c625cc86f824660a320d185916e3c55,dgm_traveladvisories_country_us__1c625cc86f824660a320d185916e3c55
Rwanda,rwanda,rwanda,Country,Country,rwanda,,dgm_traveladvisories_country_us,c04911d0d40595d7f4e574b24e2d0b4c,dgm_traveladvisories_country_us__c04911d0d40595d7f4e574b24e2d0b4c
Saint Kitts-Nevis,saint kitts-nevis,saint kitts-nevis,Country,Country,saint kitts-nevis,,dgm_traveladvisories_country_us,631a141ad299f6ff17587d714da8604b,dgm_traveladvisories_country_us__631a141ad299f6ff17587d714da8604b
Saint Lucia,saint lucia,saint lucia,Country,Country,saint lucia,,dgm_traveladvisories_country_us,4b077a89b5b9a48483ef93d58bc4ef74,dgm_traveladvisories_country_us__4b077a89b5b9a48483ef93d58bc4ef74
Saint Vincent and the Grenadines,saint vincent and the grenadines,saint vincent and the grenadines,Country,Country,saint vincent and the grenadines,,dgm_traveladvisories_country_us,33193ffe1d42b35614b5c2968012ccd0,dgm_traveladvisories_country_us__33193ffe1d42b35614b5c2968012ccd0
San Marino,san marino,san marino,Country,Country,san marino,,dgm_traveladvisories_country_us,d99dd03bfa4e58467f69a58fcbda8746,dgm_traveladvisories_country_us__d99dd03bfa4e58467f69a58fcbda8746
Sao Tomé and Principe,sao tomé and principe,sao tomé and principe,Country,Country,sao tomé and principe,,dgm_traveladvisories_country_us,f2b0f38da23ede2bae65f1ca8d180b2d,dgm_traveladvisories_country_us__f2b0f38da23ede2bae65f1ca8d180b2d
Saudi Arabia,saudi arabia,saudi arabia,Country,Country,saudi arabia,,dgm_traveladvisories_country_us,5318efec44d163ddaa345bfa15279413,dgm_traveladvisories_country_us__5318efec44d163ddaa345bfa15279413
Scotland,scotland,scotland,Country,Country,scotland,,dgm_traveladvisories_country_us,b0ce0b49f97d8a86489af489955d5605,dgm_traveladvisories_country_us__b0ce0b49f97d8a86489af489955d5605
Senegal,senegal,senegal,Country,Country,senegal,,dgm_traveladvisories_country_us,531ba498ac8690f1a72034843b5fd7fd,dgm_traveladvisories_country_us__531ba498ac8690f1a72034843b5fd7fd
Serbia,serbia,serbia,Country,Country,serbia,,dgm_traveladvisories_country_us,a3867434e7dc78acd072dd9558119858,dgm_traveladvisories_country_us__a3867434e7dc78acd072dd9558119858
Seychelles,seychelles,seychelles,Country,Country,seychelles,,dgm_traveladvisories_country_us,5e53ddefcab309fd88e79d7744f6f365,dgm_traveladvisories_country_us__5e53ddefcab309fd88e79d7744f6f365
Sierra Leone,sierra leone,sierra leone,Country,Country,sierra leone,,dgm_traveladvisories_country_us,b628c9a1757c9eeb051dd9f2c10aeace,dgm_traveladvisories_country_us__b628c9a1757c9eeb051dd9f2c10aeace
Slovakia,slovakia,slovakia,Country,Country,slovakia,,dgm_traveladvisories_country_us,f64a398fc678c17687a4c18476bbd3e8,dgm_traveladvisories_country_us__f64a398fc678c17687a4c18476bbd3e8
Slovenia,slovenia,slovenia,Country,Country,slovenia,,dgm_traveladvisories_country_us,7f65809a80ea14772b90e9ffb2053857,dgm_traveladvisories_country_us__7f65809a80ea14772b90e9ffb2053857
Soloman Islands,soloman islands,soloman islands,Country,Country,soloman islands,,dgm_traveladvisories_country_us,467acc09d514e74c88390521dfb4ed4a,dgm_traveladvisories_country_us__467acc09d514e74c88390521dfb4ed4a
Somalia,somalia,somalia,Country,Country,somalia,,dgm_traveladvisories_country_us,391fbc5b5081b1ae00b4faaae91d3a58,dgm_traveladvisories_country_us__391fbc5b5081b1ae00b4faaae91d3a58
South Africa,south africa,south africa,Country,Country,south africa,,dgm_traveladvisories_country_us,c814068bbc9207acd130de362b2d6ddc,dgm_traveladvisories_country_us__c814068bbc9207acd130de362b2d6ddc
South Korea,south korea,south korea,Country,Country,south korea,,dgm_traveladvisories_country_us,3c6cfbc2415aad893733819108cf892c,dgm_traveladvisories_country_us__3c6cfbc2415aad893733819108cf892c
Spain,spain,spain,Country,Country,spain,,dgm_traveladvisories_country_us,1747d4b2dd4bcd666e2df31563d22dbe,dgm_traveladvisories_country_us__1747d4b2dd4bcd666e2df31563d22dbe
Sri Lanka,sri lanka,sri lanka,Country,Country,sri lanka,,dgm_traveladvisories_country_us,8ba5bbdd9e0c11077dbf5a9cc83d1c45,dgm_traveladvisories_country_us__8ba5bbdd9e0c11077dbf5a9cc83d1c45
Sudan,sudan,sudan,Country,Country,sudan,,dgm_traveladvisories_country_us,dfcc27a6f3c9e017ca14cab07e4b3b0c,dgm_traveladvisories_country_us__dfcc27a6f3c9e017ca14cab07e4b3b0c
Surinam,surinam,surinam,Country,Country,surinam,,dgm_traveladvisories_country_us,522b1bd8e3551302ba2a71b0073e5615,dgm_traveladvisories_country_us__522b1bd8e3551302ba2a71b0073e5615
Swaziland,swaziland,swaziland,Country,Country,swaziland,,dgm_traveladvisories_country_us,f91c5d3936f9b69ff10386ddac5a83f4,dgm_traveladvisories_country_us__f91c5d3936f9b69ff10386ddac5a83f4
Sweden,sweden,sweden,Country,Country,sweden,,dgm_traveladvisories_country_us,88e52ee42fd090896f69d0d71e339d94,dgm_traveladvisories_country_us__88e52ee42fd090896f69d0d71e339d94
Switzerland,switzerland,switzerland,Country,Country,switzerland,,dgm_traveladvisories_country_us,0d9c575f4f0260fe0274b318cd6a9e34,dgm_traveladvisories_country_us__0d9c575f4f0260fe0274b318cd6a9e34
Syria,syria,syria,Country,Country,syria,,dgm_traveladvisories_country_us,aae53924404be2c727479aeebd3c8f8d,dgm_traveladvisories_country_us__aae53924404be2c727479aeebd3c8f8d
Tajikistan,tajikistan,tajikistan,Country,Country,tajikistan,,dgm_traveladvisories_country_us,cdfe86e668f700c2f23789470df3743b,dgm_traveladvisories_country_us__cdfe86e668f700c2f23789470df3743b
Tanzania,tanzania,tanzania,Country,Country,tanzania,,dgm_traveladvisories_country_us,ed07875f3aab4eb7076467cb441ba233,dgm_traveladvisories_country_us__ed07875f3aab4eb7076467cb441ba233
Thailand,thailand,thailand,Country,Country,thailand,,dgm_traveladvisories_country_us,8689391a8b93cd2d55ccf3f436eef4e2,dgm_traveladvisories_country_us__8689391a8b93cd2d55ccf3f436eef4e2
Togo,togo,togo,Country,Country,togo,,dgm_traveladvisories_country_us,da6f471bab1662dafc3e6845c312dd5f,dgm_traveladvisories_country_us__da6f471bab1662dafc3e6845c312dd5f
Tonga,tonga,tonga,Country,Country,tonga,,dgm_traveladvisories_country_us,2a08a42db6678fdd393ab41dc657d5a3,dgm_traveladvisories_country_us__2a08a42db6678fdd393ab41dc657d5a3
Trinidad and Tobago,trinidad and tobago,trinidad and tobago,Country,Country,trinidad and tobago,,dgm_traveladvisories_country_us,86fb06da27ba90c75e5edb3e63157e6e,dgm_traveladvisories_country_us__86fb06da27ba90c75e5edb3e63157e6e
Tunisia,tunisia,tunisia,Country,Country,tunisia,,dgm_traveladvisories_country_us,6b07fd4ea837c39e1542e1bbca01a224,dgm_traveladvisories_country_us__6b07fd4ea837c39e1542e1bbca01a224
Turkey,turkey,turkey,Country,Country,turkey,,dgm_traveladvisories_country_us,db77174aa34ded1b6139455a58d0a38b,dgm_traveladvisories_country_us__db77174aa34ded1b6139455a58d0a38b
Turkmenistan,turkmenistan,turkmenistan,Country,Country,turkmenistan,,dgm_traveladvisories_country_us,963f79ea1a99aefb8a7318ee388dcdd9,dgm_traveladvisories_country_us__963f79ea1a99aefb8a7318ee388dcdd9
Tuvalu,tuvalu,tuvalu,Country,Country,tuvalu,,dgm_traveladvisories_country_us,ac0e1f17968ec7ab248ab2c1beab5720,dgm_traveladvisories_country_us__ac0e1f17968ec7ab248ab2c1beab5720
Uganda,uganda,uganda,Country,Country,uganda,,dgm_traveladvisories_country_us,111fa7773cce1023627b584dc8099873,dgm_traveladvisories_country_us__111fa7773cce1023627b584dc8099873
Ukraine,ukraine,ukraine,Country,Country,ukraine,,dgm_traveladvisories_country_us,4b0f1559226dc5c26d97dd4ef788a85a,dgm_traveladvisories_country_us__4b0f1559226dc5c26d97dd4ef788a85a
United Arab Emirates,united arab emirates,united arab emirates,Country,Country,united arab emirates,,dgm_traveladvisories_country_us,8882cbb50c4172662cc0d08a89a4ff29,dgm_traveladvisories_country_us__8882cbb50c4172662cc0d08a89a4ff29
United Kingdom,united kingdom,united kingdom,Country,Country,united kingdom,,dgm_traveladvisories_country_us,9cdc126f68260cbddf3a00a4032f0e7e,dgm_traveladvisories_country_us__9cdc126f68260cbddf3a00a4032f0e7e
United States (learn the states),united states (learn the states),united states (learn the states),Country,Country,united states (learn the states),,dgm_traveladvisories_country_us,5cbe584abfaa8987f25c1f4dad42c08e,dgm_traveladvisories_country_us__5cbe584abfaa8987f25c1f4dad42c08e
Uruguay,uruguay,uruguay,Country,Country,uruguay,,dgm_traveladvisories_country_us,9142ac5b229c9d83163e89bc1f468607,dgm_traveladvisories_country_us__9142ac5b229c9d83163e89bc1f468607
Uzbekistan,uzbekistan,uzbekistan,Country,Country,uzbekistan,,dgm_traveladvisories_country_us,aa1b4b6598e512e8939eaddf9ee8543d,dgm_traveladvisories_country_us__aa1b4b6598e512e8939eaddf9ee8543d
Vanuatu,vanuatu,vanuatu,Country,Country,vanuatu,,dgm_traveladvisories_country_us,d0df5ce5502e665036f444f1b4237f2f,dgm_traveladvisories_country_us__d0df5ce5502e665036f444f1b4237f2f
Vatican,vatican,vatican,Country,Country,vatican,,dgm_traveladvisories_country_us,28d654b9b14454ee012f69d372ad4754,dgm_traveladvisories_country_us__28d654b9b14454ee012f69d372ad4754
Venezuela,venezuela,venezuela,Country,Country,venezuela,,dgm_traveladvisories_country_us,e65a612aab8846b113341efa15bba910,dgm_traveladvisories_country_us__e65a612aab8846b113341efa15bba910
Vietnam,vietnam,vietnam,Country,Country,vietnam,,dgm_traveladvisories_country_us,5f8f9e33bb5e13848af2622b66b2308c,dgm_traveladvisories_country_us__5f8f9e33bb5e13848af2622b66b2308c
Wales,wales,wales,Country,Country,wales,,dgm_traveladvisories_country_us,eea7530d166b6279d2720929639973d1,dgm_traveladvisories_country_us__eea7530d166b6279d2720929639973d1
Western Samoa,western samoa,western samoa,Country,Country,western samoa,,dgm_traveladvisories_country_us,11fc063f1501c930f97d5643c21742a4,dgm_traveladvisories_country_us__11fc063f1501c930f97d5643c21742a4
Yemen,yemen,yemen,Country,Country,yemen,,dgm_traveladvisories_country_us,493e7a99c604de36955b21f24b528249,dgm_traveladvisories_country_us__493e7a99c604de36955b21f24b528249
Yugoslavia,yugoslavia,yugoslavia,Country,Country,yugoslavia,,dgm_traveladvisories_country_us,950ebd5e5210cde05fbeb25de2db1b22,dgm_traveladvisories_country_us__950ebd5e5210cde05fbeb25de2db1b22
Zaire (Congo),zaire (congo),zaire (congo),Country,Country,zaire (congo),,dgm_traveladvisories_country_us,d07cd4f292a68626cc8cd0f309ac4d97,dgm_traveladvisories_country_us__d07cd4f292a68626cc8cd0f309ac4d97
Zambia,zambia,zambia,Country,Country,zambia,,dgm_traveladvisories_country_us,dfa43abd63431f47d6c7d638c49e4267,dgm_traveladvisories_country_us__dfa43abd63431f47d6c7d638c49e4267
Zimbabwe,zimbabwe,zimbabwe,Country,Country,zimbabwe,,dgm_traveladvisories_country_us,f5a65b13e37f89a3ab7c29e319dcda03,dgm_traveladvisories_country_us__f5a65b13e37f89a3ab7c29e319dcda03
