german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,.3,.4,.5,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
ahlem,"Ahlem in Hanover, Germany",52.3660028,9.6687262,2,"Hanover, Germany",52.37608271,9.729884176,,,,,,News,"Ahlem in Hanover, Germany",,german_fires_hannover_locations,abc53cceefefd8c63b50d206f5692e9c,german_fires_hannover_locations__9d0ab00112d5cf6aeb4ff9d7fce68ae2
ahlem-badenstedt-davenstedt,"Ahlem-Badenstedt-Davenstedt in Hanover, Germany",52.3660028,9.6687262,2,,,,,,,,,Shipping,"Ahlem-Badenstedt-Davenstedt in Hanover, Germany",,german_fires_hannover_locations,74100830591f31791175a85144c3890b,german_fires_hannover_locations__22bca586de9b5503b1d8c10838050951
anderten,"Anderten in Hanover, Germany",52.3879107,9.8575904,2,,,,,,,,,FTO,"Anderten in Hanover, Germany",,german_fires_hannover_locations,4b7e99a3fe1d05deecbb9318ba5b2ac1,german_fires_hannover_locations__b1e7a15130278a2636ffa6451c4a1877
badenstedt,"Badenstedt in Hanover, Germany",52.3578824,9.669479,2,,,,,,,,ss,Wells,"Badenstedt in Hanover, Germany",,german_fires_hannover_locations,6189ab37ad6329a061e879e756555b83,german_fires_hannover_locations__5a41793e0e8f0d399aac9545c7a163bb
bemerode,"Bemerode in Hanover, Germany",52.3382402,9.8332651,2,,,,,,,,u,Shipping,"Bemerode in Hanover, Germany",,german_fires_hannover_locations,e465a78bfa29ebcb24e09febac9410a8,german_fires_hannover_locations__ffa8e53d7909e7bd0f86c2bbd317914b
bornum,"Bornum in Hanover, Germany",52.3517945,9.6944348,2,,,,,,,,a,CompanyKeyword,"Bornum in Hanover, Germany",,german_fires_hannover_locations,7d9376658c46f055f43385cefe5290a9,german_fires_hannover_locations__a74d382889c6a7d86b352e0e0a1cfb55
bothfeld,"Bothfeld in Hanover, Germany",52.4367575,9.7879897,2,,,,,,,,o,CompanyKeyword,"Bothfeld in Hanover, Germany",,german_fires_hannover_locations,83c2d2be766eba319106494392603207,german_fires_hannover_locations__e5ed9db79293d67e467db4811ee63e57
bothfeld-vahrenheide,"Bothfeld-Vahrenheide in Hanover, Germany",52.4367575,9.7879897,2,,,,,,,,,Consulates,"Bothfeld-Vahrenheide in Hanover, Germany",,german_fires_hannover_locations,5f770dab4214b781a462518b9cef071a,german_fires_hannover_locations__62b94d1de31a1074d21a47e06b48b309
brink-hafen,"Brink-Hafen in Hanover, Germany",52.4216213,9.7221064,2,,,,,,,,,CompanyKeyword,"Brink-Hafen in Hanover, Germany",,german_fires_hannover_locations,2bc512cd041e64d8f492c53b46cb0c54,german_fires_hannover_locations__b812695db663450d084058dac46cb1c0
buchholz-kleefeld,"Buchholz-Kleefeld in Hanover, Germany",52.3868218,9.8064243,2,,,,,,,,,Refinery,"Buchholz-Kleefeld in Hanover, Germany",,german_fires_hannover_locations,83ab48deebcb987a46d905ad553eaeb8,german_fires_hannover_locations__86fe29b0405a9c1afe08e530a95a87b8
bult,"Bult in Hanover, Germany",52.36539,9.7734155,2,,,,,,,,,Exec,"Bult in Hanover, Germany",,german_fires_hannover_locations,f26ce84c6a69365c661c64866d2b0739,german_fires_hannover_locations__5374888546b273d62e75fc43dd341a59
burg,"Burg in Hanover, Germany",52.4042996,9.6930903,2,,,,,,,,,News,"Burg in Hanover, Germany",,german_fires_hannover_locations,41132270d230582d8e00d0cef0ed09b2,german_fires_hannover_locations__401bc239c764a4b2781196592222c6cd
calenberger neustadt,"Calenberger Neustadt in Hanover, Germany",52.3677371,9.7290066,2,,,,,,,,,Legislator,"Calenberger Neustadt in Hanover, Germany",,german_fires_hannover_locations,d6d78fcbac56574f2d0b384cb2bd24b2,german_fires_hannover_locations__e80e08b7047a9aecf72b3d3660fce82b
davenstedt,"Davenstedt in Hanover, Germany",52.3689027,9.6661335,2,,,,,,,,,Consulates,"Davenstedt in Hanover, Germany",,german_fires_hannover_locations,156be59edbae675f364d8a809f16e8c7,german_fires_hannover_locations__71bfd27fb250b1696b33db31170b4708
dohren,"Dohren in Hanover, Germany",52.3346426,9.7877923,2,,,,,,,,,Shipping,"Dohren in Hanover, Germany",,german_fires_hannover_locations,b12dc8e0ccbb78d2959d5d4bcb8e6296,german_fires_hannover_locations__5891fe1e7d7b332bfca17ce6387e6e7d
dohren-wulfel,"Dohren-Wulfel in Hanover, Germany",52.3346426,9.7877923,2,,,,,,,,,CompanyKeyword,"Dohren-Wulfel in Hanover, Germany",,german_fires_hannover_locations,a1d49e43027998555da7a1c71c347a55,german_fires_hannover_locations__946ae9a0a8e35331c46bccd3b619e7f4
gross-buchholz,"Gross-Buchholz in Hanover, Germany",52.3972619,9.8101576,2,,,,,,,,,News,"Gross-Buchholz in Hanover, Germany",,german_fires_hannover_locations,ee37ab0b7b892159da8b87c217553511,german_fires_hannover_locations__e1b320c8f602174a9080fcbbf9730bf2
hainholz,"Hainholz in Hanover, Germany",52.402555,9.7141968,2,,,,,,,,,Pipeline,"Hainholz in Hanover, Germany",,german_fires_hannover_locations,82ee2513ed070d3adf362741ffc55008,german_fires_hannover_locations__bc23ef4895be06f0477c989af9ac5025
heideviertel,"Heideviertel in Hanover, Germany",52.3781101,9.8141834,2,,,,,,,,,Person,"Heideviertel in Hanover, Germany",,german_fires_hannover_locations,c9a0a3e6df4fc06de51098e78076b4b6,german_fires_hannover_locations__07345c6b0763f131628bc044eedcfcdd
herrenhausen,"Herrenhausen in Hanover, Germany",52.4154089,9.6521261,2,,,,,,,,,Keyphrase,"Herrenhausen in Hanover, Germany",,german_fires_hannover_locations,b257de67d2acdd1be421573c0e1e34a1,german_fires_hannover_locations__b8604ede51442eec0f27654f6dc7421c
herrenhausen-stocken,"Herrenhausen-Stocken in Hanover, Germany",52.4154089,9.6521261,2,,,,,,,,,IndustryTerm,"Herrenhausen-Stocken in Hanover, Germany",,german_fires_hannover_locations,842a944fc17dcdf8886098c9e0d6b3a9,german_fires_hannover_locations__41ea7043dd32b3b1d92de674bd1a6de7
isernhagen-sud,"Isernhagen-Sud in Hanover, Germany",52.4413933,9.7969057,2,,,,,,,,,ForeignMinistry,"Isernhagen-Sud in Hanover, Germany",,german_fires_hannover_locations,db99d7800a1615eaeb6845176be9aaaa,german_fires_hannover_locations__17d558c9523fa706d1b4f7f62f89dfdb
kirchrode,"Kirchrode in Hanover, Germany",52.3612779,9.8226552,2,,,,,,,,,Refinery,"Kirchrode in Hanover, Germany",,german_fires_hannover_locations,6ff7eeeb7b765848e49e662b4f79fad4,german_fires_hannover_locations__b60be4e0bba50e40cb1550d8674a2a44
kirchrode-bemerode-wulferode,"Kirchrode-Bemerode-Wulferode in Hanover, Germany",52.3382402,9.8332651,2,,,,,,,,,IndustryTerm,"Kirchrode-Bemerode-Wulferode in Hanover, Germany",,german_fires_hannover_locations,266e5d4aa85d3a89de92e427db6765e8,german_fires_hannover_locations__d6cef8a1c3303b537e89aa0c867fef3d
kleefeld,"Kleefeld in Hanover, Germany",52.3688489,9.7963788,2,,,,,,,,,Refinery,"Kleefeld in Hanover, Germany",,german_fires_hannover_locations,66b124b9dde843b32c78c4b4d7666305,german_fires_hannover_locations__fcff27ee606a46522aec721c0ec74682
lahe,"Lahe in Hanover, Germany",52.4175074,9.8573388,2,,,,,,,,,Exec,"Lahe in Hanover, Germany",,german_fires_hannover_locations,7d3813b296b23684b752525fa2aefb34,german_fires_hannover_locations__51ba75bd7c36ff5b30d5e5e519b6e6a7
ledeburg,"Ledeburg in Hanover, Germany",52.4106843,9.6808648,2,,,,,,,,,Exec,"Ledeburg in Hanover, Germany",,german_fires_hannover_locations,9decb3a1693ec1b1f1a3e992ea520c6c,german_fires_hannover_locations__a24fdcb3bd184638800478ad63c67aef
leinhausen,"Leinhausen in Hanover, Germany",52.4002368,9.6771786,2,,,,,,,,,ForeignMinister,"Leinhausen in Hanover, Germany",,german_fires_hannover_locations,5b313294ab03291dd62584bd19ec6d64,german_fires_hannover_locations__bd3ca57ceb107f3fc29b6d289771d8bb
limmer,"Limmer in Hanover, Germany",52.3625221,9.7108813,2,,,,,,,,,DiplomaticFacilities,"Limmer in Hanover, Germany",,german_fires_hannover_locations,538d4ff1c1ad337542cd08b261dee841,german_fires_hannover_locations__b10bf6ee5f71cc7d92eec141e4e422bd
linden-limmer,"Linden-Limmer in Hanover, Germany",52.3625221,9.7108813,2,,,,,,,,,Person,"Linden-Limmer in Hanover, Germany",,german_fires_hannover_locations,105322d6a17bba9ec25cccf07c1019b9,german_fires_hannover_locations__2c284871ef9c268887bfca13a6041488
linden-mitte,"Linden-Mitte in Hanover, Germany",52.366004,9.7012638,2,,,,,,,,,Consulates,"Linden-Mitte in Hanover, Germany",,german_fires_hannover_locations,a35c50a5c2039e242421c1c59a461c68,german_fires_hannover_locations__b32ab896e4bc2f0eba6bf869a4d0b2a8
linden-nord,"Linden-Nord in Hanover, Germany",52.3749948,9.7062518,2,,,,,,,,,Media,"Linden-Nord in Hanover, Germany",,german_fires_hannover_locations,a994ba121e959e987d3de12e95919349,german_fires_hannover_locations__2cdd9187ff054b3b5a477c2a243e998b
linden-sud,"Linden-Sud in Hanover, Germany",52.3590395,9.720498,2,,,,,,,,,CompanyKeyword,"Linden-Sud in Hanover, Germany",,german_fires_hannover_locations,4761c4e197d46a6fb1d7172e666ef842,german_fires_hannover_locations__e1d0e738ebbfd4d839d7fb8661ba5d20
list,"List in Hanover, Germany",52.399053,9.7564214,2,,,,,,,,,Pipeline,"List in Hanover, Germany",,german_fires_hannover_locations,a2b46055d247a730bc600f0e8433e2f6,german_fires_hannover_locations__99596fc343390e08ac3b5eae53739fe1
marienwerder,"Marienwerder in Hanover, Germany",52.4124092,9.6271955,2,,,,,,,,,Legislator,"Marienwerder in Hanover, Germany",,german_fires_hannover_locations,13c33dfcf93c729f4b2141b2d427852d,german_fires_hannover_locations__5869e8520faf662ac2f25aa01c26516a
misburg-anderten,"Misburg-Anderten in Hanover, Germany",52.3879107,9.8575904,2,,,,,,,,,DiplomaticFacilities,"Misburg-Anderten in Hanover, Germany",,german_fires_hannover_locations,6c06e56478e32ffa3e4338995913900c,german_fires_hannover_locations__f9f7b6cc1c17fb4d8912a1d64a339748
misburg-nord,"Misburg-Nord in Hanover, Germany",52.3937213,9.852421,2,,,,,,,,,Shipping,"Misburg-Nord in Hanover, Germany",,german_fires_hannover_locations,d1e3b4fd34108b0631187db9871366af,german_fires_hannover_locations__365d0cd24d0ef5f993199c647d2dd97b
misburg-sud,"Misburg-Sud in Hanover, Germany",52.3809153,9.876846,2,,,,,,,,,Keyphrase,"Misburg-Sud in Hanover, Germany",,german_fires_hannover_locations,be00a3a2599dd083e8192503048a7f84,german_fires_hannover_locations__4345025ba6eedb4c1a7820f7173d49e3
mitte,"Mitte in Hanover, Germany",52.3701453,9.7271379,2,,,,,,,,,Pipeline,"Mitte in Hanover, Germany",,german_fires_hannover_locations,919e5d3417235bcd89e19f680c35dd26,german_fires_hannover_locations__d8045f37fef6189670414782e84d7085
mitte,"Mitte in Hanover, Germany",52.3701453,9.7271379,2,,,,,,,,,Organization,"Mitte in Hanover, Germany",,german_fires_hannover_locations,40a5888f8ad66190f362f25d7160c677,german_fires_hannover_locations__d8045f37fef6189670414782e84d7085
mittelfeld,"Mittelfeld in Hanover, Germany",52.3305674,9.8044299,2,,,,,,,,,Wells,"Mittelfeld in Hanover, Germany",,german_fires_hannover_locations,5c1d67e84acc62442f408883936f4347,german_fires_hannover_locations__4deac24786450dfac651989868dbc84f
muhlenberg,"Muhlenberg in Hanover, Germany",52.3439658,9.6916699,2,,,,,,,,,FTO,"Muhlenberg in Hanover, Germany",,german_fires_hannover_locations,ba98c6ec62835a31a7beb74beaa30a3c,german_fires_hannover_locations__06043150840504feca6014cfa7955adb
nord,"Nord in Hanover, Germany",52.4050621,9.711921,2,,,,,,,,,News,"Nord in Hanover, Germany",,german_fires_hannover_locations,1e1e5a038a6fe8f02ffe4190eb8021ce,german_fires_hannover_locations__0a0ebab00c923f708e9fa7d5a29620db
nordhafen,"Nordhafen in Hanover, Germany",52.4234547,9.6726986,2,,,,,,,,,Refinery,"Nordhafen in Hanover, Germany",,german_fires_hannover_locations,9d21399d72f359c065bfe183cfd36294,german_fires_hannover_locations__65b1e9a31f6a699b31f745b6e6549eb7
nordstadt,"Nordstadt in Hanover, Germany",52.4050621,9.711921,2,,,,,,,,,FTO,"Nordstadt in Hanover, Germany",,german_fires_hannover_locations,40789eb624035c8308a2ab734c4a5b5d,german_fires_hannover_locations__bca6a1e20927faa797462f0bd34bc3f0
oberricklingen,"Oberricklingen in Hanover, Germany",52.3387459,9.7060854,2,,,,,,,,,IndustryTerm,"Oberricklingen in Hanover, Germany",,german_fires_hannover_locations,4f3cecc34bf37c3f9009334ad3b9aac1,german_fires_hannover_locations__3216cbf9203526d7959b4094094a2ca7
oststadt,"Oststadt in Hanover, Germany",52.3822306,9.7486296,2,,,,,,,,,Refinery,"Oststadt in Hanover, Germany",,german_fires_hannover_locations,d4ec70e4debef22d57f890e030370534,german_fires_hannover_locations__af014186f36853020d98aea5e0cfa28d
ricklingen,"Ricklingen in Hanover, Germany",52.3416454,9.7034971,2,,,,,,,,,Shipping,"Ricklingen in Hanover, Germany",,german_fires_hannover_locations,06ed535d36bbe602e5b76bd87668f850,german_fires_hannover_locations__7b7d7b349e536d227bea6f8f803f297b
ricklingen,"Ricklingen in Hanover, Germany",52.3416454,9.7034971,2,,,,,,,,,space,"Ricklingen in Hanover, Germany",,german_fires_hannover_locations,819f4d11b0577876c13f897a006eefe5,german_fires_hannover_locations__7b7d7b349e536d227bea6f8f803f297b
sahlkamp,"Sahlkamp in Hanover, Germany",52.4193563,9.7708992,2,,,,,,,,,Pipeline,"Sahlkamp in Hanover, Germany",,german_fires_hannover_locations,f61b461b1911f552d17211847f658ae2,german_fires_hannover_locations__bac0f9b95b90a0892a2a846b8b2e1c2f
seelhorst,"Seelhorst in Hanover, Germany",52.3450757,9.7915141,2,,,,,,,,,Keyphrase,"Seelhorst in Hanover, Germany",,german_fires_hannover_locations,072f4f2838279513658fdf89e973c62c,german_fires_hannover_locations__3525b6fe34ba4d6b486179da99c4d33c
stocken,"Stocken in Hanover, Germany",52.4176474,9.661601,2,,,,,,,,,Person,"Stocken in Hanover, Germany",,german_fires_hannover_locations,4597e107dc545ff6f009c8decbc8e3ae,german_fires_hannover_locations__76cb7ad6b6728aff308cdf6e38540932
sudstadt,"Sudstadt in Hanover, Germany",52.3590245,9.753052,2,,,,,,,,,Exec,"Sudstadt in Hanover, Germany",,german_fires_hannover_locations,2802ff8353db22830d2677bc26d1c8f8,german_fires_hannover_locations__ca17c92f00ad05959ea8d57c59205308
sudstadt-bult,"Sudstadt-Bult in Hanover, Germany",52.3590245,9.753052,2,,,,,,,,,Media,"Sudstadt-Bult in Hanover, Germany",,german_fires_hannover_locations,ee097fcda1da38c5163c6b5d981bf7b3,german_fires_hannover_locations__a15c5a8ee949d96030062e6cc09539fc
vahrenheide,"Vahrenheide in Hanover, Germany",52.4158899,9.7479116,2,,,,,,,,,News,"Vahrenheide in Hanover, Germany",,german_fires_hannover_locations,9a414624dc89ef6ad4f663c24e20aedc,german_fires_hannover_locations__dd1b55320bd5d66a3f95066665905146
vahrenwald,"Vahrenwald in Hanover, Germany",52.4013895,9.7282699,2,,,,,,,,,DiplomaticFacilities,"Vahrenwald in Hanover, Germany",,german_fires_hannover_locations,ab6dc3c74c902985e4a568c48347eb77,german_fires_hannover_locations__0a6c5fbe2a2ef508bf7ed4d7eea89798
vahrenwald-list,"Vahrenwald-List in Hanover, Germany",52.3951523,9.7444395,2,,,,,,,,,Shipping,"Vahrenwald-List in Hanover, Germany",,german_fires_hannover_locations,3c969448b5a9a0347919f42d4afbb97a,german_fires_hannover_locations__6383db3c637969c792a78b9179188a30
vinnhorst,"Vinnhorst in Hanover, Germany",52.4193897,9.705669,2,,,,,,,,,Diplomat,"Vinnhorst in Hanover, Germany",,german_fires_hannover_locations,245cf9d9005b4d63aaca870998aaf37a,german_fires_hannover_locations__0333b04a6fff34452876db0aa299ea87
waldhausen,"Waldhausen in Hanover, Germany",52.3482845,9.769134,2,,,,,,,,,Media,"Waldhausen in Hanover, Germany",,german_fires_hannover_locations,a9c7ab2c1823bc6047bf34576c730dba,german_fires_hannover_locations__8a5cddf3361ad6f251e21aba7dbc98c4
waldheim,"Waldheim in Hanover, Germany",52.3526235,9.7815371,2,,,,,,,,,IndustryTerm,"Waldheim in Hanover, Germany",,german_fires_hannover_locations,f821ae827bb418b02a22f7b82aa9e586,german_fires_hannover_locations__691973e8d4d0316c46f31f44adb0e71b
wettbergen,"Wettbergen in Hanover, Germany",52.332369,9.6857703,2,,,,,,,,,Diplomat,"Wettbergen in Hanover, Germany",,german_fires_hannover_locations,d53770702a8680bf9ea880350a3245d2,german_fires_hannover_locations__b6ea2635f3bdd306392003ad9f105874
wulfel,"Wulfel in Hanover, Germany",52.3282825,9.7674407,2,,,,,,,,,Organization,"Wulfel in Hanover, Germany",,german_fires_hannover_locations,68788a25ad15b8a53cbfece11e095d36,german_fires_hannover_locations__db7e372a6f4641976931db06ef989dd1
wulferode,"Wulferode in Hanover, Germany",52.3183277,9.8543403,2,,,,,,,,,AAEntity,"Wulferode in Hanover, Germany",,german_fires_hannover_locations,5f85ec5d0bb62dfeedfe35fe437338f9,german_fires_hannover_locations__f467cc776e2fb734a1556604c442ab90
zoo,"Zoo in Hanover, Germany",52.3817392,9.7669346,2,,,,,,,,,CompanyKeyword,"Zoo in Hanover, Germany",,german_fires_hannover_locations,8af6aa6449ff83788dfa21a8b2a3d28b,german_fires_hannover_locations__fd023f3f0e7d0282f72956047dff4944
aachener strasse,"Aachener Strasse in Hanover, Germany",52.3543664,9.7684722,1,,,,,,,,,Legislator,"Aachener Strasse in Hanover, Germany",,german_fires_hannover_locations,c57f1489a11cd4abcce8ccc84a2f3c0f,german_fires_hannover_locations__28e6651ac3fa2603125d4285c4f48b02
aalborghof,"Aalborghof in Hanover, Germany",52.33513,9.6943828,1,,,,,,,,,LegislativeCommittee,"Aalborghof in Hanover, Germany",,german_fires_hannover_locations,bdd5a73dcbee3f96076b371259234960,german_fires_hannover_locations__d191272d4a64a176d1ac3e000d610567
aarhushof,"Aarhushof in Hanover, Germany",52.3355119,9.6972946,1,,,,,,,,,FTO,"Aarhushof in Hanover, Germany",,german_fires_hannover_locations,be096ef8312ae5cc39351292418c0b42,german_fires_hannover_locations__1e28a71feeb7980925f617634eb7aca0
abbestrasse,"Abbestrasse in Hanover, Germany",52.3433973,9.772022,1,,,,,,,,,AAEntity,"Abbestrasse in Hanover, Germany",,german_fires_hannover_locations,aa7704adfdf915cbd89df97525188634,german_fires_hannover_locations__f925ad43a9aa340f3f99f3fb8c6233e5
abelmannstrasse,"Abelmannstrasse in Hanover, Germany",52.3372152,9.7651805,1,,,,,,,,,News,"Abelmannstrasse in Hanover, Germany",,german_fires_hannover_locations,8e91362970407a76dfcdb74fc293434e,german_fires_hannover_locations__0cadf002eaf45888969a711a03ca9850
achenbachstrasse,"Achenbachstrasse in Hanover, Germany",52.4011465,9.7872238,1,,,,,,,,,Refinery,"Achenbachstrasse in Hanover, Germany",,german_fires_hannover_locations,e9c1a008a95178b2971ce842efaaaa33,german_fires_hannover_locations__3ba659cb9a3eb7668be63854cbd17645
achtermannweg,"Achtermannweg in Hanover, Germany",52.4001216,9.694351,1,,,,,,,,,Refinery,"Achtermannweg in Hanover, Germany",,german_fires_hannover_locations,849c44c48c43ffd28a89a26c88518dd3,german_fires_hannover_locations__877afbcf794b7943839ea0183b762415
ackerstrasse,"Ackerstrasse in Hanover, Germany",52.3959807,9.753534,1,,,,,,,,,CompanyKeyword,"Ackerstrasse in Hanover, Germany",,german_fires_hannover_locations,7d71ffe6283baf613d53e8953fc345f3,german_fires_hannover_locations__4587e6ca36cc186f04a1feab1bfa3e07
ackerweg,"Ackerweg in Hanover, Germany",52.443656,9.7895915,1,,,,,,,,,Keyphrase,"Ackerweg in Hanover, Germany",,german_fires_hannover_locations,5b3c1a3a24393f6dcf0b38e3e32cb2dd,german_fires_hannover_locations__1f46d1af407ca6974b54974dc4a83a71
adalbert-stifter-strasse,"Adalbert-Stifter-strasse in Hanover, Germany",52.4028894,9.7823152,1,,,,,,,,,Shipping,"Adalbert-Stifter-strasse in Hanover, Germany",,german_fires_hannover_locations,333fa155ac218eb70bbf75b5dd96bd85,german_fires_hannover_locations__a879c911241014c8ca04e90627a492c0
adelheid-reinbold-hof,"Adelheid-Reinbold-Hof in Hanover, Germany",52.3984863,9.8316601,1,,,,,,,,,Diplomat,"Adelheid-Reinbold-Hof in Hanover, Germany",,german_fires_hannover_locations,89d9afb81e74406ce99df47f6f7a5fe1,german_fires_hannover_locations__3f81746a01e94bd8c6677830d6c90d6f
adelheidstrasse,"Adelheidstrasse in Hanover, Germany",52.3660977,9.7474131,1,,,,,,,,,IndustryTerm,"Adelheidstrasse in Hanover, Germany",,german_fires_hannover_locations,1c3ef6df12b22fdf26fee3fa0240f3ec,german_fires_hannover_locations__4ccda4ae084f7602fd1df83146f17ca2
adenauerallee,"Adenauerallee in Hanover, Germany",52.37893,9.7679905,1,,,,,,,,,Keyphrase,"Adenauerallee in Hanover, Germany",,german_fires_hannover_locations,f0e695b89bcf87d838d032e43738f13e,german_fires_hannover_locations__cf21fe2adaa6350f6418ad0fb7d70ea9
adickesstrasse,"Adickesstrasse in Hanover, Germany",52.35697,9.7459631,1,,,,,,,,,Organization,"Adickesstrasse in Hanover, Germany",,german_fires_hannover_locations,7c4fb308ff259401ff95db96cb76f8aa,german_fires_hannover_locations__c09f2e5e6e96cb58f0da20737f7a9dca
adolf-emmelmann-strasse,"Adolf-Emmelmann-strasse in Hanover, Germany",52.4090059,9.8022638,1,,,,,,,,,Shipping,"Adolf-Emmelmann-strasse in Hanover, Germany",,german_fires_hannover_locations,17b963d054d6b1dba92e0c3d8a37ea00,german_fires_hannover_locations__4a1346a4d7d210ce21910631c0233885
adolf-ey-strasse,"Adolf-Ey-strasse in Hanover, Germany",52.3498148,9.7696102,1,,,,,,,,,Wells,"Adolf-Ey-strasse in Hanover, Germany",,german_fires_hannover_locations,e5fef9ab193c37c739a09a03a4b7721e,german_fires_hannover_locations__f7ccfbc99fca18552fb61a6a0294d142
adolf-falke-weg,"Adolf-Falke-Weg in Hanover, Germany",52.3569129,9.8429742,1,,,,,,,,,DiplomaticFacilities,"Adolf-Falke-Weg in Hanover, Germany",,german_fires_hannover_locations,63a8a393b40d6ebd4867e32d0a00934e,german_fires_hannover_locations__f548af3ff56c5609aad19a00bdbcf717
adolf-lucke-weg,"Adolf-Lucke-Weg in Hanover, Germany",52.328663,9.8525083,1,,,,,,,,,Organization,"Adolf-Lucke-Weg in Hanover, Germany",,german_fires_hannover_locations,ace3b78e7a03e48d996372edf8415475,german_fires_hannover_locations__fff455d516c95e1107aa595af1a50a3d
adolfinenstrasse,"Adolfinenstrasse in Hanover, Germany",52.3759425,9.6711938,1,,,,,,,,,ForeignMinister,"Adolfinenstrasse in Hanover, Germany",,german_fires_hannover_locations,b299e48c7fb5bb4c0f2a5d53fcf88e09,german_fires_hannover_locations__235b6f8189e64bfa86ad3c25180d5fa7
adolfstrasse,"Adolfstrasse in Hanover, Germany",52.3684173,9.7255047,1,,,,,,,,,Diplomat,"Adolfstrasse in Hanover, Germany",,german_fires_hannover_locations,e44f7367da5c11148a4e7f018597bd60,german_fires_hannover_locations__0f94b568b6789cbc11553646d51dee7e
aegidiendamm,"Aegidiendamm in Hanover, Germany",52.3671176,9.7437611,1,,,,,,,,,Exec,"Aegidiendamm in Hanover, Germany",,german_fires_hannover_locations,f6382422f50a86e9b68abcdb5b2d8036,german_fires_hannover_locations__44e1e4f02f0dde939908df8f0f42e3d6
aegidienkirchhof,"Aegidienkirchhof in Hanover, Germany",52.3695677,9.7391233,1,,,,,,,,,IndustryTerm,"Aegidienkirchhof in Hanover, Germany",,german_fires_hannover_locations,0539a93e225bb8b186d9adebed91e198,german_fires_hannover_locations__d9b1cd568993265ee807f3bdbd0f8440
aegidientorplatz,"Aegidientorplatz in Hanover, Germany",52.3698293,9.7426621,1,,,,,,,,,CompanyKeyword,"Aegidientorplatz in Hanover, Germany",,german_fires_hannover_locations,990ba18038a1ca9342dfd67f77b56422,german_fires_hannover_locations__040549194c14344e12bf54833d70f2bb
agnes-hundoegger-weg,"Agnes-Hundoegger-Weg in Hanover, Germany",52.3526883,9.7541284,1,,,,,,,,,Shipping,"Agnes-Hundoegger-Weg in Hanover, Germany",,german_fires_hannover_locations,6032e19ce4d99a6e24f56f53dea2f3bb,german_fires_hannover_locations__972cfb57735810b32b4678a2f57bb56c
ahldener strasse,"Ahldener strasse in Hanover, Germany",52.3814241,9.8135155,1,,,,,,,,,News,"Ahldener strasse in Hanover, Germany",,german_fires_hannover_locations,db523bd5607f8fdcb886582bea829339,german_fires_hannover_locations__727a01b0afe0989e655b9190c1d77ba7
ahlemer strasse,"Ahlemer strasse in Hanover, Germany",52.3722491,9.70753,1,,,,,,,,,Diplomat,"Ahlemer strasse in Hanover, Germany",,german_fires_hannover_locations,5f059f2a0a21b05679c2a16eae5baf60,german_fires_hannover_locations__a092eb878101c1b7a5b696a4550bb053
ahlemer waldstrasse,"Ahlemer Waldstrasse in Hanover, Germany",52.3831816,9.6548781,1,,,,,,,,,Person,"Ahlemer Waldstrasse in Hanover, Germany",,german_fires_hannover_locations,db689d0d983e1f01c9641166db175e7a,german_fires_hannover_locations__8e970955eeeb4bb4856584f4fa9cb45d
ahornstrasse,"Ahornstrasse in Hanover, Germany",52.3336188,9.7929941,1,,,,,,,,,CompanyKeyword,"Ahornstrasse in Hanover, Germany",,german_fires_hannover_locations,0234e99fe79ff9c0dfe7a18260f1c551,german_fires_hannover_locations__30bdf8c1d6c1cbf27985168aae0b0694
ahrbergstrasse,"Ahrbergstrasse in Hanover, Germany",52.3599984,9.7171913,1,,,,,,,,,Refinery,"Ahrbergstrasse in Hanover, Germany",,german_fires_hannover_locations,c26540334c6c7e7d15892ef08c24a290,german_fires_hannover_locations__c0742e63ba315ec1a3525e0648f27a45
ahrensburger strasse,"Ahrensburger strasse in Hanover, Germany",52.4229439,9.827323,1,,,,,,,,,DiplomaticFacilities,"Ahrensburger strasse in Hanover, Germany",,german_fires_hannover_locations,0bdea9722bb17bb661403b68bbfcc325,german_fires_hannover_locations__33f3eff324b8da596598562656bac4f2
akazienstrasse,"Akazienstrasse in Hanover, Germany",52.3648702,9.7453278,1,,,,,,,,,Legislator,"Akazienstrasse in Hanover, Germany",,german_fires_hannover_locations,bed277d0f0b6bcb0875e5cd031a0fa91,german_fires_hannover_locations__be7c2c3540523663affdfa8c49bd7f9c
akeleiweg,"Akeleiweg in Hanover, Germany",52.402021,9.8285756,1,,,,,,,,,Wells,"Akeleiweg in Hanover, Germany",,german_fires_hannover_locations,1dd776fabc26eac21cbe00a507ad45b4,german_fires_hannover_locations__58f99f8d0c613e924e00e66e7714120e
alabasterweg,"Alabasterweg in Hanover, Germany",52.3730731,9.6691894,1,,,,,,,,,Media,"Alabasterweg in Hanover, Germany",,german_fires_hannover_locations,0807f0ac3af8b1405171cb02ea967d81,german_fires_hannover_locations__6409bae23b2093fd82b7abaca9579bd5
aladinweg,"Aladinweg in Hanover, Germany",52.4159907,9.7714976,1,,,,,,,,,Legislator,"Aladinweg in Hanover, Germany",,german_fires_hannover_locations,cafce23fc4f4b43b430b004a03e7d590,german_fires_hannover_locations__064b47c5570aa6fd5ec9b3b9a2b34b34
