keyword,keyword_upper,caption_name,location,location_lower,type,topic_id,focus_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
san antonio department of transportation,San Antonio Department of Transportation,San Antonio Department of Transportation,San Antonio,san antonio,SLGAgency,188120,3140002,Slgagency,San Antonio Department of Transportation,,LN_Mentionee,b5b1976bffda280b16aaaef1d4183d14,LN_Mentionee__b5b1976bffda280b16aaaef1d4183d14
san antonio housing authority,San Antonio Housing Authority,San Antonio Housing Authority,San Antonio,san antonio,SLGAgency,188289,3140002,Slgagency,San Antonio Housing Authority,,LN_Mentionee,0b766762e45c0c72ab81d432ffe12e07,LN_Mentionee__0b766762e45c0c72ab81d432ffe12e07
satx housing authority,SATX Housing Authority,San Antonio Housing Authority,San Antonio,san antonio,SLGAgency,188289,3140002,Slgagency,San Antonio Housing Authority,,LN_Mentionee,5c0b3c335ba7180f05d28929535f3c5a,LN_Mentionee__5c0b3c335ba7180f05d28929535f3c5a
san antonio department of human services,San Antonio Department of Human Services,San Antonio Department of Human Services,San Antonio,san antonio,SLGAgency,188120,3140002,Slgagency,San Antonio Department of Human Services,,LN_Mentionee,8e716c815ebe950868633ff6eabe3c41,LN_Mentionee__8e716c815ebe950868633ff6eabe3c41
san antonio department of public works,San Antonio Department of Public Works,San Antonio Department of Public Works,San Antonio,san antonio,SLGAgency,188120,3140002,Slgagency,San Antonio Department of Public Works,,LN_Mentionee,824536f67ba6f10ca688642f65c218f9,LN_Mentionee__824536f67ba6f10ca688642f65c218f9
san antonio water system,San Antonio Water System,San Antonio Water System,San Antonio,san antonio,SLGAgency,188242,3140002,Slgagency,San Antonio Water System,,LN_Mentionee,b1fa060a0e76e75708cf67734eefaf1d,LN_Mentionee__b1fa060a0e76e75708cf67734eefaf1d
london department of environment,London Department of Environment,London Department of Environment,London,london,SLGAgency,188133,3140002,Slgagency,London Department of Environment,,LN_Mentionee,9e9fd84165f31659266095f2384cc425,LN_Mentionee__9e9fd84165f31659266095f2384cc425
london green spaces commission,London Green Spaces Commission,London Green Spaces Commission,London,london,SLGAgency,188121,3140002,Slgagency,London Green Spaces Commission,,LN_Mentionee,393c33c4dbbdb3b5859ca96df022e0a3,LN_Mentionee__393c33c4dbbdb3b5859ca96df022e0a3
transport for london,Transport for London,Transport for London,London,london,SLGAgency,188121,3140002,Slgagency,Transport for London,,LN_Mentionee,61888dfa40714e42511a833ab7d3ab2a,LN_Mentionee__61888dfa40714e42511a833ab7d3ab2a
uk nhs,UK NHS,UK National Health Service,London,london,SLGAgency,188124,3140002,Slgagency,UK National Health Service,,LN_Mentionee,df0c7792517300d6b077e07d82b5c529,LN_Mentionee__df0c7792517300d6b077e07d82b5c529
uk national health service,UK National Health Service,UK National Health Service,London,london,SLGAgency,188124,3140002,Slgagency,UK National Health Service,,LN_Mentionee,7a8f07a4cbc0433be1e365be64badb4c,LN_Mentionee__7a8f07a4cbc0433be1e365be64badb4c
thames water,Thames Water,Thames Water Utilities,London,london,SLGAgency,188242,3140002,Slgagency,Thames Water Utilities,,LN_Mentionee,249ca1745df0834a1e75586a0a6a237e,LN_Mentionee__249ca1745df0834a1e75586a0a6a237e
"toronto parks, forestry & recreation division","Toronto Parks, Forestry & Recreation Division","Toronto Parks, Forestry and Recreation Division",Toronto,toronto,SLGAgency,188133,3140002,Slgagency,"Toronto Parks, Forestry and Recreation Division",,LN_Mentionee,d3f4742cb1cb50190447ef828b8e0bac,LN_Mentionee__d3f4742cb1cb50190447ef828b8e0bac
"toronto parks, forestry and recreation division","Toronto Parks, Forestry and Recreation Division","Toronto Parks, Forestry and Recreation Division",Toronto,toronto,SLGAgency,188133,3140002,Slgagency,"Toronto Parks, Forestry and Recreation Division",,LN_Mentionee,e16c96570ea67626fac7eda8c8b46feb,LN_Mentionee__e16c96570ea67626fac7eda8c8b46feb
toronto transportation services,Toronto Transportation Services,Toronto Transportation Services,Toronto,toronto,SLGAgency,188121,3140002,Slgagency,Toronto Transportation Services,,LN_Mentionee,c3e29791fddc6b1066129684c1dda8bf,LN_Mentionee__c3e29791fddc6b1066129684c1dda8bf
toronto environment & energy division,Toronto Environment & Energy Division,Toronto Environment and Energy Division,Toronto,toronto,SLGAgency,188133,3140002,Slgagency,Toronto Environment and Energy Division,,LN_Mentionee,08ab5623c07b9b56e512bedb32a33d61,LN_Mentionee__08ab5623c07b9b56e512bedb32a33d61
"toronto shelter, support & housing administration","Toronto Shelter, Support & Housing Administration","Toronto Shelter, Support and Housing Administration",Toronto,toronto,SLGAgency,188289,3140002,Slgagency,"Toronto Shelter, Support and Housing Administration",,LN_Mentionee,552ac321bd54b49612f34b5be0c2451f,LN_Mentionee__552ac321bd54b49612f34b5be0c2451f
toronto solid waste management services,Toronto Solid Waste Management Services,Toronto Solid Waste Management Services,Toronto,toronto,SLGAgency,188121,3140002,Slgagency,Toronto Solid Waste Management Services,,LN_Mentionee,55e14c3871018cd6173ae9889a39868f,LN_Mentionee__55e14c3871018cd6173ae9889a39868f
toronto public health,Toronto Public Health,Toronto Public Health,Toronto,toronto,SLGAgency,188124,3140002,Slgagency,Toronto Public Health,,LN_Mentionee,bf71078a92fa758d1cffbcc1e285a8d3,LN_Mentionee__bf71078a92fa758d1cffbcc1e285a8d3
toronto water,Toronto Water,Toronto Water Department,Toronto,toronto,SLGAgency,188242,3140002,Slgagency,Toronto Water Department,,LN_Mentionee,5abd356d839d5461c351883fbc9a7f8c,LN_Mentionee__5abd356d839d5461c351883fbc9a7f8c
ottawa recreation and parks,Ottawa Recreation and Parks,Ottawa Recreation and Parks,Ottawa,ottawa,SLGAgency,188121,3140002,Slgagency,Ottawa Recreation and Parks,,LN_Mentionee,cfb1abb0185e99e4312c4a130f4314db,LN_Mentionee__cfb1abb0185e99e4312c4a130f4314db
ottawa public health,Ottawa Public Health,Ottawa Public Health,Ottawa,ottawa,SLGAgency,188124,3140002,Slgagency,Ottawa Public Health,,LN_Mentionee,d527479cbb447a414c7e27e688873c2d,LN_Mentionee__d527479cbb447a414c7e27e688873c2d
oc transpo,OC Transpo,OC Transpo,Ottawa,ottawa,SLGAgency,188121,3140002,Slgagency,OC Transpo,,LN_Mentionee,b41b263b93bc83aa1249544f12383675,LN_Mentionee__b41b263b93bc83aa1249544f12383675
parks victoria,Parks Victoria,"Victoria, Australia Parks Department",Melbourne,melbourne,SLGAgency,188121,3140002,Slgagency,"Victoria, Australia Parks Department",,LN_Mentionee,ea919e38737caa059fc96929610e857a,LN_Mentionee__ea919e38737caa059fc96929610e857a
victoria state health and human services,Victoria State Health and Human Services,Victoria State Health and Human Services,Melbourne,melbourne,SLGAgency,188124,3140002,Slgagency,Victoria State Health and Human Services,,LN_Mentionee,621599c4d7da922800786deb4640742b,LN_Mentionee__621599c4d7da922800786deb4640742b
victoria state department of transport,Victoria State Department of Transport,Victoria State Department of Transport,Melbourne,melbourne,SLGAgency,188121,3140002,Slgagency,Victoria State Department of Transport,,LN_Mentionee,8064f03faf42178ef3eecbc9f57d487d,LN_Mentionee__8064f03faf42178ef3eecbc9f57d487d
victoria department of education,Victoria Department of Education,Victoria Department of Education,Melbourne,melbourne,SLGAgency,188114,3140002,Slgagency,Victoria Department of Education,,LN_Mentionee,247fc45955a75ecbc24d78dd462cb526,LN_Mentionee__247fc45955a75ecbc24d78dd462cb526
melbourne energy institute,Melbourne Energy Institute,Melbourne Energy Institute,Melbourne,melbourne,SLGAgency,188121,3140002,Slgagency,Melbourne Energy Institute,,LN_Mentionee,aee51f7701f77b6c1d91a0f6186633d7,LN_Mentionee__aee51f7701f77b6c1d91a0f6186633d7
melbourne water,Melbourne Water,Melbourne Water,Melbourne,melbourne,SLGAgency,188242,3140002,Slgagency,Melbourne Water,,LN_Mentionee,2608c744aede3f444a097265ade6b2f1,LN_Mentionee__2608c744aede3f444a097265ade6b2f1
"victoria state department of environment, land, water and planning","Victoria State Department of Environment, Land, Water and Planning","Victoria State Department of Environment, Land, Water and Planning",Melbourne,melbourne,SLGAgency,188133,3140002,Slgagency,"Victoria State Department of Environment, Land, Water and Planning",,LN_Mentionee,c04fd1981cf043308a3da6d41e3b1467,LN_Mentionee__c04fd1981cf043308a3da6d41e3b1467
housing vic,Housing Vic,Housing Victoria,Melbourne,melbourne,SLGAgency,188289,3140002,Slgagency,Housing Victoria,,LN_Mentionee,cb0f62d34dfef04d5b768b3c971e48ec,LN_Mentionee__cb0f62d34dfef04d5b768b3c971e48ec
sydney parks,Sydney Parks,Sydney Parks Department,Sydney,sydney,SLGAgency,188121,3140002,Slgagency,Sydney Parks Department,,LN_Mentionee,7951cf3cda016588f2ee79e64e100d8e,LN_Mentionee__7951cf3cda016588f2ee79e64e100d8e
new south wales health,New South Wales Health,New South Wales Health Department,Sydney,sydney,SLGAgency,188124,3140002,Slgagency,New South Wales Health Department,,LN_Mentionee,7ee4a6a20a43c9bb338d17047ddb5a93,LN_Mentionee__7ee4a6a20a43c9bb338d17047ddb5a93
transport for new south wales,Transport for New South Wales,New South Wales Department of Transport,Sydney,sydney,SLGAgency,188121,3140002,Slgagency,New South Wales Department of Transport,,LN_Mentionee,edcdad3ae438b6b5cb4593481230800e,LN_Mentionee__edcdad3ae438b6b5cb4593481230800e
transport for nsw,Transport for NSW,New South Wales Department of Transport,Sydney,sydney,SLGAgency,188121,3140002,Slgagency,New South Wales Department of Transport,,LN_Mentionee,16c39679446fb9e616d5626cd0b9123a,LN_Mentionee__16c39679446fb9e616d5626cd0b9123a
new south wales department of education,New South Wales Department of Education,New South Wales Department of Education,Sydney,sydney,SLGAgency,188114,3140002,Slgagency,New South Wales Department of Education,,LN_Mentionee,6989881ed2052eeaba72c7b9d7c3629c,LN_Mentionee__6989881ed2052eeaba72c7b9d7c3629c
nsw department of education,NSW Department of Education,New South Wales Department of Education,Sydney,sydney,SLGAgency,188114,3140002,Slgagency,New South Wales Department of Education,,LN_Mentionee,c24dba8f7df50421cc8c4229da2bc124,LN_Mentionee__c24dba8f7df50421cc8c4229da2bc124
energy nsw,Energy NSW,Energy New South Wales,Sydney,sydney,SLGAgency,188121,3140002,Slgagency,Energy New South Wales,,LN_Mentionee,ff2bc229295879e050df8bb48037500d,LN_Mentionee__ff2bc229295879e050df8bb48037500d
sydney water,Sydney Water,Sydney Water,Sydney,sydney,SLGAgency,188242,3140002,Slgagency,Sydney Water,,LN_Mentionee,bf69881a4b34c6401dfd1e440bff9a5d,LN_Mentionee__bf69881a4b34c6401dfd1e440bff9a5d
nsw environment protection authority,NSW Environment Protection Authority,New South Wales Environment Protection Authority,Sydney,sydney,SLGAgency,188133,3140002,Slgagency,New South Wales Environment Protection Authority,,LN_Mentionee,27559b55831d57f7f9f943bd13d3fdf9,LN_Mentionee__27559b55831d57f7f9f943bd13d3fdf9
homelessness nsw,Homelessness NSW,Homelessness New South Wales,Sydney,sydney,SLGAgency,188289,3140002,Slgagency,Homelessness New South Wales,,LN_Mentionee,40b538419c5ed564ba563e12cc8425bf,LN_Mentionee__40b538419c5ed564ba563e12cc8425bf
california department of parks and recreation,California Department of Parks and Recreation,California Department of Parks and Recreation,California,california,SLGAgency,188120,3140002,Slgagency,California Department of Parks and Recreation,,LN_Mentionee,09050001df514381333c02c97dd97d4f,LN_Mentionee__09050001df514381333c02c97dd97d4f
california department of transportation,California Department of Transportation,California Department of Transportation,California,california,SLGAgency,188120,3140002,Slgagency,California Department of Transportation,,LN_Mentionee,ca5c95be132baaeda074c180f9be2952,LN_Mentionee__ca5c95be132baaeda074c180f9be2952
california department of education,California Department of Education,California Department of Education,California,california,SLGAgency,188114,3140002,Slgagency,California Department of Education,,LN_Mentionee,a0b5dc5246d98f937db3022a20f8d935,LN_Mentionee__a0b5dc5246d98f937db3022a20f8d935
california energy commission,California Energy Commission,California Energy Commission,California,california,SLGAgency,188120,3140002,Slgagency,California Energy Commission,,LN_Mentionee,8da9a1dae3754ff9b6df19251cc337ab,LN_Mentionee__8da9a1dae3754ff9b6df19251cc337ab
california environmental protection agency,California Environmental Protection Agency,California Environmental Protection Agency,California,california,SLGAgency,188133,3140002,Slgagency,California Environmental Protection Agency,,LN_Mentionee,6b14e094761e89cbef14b0f0f351451a,LN_Mentionee__6b14e094761e89cbef14b0f0f351451a
department of water resources,Department of Water Resources,Department of Water Resources,California,california,SLGAgency,188242,3140002,Slgagency,Department of Water Resources,,LN_Mentionee,16b2179f2aeaa6b1b663c0c9457c6988,LN_Mentionee__16b2179f2aeaa6b1b663c0c9457c6988
california department of social services,California Department of Social Services,California Department of Social Services,California,california,SLGAgency,188120,3140002,Slgagency,California Department of Social Services,,LN_Mentionee,0489e8f602846e979064a847740d5a55,LN_Mentionee__0489e8f602846e979064a847740d5a55
california department of food and agriculture,California Department of Food and Agriculture,California Department of Food and Agriculture,California,california,SLGAgency,188120,3140002,Slgagency,California Department of Food and Agriculture,,LN_Mentionee,a72c3acb5e53732222f243a46ea3631e,LN_Mentionee__a72c3acb5e53732222f243a46ea3631e
california department of public health,California Department of Public Health,California Department of Public Health,California,california,SLGAgency,188124,3140002,Slgagency,California Department of Public Health,,LN_Mentionee,e89d8c174b2f366dbd8bc863b6a230bc,LN_Mentionee__e89d8c174b2f366dbd8bc863b6a230bc
california department of corrections and rehabilitation,California Department of Corrections and Rehabilitation,California Department of Corrections and Rehabilitation,California,california,SLGAgency,188120,3140002,Slgagency,California Department of Corrections and Rehabilitation,,LN_Mentionee,0801220091437e6fcf5b8ba69a5f42c7,LN_Mentionee__0801220091437e6fcf5b8ba69a5f42c7
california department of housing and community development,California Department of Housing and Community Development,California Department of Housing and Community Development,California,california,SLGAgency,188289,3140002,Slgagency,California Department of Housing and Community Development,,LN_Mentionee,a02a310471cfeb333467925300325cca,LN_Mentionee__a02a310471cfeb333467925300325cca
california public utilities commission,California Public Utilities Commission,California Public Utilities Commission,California,california,SLGAgency,188120,3140002,Slgagency,California Public Utilities Commission,,LN_Mentionee,1c43709c94dafbcdaf3b3663d45a5543,LN_Mentionee__1c43709c94dafbcdaf3b3663d45a5543
california department of consumer affairs,California Department of Consumer Affairs,California Department of Consumer Affairs,California,california,SLGAgency,188120,3140002,Slgagency,California Department of Consumer Affairs,,LN_Mentionee,3689f4effade65cc1da342f934a71c9e,LN_Mentionee__3689f4effade65cc1da342f934a71c9e
virginia department of conservation and recreation,Virginia Department of Conservation and Recreation,Virginia Department of Conservation and Recreation,Virginia,virginia,SLGAgency,188133,3140002,Slgagency,Virginia Department of Conservation and Recreation,,LN_Mentionee,09a0b4bad6a0f6bcd3a02017b0cdf980,LN_Mentionee__09a0b4bad6a0f6bcd3a02017b0cdf980
"virginia department of mines, minerals and energy","Virginia Department of Mines, Minerals and Energy","Virginia Department of Mines, Minerals and Energy",Virginia,virginia,SLGAgency,188120,3140002,Slgagency,"Virginia Department of Mines, Minerals and Energy",,LN_Mentionee,ae3dccc0b20ac7d83f1040537c19a98f,LN_Mentionee__ae3dccc0b20ac7d83f1040537c19a98f
virginia housing development authority,Virginia Housing Development Authority,Virginia Housing Development Authority,Virginia,virginia,SLGAgency,188289,3140002,Slgagency,Virginia Housing Development Authority,,LN_Mentionee,900406819e62ddf006323844b34d5f51,LN_Mentionee__900406819e62ddf006323844b34d5f51
virginia department of environmental quality,Virginia Department of Environmental Quality,Virginia Department of Environmental Quality,Virginia,virginia,SLGAgency,188133,3140002,Slgagency,Virginia Department of Environmental Quality,,LN_Mentionee,604d2505338e451d11001e5457fddfd1,LN_Mentionee__604d2505338e451d11001e5457fddfd1
