keyword,caption_name,topic_id,type,groups,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#نسته اویل,Finnish oil company Neste,188162;188132,company keyword,neste;نسته اویل,4b21e07ce935c1004ced5bd63cad17a4,CompanyKeyword,Finnish oil company Neste,,og_mentionee_v3,60c3930d21606ced84c54fce70d4558e,og_mentionee_v3__bd2806938f6cb22c61b15244305aed75
#ネステ,Finnish oil company Neste,188162;188132,company keyword,neste;ネステ,4b21e07ce935c1004ced5bd63cad17a4,CompanyKeyword,Finnish oil company Neste,,og_mentionee_v3,42dfbf29bb0959aa54b092a6b472eb43,og_mentionee_v3__bd2806938f6cb22c61b15244305aed75
neste deutschland,Finnish oil company Neste,188162;188132,company keyword,neste;neste;neste deutschland,4b21e07ce935c1004ced5bd63cad17a4,CompanyKeyword,Finnish oil company Neste,,og_mentionee_v3,c67369388f30599922fa8bca74d21048,og_mentionee_v3__bd2806938f6cb22c61b15244305aed75
neste latvia,Finnish oil company Neste,188162;188132,company keyword,neste;neste latvia,4b21e07ce935c1004ced5bd63cad17a4,CompanyKeyword,Finnish oil company Neste,,og_mentionee_v3,50274a1845e93eca72f851610709824e,og_mentionee_v3__bd2806938f6cb22c61b15244305aed75
neste netherlands,Finnish oil company Neste,188162;188132,company keyword,neste;neste netherlands,4b21e07ce935c1004ced5bd63cad17a4,CompanyKeyword,Finnish oil company Neste,,og_mentionee_v3,6b5ff3c6003e244e3bd7288e4aed3134,og_mentionee_v3__bd2806938f6cb22c61b15244305aed75
neste north america,Finnish oil company Neste,188162;188132,company keyword,neste;neste north america,4b21e07ce935c1004ced5bd63cad17a4,CompanyKeyword,Finnish oil company Neste,,og_mentionee_v3,fe69c40d9b5b4439356dad817e8a7601,og_mentionee_v3__bd2806938f6cb22c61b15244305aed75
neste oyj,Finnish oil company Neste,188162;188132,company keyword,neste;neste oyj,4b21e07ce935c1004ced5bd63cad17a4,CompanyKeyword,Finnish oil company Neste,,og_mentionee_v3,e65cff372275d364f0e03a6c6ba6b1e8,og_mentionee_v3__bd2806938f6cb22c61b15244305aed75
neste sweden,Finnish oil company Neste,188162;188132,company keyword,neste;neste sweden,4b21e07ce935c1004ced5bd63cad17a4,CompanyKeyword,Finnish oil company Neste,,og_mentionee_v3,e84346b4a3b14559df30a0a66770a34a,og_mentionee_v3__bd2806938f6cb22c61b15244305aed75
نسته اویل,Finnish oil company Neste,188162;188132,company keyword,neste;نسته اویل,4b21e07ce935c1004ced5bd63cad17a4,CompanyKeyword,Finnish oil company Neste,,og_mentionee_v3,7b2f47e661f964548e69cf29ea7848bd,og_mentionee_v3__bd2806938f6cb22c61b15244305aed75
ネステ,Finnish oil company Neste,188162;188132,company keyword,neste;ネステ,4b21e07ce935c1004ced5bd63cad17a4,CompanyKeyword,Finnish oil company Neste,,og_mentionee_v3,00cd7c19b2df6adb719ba6029937601a,og_mentionee_v3__bd2806938f6cb22c61b15244305aed75
#fso,floating storage and offloading,188162;188132,industry term,fso;floating storage and offloading,,IndustryTerm,floating storage and offloading,,og_mentionee_v3,a0ae83306b28036ca7f43ce17a4ec2ce,og_mentionee_v3__ffcd1986d6f699416a912a3d5ea4ea57
fso,floating storage and offloading,188162;188132,industry term,fso;floating storage and offloading,,IndustryTerm,floating storage and offloading,,og_mentionee_v3,cdeae2104e44beb76959520f8350b36f,og_mentionee_v3__ffcd1986d6f699416a912a3d5ea4ea57
#florida department of agriculture & consumer services,Florida Department of Agriculture & Consumer Services,188162;188132,sub-federal regulators,florida department of agriculture & consumer services;florida department of agriculture & consumer services,,Sub-federalRegulators,Florida Department of Agriculture & Consumer Services,,og_mentionee_v3,6b57687c7d3fb349c1dda0155c3e45db,og_mentionee_v3__63bd41b8ce9bf28e485faf3a313abfe9
florida department of agriculture & consumer services,Florida Department of Agriculture & Consumer Services,188162;188132,sub-federal regulators,florida department of agriculture & consumer services;florida department of agriculture & consumer services,,Sub-federalRegulators,Florida Department of Agriculture & Consumer Services,,og_mentionee_v3,bcb82a2724f887800a0b18ada1656a2c,og_mentionee_v3__63bd41b8ce9bf28e485faf3a313abfe9
#flotta crude,Flotta crude,188162;188132,industry term,flotta crude;flotta crude,,IndustryTerm,Flotta crude,,og_mentionee_v3,8f3b38b6be86c30826eec0e15869ecc1,og_mentionee_v3__b28cf7dfe558c0de52de151a696049f0
flotta crude,Flotta crude,188162;188132,industry term,flotta crude;flotta crude,,IndustryTerm,Flotta crude,,og_mentionee_v3,edd8ed632aa9156b5f87157d43b07599,og_mentionee_v3__b28cf7dfe558c0de52de151a696049f0
#foothills pipeline,Foothills pipeline,188162;188132,pipeline,foothills pipeline;foothills pipeline,,Pipeline,Foothills pipeline,,og_mentionee_v3,2c70fdea62e20a9ef03f60e9b6a845fe,og_mentionee_v3__4f6d072f03c287ae86dc5a1870d4daa1
foothills pipeline,Foothills pipeline,188162;188132,pipeline,foothills pipeline;foothills pipeline,,Pipeline,Foothills pipeline,,og_mentionee_v3,26e4e2449830da1eef6b7c883bfa0b86,og_mentionee_v3__4f6d072f03c287ae86dc5a1870d4daa1
#forcados crude,Forcados crude,188162;188132,industry term,forcados crude;forcados crude,,IndustryTerm,Forcados crude,,og_mentionee_v3,58d0438affbd92d5a09874fa77a2c7e3,og_mentionee_v3__fe9c29e09bb48daa04d20f2e082dcc5d
forcados crude,Forcados crude,188162;188132,industry term,forcados crude;forcados crude,,IndustryTerm,Forcados crude,,og_mentionee_v3,950c0e429aa01b8ddcec2bed4442549b,og_mentionee_v3__fe9c29e09bb48daa04d20f2e082dcc5d
#foroozan-marjan,Foroozan-Marjan field,188162;188132,o&g field,foroozan-marjan;foroozan-marjan field,,O&gField,Foroozan-Marjan field,,og_mentionee_v3,cbaa4323ff44e124c58836273bd40286,og_mentionee_v3__5a23ae5d37330a973e49536aaef346ac
foroozan-marjan,Foroozan-Marjan field,188162;188132,o&g field,foroozan-marjan;foroozan-marjan field,,O&gField,Foroozan-Marjan field,,og_mentionee_v3,078ca745cd623efc2013b4a175d7e76d,og_mentionee_v3__5a23ae5d37330a973e49536aaef346ac
forozoon field,Foroozan-Marjan field,188162;188132,o&g field,foroozan-marjan;foroozan-marjan field,,O&gField,Foroozan-Marjan field,,og_mentionee_v3,982b00a2cbb3d377b5b18d3c2dc8decc,og_mentionee_v3__5a23ae5d37330a973e49536aaef346ac
marjan field,Foroozan-Marjan field,188162;188132,o&g field,foroozan-marjan;foroozan-marjan field,,O&gField,Foroozan-Marjan field,,og_mentionee_v3,80314f3b7014b332e8ac2b45632f6c80,og_mentionee_v3__5a23ae5d37330a973e49536aaef346ac
marjan oil,Foroozan-Marjan field,188162;188132,o&g field,foroozan-marjan;foroozan-marjan field,,O&gField,Foroozan-Marjan field,,og_mentionee_v3,2333864d1078da6fa1d0f4139ccc4a1c,og_mentionee_v3__5a23ae5d37330a973e49536aaef346ac
#forties crude,Forties crude,188162;188132,industry term,forties crude;forties crude,,IndustryTerm,Forties crude,,og_mentionee_v3,1e0c95ec6cc459f6a51c6e459d0cf244,og_mentionee_v3__1befbe3799d14ab0babfa1bd7e7bfaa9
forties crude,Forties crude,188162;188132,industry term,forties crude;forties crude,,IndustryTerm,Forties crude,,og_mentionee_v3,26e4740422bc1abbbe0530160535a85b,og_mentionee_v3__1befbe3799d14ab0babfa1bd7e7bfaa9
#forties oilfield,Forties oil field,188162;188132,o&g field,forties oilfield;forties oil field,,O&gField,Forties oil field,,og_mentionee_v3,853553a9040aeef4b605c0d9a02f3c32,og_mentionee_v3__51d9e4d8ba7e62cf854ae967cca63261
forties oilfield,Forties oil field,188162;188132,o&g field,forties oilfield;forties oil field,,O&gField,Forties oil field,,og_mentionee_v3,f92a7d5c60c39d4e86ea8174588c269e,og_mentionee_v3__51d9e4d8ba7e62cf854ae967cca63261
#fos refinery,Fos-sur-Mer refinery,188162;188132,refinery,fos refinery;fos-sur-mer refinery,,Refinery,Fos-sur-Mer refinery,,og_mentionee_v3,7c48565f6eecc116f57c8df422c6e684,og_mentionee_v3__a8cb73b0404aea21ced58228b9fc6329
#fos-sur-mer refinery,Fos-sur-Mer refinery,188162;188132,refinery,fos-sur-mer refinery;fos-sur-mer refinery,,Refinery,Fos-sur-Mer refinery,,og_mentionee_v3,a5769b62cfb45b51e43657fd3528824b,og_mentionee_v3__a8cb73b0404aea21ced58228b9fc6329
#mer refinery,Fos-sur-Mer refinery,188162;188132,refinery,mer refinery;fos-sur-mer refinery,,Refinery,Fos-sur-Mer refinery,,og_mentionee_v3,e0fb130c2c0c80c60a8f0dd554f7e4ed,og_mentionee_v3__a8cb73b0404aea21ced58228b9fc6329
fos refinery,Fos-sur-Mer refinery,188162;188132,refinery,fos refinery;fos-sur-mer refinery,,Refinery,Fos-sur-Mer refinery,,og_mentionee_v3,565ea65fce2cd9ca97f8aff9d196a7ca,og_mentionee_v3__a8cb73b0404aea21ced58228b9fc6329
fos-sur-mer refinery,Fos-sur-Mer refinery,188162;188132,refinery,fos-sur-mer refinery;fos-sur-mer refinery,,Refinery,Fos-sur-Mer refinery,,og_mentionee_v3,cd840fb2c62747910e99864ecbbfddd6,og_mentionee_v3__a8cb73b0404aea21ced58228b9fc6329
mer refinery,Fos-sur-Mer refinery,188162;188132,refinery,mer refinery;fos-sur-mer refinery,,Refinery,Fos-sur-Mer refinery,,og_mentionee_v3,a7cfa9534985ce5c80526824e9645fdb,og_mentionee_v3__a8cb73b0404aea21ced58228b9fc6329
#fossil fuel,fossil fuel,188162;188132,industry term,fossil fuel;fossil fuel,,IndustryTerm,fossil fuel,,og_mentionee_v3,8cb68ca20b59a66b14e83333054eac36,og_mentionee_v3__a25fd0d99d8fa9ec11855f02859b572d
fossil fuel,fossil fuel,188162;188132,industry term,fossil fuel;fossil fuel,,IndustryTerm,fossil fuel,,og_mentionee_v3,bd625c935a89bdb5539a0a944608cedf,og_mentionee_v3__a25fd0d99d8fa9ec11855f02859b572d
#fossil fuels,fossil fuels,188162;188132,industry term,fossil fuels;fossil fuels,,IndustryTerm,fossil fuels,,og_mentionee_v3,4a31930225f460a624c8965c83c16155,og_mentionee_v3__0652a3b9bafd46fc3f20fb2a90373f66
fossil fuels,fossil fuels,188162;188132,industry term,fossil fuels;fossil fuels,,IndustryTerm,fossil fuels,,og_mentionee_v3,0b58fe1264254b82fe7c51a86c53f2a3,og_mentionee_v3__0652a3b9bafd46fc3f20fb2a90373f66
#fpso,FPSO,188162;188132,industry term,fpso;fpso,,IndustryTerm,FPSO,,og_mentionee_v3,38aeca51d1774b158f233a72eace1989,og_mentionee_v3__93675f184772e336b86fe4faf3c6f7ce
fpso,FPSO,188162;188132,industry term,fpso;fpso,,IndustryTerm,FPSO,,og_mentionee_v3,4f92822b85c75883b569a34ac276a526,og_mentionee_v3__93675f184772e336b86fe4faf3c6f7ce
#frack,fracking,188162;188132,industry term,frack;fracking,,IndustryTerm,fracking,,og_mentionee_v3,df1a695286f2ba817b3620c2b7f5fae9,og_mentionee_v3__587224c6584f1e7c523dce95d114562b
#fracking,fracking,188162;188132,industry term,fracking;fracking,,IndustryTerm,fracking,,og_mentionee_v3,e2a9442810e4e1a0c9024cf23a5b32df,og_mentionee_v3__587224c6584f1e7c523dce95d114562b
#hydraulic fracturing,fracking,188162;188132,industry term,hydraulic fracturing;fracking,,IndustryTerm,fracking,,og_mentionee_v3,f10fdaf318c64c77b1a0b04c7acccf9d,og_mentionee_v3__587224c6584f1e7c523dce95d114562b
frack,fracking,188162;188132,industry term,frack;fracking,,IndustryTerm,fracking,,og_mentionee_v3,565a4ddc8fb8ed3ed6fc46396fe7848c,og_mentionee_v3__587224c6584f1e7c523dce95d114562b
fracking,fracking,188162;188132,industry term,fracking;fracking,,IndustryTerm,fracking,,og_mentionee_v3,7541635a3652cf7d1e7df1e1818c0e30,og_mentionee_v3__587224c6584f1e7c523dce95d114562b
hydraulic fracturing,fracking,188162;188132,industry term,hydraulic fracturing;fracking,,IndustryTerm,fracking,,og_mentionee_v3,8059fe02c8fac3b99d8d4c2d8f4d84cb,og_mentionee_v3__587224c6584f1e7c523dce95d114562b
#madero refinery,Francisco I. Madero refinery,188162;188132,refinery,madero refinery;francisco i. madero refinery,,Refinery,Francisco I. Madero refinery,,og_mentionee_v3,30cc795f80d7e79f7bd1b4c3c2f2820c,og_mentionee_v3__93515bd8d4207e9d9615967f13cb9c31
#refinería francisco i. madero,Francisco I. Madero refinery,188162;188132,refinery,refinería francisco i. madero;francisco i. madero refinery,,Refinery,Francisco I. Madero refinery,,og_mentionee_v3,cad1dabf18351a950d867eef21fc1a3a,og_mentionee_v3__93515bd8d4207e9d9615967f13cb9c31
#refinería madero,Francisco I. Madero refinery,188162;188132,refinery,refinería madero;francisco i. madero refinery,,Refinery,Francisco I. Madero refinery,,og_mentionee_v3,895cd1fd9f8277a621389b80235cacb2,og_mentionee_v3__93515bd8d4207e9d9615967f13cb9c31
madero refinery,Francisco I. Madero refinery,188162;188132,refinery,madero refinery;francisco i. madero refinery,,Refinery,Francisco I. Madero refinery,,og_mentionee_v3,8925b2be3fada9204c72adcde05036b2,og_mentionee_v3__93515bd8d4207e9d9615967f13cb9c31
refinería francisco i. madero,Francisco I. Madero refinery,188162;188132,refinery,refinería francisco i. madero;francisco i. madero refinery,,Refinery,Francisco I. Madero refinery,,og_mentionee_v3,ec7ad43cf723d0b783b59b10d92c0574,og_mentionee_v3__93515bd8d4207e9d9615967f13cb9c31
refinería madero,Francisco I. Madero refinery,188162;188132,refinery,refinería madero;francisco i. madero refinery,,Refinery,Francisco I. Madero refinery,,og_mentionee_v3,a9b8693b582f0bfa208cf50432b03768,og_mentionee_v3__93515bd8d4207e9d9615967f13cb9c31
#fredericia refinery,Fredericia refinery,188162;188132,refinery,fredericia refinery;fredericia refinery,,Refinery,Fredericia refinery,,og_mentionee_v3,0dde8b1807844f3a6903a5965dc28ded,og_mentionee_v3__01aceaf4b49e8ebee23aab2386649994
fredericia refinery,Fredericia refinery,188162;188132,refinery,fredericia refinery;fredericia refinery,,Refinery,Fredericia refinery,,og_mentionee_v3,1e6330d7be275e8853e83ff4e224bce3,og_mentionee_v3__01aceaf4b49e8ebee23aab2386649994
@elengy,French oil and gas company Elengy,188162;188132,company handle,engie;elengy;elengy,,CompanyHandle,French oil and gas company Elengy,,og_mentionee_v3,ed086d26795dbf77be90263d9b3c5bda,og_mentionee_v3__da5d5db921022b547d06515418c98f50
#elengy,French oil and gas company Elengy,188162;188132,company keyword,engie;elengy;elengy,,CompanyKeyword,French oil and gas company Elengy,,og_mentionee_v3,85015df39183ce19de3ffc981ec2f4b2,og_mentionee_v3__da5d5db921022b547d06515418c98f50
elengy,French oil and gas company Elengy,188162;188132,company keyword,engie;elengy;elengy,,CompanyKeyword,French oil and gas company Elengy,,og_mentionee_v3,80641547b22f481f96621a8ff7d98c51,og_mentionee_v3__da5d5db921022b547d06515418c98f50
#cl1,front month WTI contract,188162;188132,industry term,cl1;front month wti contract,,IndustryTerm,front month WTI contract,,og_mentionee_v3,210d3eb549081a6fb0bbe6e3228b0128,og_mentionee_v3__32ec7af8c6ef2bfe39c2decc8aabe9b5
cl1,front month WTI contract,188162;188132,industry term,cl1;front month wti contract,,IndustryTerm,front month WTI contract,,og_mentionee_v3,150f1523ae3b61fcc5377ae7abbe3483,og_mentionee_v3__32ec7af8c6ef2bfe39c2decc8aabe9b5
#frontline limited,Frontline,188162;188132,shipping,frontline limited;frontline,,Shipping,Frontline,,og_mentionee_v3,dd1879256a5b4563525246534a659207,og_mentionee_v3__d47a8af96cddef908cfc9743b43c9fc9
#frontline ltd,Frontline,188162;188132,shipping,frontline ltd;frontline,,Shipping,Frontline,,og_mentionee_v3,be7acff7ce85832d9b594c43a37d4708,og_mentionee_v3__d47a8af96cddef908cfc9743b43c9fc9
frontline limited,Frontline,188162;188132,shipping,frontline limited;frontline,,Shipping,Frontline,,og_mentionee_v3,1a7f7e26fbffeb87f4888cd473a3769f,og_mentionee_v3__d47a8af96cddef908cfc9743b43c9fc9
frontline ltd,Frontline,188162;188132,shipping,frontline ltd;frontline,,Shipping,Frontline,,og_mentionee_v3,beb679ac2087bcd67b564d3f9b844e0f,og_mentionee_v3__d47a8af96cddef908cfc9743b43c9fc9
fuel exports,fuel exports,188162;188132,industry term,,,IndustryTerm,fuel exports,,og_mentionee_v3,e2166a6953c239bf620b05c01b964612,og_mentionee_v3__53d460192e4f7bf87c64315b2d51ff96
fuel imports,fuel imports,188162;188132,industry term,,,IndustryTerm,fuel imports,,og_mentionee_v3,1fbb86358c37f714ea9b4e40cb8267c4,og_mentionee_v3__f8f158b558c989be5c715062fd2dd648
#fuel oil,fuel oil,188162;188132,industry term,fuel oil;fuel oil,,IndustryTerm,fuel oil,,og_mentionee_v3,8ce333c10bb037348b1618036dedf859,og_mentionee_v3__f39e13381793e35ba9159916a9597650
fuel oil,fuel oil,188162;188132,industry term,fuel oil;fuel oil,,IndustryTerm,fuel oil,,og_mentionee_v3,6e4aa1754906588069eb1c48adc8ee44,og_mentionee_v3__f39e13381793e35ba9159916a9597650
fuel shortage,fuel shortage,188162;188132,industry term,,,IndustryTerm,fuel shortage,,og_mentionee_v3,4f6a9212723564a23bd34856d602d675,og_mentionee_v3__4a764143f92bf45da92afd42b86f15a1
#fujairah refinery,Fujairah refinery,188162;188132,refinery,fujairah refinery;fujairah refinery,,Refinery,Fujairah refinery,,og_mentionee_v3,2aa8021b2c85bf89bbdcc32892316bbe,og_mentionee_v3__8684c593b332369309079d588c4f7d17
fujairah refinery,Fujairah refinery,188162;188132,refinery,fujairah refinery;fujairah refinery,,Refinery,Fujairah refinery,,og_mentionee_v3,96018a54a92e840983f52ffa89ca56bc,og_mentionee_v3__8684c593b332369309079d588c4f7d17
#fushun refinery,Fushun refinery,188162;188132,refinery,fushun refinery;fushun refinery,,Refinery,Fushun refinery,,og_mentionee_v3,fe81d16fa30af5f1e466b8e88e1702ae,og_mentionee_v3__8f8cea1180e128fe0af7c141a0a32458
fushun refinery,Fushun refinery,188162;188132,refinery,fushun refinery;fushun refinery,,Refinery,Fushun refinery,,og_mentionee_v3,84691c3cbd8151af50b813918d6b4ff9,og_mentionee_v3__8f8cea1180e128fe0af7c141a0a32458
#fyodorovskoye field,Fyodorovskoye field,188162;188132,o&g field,fyodorovskoye field;fyodorovskoye field,,O&gField,Fyodorovskoye field,,og_mentionee_v3,9a243c567202ee5a71c78cc4d3baecba,og_mentionee_v3__e004532768086dad2349e9f2bac3ae16
fyodorovskoye field,Fyodorovskoye field,188162;188132,o&g field,fyodorovskoye field;fyodorovskoye field,,O&gField,Fyodorovskoye field,,og_mentionee_v3,6617531aea9762a7511cb927425c8c18,og_mentionee_v3__e004532768086dad2349e9f2bac3ae16
#gabriel passos refinery,Gabriel Passos refinery,188162;188132,refinery,gabriel passos refinery;gabriel passos refinery,,Refinery,Gabriel Passos refinery,,og_mentionee_v3,bea48f87c3686ebc781fabc7eccd04ed,og_mentionee_v3__c1b54121afc17acb34f40173b1f32bcb
#gerais refinery,Gabriel Passos refinery,188162;188132,refinery,gerais refinery;gabriel passos refinery,,Refinery,Gabriel Passos refinery,,og_mentionee_v3,2425200c1ecceaaba2aa02e4d30e5bbe,og_mentionee_v3__c1b54121afc17acb34f40173b1f32bcb
#regap refinery,Gabriel Passos refinery,188162;188132,refinery,regap refinery;gabriel passos refinery,,Refinery,Gabriel Passos refinery,,og_mentionee_v3,acbbf4971295e5eadd5e44694fc99cf5,og_mentionee_v3__c1b54121afc17acb34f40173b1f32bcb
gabriel passos refinery,Gabriel Passos refinery,188162;188132,refinery,gabriel passos refinery;gabriel passos refinery,,Refinery,Gabriel Passos refinery,,og_mentionee_v3,52ee9ea37078ef524bf97c259b96bc14,og_mentionee_v3__c1b54121afc17acb34f40173b1f32bcb
gerais refinery,Gabriel Passos refinery,188162;188132,refinery,gerais refinery;gabriel passos refinery,,Refinery,Gabriel Passos refinery,,og_mentionee_v3,e3ea894bb8df5c14a228d72fd596a106,og_mentionee_v3__c1b54121afc17acb34f40173b1f32bcb
regap refinery,Gabriel Passos refinery,188162;188132,refinery,regap refinery;gabriel passos refinery,,Refinery,Gabriel Passos refinery,,og_mentionee_v3,99f58cef6c70e6fecf83d49c1b43137d,og_mentionee_v3__c1b54121afc17acb34f40173b1f32bcb
#gachsaran field,Gachsaran field,188162;188132,o&g field,gachsaran field;gachsaran field,,O&gField,Gachsaran field,,og_mentionee_v3,d314c08f46fea175e2f14a7a4c6d5281,og_mentionee_v3__61c4a7a1127d760040062b3101c307c8
gachsaran field,Gachsaran field,188162;188132,o&g field,gachsaran field;gachsaran field,,O&gField,Gachsaran field,,og_mentionee_v3,bf96c444bc02b557fae8e9cb0fadc6e5,og_mentionee_v3__61c4a7a1127d760040062b3101c307c8
#galveston bay refinery,Galveston Bay refinery,188162;188132,refinery,galveston bay refinery;galveston bay refinery,,Refinery,Galveston Bay refinery,,og_mentionee_v3,7cc4607bb6a88fa994f5e465dbdbb08c,og_mentionee_v3__d20a2296d2863360005ed9fed6dc8aed
galveston bay refinery,Galveston Bay refinery,188162;188132,refinery,galveston bay refinery;galveston bay refinery,,Refinery,Galveston Bay refinery,,og_mentionee_v3,9cca1330f941dc99650bd2876139091d,og_mentionee_v3__d20a2296d2863360005ed9fed6dc8aed
#gaoqiao refinery,Gaoqiao refinery,188162;188132,refinery,gaoqiao refinery;gaoqiao refinery,,Refinery,Gaoqiao refinery,,og_mentionee_v3,71dbece0bf30fcd0a6159f74bc81b059,og_mentionee_v3__3e4b545a10a4638fa2b2e94e89573ff9
gaoqiao refinery,Gaoqiao refinery,188162;188132,refinery,gaoqiao refinery;gaoqiao refinery,,Refinery,Gaoqiao refinery,,og_mentionee_v3,19bae195e29ed67d5016d2cabacff5b0,og_mentionee_v3__3e4b545a10a4638fa2b2e94e89573ff9
#garyville refinery,Garyville refinery,188162;188132,refinery,garyville refinery;garyville refinery,,Refinery,Garyville refinery,,og_mentionee_v3,bfb402b2355abe863c6c9cd11b9cec3a,og_mentionee_v3__c5d3766c4a1b4fdcefb4ea79e6d6a40c
#raffinerie de garyville,Garyville refinery,188162;188132,refinery,raffinerie de garyville;garyville refinery,,Refinery,Garyville refinery,,og_mentionee_v3,7af6f87b78032cab7204cfdf51641cdc,og_mentionee_v3__c5d3766c4a1b4fdcefb4ea79e6d6a40c
garyville refinery,Garyville refinery,188162;188132,refinery,garyville refinery;garyville refinery,,Refinery,Garyville refinery,,og_mentionee_v3,ca426eebbced73dcc85aa090aa60877d,og_mentionee_v3__c5d3766c4a1b4fdcefb4ea79e6d6a40c
raffinerie de garyville,Garyville refinery,188162;188132,refinery,raffinerie de garyville;garyville refinery,,Refinery,Garyville refinery,,og_mentionee_v3,c9c7f5ff867b114056c8188f22e7aa66,og_mentionee_v3__c5d3766c4a1b4fdcefb4ea79e6d6a40c
#gas block,gas block,188162;188132,industry term,gas block;gas block,,IndustryTerm,gas block,,og_mentionee_v3,035a4b353fad4843e4ce7463c6f2eaf7,og_mentionee_v3__f7a548b1fdcbfb02f5829efaebc5e66c
#gas field,gas field,188162;188132,o&g field,gas field;gas field,,O&gField,gas field,,og_mentionee_v3,ddefc052f76b762e7136e1630acb73f0,og_mentionee_v3__ba7f4830fa3426a3b875591934e31e8c
#gas lease,gas lease,188162;188132,industry term,gas lease;gas lease,,IndustryTerm,gas lease,,og_mentionee_v3,186aef78fb5ec9d8f4c379f2b62b0ff0,og_mentionee_v3__9484e3276bc04cc441d041d814331f11
gas lease,gas lease,188162;188132,industry term,gas lease;gas lease,,IndustryTerm,gas lease,,og_mentionee_v3,c7e3ed480707cf00f101269b331693d7,og_mentionee_v3__9484e3276bc04cc441d041d814331f11
#gas leases,gas leases,188162;188132,industry term,gas leases;gas leases,,IndustryTerm,gas leases,,og_mentionee_v3,25ed9207cbe73b18dbd4558d52c31de1,og_mentionee_v3__fbb4aa92f548f39784a820efa4009e4b
gas leases,gas leases,188162;188132,industry term,gas leases;gas leases,,IndustryTerm,gas leases,,og_mentionee_v3,3043d7b4d5b5d043ffe08e89bd67a3ed,og_mentionee_v3__fbb4aa92f548f39784a820efa4009e4b
#gas leasing,gas leasing,188162;188132,industry term,gas leasing;gas leasing,,IndustryTerm,gas leasing,,og_mentionee_v3,19c6d77cf6f5fa8e0bf1d60f7e6ca71a,og_mentionee_v3__3028d873446c6871baf390df03dde675
gas leasing,gas leasing,188162;188132,industry term,gas leasing;gas leasing,,IndustryTerm,gas leasing,,og_mentionee_v3,e0830d2cfd63f1356f60093808531010,og_mentionee_v3__3028d873446c6871baf390df03dde675
#gas pipeline,gas pipeline,188162;188132,industry term,gas pipeline;gas pipeline,,IndustryTerm,gas pipeline,,og_mentionee_v3,8baaedd5979a988335bb95a9f342e8ba,og_mentionee_v3__38f892957804df6cf898c37b78ca5b63
#gas pipelines,gas pipelines,188162;188132,industry term,gas pipelines;gas pipelines,,IndustryTerm,gas pipelines,,og_mentionee_v3,71eaaaf50530da76512888a1ea5829af,og_mentionee_v3__69cb974fb34b24844ea6b605697d8c9f
#price of gas,gas prices,188162;188132,industry term,price of gas;gas prices,,IndustryTerm,gas prices,,og_mentionee_v3,0ad5c7747b28156f190e297fdced6afe,og_mentionee_v3__bb67801710c64b05385920d35ef2ad6e
gas prices,gas prices,188162;188132,industry term,price of gas;gas prices,,IndustryTerm,gas prices,,og_mentionee_v3,52cf1d306aac3148729102ba73e7891b,og_mentionee_v3__bb67801710c64b05385920d35ef2ad6e
price of gas,gas prices,188162;188132,industry term,price of gas;gas prices,,IndustryTerm,gas prices,,og_mentionee_v3,0027dce01cee6102d4d9967a4c7f5ddf,og_mentionee_v3__bb67801710c64b05385920d35ef2ad6e
#gas production,gas production,188162;188132,industry term,gas production;gas production,,IndustryTerm,gas production,,og_mentionee_v3,da22c0d7dfefd920f65f0ebeac3eed53,og_mentionee_v3__2a3e1a64bb56801e00a1b1bb6cad915c
#gasbol pipeline,Gasbol gas pipeline,188162;188132,pipeline,gasbol pipeline;gasbol gas pipeline,,Pipeline,Gasbol gas pipeline,,og_mentionee_v3,5d33ae6483016b4d269ddb0d7383a9f7,og_mentionee_v3__ead4afafe9cf85298038f41130e15e3c
gasbol pipeline,Gasbol gas pipeline,188162;188132,pipeline,gasbol pipeline;gasbol gas pipeline,,Pipeline,Gasbol gas pipeline,,og_mentionee_v3,2bbd68ae504bafd4a2a1a6c038b7c8ce,og_mentionee_v3__ead4afafe9cf85298038f41130e15e3c
#gasoline,gasoline,188162;188132,industry term,gasoline;gasoline,,IndustryTerm,gasoline,,og_mentionee_v3,449b3a6eb9dd2f25e1f54730ce9dcff1,og_mentionee_v3__80f5341801b20b8cde78b0f3aebeef8d
gasoline,gasoline,188162;188132,industry term,gasoline;gasoline,,IndustryTerm,gasoline,,og_mentionee_v3,00e61036fd605cf07a21b1c66bba372d,og_mentionee_v3__80f5341801b20b8cde78b0f3aebeef8d
gasoline demand,gasoline demand,188162;188132,industry term,,,IndustryTerm,gasoline demand,,og_mentionee_v3,6649dd759ae98afc19c1229797b0593c,og_mentionee_v3__43778d77012bc8563c54b1636a6b26ed
#gasoline prices,gasoline prices,188162;188132,industry term,gasoline prices;gasoline prices,,IndustryTerm,gasoline prices,,og_mentionee_v3,32ce266fef3567000931ae2a803067ff,og_mentionee_v3__92291646ec3e38b55e97a4226ce393a8
gasoline prices,gasoline prices,188162;188132,industry term,gasoline prices;gasoline prices,,IndustryTerm,gasoline prices,,og_mentionee_v3,67b6b23e004838c7a14f62368f321738,og_mentionee_v3__92291646ec3e38b55e97a4226ce393a8
