keyword,caption_name,topic_id,type,groups,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#aasta hansteen,Aasta Hansteen spar,188162;188132,o&g field,aasta hansteen;aasta hansteen spar,,O&gField,Aasta Hansteen spar,,og_mentionee_v3,ae1597e0720561a55d4d5cae217ebf26,og_mentionee_v3__83f906e2067248bf5c81868eec4ea4d3
aasta hansteen,Aasta Hansteen spar,188162;188132,o&g field,aasta hansteen;aasta hansteen spar,,O&gField,Aasta Hansteen spar,,og_mentionee_v3,7126c604246ac12fd5de7b1d96775c42,og_mentionee_v3__83f906e2067248bf5c81868eec4ea4d3
#abadan refinery,Abadan refinery,188162;188132,refinery,abadan refinery;abadan refinery,,Refinery,Abadan refinery,,og_mentionee_v3,bb2f9f9be265577e291c3448cca12878,og_mentionee_v3__e6b7d924d9b4a030d50add4c287b10be
#abadan-raffinaderij,Abadan refinery,188162;188132,refinery,abadan-raffinaderij;abadan refinery,,Refinery,Abadan refinery,,og_mentionee_v3,f6001de6b37f8fb3f16102a1d303f5ad,og_mentionee_v3__e6b7d924d9b4a030d50add4c287b10be
#kilang abadan,Abadan refinery,188162;188132,refinery,kilang abadan;abadan refinery,,Refinery,Abadan refinery,,og_mentionee_v3,75a9b84ee6fb4ea7975bcbfbd5d00d29,og_mentionee_v3__e6b7d924d9b4a030d50add4c287b10be
#raffinerie d'abadan,Abadan refinery,188162;188132,refinery,raffinerie d'abadan;abadan refinery,,Refinery,Abadan refinery,,og_mentionee_v3,81b71a57bb6990731760e24aa5f7add0,og_mentionee_v3__e6b7d924d9b4a030d50add4c287b10be
abadan refinery,Abadan refinery,188162;188132,refinery,abadan refinery;abadan refinery,,Refinery,Abadan refinery,,og_mentionee_v3,d9e7c754b61741ea93fb70ad713cf703,og_mentionee_v3__e6b7d924d9b4a030d50add4c287b10be
abadan-raffinaderij,Abadan refinery,188162;188132,refinery,abadan-raffinaderij;abadan refinery,,Refinery,Abadan refinery,,og_mentionee_v3,e618bcd466666174cd6a6ef9beadce97,og_mentionee_v3__e6b7d924d9b4a030d50add4c287b10be
kilang abadan,Abadan refinery,188162;188132,refinery,kilang abadan;abadan refinery,,Refinery,Abadan refinery,,og_mentionee_v3,08c19c41966355cb0c84effe24b3e0eb,og_mentionee_v3__e6b7d924d9b4a030d50add4c287b10be
raffinerie d'abadan,Abadan refinery,188162;188132,refinery,raffinerie d'abadan;abadan refinery,,Refinery,Abadan refinery,,og_mentionee_v3,2a6536c9f75137c7c5211cb42d3ebcd8,og_mentionee_v3__e6b7d924d9b4a030d50add4c287b10be
پالایشگاه آبادان‎,Abadan refinery,188162;188132,refinery,پالایشگاه آبادان‎;abadan refinery,,Refinery,Abadan refinery,,og_mentionee_v3,5c51cd4d67a0304c14c27413e1db2ac2,og_mentionee_v3__e6b7d924d9b4a030d50add4c287b10be
پالایشگاه نفت آبادان,Abadan refinery,188162;188132,refinery,پالایشگاه نفت آبادان;abadan refinery,,Refinery,Abadan refinery,,og_mentionee_v3,68cea74f86f7ef85b1d5930736a8f170,og_mentionee_v3__e6b7d924d9b4a030d50add4c287b10be
#abidjan refinery,Abidjan refinery,188162;188132,refinery,abidjan refinery;abidjan refinery,,Refinery,Abidjan refinery,,og_mentionee_v3,eaf59ffd484ccd4067396f6935ba82b6,og_mentionee_v3__353a190e27a79dc717542af1409a4b8f
abidjan refinery,Abidjan refinery,188162;188132,refinery,abidjan refinery;abidjan refinery,,Refinery,Abidjan refinery,,og_mentionee_v3,2b67c3f96aa848693059c95ea30b625d,og_mentionee_v3__353a190e27a79dc717542af1409a4b8f
#abqaiq field,Abqaiq oil field,188162;188132,o&g field,abqaiq field;abqaiq oil field,,O&gField,Abqaiq oil field,,og_mentionee_v3,6d5f947c5515834ff9f5aa4c86045b0e,og_mentionee_v3__1caa8bbc866be9b15a839009a89a4763
#abqaiq oil field,Abqaiq oil field,188162;188132,o&g field,abqaiq oil field;abqaiq oil field,,O&gField,Abqaiq oil field,,og_mentionee_v3,18c9923e152add3d2afbb33f05145b1a,og_mentionee_v3__1caa8bbc866be9b15a839009a89a4763
#abqaiq oilfield,Abqaiq oil field,188162;188132,o&g field,abqaiq oilfield;abqaiq oil field,,O&gField,Abqaiq oil field,,og_mentionee_v3,5cd47f3e72f091c0f395616bd8fb0112,og_mentionee_v3__1caa8bbc866be9b15a839009a89a4763
abqaiq field,Abqaiq oil field,188162;188132,o&g field,abqaiq field;abqaiq oil field,,O&gField,Abqaiq oil field,,og_mentionee_v3,22a4acdff65db5a15db357f8eda069d3,og_mentionee_v3__1caa8bbc866be9b15a839009a89a4763
abqaiq oil field,Abqaiq oil field,188162;188132,o&g field,abqaiq oil field;abqaiq oil field,,O&gField,Abqaiq oil field,,og_mentionee_v3,5704e45f211b9c14f3cb463325e334a1,og_mentionee_v3__1caa8bbc866be9b15a839009a89a4763
abqaiq oilfield,Abqaiq oil field,188162;188132,o&g field,abqaiq oilfield;abqaiq oil field,,O&gField,Abqaiq oil field,,og_mentionee_v3,4092f8cd4eb01a2592cdea198998fd6b,og_mentionee_v3__1caa8bbc866be9b15a839009a89a4763
abqaiq yanbu pipeline,Abqaiq-Yanbu pipeline,188162;188132,pipeline,abqaiq yanbu;abqaiq-yanbu pipeline,,Pipeline,Abqaiq-Yanbu pipeline,,og_mentionee_v3,37f24c890e70e325b38c54adfa9caf9d,og_mentionee_v3__5e6cae99bb656eb03e986a964d295381
#abu dhabi refinery,Abu Dhabi refinery,188162;188132,refinery,abu dhabi refinery;abu dhabi refinery,,Refinery,Abu Dhabi refinery,,og_mentionee_v3,09f710691bb8230aab84e01ffb8f6b35,og_mentionee_v3__468fa8d1a263d2b2d11edd839cabea47
abu dhabi refinery,Abu Dhabi refinery,188162;188132,refinery,abu dhabi refinery;abu dhabi refinery,,Refinery,Abu Dhabi refinery,,og_mentionee_v3,6db2a4706abc9c3789f4f5ccc580daa9,og_mentionee_v3__468fa8d1a263d2b2d11edd839cabea47
#abu qir gas fields,Abu Qir gas field,188162;188132,o&g field,abu qir gas fields;abu qir gas field,,O&gField,Abu Qir gas field,,og_mentionee_v3,29010364ef1b12a982b758a729a6ca96,og_mentionee_v3__fb4a488d76cf9d0d92a729fa20478050
abu qir gas fields,Abu Qir gas field,188162;188132,o&g field,abu qir gas fields;abu qir gas field,,O&gField,Abu Qir gas field,,og_mentionee_v3,2b9e2b72a8d4f94b55267749d5dc43ec,og_mentionee_v3__fb4a488d76cf9d0d92a729fa20478050
#abu safah field,Abu Safah oil field,188162;188132,o&g field,abu safah field;abu safah oil field,,O&gField,Abu Safah oil field,,og_mentionee_v3,9d21adf7893345d64b152ca247bbdb62,og_mentionee_v3__f2456da513b704da24bcacacace51f5e
abu safah field,Abu Safah oil field,188162;188132,o&g field,abu safah field;abu safah oil field,,O&gField,Abu Safah oil field,,og_mentionee_v3,5bf8dd599e88e0816bdb3f52893b4914,og_mentionee_v3__f2456da513b704da24bcacacace51f5e
#abu-sa'fah field,Abu-Safah oil field,188162;188132,o&g field,abu-sa'fah field;abu-safah oil field,,O&gField,Abu-Safah oil field,,og_mentionee_v3,bc7ee040839f64f23d7f735e914ab215,og_mentionee_v3__3b919fc2af1e7bd9566eb1160ec98e06
abu-sa'fah field,Abu-Safah oil field,188162;188132,o&g field,abu-sa'fah field;abu-safah oil field,,O&gField,Abu-Safah oil field,,og_mentionee_v3,fbff9f9a6ffac64c8857a6523538d9d9,og_mentionee_v3__3b919fc2af1e7bd9566eb1160ec98e06
#abuzar oil field,Abuzar oil field,188162;188132,o&g field,abuzar oil field;abuzar oil field,,O&gField,Abuzar oil field,,og_mentionee_v3,c47dda237a36ae7a225558fcab45b831,og_mentionee_v3__517c9c3cfeebeb4a4a94b9cc15df00d3
#abuzar oilfield,Abuzar oil field,188162;188132,o&g field,abuzar oilfield;abuzar oil field,,O&gField,Abuzar oil field,,og_mentionee_v3,e833a6a9ba73d75fc8098a01cd2e26c0,og_mentionee_v3__517c9c3cfeebeb4a4a94b9cc15df00d3
abuzar oil field,Abuzar oil field,188162;188132,o&g field,abuzar oil field;abuzar oil field,,O&gField,Abuzar oil field,,og_mentionee_v3,b7930aa1a3c305d4a40dde85a754b58b,og_mentionee_v3__517c9c3cfeebeb4a4a94b9cc15df00d3
abuzar oilfield,Abuzar oil field,188162;188132,o&g field,abuzar oilfield;abuzar oil field,,O&gField,Abuzar oil field,,og_mentionee_v3,764d885e91e3dcdff407c8b873a07ac4,og_mentionee_v3__517c9c3cfeebeb4a4a94b9cc15df00d3
#achinsk refinery,Achinsk refinery,188162;188132,refinery,achinsk refinery;achinsk refinery,,Refinery,Achinsk refinery,,og_mentionee_v3,ef8f05201627ad382cf2b6694b4551a7,og_mentionee_v3__bb2f4552f0364a50fa215f556355bd50
achinsk refinery,Achinsk refinery,188162;188132,refinery,achinsk refinery;achinsk refinery,,Refinery,Achinsk refinery,,og_mentionee_v3,3cb8d3020ea934946f8e99755b1b4ef7,og_mentionee_v3__bb2f4552f0364a50fa215f556355bd50
#aconcagua refinery,Aconcagua refinery,188162;188132,refinery,aconcagua refinery;aconcagua refinery,,Refinery,Aconcagua refinery,,og_mentionee_v3,5d5a37b7481f460208b9ba5f09551759,og_mentionee_v3__9a8faad6529f242dd558225f79efe613
aconcagua refinery,Aconcagua refinery,188162;188132,refinery,aconcagua refinery;aconcagua refinery,,Refinery,Aconcagua refinery,,og_mentionee_v3,c2f42d54ac76344fbf40c4aa21631257,og_mentionee_v3__9a8faad6529f242dd558225f79efe613
activo de burgos pipeline,Activo de Burgos pipeline,188162;188132,pipeline,activo de burgos;activo de burgos pipeline,,Pipeline,Activo de Burgos pipeline,,og_mentionee_v3,4a786aed8fa6693194f4ec44b38b4091,og_mentionee_v3__14d222d819aec9ea00bbbfa04b0a02e2
#adam oil field,Adam oil field,188162;188132,o&g field,adam oil field;adam oil field,,O&gField,Adam oil field,,og_mentionee_v3,adb2af0bafd611438849d6960b13ca6c,og_mentionee_v3__72cb6c2ecc93bee3463bd1ad73d63860
#adam oilfield,Adam oil field,188162;188132,o&g field,adam oilfield;adam oil field,,O&gField,Adam oil field,,og_mentionee_v3,e89141472f8c6dfbc92d0e6a64f5c3f2,og_mentionee_v3__72cb6c2ecc93bee3463bd1ad73d63860
adam oil field,Adam oil field,188162;188132,o&g field,adam oil field;adam oil field,,O&gField,Adam oil field,,og_mentionee_v3,dc288d4266c586de7f86a54340e4b80a,og_mentionee_v3__72cb6c2ecc93bee3463bd1ad73d63860
adam oilfield,Adam oil field,188162;188132,o&g field,adam oilfield;adam oil field,,O&gField,Adam oil field,,og_mentionee_v3,9fdcadb253f077aa600899c9cdf81716,og_mentionee_v3__72cb6c2ecc93bee3463bd1ad73d63860
#adar field,Adar oil field,188162;188132,o&g field,adar field;adar oil field,,O&gField,Adar oil field,,og_mentionee_v3,9ae3f021b36bb78a206bab185d84329f,og_mentionee_v3__4d7887f57508d3a3b3af3f7916c939e7
adar field,Adar oil field,188162;188132,o&g field,adar field;adar oil field,,O&gField,Adar oil field,,og_mentionee_v3,77a5328660c4c2d86f31d012032b32db,og_mentionee_v3__4d7887f57508d3a3b3af3f7916c939e7
#adiyaman oil field,Adiyaman oil field,188162;188132,o&g field,adiyaman oil field;adiyaman oil field,,O&gField,Adiyaman oil field,,og_mentionee_v3,b56549fa98e38037ee7c2325b9894c2b,og_mentionee_v3__886c3cca27fcb57e6a604d6144f5e24e
#adiyaman oilfield,Adiyaman oil field,188162;188132,o&g field,adiyaman oilfield;adiyaman oil field,,O&gField,Adiyaman oil field,,og_mentionee_v3,739914646e97b6c0b79a42cefc52ecd6,og_mentionee_v3__886c3cca27fcb57e6a604d6144f5e24e
adiyaman oil field,Adiyaman oil field,188162;188132,o&g field,adiyaman oil field;adiyaman oil field,,O&gField,Adiyaman oil field,,og_mentionee_v3,70dd574b0d4f16d3252f227135456a99,og_mentionee_v3__886c3cca27fcb57e6a604d6144f5e24e
adiyaman oilfield,Adiyaman oil field,188162;188132,o&g field,adiyaman oilfield;adiyaman oil field,,O&gField,Adiyaman oil field,,og_mentionee_v3,b822da916d2334fd90609178d0a96148,og_mentionee_v3__886c3cca27fcb57e6a604d6144f5e24e
#agat field,Agat field,188162;188132,o&g field,agat field;agat field,,O&gField,Agat field,,og_mentionee_v3,83d655bcfd2f6522e28aaa305b29d276,og_mentionee_v3__998fc1f01ee911d1ba08311af2d27f9f
agat field,Agat field,188162;188132,o&g field,agat field;agat field,,O&gField,Agat field,,og_mentionee_v3,66b41d779569e773b5cfc7dbd49a0f0e,og_mentionee_v3__998fc1f01ee911d1ba08311af2d27f9f
#agbami crude,Agbami crude,188162;188132,industry term,agbami crude;agbami crude,,IndustryTerm,Agbami crude,,og_mentionee_v3,e0d24db6eeba961a203a0a9a8525cfe1,og_mentionee_v3__4bdb84af57ee9876128bfc7ecf1214d9
agbami crude,Agbami crude,188162;188132,industry term,agbami crude;agbami crude,,IndustryTerm,Agbami crude,,og_mentionee_v3,324bf126d47fa4ae1a6f833f10633c8d,og_mentionee_v3__4bdb84af57ee9876128bfc7ecf1214d9
#agbami field,Agbami field,188162;188132,o&g field,agbami field;agbami field,,O&gField,Agbami field,,og_mentionee_v3,6d4984a4c5f84059db94b705690a0b96,og_mentionee_v3__76dcaa589716e53a066b25bed9313b02
agbami field,Agbami field,188162;188132,o&g field,agbami field;agbami field,,O&gField,Agbami field,,og_mentionee_v3,77b3c73af44046c1a9d5c54cd1176eb7,og_mentionee_v3__76dcaa589716e53a066b25bed9313b02
#aghajari field,Aghajari oil field,188162;188132,o&g field,aghajari field;aghajari oil field,,O&gField,Aghajari oil field,,og_mentionee_v3,5ecb8b8dcf3ddb86d68a1f0c8b1b16fe,og_mentionee_v3__3821d595649aacd515fbe3d95e23d14c
agha jari field,Aghajari oil field,188162;188132,o&g field,agha jari;aghajari oil field,,O&gField,Aghajari oil field,,og_mentionee_v3,f6f8dff560f5f79002c9ddd0cdd96d3f,og_mentionee_v3__3821d595649aacd515fbe3d95e23d14c
aghajari field,Aghajari oil field,188162;188132,o&g field,aghajari field;aghajari oil field,,O&gField,Aghajari oil field,,og_mentionee_v3,920bd7452405319dba3d0d2da230d215,og_mentionee_v3__3821d595649aacd515fbe3d95e23d14c
agua caliente dome,Agua Caliente Dome,188162;188132,o&g field,agua caliente dome;agua caliente dome,,O&gField,Agua Caliente Dome,,og_mentionee_v3,4dbcada4873514e64ea82f971b952fb0,og_mentionee_v3__fcc4dfaed1d467ccbf31fdf693ea0d21
agua caliente oilfield,Agua Caliente field,188162;188132,o&g field,agua caliente;agua bandera field,,O&gField,Agua Caliente field,,og_mentionee_v3,a7be51c79816e9d2d19578affe88cfb7,og_mentionee_v3__43ad9970c88bd94a378c53007938c902
agua prieta pipeline,Agua Prieta pipeline,188162;188132,pipeline,agua prieta;agua prieta pipeline,,Pipeline,Agua Prieta pipeline,,og_mentionee_v3,0205a39a37bdbb301511de8fe2ba134f,og_mentionee_v3__80331610a10a18d4c9dd33f613b55f75
#ahvaz field,Ahvaz oil field,188162;188132,o&g field,ahvaz field;ahvaz oil field,,O&gField,Ahvaz oil field,,og_mentionee_v3,1043d0a447120f5abda7a64c21afd7a5,og_mentionee_v3__69e167feb981c2ef39d73087acc97ff1
ahvaz field,Ahvaz oil field,188162;188132,o&g field,ahvaz field;ahvaz oil field,,O&gField,Ahvaz oil field,,og_mentionee_v3,e8874a8ae80ccafbb8cecfc4dc3bb352,og_mentionee_v3__69e167feb981c2ef39d73087acc97ff1
ahwaz field,Ahvaz oil field,188162;188132,o&g field,ahwaz;ahvaz oil field,,O&gField,Ahvaz oil field,,og_mentionee_v3,f1641bccfeaa306d50007777fe7bd593,og_mentionee_v3__69e167feb981c2ef39d73087acc97ff1
#aichi refinery,Aichi refinery,188162;188132,refinery,aichi refinery;aichi refinery,,Refinery,Aichi refinery,,og_mentionee_v3,b3e5bfaac611b2b73a44e792507032f4,og_mentionee_v3__f75c2eda54af0c49d02f85781a1a6193
aichi refinery,Aichi refinery,188162;188132,refinery,aichi refinery;aichi refinery,,Refinery,Aichi refinery,,og_mentionee_v3,ba44d1bdea54eefae020b2bd2cbd4236,og_mentionee_v3__f75c2eda54af0c49d02f85781a1a6193
#ajeel oil field,Ajeel oil field,188162;188132,o&g field,ajeel oil field;ajeel oil field,,O&gField,Ajeel oil field,,og_mentionee_v3,6db3b583994a966c1b5ded1663573573,og_mentionee_v3__d06af0d00c098df63a8c30d71dc21171
#ajeel oilfield,Ajeel oil field,188162;188132,o&g field,ajeel oilfield;ajeel oil field,,O&gField,Ajeel oil field,,og_mentionee_v3,a61c6ff86bfc4533c9d859c380b74231,og_mentionee_v3__d06af0d00c098df63a8c30d71dc21171
ajeel oil field,Ajeel oil field,188162;188132,o&g field,ajeel oil field;ajeel oil field,,O&gField,Ajeel oil field,,og_mentionee_v3,29e40b353ace891543f2b2138f32d569,og_mentionee_v3__d06af0d00c098df63a8c30d71dc21171
ajeel oilfield,Ajeel oil field,188162;188132,o&g field,ajeel oilfield;ajeel oil field,,O&gField,Ajeel oil field,,og_mentionee_v3,fbcb23478714dd408867ea4a19a4e697,og_mentionee_v3__d06af0d00c098df63a8c30d71dc21171
#akkas gas field,Akkas gas field,188162;188132,o&g field,akkas gas field;akkas gas field,,O&gField,Akkas gas field,,og_mentionee_v3,df45fed4a58f117c5e38afe3d2e9874e,og_mentionee_v3__21644eba935448931d207460027627ae
akkas gas field,Akkas gas field,188162;188132,o&g field,akkas gas field;akkas gas field,,O&gField,Akkas gas field,,og_mentionee_v3,8c289e8388088705a90d9b92349fa2dc,og_mentionee_v3__21644eba935448931d207460027627ae
#akpo crude,Akpo crude,188162;188132,industry term,akpo crude;akpo crude,,IndustryTerm,Akpo crude,,og_mentionee_v3,9ed197c272967cfa7d31eed1e6ad7bdd,og_mentionee_v3__d7d73678e1bee27585189231213f849c
akpo crude,Akpo crude,188162;188132,industry term,akpo crude;akpo crude,,IndustryTerm,Akpo crude,,og_mentionee_v3,adfbf1b3d329fc017286d4d0b10f233a,og_mentionee_v3__d7d73678e1bee27585189231213f849c
akpo field,Akpo fields,188162;188132,o&g field,akpo;akpo fields,,O&gField,Akpo fields,,og_mentionee_v3,ec726bfa9b7eef651aba6df93fa45326,og_mentionee_v3__91260cb1824f0de34bc5142288e4a52b
#al-jurf oil field,Al Jurf oil field,188162;188132,o&g field,al-jurf oil field;al jurf oil field,,O&gField,Al Jurf oil field,,og_mentionee_v3,110febe0fdb9ce7e0a26bc209853c258,og_mentionee_v3__403f6c8ce5f35f711df4f8228670d793
#al-jurf oilfield,Al Jurf oil field,188162;188132,o&g field,al-jurf oilfield;al jurf oil field,,O&gField,Al Jurf oil field,,og_mentionee_v3,73dbb71aa8467d13cacbd1f9678692a8,og_mentionee_v3__403f6c8ce5f35f711df4f8228670d793
al-jurf oil field,Al Jurf oil field,188162;188132,o&g field,al-jurf oil field;al jurf oil field,,O&gField,Al Jurf oil field,,og_mentionee_v3,241f05f1d40536eef83e0f7baee6e1c4,og_mentionee_v3__403f6c8ce5f35f711df4f8228670d793
al-jurf oilfield,Al Jurf oil field,188162;188132,o&g field,al-jurf oilfield;al jurf oil field,,O&gField,Al Jurf oil field,,og_mentionee_v3,5eea250f8258f6b869c7dfc882ecf1e9,og_mentionee_v3__403f6c8ce5f35f711df4f8228670d793
#al shaeen crude,Al Shaeen crude,188162;188132,industry term,al shaeen crude;al shaeen crude,,IndustryTerm,Al Shaeen crude,,og_mentionee_v3,430a3367ab3432552d570f0b612c2d46,og_mentionee_v3__7cc01f90893590fd3da5817cb4a1eb1c
al shaeen crude,Al Shaeen crude,188162;188132,industry term,al shaeen crude;al shaeen crude,,IndustryTerm,Al Shaeen crude,,og_mentionee_v3,c1a0c6be43ccd8aa04a011b506c438ad,og_mentionee_v3__7cc01f90893590fd3da5817cb4a1eb1c
al shaheen oil field,Al Shaheen oil field,188162;188132,o&g field,al shaheen;al shaheen oil field,,O&gField,Al Shaheen oil field,,og_mentionee_v3,bcdc43985fe629dcd429236aa22f3e8d,og_mentionee_v3__55fc8dd87e6af5c8f456c1c118a8a1d0
al shaheen oilfield,Al Shaheen oil field,188162;188132,o&g field,al shaheen;al shaheen oil field,,O&gField,Al Shaheen oil field,,og_mentionee_v3,f8bb0e3d7da00ac9a68551a2fca7a303,og_mentionee_v3__55fc8dd87e6af5c8f456c1c118a8a1d0
al-shaheen oil,Al Shaheen oil field,188162;188132,o&g field,al-shaheen;al shaheen oil field,,O&gField,Al Shaheen oil field,,og_mentionee_v3,b908210213f6c0e3411780e95dbf106f,og_mentionee_v3__55fc8dd87e6af5c8f456c1c118a8a1d0
al-shaheen oilfield,Al Shaheen oil field,188162;188132,o&g field,al shaheen;al shaheen oil field,,O&gField,Al Shaheen oil field,,og_mentionee_v3,b7daf02518ea90e6a9f2be52598ada2e,og_mentionee_v3__55fc8dd87e6af5c8f456c1c118a8a1d0
#ahdab oil field,al-Ahdab oil field,188162;188132,o&g field,ahdab oil field;al-ahdab oil field,,O&gField,al-Ahdab oil field,,og_mentionee_v3,cd34d274548ac5ee65e95dec1df3daf2,og_mentionee_v3__670561458ce3f55fd5af3ac80f516dd1
#ahdab oilfield,al-Ahdab oil field,188162;188132,o&g field,ahdab oilfield;al-ahdab oil field,,O&gField,al-Ahdab oil field,,og_mentionee_v3,d84a5e4d871f568dd26eb694c20a9f1c,og_mentionee_v3__670561458ce3f55fd5af3ac80f516dd1
ahdab oil field,al-Ahdab oil field,188162;188132,o&g field,ahdab oil field;al-ahdab oil field,,O&gField,al-Ahdab oil field,,og_mentionee_v3,e96e4a279c400872bffac69b9fc1f67e,og_mentionee_v3__670561458ce3f55fd5af3ac80f516dd1
ahdab oilfield,al-Ahdab oil field,188162;188132,o&g field,ahdab oilfield;al-ahdab oil field,,O&gField,al-Ahdab oil field,,og_mentionee_v3,a2ea7c0e456f0873333c1303e3a34131,og_mentionee_v3__670561458ce3f55fd5af3ac80f516dd1
#el-gily refinery,al-Jaili refinery,188162;188132,refinery,el-gily refinery;al-jaili refinery,,Refinery,al-Jaili refinery,,og_mentionee_v3,1f6131a37690d616b59d79caab939fc0,og_mentionee_v3__9b340fd40e4b76fe83faaf955dd9405f
#gily refinery,al-Jaili refinery,188162;188132,refinery,gily refinery;al-jaili refinery,,Refinery,al-Jaili refinery,,og_mentionee_v3,67192cc3a5e8ac296022e08b73f3ff89,og_mentionee_v3__9b340fd40e4b76fe83faaf955dd9405f
el-gily refinery,al-Jaili refinery,188162;188132,refinery,el-gily refinery;al-jaili refinery,,Refinery,al-Jaili refinery,,og_mentionee_v3,0a60671cd857c657cad25920c0fb7509,og_mentionee_v3__9b340fd40e4b76fe83faaf955dd9405f
gily refinery,al-Jaili refinery,188162;188132,refinery,gily refinery;al-jaili refinery,,Refinery,al-Jaili refinery,,og_mentionee_v3,eac6ac4ac169b8767f594931060e64de,og_mentionee_v3__9b340fd40e4b76fe83faaf955dd9405f
#al-jalila oil field,Al-Jalila field,188162;188132,o&g field,al-jalila oil field;al-jalila field,,O&gField,Al-Jalila field,,og_mentionee_v3,f0f64466f00e8d4f27a9262aae2be8fc,og_mentionee_v3__1f9f00b0b792a5db9a57b213ebd80a89
#al-jalila oilfield,Al-Jalila field,188162;188132,o&g field,al-jalila oilfield;al-jalila field,,O&gField,Al-Jalila field,,og_mentionee_v3,b21b81fdd1f8276ad00769f0ecabc7c6,og_mentionee_v3__1f9f00b0b792a5db9a57b213ebd80a89
al-jalila oil field,Al-Jalila field,188162;188132,o&g field,al-jalila oil field;al-jalila field,,O&gField,Al-Jalila field,,og_mentionee_v3,3bd6c8a0290dc1d134a9a80d489484c1,og_mentionee_v3__1f9f00b0b792a5db9a57b213ebd80a89
al-jalila oilfield,Al-Jalila field,188162;188132,o&g field,al-jalila oilfield;al-jalila field,,O&gField,Al-Jalila field,,og_mentionee_v3,86259e60f28f7080177875d14efbfdf6,og_mentionee_v3__1f9f00b0b792a5db9a57b213ebd80a89
#مصفاة الشعيبة,Al-Shaabiya refinery,188162;188132,refinery,مصفاة الشعيبة;al-shaabiya refinery,,Refinery,Al-Shaabiya refinery,,og_mentionee_v3,ebb7613e4086a1f555ef251427769e37,og_mentionee_v3__63c8106e05df9c10342ea9b44ea293dd
مصفاة الشعيبة,Al-Shaabiya refinery,188162;188132,refinery,مصفاة الشعيبة;al-shaabiya refinery,,Refinery,Al-Shaabiya refinery,,og_mentionee_v3,991cac3dbd8ba6e3ed3f67a9647c222f,og_mentionee_v3__63c8106e05df9c10342ea9b44ea293dd
al wafaa pipeline,al-Wafa pipeline,188162;188132,pipeline,al wafaa;al-wafa pipeline,,Pipeline,al-Wafa pipeline,,og_mentionee_v3,6cc51c7a8e61f7c973ead456599b9b29,og_mentionee_v3__afc3fbcb7267dc87ad59e13365c467d4
#al zour refinery,al-Zour refinery,188162;188132,refinery,al zour refinery;al-zour refinery,,Refinery,al-Zour refinery,,og_mentionee_v3,1ab52dd240c63f0332d8056660664251,og_mentionee_v3__e2b5924bd2b224eda32caec5f6d2b580
#al-zour refinery,al-Zour refinery,188162;188132,refinery,al-zour refinery;al-zour refinery,,Refinery,al-Zour refinery,,og_mentionee_v3,93cafc727953af485c18afbdb64449dd,og_mentionee_v3__e2b5924bd2b224eda32caec5f6d2b580
#مصفاة الزور,al-Zour refinery,188162;188132,refinery,مصفاة الزور;al-zour refinery,,Refinery,al-Zour refinery,,og_mentionee_v3,67c92f50d9e61fbbd2b8b3be9679757b,og_mentionee_v3__e2b5924bd2b224eda32caec5f6d2b580
al zour refinery,al-Zour refinery,188162;188132,refinery,al zour refinery;al-zour refinery,,Refinery,al-Zour refinery,,og_mentionee_v3,99fef71cea64d4dbef183372ebd804dc,og_mentionee_v3__e2b5924bd2b224eda32caec5f6d2b580
al-zour refinery,al-Zour refinery,188162;188132,refinery,al-zour refinery;al-zour refinery,,Refinery,al-Zour refinery,,og_mentionee_v3,ed8099c12b0fa74a6dc9e02353cfc308,og_mentionee_v3__e2b5924bd2b224eda32caec5f6d2b580
مصفاة الزور,al-Zour refinery,188162;188132,refinery,مصفاة الزور;al-zour refinery,,Refinery,al-Zour refinery,,og_mentionee_v3,a6952d26a5439c5ae1bbe1f42149fc62,og_mentionee_v3__e2b5924bd2b224eda32caec5f6d2b580
alashankou dushanzi pipeline,Alashankou–Dushanzi pipeline,188162;188132,pipeline,alashankou dushanzi;alashankou–dushanzi pipeline,,Pipeline,Alashankou–Dushanzi pipeline,,og_mentionee_v3,6b0402a64d655cc95d7e89e0dd6ecc4a,og_mentionee_v3__4f1a942b485e612a6fcd6bcc13433eb9
#alaska pipeline,Alaska pipeline,188162;188132,pipeline,alaska pipeline;alaska pipeline,,Pipeline,Alaska pipeline,,og_mentionee_v3,1c642e494ba8e71cec98a6cc22f8e2fa,og_mentionee_v3__a49ba75d9127fa6aadbddd4ca6748b10
#alaskan pipeline,Alaska pipeline,188162;188132,pipeline,alaskan pipeline;alaska pipeline,,Pipeline,Alaska pipeline,,og_mentionee_v3,976dd448bf6754487e899e05aeb203a4,og_mentionee_v3__a49ba75d9127fa6aadbddd4ca6748b10
alaska pipeline,Alaska pipeline,188162;188132,pipeline,alaska pipeline;alaska pipeline,,Pipeline,Alaska pipeline,,og_mentionee_v3,2906588f660bff811fca35ab203e2138,og_mentionee_v3__a49ba75d9127fa6aadbddd4ca6748b10
alaskan pipeline,Alaska pipeline,188162;188132,pipeline,alaskan pipeline;alaska pipeline,,Pipeline,Alaska pipeline,,og_mentionee_v3,f6e8392b28d4d80cd2343f2c3af630b7,og_mentionee_v3__a49ba75d9127fa6aadbddd4ca6748b10
