keyword,caption_name,topic_id,.1,.2,.3,.4,.5,.6,.7,.8,.9,.10,.11,.12,.13,.14,.15,.16,.17,Source link,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
leachville public library,Leachville Public Library,,,,,,,,,,,,,,,,,,,https://www.mclibrary.net/,Diplomat,Leachville Public Library,,burbio_groups,c0018fb966b7e66ab3ee086823c21f93,burbio_groups__c0018fb966b7e66ab3ee086823c21f93
manila public library,Manila Public Library,,,,,,,,,,,,,,,,,,,https://www.mclibrary.net/,CompanyKeyword,Manila Public Library,,burbio_groups,030f48079ba76af196e9dc364887a15b,burbio_groups__030f48079ba76af196e9dc364887a15b
kohn memorial library,Kohn Memorial Library,,,,,,,,,,,,,,,,,,,https://www.libraryinjonesboro.org/,CompanyKeyword,Kohn Memorial Library,,burbio_groups,15a095d0f9d4a859f954c95f74e50746,burbio_groups__15a095d0f9d4a859f954c95f74e50746
greene county library,Greene County Library,,,,,,,,,,,,,,,,,,,https://www.mylibrarynow.org/,Refinery,Greene County Library,,burbio_groups,87d01dc21144f35585c78f8fae1e06ba,burbio_groups__87d01dc21144f35585c78f8fae1e06ba
piggott public library,Piggott Public Library,,,,,,,,,,,,,,,,,,,https://www.mylibrarynow.org/,FTO,Piggott Public Library,,burbio_groups,a6621ba35a2ff1d47cccc7ce88bac85a,burbio_groups__a6621ba35a2ff1d47cccc7ce88bac85a
randolph county library,Randolph County Library,,,,,,,,,,,,,,,,,,,https://www.mylibrarynow.org/,Consulates,Randolph County Library,,burbio_groups,c1c23d401fcbe82defac102dff413f9e,burbio_groups__c1c23d401fcbe82defac102dff413f9e
rector public library,Rector Public Library,,,,,,,,,,,,,,,,,,,https://www.mylibrarynow.org/,IndustryTerm,Rector Public Library,,burbio_groups,e53b17792d1a11523c11a1bd3cdb2545,burbio_groups__e53b17792d1a11523c11a1bd3cdb2545
west poinsett memorial library,West Poinsett Memorial Library,,,,,,,,,,,,,,,,,,,https://www.libraryinjonesboro.org/,space,West Poinsett Memorial Library,,burbio_groups,57138f6eb2b7c792d8fa27ed49c23b88,burbio_groups__57138f6eb2b7c792d8fa27ed49c23b88
independence county library,Independence County Library,,,,,,,,,,,,,,,,,,,https://www.indcolib.com/,Diplomat,Independence County Library,,burbio_groups,0a32576b7b99227b815670e5b809d33a,burbio_groups__0a32576b7b99227b815670e5b809d33a
cleburne county library,Cleburne County Library,,,,,,,,,,,,,,,,,,,https://www.cleburnecountylibrary.com/,Legislator,Cleburne County Library,,burbio_groups,9f3d8a443915007856b82a977b6171aa,burbio_groups__9f3d8a443915007856b82a977b6171aa
mammoth spring library,Mammoth Spring Library,,,,,,,,,,,,,,,,,,,https://www.facebook.com/mammothspringlibrary/,Refinery,Mammoth Spring Library,,burbio_groups,fedbe51dab688b6521bc98f1693c6656,burbio_groups__fedbe51dab688b6521bc98f1693c6656
white river regional library,White River Regional Library,,,,,,,,,,,,,,,,,,,https://indcolib.com/,LegislativeCommittee,White River Regional Library,,burbio_groups,a6ca47d1d235c13bccd9d1f38f29aecb,burbio_groups__a6ca47d1d235c13bccd9d1f38f29aecb
pope county library system,Pope County Library System,,,,,,,,,,,,,,,,,,,https://popelibrary.org/,ForeignMinistry,Pope County Library System,,burbio_groups,1a0f0b9ce0399bc478c09607cb042ae5,burbio_groups__1a0f0b9ce0399bc478c09607cb042ae5
atkins public library,Atkins Public Library,,,,,,,,,,,,,,,,,,,https://popelibrary.org/,ForeignMinister,Atkins Public Library,,burbio_groups,3df51ee0e5fe5777fda0b4cb66cd5009,burbio_groups__3df51ee0e5fe5777fda0b4cb66cd5009
johnson county public library,Johnson County Public Library,,,,,,,,,,,,,,,,,,,http://www.arvrls.com/,Wells,Johnson County Public Library,,burbio_groups,ae61957822bc836dcd9942553d594d08,burbio_groups__ae61957822bc836dcd9942553d594d08
yell county library,Yell County Library,,,,,,,,,,,,,,,,,,,http://www.arvrls.com/,CompanyKeyword,Yell County Library,,burbio_groups,f3d84927b729b39cfd2f330d36aaa2a2,burbio_groups__f3d84927b729b39cfd2f330d36aaa2a2
arkansas river valley regional library,Arkansas River Valley Regional Library,,,,,,,,,,,,,,,,,,,http://www.arvrls.com/,Refinery,Arkansas River Valley Regional Library,,burbio_groups,730a2051e3a465bb03d4c8b4bca1c449,burbio_groups__730a2051e3a465bb03d4c8b4bca1c449
boyd t. and mollie gattis logan county library,Boyd T And Mollie Gattis Logan County Library,,,,,,,,,,,,,,,,,,,http://www.arvrls.com/,Refinery,Boyd T And Mollie Gattis Logan County Library,,burbio_groups,18c857c68af769ed66d515fbcea3bcdb,burbio_groups__18c857c68af769ed66d515fbcea3bcdb
fort smith public library,Fort Smith Public Library,,,,,,,,,,,,,,,,,,,https://www.fortsmithlibrary.org/,Wells,Fort Smith Public Library,,burbio_groups,af8b8f4682a154ebf4b3a3445bca5153,burbio_groups__af8b8f4682a154ebf4b3a3445bca5153
dallas street branch library,Dallas Street Branch Library,,,,,,,,,,,,,,,,,,,https://www.fortsmithlibrary.org/,Refinery,Dallas Street Branch Library,,burbio_groups,ccaf05e2ec24f672ba47bf0699a56c07,burbio_groups__ccaf05e2ec24f672ba47bf0699a56c07
miller branch library,Miller Branch Library,,,,,,,,,,,,,,,,,,,https://www.fortsmithlibrary.org/,News,Miller Branch Library,,burbio_groups,1ff480d88a1d4a202e4abf6562af1478,burbio_groups__1ff480d88a1d4a202e4abf6562af1478
alma public library,Alma Public Library,,,,,,,,,,,,,,,,,,,https://www.crawfordcountylib.org/,Diplomat,Alma Public Library,,burbio_groups,ef456021a3d20320272c7a1348bc5da9,burbio_groups__ef456021a3d20320272c7a1348bc5da9
cedarville public library,Cedarville Public Library,,,,,,,,,,,,,,,,,,,https://www.crawfordcountylib.org/,ForeignMinister,Cedarville Public Library,,burbio_groups,0e5fc3e3677d09b83c01d53b55794a83,burbio_groups__0e5fc3e3677d09b83c01d53b55794a83
charleston public library,Charleston Public Library,,,,,,,,,,,,,,,,,,,http://www.arvrls.com/,Person,Charleston Public Library,,burbio_groups,14a4c08b973d55a9fa5eb5edab0d46ea,burbio_groups__14a4c08b973d55a9fa5eb5edab0d46ea
sebastian county library,Sebastian County Library,,,,,,,,,,,,,,,,,,,https://www.scottsebastianregionallibrary.com/,Exec,Sebastian County Library,,burbio_groups,78ed8c57852660be415a1f63621712e6,burbio_groups__78ed8c57852660be415a1f63621712e6
hartford branch library,Hartford Branch Library,,,,,,,,,,,,,,,,,,,https://www.scottsebastianregionallibrary.com/,space,Hartford Branch Library,,burbio_groups,329a8d60c0787367ef432180f6f3c70a,burbio_groups__329a8d60c0787367ef432180f6f3c70a
lavaca branch library,Lavaca Branch Library,,,,,,,,,,,,,,,,,,,https://www.scottsebastianregionallibrary.com/,AAEntity,Lavaca Branch Library,,burbio_groups,728597569bb0937c5ed6b42acdb41a25,burbio_groups__728597569bb0937c5ed6b42acdb41a25
mansfield branch library,Mansfield Branch Library,,,,,,,,,,,,,,,,,,,https://www.scottsebastianregionallibrary.com/,IndustryTerm,Mansfield Branch Library,,burbio_groups,c3284419806315f9e3b10e9576660abc,burbio_groups__c3284419806315f9e3b10e9576660abc
mountainburg public library,Mountainburg Public Library,,,,,,,,,,,,,,,,,,,https://www.crawfordcountylib.org/,News,Mountainburg Public Library,,burbio_groups,f37a5ad9d4c74d8f9fbf8d80ffcbe5ec,burbio_groups__f37a5ad9d4c74d8f9fbf8d80ffcbe5ec
mulberry public library,Mulberry Public Library,,,,,,,,,,,,,,,,,,,https://www.crawfordcountylib.org/,AAEntity,Mulberry Public Library,,burbio_groups,4be7ad82d49465065bd70df6d42c0170,burbio_groups__4be7ad82d49465065bd70df6d42c0170
franklin county library,Franklin County Library,,,,,,,,,,,,,,,,,,,http://www.arvrls.com/,AAEntity,Franklin County Library,,burbio_groups,a1737d012e35eeb9cbe406b2128906cb,burbio_groups__a1737d012e35eeb9cbe406b2128906cb
van buren public library,Van Buren Public Library,,,,,,,,,,,,,,,,,,,https://www.crawfordcountylib.org/,AAEntity,Van Buren Public Library,,burbio_groups,7962ef23ebaf08a01c048801025497f4,burbio_groups__7962ef23ebaf08a01c048801025497f4
scott county library,Scott County Library,,,,,,,,,,,,,,,,,,,https://www.scottsebastianregionallibrary.com/,LegislativeCommittee,Scott County Library,,burbio_groups,62b122c568f085a697d5bca8c6c7ce62,burbio_groups__62b122c568f085a697d5bca8c6c7ce62
bethany public library,Bethany Public Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,Keyphrase,Bethany Public Library,,burbio_groups,0b61997b1cb7576c29cd6861cdc1bbcf,burbio_groups__0b61997b1cb7576c29cd6861cdc1bbcf
blanchard public library,Blanchard Public Library,,,,,,,,,,,,,,,,,,,https://pioneerlibrarysystem.org/,News,Blanchard Public Library,,burbio_groups,692825e0a4c49970f53a58abdeb88a1e,burbio_groups__692825e0a4c49970f53a58abdeb88a1e
choctaw library,Choctaw Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/locations/choctaw,DiplomaticFacilities,Choctaw Library,,burbio_groups,ca2209321a055d3ba255d3099cf7bf2a,burbio_groups__ca2209321a055d3ba255d3099cf7bf2a
edmond branch library,Edmond Branch Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,ForeignMinister,Edmond Branch Library,,burbio_groups,7a692dd0db1682e680d18fe7d7c6cfe0,burbio_groups__7a692dd0db1682e680d18fe7d7c6cfe0
harrah public library,Harrah Public Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,ForeignMinister,Harrah Public Library,,burbio_groups,79011eeaf0246bc6009cb9b8da82f2ee,burbio_groups__79011eeaf0246bc6009cb9b8da82f2ee
jones library,Jones Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,Pipeline,Jones Library,,burbio_groups,556332853218eda668b0ac197874658b,burbio_groups__556332853218eda668b0ac197874658b
luther library,Luther Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,LegislativeCommittee,Luther Library,,burbio_groups,d6b852e498ad32420e3aeb30d1595dcd,burbio_groups__d6b852e498ad32420e3aeb30d1595dcd
newcastle public library,Newcastle Public Library,,,,,,,,,,,,,,,,,,,https://pioneerlibrarysystem.org/,News,Newcastle Public Library,,burbio_groups,cf4f4bf00067a5580338edd86fda0e60,burbio_groups__cf4f4bf00067a5580338edd86fda0e60
nicoma park library,Nicoma Park Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,Refinery,Nicoma Park Library,,burbio_groups,420fa8adf014bc4c3fd1a9c5b1cfa8d2,burbio_groups__420fa8adf014bc4c3fd1a9c5b1cfa8d2
noble public library,Noble Public Library,,,,,,,,,,,,,,,,,,,https://pioneerlibrarysystem.org/,ForeignMinister,Noble Public Library,,burbio_groups,4306c1e3a51e89c38127126c2d9b9072,burbio_groups__4306c1e3a51e89c38127126c2d9b9072
norman public library,Norman Public Library,,,,,,,,,,,,,,,,,,,https://pioneerlibrarysystem.org/,CompanyKeyword,Norman Public Library,,burbio_groups,c6535e1e43d5f74e79db5fc843b633e9,burbio_groups__c6535e1e43d5f74e79db5fc843b633e9
norman central public library,Norman Central Public Library,,,,,,,,,,,,,,,,,,,https://pioneerlibrarysystem.org/,ForeignMinistry,Norman Central Public Library,,burbio_groups,98b0425eb2dc7e37f6be5d5a6097fecc,burbio_groups__98b0425eb2dc7e37f6be5d5a6097fecc
pioneer library system-norman west public library,Norman West Public Library,,,,,,,,,,,,,,,,,,,https://pioneerlibrarysystem.org/,Pipeline,Norman West Public Library,,burbio_groups,7233d8bde923ba70dbf5f5f6196b3366,burbio_groups__7233d8bde923ba70dbf5f5f6196b3366
purcell public library,Purcell Public Library,,,,,,,,,,,,,,,,,,,https://pioneerlibrarysystem.org/,space,Purcell Public Library,,burbio_groups,881813b38374edf40fd369b4d975e580,burbio_groups__881813b38374edf40fd369b4d975e580
oklahoma city metropolitan library system-almonte,Oklahoma City Metropolitan Library System,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,Pipeline,Oklahoma City Metropolitan Library System,,burbio_groups,f6fb39ccf6b81e48ffa8b5b5b76e7f92,burbio_groups__f6fb39ccf6b81e48ffa8b5b5b76e7f92
ronald j. norick downtown library,Ronald J Norick Downtown Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,Legislator,Ronald J Norick Downtown Library,,burbio_groups,a0d0dd1f7abf8f357f8d5236fea203fd,burbio_groups__a0d0dd1f7abf8f357f8d5236fea203fd
wright library,Wright Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,LegislativeCommittee,Wright Library,,burbio_groups,a67f5cd9c85469086cb9afb9c55c5c82,burbio_groups__a67f5cd9c85469086cb9afb9c55c5c82
library online,Metro Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,Shipping,Metro Library,,burbio_groups,a0b701a3fcd451166bffb60877ab7957,burbio_groups__a0b701a3fcd451166bffb60877ab7957
capitol hill branch library,Capitol Hill Branch Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,Keyphrase,Capitol Hill Branch Library,,burbio_groups,d16e79e282bc3239fdd318ff6c85da55,burbio_groups__d16e79e282bc3239fdd318ff6c85da55
village public library,Village Public Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,Organization,Village Public Library,,burbio_groups,22886f52e15779963900f65ec7b7e7b7,burbio_groups__22886f52e15779963900f65ec7b7e7b7
midwest city library,Midwest City Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,Wells,Midwest City Library,,burbio_groups,f8f6ec4b45fa21735aa32498d53b9e92,burbio_groups__f8f6ec4b45fa21735aa32498d53b9e92
ralph ellison branch library,Ralph Ellison Branch Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,Consulates,Ralph Ellison Branch Library,,burbio_groups,45550d64196fe7003b109feaa385a148,burbio_groups__45550d64196fe7003b109feaa385a148
belle isle library,Belle Isle Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,ForeignMinistry,Belle Isle Library,,burbio_groups,c0b3a818173d9795fc48e810aba5af3b,burbio_groups__c0b3a818173d9795fc48e810aba5af3b
del city branch library,Del City Branch Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,IndustryTerm,Del City Branch Library,,burbio_groups,6460931c692e4878d9faa83bc4cb9a02,burbio_groups__6460931c692e4878d9faa83bc4cb9a02
book service centers,Book Service Centers,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,ForeignMinistry,Book Service Centers,,burbio_groups,eb9ce75d25f05d6f811ede0e51f68d45,burbio_groups__eb9ce75d25f05d6f811ede0e51f68d45
warr acres library,Warr Acres Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,LegislativeCommittee,Warr Acres Library,,burbio_groups,533f4d225b4ad751c842c88a8d595193,burbio_groups__533f4d225b4ad751c842c88a8d595193
southern oaks library,Southern Oaks Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,Wells,Southern Oaks Library,,burbio_groups,bb29e9b702f9dc8889fdc230d54589b3,burbio_groups__bb29e9b702f9dc8889fdc230d54589b3
northwest library,Northwest Library,,,,,,,,,,,,,,,,,,,https://www.metrolibrary.org/,Wells,Northwest Library,,burbio_groups,f223d83f20866e713d68a1337ac0445f,burbio_groups__f223d83f20866e713d68a1337ac0445f
moore public library,Moore Public Library,,,,,,,,,,,,,,,,,,,https://pioneerlibrarysystem.org/,ForeignMinistry,Moore Public Library,,burbio_groups,5b6d9b0d82c5d6da1ccff8297a016b99,burbio_groups__5b6d9b0d82c5d6da1ccff8297a016b99
southwest okc,Southwest OKC Library,,,,,,,,,,,,,,,,,,,https://pioneerlibrarysystem.org/,Legislator,Southwest OKC Library,,burbio_groups,6e73bd288ec0ffcbf7c2a43ad9cf5d2e,burbio_groups__6e73bd288ec0ffcbf7c2a43ad9cf5d2e
duncan public library,Duncan Public Library,,,,,,,,,,,,,,,,,,,https://www.youseemore.com/duncan/,Refinery,Duncan Public Library,,burbio_groups,3251f84b846edf05c1e166c204e802c3,burbio_groups__3251f84b846edf05c1e166c204e802c3
western plains library system,Western Plains Library System,,,,,,,,,,,,,,,,,,,https://wplibs.com/,Pipeline,Western Plains Library System,,burbio_groups,349d11db95acd5574c60e8cc49a9cce7,burbio_groups__349d11db95acd5574c60e8cc49a9cce7
cordell public library,Cordell Public Library,,,,,,,,,,,,,,,,,,,https://wplibs.com/cordell/,FTO,Cordell Public Library,,burbio_groups,f8c0baad084cce011b55fb7168d035b9,burbio_groups__f8c0baad084cce011b55fb7168d035b9
seiling public library,Seiling Public Library,,,,,,,,,,,,,,,,,,,https://wplibs.com/seiling/,Refinery,Seiling Public Library,,burbio_groups,9f4c213097d50b674b45ceaf5477d00e,burbio_groups__9f4c213097d50b674b45ceaf5477d00e
sentinel public library,Sentinel Public Library,,,,,,,,,,,,,,,,,,,https://wplibs.com/sentinel/,AAEntity,Sentinel Public Library,,burbio_groups,83f19051312ec087e70f31daab2e264f,burbio_groups__83f19051312ec087e70f31daab2e264f
thomas - hazel cross library,Thomas  Hazel Cross Library,,,,,,,,,,,,,,,,,,,https://wplibs.com/hazel-cross-thomas/,Pipeline,Thomas  Hazel Cross Library,,burbio_groups,1431bf2301286cceff40ad39a2f1c822,burbio_groups__1431bf2301286cceff40ad39a2f1c822
waynoka public library,Waynoka Public Library,,,,,,,,,,,,,,,,,,,https://www.facebook.com/WaynokaLibrary/,IndustryTerm,Waynoka Public Library,,burbio_groups,d8f4cd219cdd5d8407fac9e002a68d02,burbio_groups__d8f4cd219cdd5d8407fac9e002a68d02
texhoma city public library,Texhoma City Public Library,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Texhoma-Public-Library-1462362314075689/,Keyphrase,Texhoma City Public Library,,burbio_groups,5ab64d34d402bec47e9c308d19b31a41,burbio_groups__5ab64d34d402bec47e9c308d19b31a41
bixby public library,BixPublic Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,IndustryTerm,BixPublic Library,,burbio_groups,55b24cffad120cc19e0a61857b73d900,burbio_groups__55b24cffad120cc19e0a61857b73d900
broken arrow library,Broken Arrow Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Diplomat,Broken Arrow Library,,burbio_groups,7d065e16a39281dd5e5e07f0bc1f94df,burbio_groups__7d065e16a39281dd5e5e07f0bc1f94df
collinsville library,Collinsville Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Exec,Collinsville Library,,burbio_groups,d3cf475573ddf07050639ad3aff7cb0e,burbio_groups__d3cf475573ddf07050639ad3aff7cb0e
glenpool library,Glenpool Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Shipping,Glenpool Library,,burbio_groups,2d75cb4623af13330fbf71919d0af602,burbio_groups__2d75cb4623af13330fbf71919d0af602
jenks library,Jenks Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,FTO,Jenks Library,,burbio_groups,28febb89f587d68e44ca7b22462f0678,burbio_groups__28febb89f587d68e44ca7b22462f0678
owasso library,Owasso Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,ForeignMinistry,Owasso Library,,burbio_groups,2ba24f7b57a1a7ece837f561ffeffddb,burbio_groups__2ba24f7b57a1a7ece837f561ffeffddb
charles page library,Charles Page Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Legislator,Charles Page Library,,burbio_groups,bd04cf89411a1382c92388a0503d0f94,burbio_groups__bd04cf89411a1382c92388a0503d0f94
pratt library,Pratt Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Media,Pratt Library,,burbio_groups,658287e411ac258a6d8ba69ba6080e62,burbio_groups__658287e411ac258a6d8ba69ba6080e62
judy z. kishner library,Judy Z Kishner Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Organization,Judy Z Kishner Library,,burbio_groups,5a76270e6b5b98842c406da9169b7677,burbio_groups__5a76270e6b5b98842c406da9169b7677
skiatook library,Skiatook Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,News,Skiatook Library,,burbio_groups,4248eab7c93a6d7df5cfa24985ac6703,burbio_groups__4248eab7c93a6d7df5cfa24985ac6703
tulsa city - county library,Tulsa City  County Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Legislator,Tulsa City  County Library,,burbio_groups,205535d012daa3430c9835fec0c75a59,burbio_groups__205535d012daa3430c9835fec0c75a59
tulsa city - county library virtual events,Tulsa City  County Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Legislator,Tulsa City  County Library,,burbio_groups,205535d012daa3430c9835fec0c75a59,burbio_groups__205535d012daa3430c9835fec0c75a59
kendall-whittier library,Kendall-Whittier Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Person,Kendall-Whittier Library,,burbio_groups,9323f7d62940e412bcee9ae5c7bc1baa,burbio_groups__9323f7d62940e412bcee9ae5c7bc1baa
brookside public library,Brookside Public Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,DiplomaticFacilities,Brookside Public Library,,burbio_groups,b3f6b01652151981d5dd63dff19f4e17,burbio_groups__b3f6b01652151981d5dd63dff19f4e17
rudisill regional library,Rudisill Regional Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Diplomat,Rudisill Regional Library,,burbio_groups,314b68d2283a0446462879be62407c3d,burbio_groups__314b68d2283a0446462879be62407c3d
zarrow regional library,Zarrow Regional Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,CompanyKeyword,Zarrow Regional Library,,burbio_groups,522fc3fdf88e62516c9ee7587a382bad,burbio_groups__522fc3fdf88e62516c9ee7587a382bad
nathan hale library,Nathan Hale Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Legislator,Nathan Hale Library,,burbio_groups,8344c6dc297c09f340e57b3da0f7e99f,burbio_groups__8344c6dc297c09f340e57b3da0f7e99f
maxwell park library,Maxwell Park Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Keyphrase,Maxwell Park Library,,burbio_groups,56fae24c49c250c64d905b8f7fcc35a8,burbio_groups__56fae24c49c250c64d905b8f7fcc35a8
suburban acres library,Suburban Acres Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,IndustryTerm,Suburban Acres Library,,burbio_groups,ed67fea7b81a9b2daadbd03def87324e,burbio_groups__ed67fea7b81a9b2daadbd03def87324e
martin regional library,Martin Regional Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Media,Martin Regional Library,,burbio_groups,d9f921e8f181fa910faeb9264cfdd988,burbio_groups__d9f921e8f181fa910faeb9264cfdd988
hardesty regional library,Hardesty Regional Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,FTO,Hardesty Regional Library,,burbio_groups,7d8fb0866e7dcc87fedb971873b5252c,burbio_groups__7d8fb0866e7dcc87fedb971873b5252c
genealogy center,Genealogy Center,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,space,Genealogy Center,,burbio_groups,f7f3a2aabe18ad4b77171025965bae62,burbio_groups__f7f3a2aabe18ad4b77171025965bae62
herman and kate kaiser library,Herman and Kate Kaiser Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,CompanyKeyword,Herman and Kate Kaiser Library,,burbio_groups,3e8ee672ac49a3a31e7f55317cc179de,burbio_groups__3e8ee672ac49a3a31e7f55317cc179de
schusterman-benson library,SchustermanBenson Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Legislator,SchustermanBenson Library,,burbio_groups,35b5eb28820595d41b8969b59cbdf156,burbio_groups__35b5eb28820595d41b8969b59cbdf156
helmerich library,Helmerich Library,,,,,,,,,,,,,,,,,,,https://www.tulsalibrary.org/,Media,Helmerich Library,,burbio_groups,3304fce3db6677fbd7d233b0dbd48986,burbio_groups__3304fce3db6677fbd7d233b0dbd48986
delaware county library,Delaware County Library,,,,,,,,,,,,,,,,,,,https://www.eodls.org/,Diplomat,Delaware County Library,,burbio_groups,383cd29103287b775f5cff77e798eb17,burbio_groups__383cd29103287b775f5cff77e798eb17
kansas public library,Kansas Public Library,,,,,,,,,,,,,,,,,,,http://www.eodls.org/kansas/,ForeignMinistry,Kansas Public Library,,burbio_groups,b11daa687eb103a49eba18baf7aa902a,burbio_groups__b11daa687eb103a49eba18baf7aa902a
eastern oklahoma district library system,Eastern Oklahoma District Library System,,,,,,,,,,,,,,,,,,,https://www.eodls.org/,AAEntity,Eastern Oklahoma District Library System,,burbio_groups,f6c498339b012afc231c4e930ef11b37,burbio_groups__f6c498339b012afc231c4e930ef11b37
muskogee public library,Muskogee Public Library,,,,,,,,,,,,,,,,,,,https://www.eodls.org/,ForeignMinistry,Muskogee Public Library,,burbio_groups,a3d82806e141989e812f7f75f29495b9,burbio_groups__a3d82806e141989e812f7f75f29495b9
jim lucas checotah public library,Jim Lucas Checotah Public Library,,,,,,,,,,,,,,,,,,,https://www.eodls.org/,Consulates,Jim Lucas Checotah Public Library,,burbio_groups,72f2480803ce7450cdf1da7c078bf680,burbio_groups__72f2480803ce7450cdf1da7c078bf680
coweta public library,Coweta Public Library,,,,,,,,,,,,,,,,,,,http://cowt.ent.sirsi.net/,Diplomat,Coweta Public Library,,burbio_groups,9e8266b8cbbc2bd7ec79646a02087755,burbio_groups__9e8266b8cbbc2bd7ec79646a02087755
eufaula memorial library,Eufaula Memorial Library,,,,,,,,,,,,,,,,,,,http://www.eodls.org/eufaula/,Media,Eufaula Memorial Library,,burbio_groups,ea09ef7535ca9c11461e5fca717a8eaf,burbio_groups__ea09ef7535ca9c11461e5fca717a8eaf
q.b. boydstun library,QB Boydstun Library,,,,,,,,,,,,,,,,,,,https://www.eodls.org/,FTO,QB Boydstun Library,,burbio_groups,551089f0dfd0dd57d031271bbba47423,burbio_groups__551089f0dfd0dd57d031271bbba47423
rieger memorial library,Rieger Memorial Library,,,,,,,,,,,,,,,,,,,https://www.eodls.org/,Organization,Rieger Memorial Library,,burbio_groups,7a000621754548acf5c4cbcf3e4009d4,burbio_groups__7a000621754548acf5c4cbcf3e4009d4
hulbert community library,Hulbert Community Library,,,,,,,,,,,,,,,,,,,http://www.eodls.org/hulbert/,IndustryTerm,Hulbert Community Library,,burbio_groups,7c52fcb0fec621f7bb160e7033ff6887,burbio_groups__7c52fcb0fec621f7bb160e7033ff6887
stigler public library,Stigler Public Library,,,,,,,,,,,,,,,,,,,https://sepl.ent.sirsi.net/client/en_US/default,Pipeline,Stigler Public Library,,burbio_groups,244ecf52ff3c2a81053e39fc5deae03c,burbio_groups__244ecf52ff3c2a81053e39fc5deae03c
tahlequah public library,Tahlequah Public Library,,,,,,,,,,,,,,,,,,,https://www.eodls.org/,Refinery,Tahlequah Public Library,,burbio_groups,532f0b3b9b9e1a584b8a6f89d0bd607f,burbio_groups__532f0b3b9b9e1a584b8a6f89d0bd607f
warner public library,Warner Public Library,,,,,,,,,,,,,,,,,,,https://www.eodls.org/,ForeignMinister,Warner Public Library,,burbio_groups,851957f7e7252db5929362d40b12a34f,burbio_groups__851957f7e7252db5929362d40b12a34f
mcalester public library,McAlester Public Library,,,,,,,,,,,,,,,,,,,https://sepl.ent.sirsi.net/client/en_US/default,Refinery,McAlester Public Library,,burbio_groups,a0452e8239e45dbdd785486a18b47248,burbio_groups__a0452e8239e45dbdd785486a18b47248
southeastern public library system of oklahoma,Southeastern Public Library System of Oklahoma,,,,,,,,,,,,,,,,,,,https://sepl.ent.sirsi.net/client/en_US/default,Pipeline,Southeastern Public Library System of Oklahoma,,burbio_groups,9ca335b0425fda73536d94ee63171e05,burbio_groups__9ca335b0425fda73536d94ee63171e05
