german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#dommelstrasse,"Dommelstrasse in Munster, Germany",51.951597,7.5380196,1,,,,,,Refinery,"Dommelstrasse in Munster, Germany",,german_fires_munster_locations,34440d9db154b0f574af37a152e3ad46,german_fires_munster_locations__34440d9db154b0f574af37a152e3ad46
#domplatz,"Domplatz in Munster, Germany",51.9620774,7.625366,1,,,,,,AAEntity,"Domplatz in Munster, Germany",,german_fires_munster_locations,4612eaaf39ee6cb3025aa97bb1667ac1,german_fires_munster_locations__4612eaaf39ee6cb3025aa97bb1667ac1
#dondersring,"Donders-Ring in Munster, Germany",51.9496516,7.6205534,1,,,,,,Legislator,"Donders-Ring in Munster, Germany",,german_fires_munster_locations,7c62d977c0cd495e3ca092182276403e,german_fires_munster_locations__7c62d977c0cd495e3ca092182276403e
#donnerbusch,"Donnerbusch in Munster, Germany",52.0137018,7.5435333,1,,,,,,Diplomat,"Donnerbusch in Munster, Germany",,german_fires_munster_locations,ef2d6a542283323694eb9c6f17fac0d3,german_fires_munster_locations__ef2d6a542283323694eb9c6f17fac0d3
#doornbeckeweg,"Doornbeckeweg in Munster, Germany",51.9751346,7.55955,1,,,,,,Diplomat,"Doornbeckeweg in Munster, Germany",,german_fires_munster_locations,7c3ea6dd9d0acca62d7c62ac3495c240,german_fires_munster_locations__7c3ea6dd9d0acca62d7c62ac3495c240
#dorbaumstrasse,"Dorbaumstrasse in Munster, Germany",52.0028161,7.7099013,1,,,,,,Keyphrase,"Dorbaumstrasse in Munster, Germany",,german_fires_munster_locations,c94d8a7e100e3bcbfe70c7bd69845312,german_fires_munster_locations__c94d8a7e100e3bcbfe70c7bd69845312
#dorffeldstrasse,"Dorffeldstrasse in Munster, Germany",51.9511467,7.5371627,1,,,,,,Shipping,"Dorffeldstrasse in Munster, Germany",,german_fires_munster_locations,3a81b97f494183c58accefea39d915cc,german_fires_munster_locations__3a81b97f494183c58accefea39d915cc
#doriswortmannstiege,"Doris-Wortmann-Stiege in Munster, Germany",51.9952382,7.6151665,1,,,,,,space,"Doris-Wortmann-Stiege in Munster, Germany",,german_fires_munster_locations,498426becdf1a33a61a09ee69d93ddca,german_fires_munster_locations__498426becdf1a33a61a09ee69d93ddca
#dornierweg,"Dornierweg in Munster, Germany",51.9310773,7.6434161,1,,,,,,News,"Dornierweg in Munster, Germany",,german_fires_munster_locations,a695eaf886bcee06c19205c57a3493bf,german_fires_munster_locations__a695eaf886bcee06c19205c57a3493bf
#dorotheapetersmannweg,"Dorothea-Petersmann-Weg in Munster, Germany",51.9821887,7.6156056,1,,,,,,Keyphrase,"Dorothea-Petersmann-Weg in Munster, Germany",,german_fires_munster_locations,67519c93fe6d88e23f979435696196cb,german_fires_munster_locations__67519c93fe6d88e23f979435696196cb
