handle,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
gauravcsawant,Defense reporter,Person,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
avischarf,Defense reporter,Consulates,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
carolinehouck,Defense reporter,Legislator,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
davidgura,Defense reporter,Shipping,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
iduncan,Defense reporter,Exec,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jasonukman,Defense reporter,ForeignMinister,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
katrinanation,Defense reporter,FTO,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
rahulkanwal,Defense reporter,AAEntity,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
adamgoldmannyt,Defense reporter,IndustryTerm,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
aliwatkins,Defense reporter,DiplomaticFacilities,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
coralmdavenport,Defense reporter,Consulates,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
davidshuster,Defense reporter,ForeignMinister,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
dimi,Defense reporter,Exec,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
elwasson,Defense reporter,News,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
esaagar,Defense reporter,IndustryTerm,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jessicaschulb,Defense reporter,Exec,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jordainc,Defense reporter,Media,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
juliaeainsley,Defense reporter,Legislator,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
justinfishelabc,Defense reporter,Legislator,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
leighgiangreco,Defense reporter,Wells,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
lesleyclark,Defense reporter,ForeignMinistry,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
matthewdalywdc,Defense reporter,News,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
megmccloskey,Defense reporter,space,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
mollymotoole,Defense reporter,Diplomat,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
rlocker12,Defense reporter,News,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
ryanjreilly,Defense reporter,FTO,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
sarahnferris,Defense reporter,ForeignMinister,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
sylvanlane,Defense reporter,FTO,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
weinbergersa,Defense reporter,Diplomat,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
zackbeauchamp,Defense reporter,Keyphrase,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
rashaalaqeedi,Defense reporter,FTO,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
nicstuart,Defense reporter,Shipping,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
bennpackham,Defense reporter,IndustryTerm,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
andrewtillett,Defense reporter,space,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
stefarmbruster,Defense reporter,Organization,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
andrewbgreene,Defense reporter,Wells,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
defencetechasia,Defense reporter,Wells,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
senangdiri,Defense reporter,Refinery,Defense reporter,,basementions_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,basementions_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
campbellcourier,Fort Campbell Courier,Shipping,Fort Campbell Courier,,basementions_mentioner,07c9a7a495a6bd651562d311d0eb7fd7,basementions_mentioner__07c9a7a495a6bd651562d311d0eb7fd7
fthoodsentinel,Fort Hood Sentinel,FTO,Fort Hood Sentinel,,basementions_mentioner,6fa10d538ebd95e0c7d2690f08aafd84,basementions_mentioner__6fa10d538ebd95e0c7d2690f08aafd84
ncojournal,NCO Journal,Pipeline,NCO Journal,,basementions_mentioner,f160e3ad54243b75811aeaf7f7f88723,basementions_mentioner__f160e3ad54243b75811aeaf7f7f88723
aiaspeaks,Aerospace Industries,ForeignMinister,Aerospace Industries,,basementions_mentioner,01803452e6c9e1e64da19ea66bb7f9f2,basementions_mentioner__01803452e6c9e1e64da19ea66bb7f9f2
airforcetimes,Air Force Times,CompanyKeyword,Air Force Times,,basementions_mentioner,542b8f7eb376bca7426a97cd17e6b6e6,basementions_mentioner__542b8f7eb376bca7426a97cd17e6b6e6
armytimes,Army Times,Keyphrase,Army Times,,basementions_mentioner,2f30c2f69c1a057a7b102c626c122d44,basementions_mentioner__2f30c2f69c1a057a7b102c626c122d44
breakingdefense,Breaking Defense,Wells,Breaking Defense,,basementions_mentioner,7177f202d76b05bd9181765debd2b49b,basementions_mentioner__7177f202d76b05bd9181765debd2b49b
c4isrnet,C4ISRNET,Diplomat,C4ISRNET,,basementions_mentioner,23bcc3368ec1d543c13c5395cb73b26e,basementions_mentioner__23bcc3368ec1d543c13c5395cb73b26e
defensedaily,Defense Daily,Diplomat,Defense Daily,,basementions_mentioner,0c3cb698793139488a1d171e60d92181,basementions_mentioner__0c3cb698793139488a1d171e60d92181
defenseone,Defense One,space,Defense One,,basementions_mentioner,b8ca91ae72d0e8841d5b9d02a4460e01,basementions_mentioner__b8ca91ae72d0e8841d5b9d02a4460e01
defenseworld,Defenseworld.net,IndustryTerm,Defenseworld.net,,basementions_mentioner,468b62c30b88b6280241e476a6f45c7f,basementions_mentioner__468b62c30b88b6280241e476a6f45c7f
insidedefense,Inside Defense,Consulates,Inside Defense,,basementions_mentioner,197a64ae049d4a29280973450aa5beb3,basementions_mentioner__197a64ae049d4a29280973450aa5beb3
marinetimes,Marine Corps Times,CompanyKeyword,Marine Corps Times,,basementions_mentioner,8de80c41c91ad8e4dc391171650267a4,basementions_mentioner__8de80c41c91ad8e4dc391171650267a4
militarydotcom,Military.com,Legislator,Military.com,,basementions_mentioner,632870f55a5a11658b1aad0985c60004,basementions_mentioner__632870f55a5a11658b1aad0985c60004
militarytimes,Military Times,IndustryTerm,Military Times,,basementions_mentioner,431a4bcda055b1c0e72b1d06506e3f2b,basementions_mentioner__431a4bcda055b1c0e72b1d06506e3f2b
nationaldefense,National Defense,Refinery,National Defense,,basementions_mentioner,e05310a41d2beae00362b613c1dadee9,basementions_mentioner__e05310a41d2beae00362b613c1dadee9
navalinstitute,U.S. Naval Institute,News,U.S. Naval Institute,,basementions_mentioner,0837cc27b4e5c74a7bdd67b8dd6edba1,basementions_mentioner__0837cc27b4e5c74a7bdd67b8dd6edba1
navytimes,Navy Times,Organization,Navy Times,,basementions_mentioner,3d598810a9561491e7707f0936df1dda,basementions_mentioner__3d598810a9561491e7707f0936df1dda
rcdefense,Real Clear Defense,Person,Real Clear Defense,,basementions_mentioner,c36dcc5016a7b29e16b7852847efbba2,basementions_mentioner__c36dcc5016a7b29e16b7852847efbba2
secindustrynews,Defense & Security,Refinery,Defense & Security,,basementions_mentioner,2c29ac75fc90309c327ecb10de7610de,basementions_mentioner__2c29ac75fc90309c327ecb10de7610de
taskandpurpose,Task & Purpose,Keyphrase,Task & Purpose,,basementions_mentioner,73bac7098bbef64e9ba692148b3a118e,basementions_mentioner__73bac7098bbef64e9ba692148b3a118e
thecipherbrief,The Cipher Brief,Consulates,The Cipher Brief,,basementions_mentioner,30bb37444fc602fc69020e769068d17f,basementions_mentioner__30bb37444fc602fc69020e769068d17f
usninews,USNI News,Consulates,USNI News,,basementions_mentioner,2bee317dac58144ffab0607c2a534acb,basementions_mentioner__2bee317dac58144ffab0607c2a534acb
dsca_notices,DSCA Arms Sales,Wells,DSCA Arms Sales,,basementions_mentioner,88702375ddef027e71a3926af83cf02c,basementions_mentioner__88702375ddef027e71a3926af83cf02c
scramble_nl,Scramble,Media,Scramble,,basementions_mentioner,8a78979b1b5e61f50e2e0b5973fe0032,basementions_mentioner__8a78979b1b5e61f50e2e0b5973fe0032
9dashline,9 Dash Line,Shipping,9 Dash Line,,basementions_mentioner,80d12ea636736151e64c34d6ba8cb590,basementions_mentioner__80d12ea636736151e64c34d6ba8cb590
seawaves_mag,Sea Waves Magazine,Wells,Sea Waves Magazine,,basementions_mentioner,1604dd9fbc2e3d199a1dccc16cf61e32,basementions_mentioner__1604dd9fbc2e3d199a1dccc16cf61e32
currentopscom,CurrentOps.com,Keyphrase,CurrentOps.com,,basementions_mentioner,6fdc3a7d40caa5f8b3905e4518f61d74,basementions_mentioner__6fdc3a7d40caa5f8b3905e4518f61d74
vesselfinder,VesselFinder,space,VesselFinder,,basementions_mentioner,5f863f5be153eda3a4b0f2f22f11f715,basementions_mentioner__5f863f5be153eda3a4b0f2f22f11f715
flightintl,International Flight Network,space,International Flight Network,,basementions_mentioner,997d2feb7711217cb74c7dd3ea4563b3,basementions_mentioner__997d2feb7711217cb74c7dd3ea4563b3
theaviationist,The Aviationist,AAEntity,The Aviationist,,basementions_mentioner,587b887101e7ffd4ab48d4de526608f9,basementions_mentioner__587b887101e7ffd4ab48d4de526608f9
intel_sky,INTELSky,AAEntity,INTELSky,,basementions_mentioner,0cfe80eb610c7d7eb03215b9f0ad4076,basementions_mentioner__0cfe80eb610c7d7eb03215b9f0ad4076
thewarzonewire,The War Zone,Pipeline,The War Zone,,basementions_mentioner,63f701a2033c3502bb36d942a317fa9e,basementions_mentioner__63f701a2033c3502bb36d942a317fa9e
defensearab,Arab Defense News,space,Arab Defense News,,basementions_mentioner,c220cf7009be12677b4e0ed2d734e20f,basementions_mentioner__c220cf7009be12677b4e0ed2d734e20f
defenceconnect,Defence Connect,Keyphrase,Defence Connect,,basementions_mentioner,d3842dfa400b867be17cd73c98e42aa7,basementions_mentioner__d3842dfa400b867be17cd73c98e42aa7
apdr_apac,ADPR,Organization,ADPR,,basementions_mentioner,428fe97ca30e6157b6e6ef8797d1c207,basementions_mentioner__428fe97ca30e6157b6e6ef8797d1c207
zvezdanews,Zvezda News,Person,Zvezda News,,basementions_mentioner,83f01930c5f27f05dbfefa84c776d5bd,basementions_mentioner__83f01930c5f27f05dbfefa84c776d5bd
rusexercises,Russian Exercises,Media,Russian Exercises,,basementions_mentioner,4368035cefd799a4ae02c3a81bbebf62,basementions_mentioner__4368035cefd799a4ae02c3a81bbebf62
defpostmedia,DefPost,AAEntity,DefPost,,basementions_mentioner,204f8946ed67e5035fa9099dcf8c5921,basementions_mentioner__204f8946ed67e5035fa9099dcf8c5921
aviationweek,Aviation Week,FTO,Aviation Week,,basementions_mentioner,93c2b7a1d281fea03a27db9d2e1fc06f,basementions_mentioner__93c2b7a1d281fea03a27db9d2e1fc06f
mildefinsider,Military and Defense Insider,CompanyKeyword,Military and Defense Insider,,basementions_mentioner,c4c036690febe7f72020a9abf70ac586,basementions_mentioner__c4c036690febe7f72020a9abf70ac586
starsandstripes,Stars and Stripes,IndustryTerm,Stars and Stripes,,basementions_mentioner,fb79f923354f0fdc3441caca2edd71a9,basementions_mentioner__fb79f923354f0fdc3441caca2edd71a9
barentsnews,The Barents Observer,News,The Barents Observer,,basementions_mentioner,ef9a431cb18b3e8d140bf0e2f83e33eb,basementions_mentioner__ef9a431cb18b3e8d140bf0e2f83e33eb
arctic_today,Arctic Today,Organization,Arctic Today,,basementions_mentioner,0e8ea983c006438b93db9185db1a4ee5,basementions_mentioner__0e8ea983c006438b93db9185db1a4ee5
bellingcat,Bellingcat,Pipeline,Bellingcat,,basementions_mentioner,9a3d14527585f020f2ef2c4b5b1051a0,basementions_mentioner__9a3d14527585f020f2ef2c4b5b1051a0
henrikenhmann,East Pendulum,AAEntity,East Pendulum,,basementions_mentioner,cf97970263119712526b3853744b5713,basementions_mentioner__cf97970263119712526b3853744b5713
ainonline,Aviation International News,Wells,Aviation International News,,basementions_mentioner,04f739010a8307a6b9da2cd0c9bc190d,basementions_mentioner__04f739010a8307a6b9da2cd0c9bc190d
defencetalk,DefenceTalk,Consulates,DefenceTalk,,basementions_mentioner,1d5a74e43294c4d6aa511c148827c710,basementions_mentioner__1d5a74e43294c4d6aa511c148827c710
ukdefjournal,UK Defence Journal,AAEntity,UK Defence Journal,,basementions_mentioner,6ea73d65346f9754c73cf39a95a05d0d,basementions_mentioner__6ea73d65346f9754c73cf39a95a05d0d
janesintel,Janes,Exec,Janes,,basementions_mentioner,876a7e418394415ad983c75a2d0fb44b,basementions_mentioner__876a7e418394415ad983c75a2d0fb44b
abcbrisbane,ABC Brisbane,Media,ABC Brisbane,,basementions_mentioner,f471525f60c95bd4a31d5707400768f6,basementions_mentioner__f471525f60c95bd4a31d5707400768f6
geroguardian,Geraldton Guardian and Midwest Times,Wells,Geraldton Guardian and Midwest Times,,basementions_mentioner,8ef8665e9769818c5e3590cb76d7c5a4,basementions_mentioner__8ef8665e9769818c5e3590cb76d7c5a4
centraladvocate,Centralian Advocate,FTO,Centralian Advocate,,basementions_mentioner,2d20ee51dc12b9fc4dff0c705737e29d,basementions_mentioner__2d20ee51dc12b9fc4dff0c705737e29d
ipswich_today,Ipswich Today,Organization,Ipswich Today,,basementions_mentioner,1eed9215033201cfc4a387e0cc07f0c8,basementions_mentioner__1eed9215033201cfc4a387e0cc07f0c8
7newsadelaide,7NEWS Adelaide,AAEntity,7NEWS Adelaide,,basementions_mentioner,e5ed9b7809a364dbcc3e673080093208,basementions_mentioner__e5ed9b7809a364dbcc3e673080093208
hawkgazettenews,Hawkesbury Gazette,AAEntity,Hawkesbury Gazette,,basementions_mentioner,02d613eededce93b7783102b88747728,basementions_mentioner__02d613eededce93b7783102b88747728
katherinetimes,Katherine Times,Refinery,Katherine Times,,basementions_mentioner,30e0071f0074c9365a335e9ac8d8c495,basementions_mentioner__30e0071f0074c9365a335e9ac8d8c495
7newstownsville,7NEWS Townsville,LegislativeCommittee,7NEWS Townsville,,basementions_mentioner,4229507738c242261ff0a306421ff0d0,basementions_mentioner__4229507738c242261ff0a306421ff0d0
newcastleherald,Newcastle Herald,Pipeline,Newcastle Herald,,basementions_mentioner,598278bc77d0573fa32f2c965d37059b,basementions_mentioner__598278bc77d0573fa32f2c965d37059b
9newsadel,9News Adelaide,Wells,9News Adelaide,,basementions_mentioner,ec074401f3a5d4643899494625d93c5b,basementions_mentioner__ec074401f3a5d4643899494625d93c5b
scregister,South Coast Register,space,South Coast Register,,basementions_mentioner,96c2ac10f78ef7e5a40ac83034ad6921,basementions_mentioner__96c2ac10f78ef7e5a40ac83034ad6921
cairnslocalnews,Cairns Local News,Wells,Cairns Local News,,basementions_mentioner,66b2d76010b95039fa8381a3996f9626,basementions_mentioner__66b2d76010b95039fa8381a3996f9626
mosmandaily,Mosman Daily,Media,Mosman Daily,,basementions_mentioner,0b7d970a98ae4a7e6f7d005dcabb43b3,basementions_mentioner__0b7d970a98ae4a7e6f7d005dcabb43b3
perthnow,PerthNow,Diplomat,PerthNow,,basementions_mentioner,eed8ae84a9c8c23724bf9f1d9da6e2a8,basementions_mentioner__eed8ae84a9c8c23724bf9f1d9da6e2a8
9newssyd,9News Sydney,Media,9News Sydney,,basementions_mentioner,15d0013aed99dc5ef82cb9284321a938,basementions_mentioner__15d0013aed99dc5ef82cb9284321a938
9newsillawarra,9News Illawarra,Keyphrase,9News Illawarra,,basementions_mentioner,91bb48d4b0cfcec3dd96b65f8582bb70,basementions_mentioner__91bb48d4b0cfcec3dd96b65f8582bb70
9newsdarwin,9News Darwin,space,9News Darwin,,basementions_mentioner,f0e2b8286d7f1e081899d7ceb9806327,basementions_mentioner__f0e2b8286d7f1e081899d7ceb9806327
prime7wagga,PRIME7 News Wagga,space,PRIME7 News Wagga,,basementions_mentioner,730ee8bc179af862d5a0dde07a462d19,basementions_mentioner__730ee8bc179af862d5a0dde07a462d19
oakbaynews,Oak Bay News,DiplomaticFacilities,Oak Bay News,,basementions_mentioner,6f172eb2c0754d30db23696291c1d041,basementions_mentioner__6f172eb2c0754d30db23696291c1d041
ctvmontreal,CTV Montreal,DiplomaticFacilities,CTV Montreal,,basementions_mentioner,26f8e274fcfc5878ad86bd5aa84f31dc,basementions_mentioner__26f8e274fcfc5878ad86bd5aa84f31dc
ctvedmonton,CTV Edmonton,IndustryTerm,CTV Edmonton,,basementions_mentioner,c6446909818483a7db21ea76b218a671,basementions_mentioner__c6446909818483a7db21ea76b218a671
cbcnb,CBC New Brunswick,FTO,CBC New Brunswick,,basementions_mentioner,39adac10a35934dd11451734928f36bb,basementions_mentioner__39adac10a35934dd11451734928f36bb
icisaglac,ICI Saglac,FTO,ICI Saglac,,basementions_mentioner,1b71daa29c0aeeb2f986757d49adf7e3,basementions_mentioner__1b71daa29c0aeeb2f986757d49adf7e3
ctvbarrienews,CTV News Barrie,Media,CTV News Barrie,,basementions_mentioner,e6ad3239812cf26ee40804e5b15a16e9,basementions_mentioner__e6ad3239812cf26ee40804e5b15a16e9
bvillenouvelle,Bonnyville Nouvelle,Wells,Bonnyville Nouvelle,,basementions_mentioner,92aa64999297e467ba1adf3ad60fc4f5,basementions_mentioner__92aa64999297e467ba1adf3ad60fc4f5
cvrecord,Comox Valley Record,Exec,Comox Valley Record,,basementions_mentioner,1a2fb19575d57d672a331866927b6f95,basementions_mentioner__1a2fb19575d57d672a331866927b6f95
cbcns,CBC Nova Scotia,LegislativeCommittee,CBC Nova Scotia,,basementions_mentioner,0a9df361b96edeff0ac5a2c116943822,basementions_mentioner__0a9df361b96edeff0ac5a2c116943822
realmjnews,Moose Jaw Independent,CompanyKeyword,Moose Jaw Independent,,basementions_mentioner,71f6f5a8e63d30d022fb63b970770bd9,basementions_mentioner__71f6f5a8e63d30d022fb63b970770bd9
petawawapost,Petawawa Post,Media,Petawawa Post,,basementions_mentioner,4eabecc8199bf390a5d52e8a7a4cc9df,basementions_mentioner__4eabecc8199bf390a5d52e8a7a4cc9df
thebrandonsun,The Brandon Sun,ForeignMinister,The Brandon Sun,,basementions_mentioner,5d7a625081b7e13c3c24c7a25c39eb23,basementions_mentioner__5d7a625081b7e13c3c24c7a25c39eb23
suffieldmfrc,CFB Suffield MFRC,News,CFB Suffield MFRC,,basementions_mentioner,f77ecc80b2355512ae7bef057e09340c,basementions_mentioner__f77ecc80b2355512ae7bef057e09340c
ctvottawa,CTV Ottawa,DiplomaticFacilities,CTV Ottawa,,basementions_mentioner,39adfb4fa8ed05b02cad7094dc3236c1,basementions_mentioner__39adfb4fa8ed05b02cad7094dc3236c1
cbcquebec,CBC Quebec,FTO,CBC Quebec,,basementions_mentioner,a2d027962fb51269bcb3b9bc20b15507,basementions_mentioner__a2d027962fb51269bcb3b9bc20b15507
townwainwright,Town of Wainwright,Exec,Town of Wainwright,,basementions_mentioner,0e037ff578b2eca27f747d3488e1a079,basementions_mentioner__0e037ff578b2eca27f747d3488e1a079
ctvwinnipeg,CTV News Winnipeg,IndustryTerm,CTV News Winnipeg,,basementions_mentioner,e4ce6c9558eae6804e5f107d1e8e599f,basementions_mentioner__e4ce6c9558eae6804e5f107d1e8e599f
haligonia,Halifax News & Info,space,Halifax News & Info,,basementions_mentioner,ef03f1490da3cf5d26aeb1371a791b00,basementions_mentioner__ef03f1490da3cf5d26aeb1371a791b00
town_hvgb,Town of HV-GB,Legislator,Town of HV-GB,,basementions_mentioner,1a0627f1695b88959617f2c58255d44c,basementions_mentioner__1a0627f1695b88959617f2c58255d44c
aldergrovestar,Aldergrove Star,Organization,Aldergrove Star,,basementions_mentioner,32aeee70c86768354fed1eb8a0a121de,basementions_mentioner__32aeee70c86768354fed1eb8a0a121de
ctvatlantic,CTV Atlantic,Shipping,CTV Atlantic,,basementions_mentioner,0f4c1051b7d6c146a05ace94587f0ed5,basementions_mentioner__0f4c1051b7d6c146a05ace94587f0ed5
vocmnews,VOCM News,LegislativeCommittee,VOCM News,,basementions_mentioner,c09f69791b7f7668ab17f7b9be330cc7,basementions_mentioner__c09f69791b7f7668ab17f7b9be330cc7
blackburnck,Blackburn News CK,DiplomaticFacilities,Blackburn News CK,,basementions_mentioner,435f93c4041d7bd4f42d7995e5aab824,basementions_mentioner__435f93c4041d7bd4f42d7995e5aab824
quintenews,Quinte News,Keyphrase,Quinte News,,basementions_mentioner,04074e1d01aac8f63cbf98e35882e06b,basementions_mentioner__04074e1d01aac8f63cbf98e35882e06b
cbctbay,CBC Thunder Bay,Refinery,CBC Thunder Bay,,basementions_mentioner,817f988d18e3e6dc859e88a08d67616c,basementions_mentioner__817f988d18e3e6dc859e88a08d67616c
southgreynews,South Grey News,Organization,South Grey News,,basementions_mentioner,6af5ad9d6b5338b637ee8973c7e87b52,basementions_mentioner__6af5ad9d6b5338b637ee8973c7e87b52
wltribune,Williams Lake Tribune,Shipping,Williams Lake Tribune,,basementions_mentioner,73601482725c3eef3d73b4a22317fc3d,basementions_mentioner__73601482725c3eef3d73b4a22317fc3d
saanichnews,Saanich News,ForeignMinister,Saanich News,,basementions_mentioner,02cf5fa45e43ca7c413800adb834a9ce,basementions_mentioner__02cf5fa45e43ca7c413800adb834a9ce
victorianews,Victoria News,FTO,Victoria News,,basementions_mentioner,60c39cab75594029a6fb6f4dec5e91f6,basementions_mentioner__60c39cab75594029a6fb6f4dec5e91f6
pictanews,News in Lyon,Shipping,News in Lyon,,basementions_mentioner,9a55c1fc261f410c181bf15935bfa9f7,basementions_mentioner__9a55c1fc261f410c181bf15935bfa9f7
leberry_fr,Republican Berry newspaper,Wells,Republican Berry newspaper,,basementions_mentioner,f823212d27650f703c5e0c1d8a645cf4,basementions_mentioner__f823212d27650f703c5e0c1d8a645cf4
actufrbordeaux,News Bordeaux,FTO,News Bordeaux,,basementions_mentioner,9d3030183ade199b7484083c44e4caa4,basementions_mentioner__9d3030183ade199b7484083c44e4caa4
franceguyane,France Guyana,ForeignMinister,France Guyana,,basementions_mentioner,8593664e9aed9a7bae54d598328300c0,basementions_mentioner__8593664e9aed9a7bae54d598328300c0
f3aquitaine,France 3 Aquitaine,Person,France 3 Aquitaine,,basementions_mentioner,0d8eb289a6a150d78598026d9f3ab7d2,basementions_mentioner__0d8eb289a6a150d78598026d9f3ab7d2
leparisien_60,The Parisian 60,Media,The Parisian 60,,basementions_mentioner,04282c6bfcbae90b65f3456e71bcc3d4,basementions_mentioner__04282c6bfcbae90b65f3456e71bcc3d4
eureinfodepeche,Eure-infos-LaDépêche,Wells,Eure-infos-LaDépêche,,basementions_mentioner,57e21be8a05f97f4dfb80196001f30d9,basementions_mentioner__57e21be8a05f97f4dfb80196001f30d9
laprovence,La Provence,space,La Provence,,basementions_mentioner,897e005cb444e661fae3af77bd07148d,basementions_mentioner__897e005cb444e661fae3af77bd07148d
f3franchecomte,France 3 Franche-Comté,Organization,France 3 Franche-Comté,,basementions_mentioner,c0abb54a1206f35afd12b59783f776df,basementions_mentioner__c0abb54a1206f35afd12b59783f776df
leslandes40,Landes Department,News,Landes Department,,basementions_mentioner,3c4d29deafff6381864a276ae69d8e01,basementions_mentioner__3c4d29deafff6381864a276ae69d8e01
lncnc,The New Caledonians,Diplomat,The New Caledonians,,basementions_mentioner,bcd22d8557b12b17db233868825d13d0,basementions_mentioner__bcd22d8557b12b17db233868825d13d0
lpavignon,La Provence Vaucluse,IndustryTerm,La Provence Vaucluse,,basementions_mentioner,970b0dc06736f8d4f2a9e6c215fc5ddf,basementions_mentioner__970b0dc06736f8d4f2a9e6c215fc5ddf
larep_fr,La République du Centre,LegislativeCommittee,La République du Centre,,basementions_mentioner,2563f96823b81d6f69e2097dd705e455,basementions_mentioner__2563f96823b81d6f69e2097dd705e455
hautemarne_actu,Haute-Marne-Actu,Shipping,Haute-Marne-Actu,,basementions_mentioner,cc1d7a6a8211b0a3f44a9b404b9ba754,basementions_mentioner__cc1d7a6a8211b0a3f44a9b404b9ba754
corse_matin,Corse-Matin,CompanyKeyword,Corse-Matin,,basementions_mentioner,e40a5746db18387bb9f5922d5e6deb4c,basementions_mentioner__e40a5746db18387bb9f5922d5e6deb4c
indreetloire37,Indre et Loire,Shipping,Indre et Loire,,basementions_mentioner,83fcad3115e1288e75b244088d4a2235,basementions_mentioner__83fcad3115e1288e75b244088d4a2235
