handle,caption_name,exclude_groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
aaronmehta,Defense reporter,,Legislator,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
abwrig,Defense reporter,,ForeignMinister,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
adamentous,Defense reporter,,Pipeline,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
lrozen,Defense reporter,,Organization,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
ishaantharoor,Defense reporter,,space,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
janeferguson5,Defense reporter,,Exec,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jimsciutto,Defense reporter,,ForeignMinister,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jeremyherb,Defense reporter,,Exec,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jennamc_laugh,Defense reporter,,Pipeline,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jengriffinfnc,Defense reporter,,Keyphrase,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
julianbarnes,Defense reporter,,Exec,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
joshrogin,Defense reporter,,LegislativeCommittee,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
julianborger,Defense reporter,,LegislativeCommittee,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
k8brannen,Defense reporter,,CompanyKeyword,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
katiebowill,Defense reporter,,Consulates,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
leeferran,Defense reporter,,News,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
leoshane,Defense reporter,,ForeignMinister,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
lucasfoxnews,Defense reporter,,Organization,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
markmazzettinyt,Defense reporter,,Person,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
missy_ryan,Defense reporter,,FTO,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
nakashimae,Defense reporter,,LegislativeCommittee,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
shaneharris,Defense reporter,,Legislator,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
dnvolz,Defense reporter,,FTO,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
nytmike,Defense reporter,,Diplomat,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
paulmcleary,Defense reporter,,Organization,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
pamengel12,Defense reporter,,LegislativeCommittee,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
paulsonne,Defense reporter,,Diplomat,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
paulszoldra,Defense reporter,,AAEntity,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
rcallimachi,Defense reporter,,Organization,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
r_wall,Defense reporter,,Media,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
sangernyt,Defense reporter,,Person,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
travis_tritten,Defense reporter,,Keyphrase,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
vmsalama,Defense reporter,,Diplomat,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
wjhenn,Defense reporter,,Diplomat,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
caitlinmkenney,Defense reporter,,Person,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
sdutdyer,Defense reporter,,Refinery,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
mgafni,Defense reporter,,Organization,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
gpallone13,Defense reporter,,Keyphrase,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
journogeoffz,Defense reporter,,Diplomat,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
mr_nixnetwork,Defense reporter,,Keyphrase,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
cbs_herridge,Defense reporter,,Pipeline,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
haltman,Defense reporter,,FTO,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
dave_brown24,Defense reporter,,Consulates,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
glubold,Defense reporter,,Shipping,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
thomaswatkins,Defense reporter,,LegislativeCommittee,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
laurnorman,Defense reporter,,Wells,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
stevenzzhou,Defense reporter,,Organization,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
leeberthiaume,Defense reporter,,ForeignMinister,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
murray_brewster,Defense reporter,,ForeignMinister,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
mercedesglobal,Defense reporter,,DiplomaticFacilities,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
awadz,Defense reporter,,Legislator,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jongambrellap,Defense reporter,,Shipping,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
irishjreuters,Defense reporter,,Person,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
cjchivers,Defense reporter,,space,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
peterson__scott,Defense reporter,,Refinery,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
ptr_yeung,Defense reporter,,Organization,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
yarotrof,Defense reporter,,Media,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
sethrobson1,Defense reporter,,Pipeline,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
ksieff,Defense reporter,,Pipeline,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
justynapawlak,Defense reporter,,Person,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
nohodge,Defense reporter,,Legislator,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jpecquet_alm,Defense reporter,,Exec,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jamiewrit,Defense reporter,,Wells,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
mrsamwilkin,Defense reporter,,Consulates,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
13pt,Defense reporter,,Refinery,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
akbarsahmed,Defense reporter,,LegislativeCommittee,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
benpauker,Defense reporter,,Legislator,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
bumillernyt,Defense reporter,,Shipping,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
bybrianbennett,Defense reporter,,FTO,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
columlynch,Defense reporter,,CompanyKeyword,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
hayesbrown,Defense reporter,,Organization,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jakesnyt,Defense reporter,,Keyphrase,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jillrussia,Defense reporter,,FTO,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jimbourg,Defense reporter,,FTO,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
julie_vit,Defense reporter,,space,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
kampeas,Defense reporter,,space,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
kathleenemiller,Defense reporter,,Shipping,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
kniggem,Defense reporter,,News,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
nprkelly,Defense reporter,,Person,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
nwadhams,Defense reporter,,News,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
orendorell,Defense reporter,,Legislator,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
oswaldrachel,Defense reporter,,LegislativeCommittee,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
rickgladstone,Defense reporter,,AAEntity,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
slaughteram,Defense reporter,,space,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
yjtorbati,Defense reporter,,Refinery,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
barbarademick,Defense reporter,,Exec,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
gauravcsawant,Defense reporter,,AAEntity,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
avischarf,Defense reporter,,Media,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
carolinehouck,Defense reporter,,FTO,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
davidgura,Defense reporter,,DiplomaticFacilities,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
iduncan,Defense reporter,,DiplomaticFacilities,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jasonukman,Defense reporter,,Diplomat,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
katrinanation,Defense reporter,,News,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
rahulkanwal,Defense reporter,,ForeignMinister,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
adamgoldmannyt,Defense reporter,,Diplomat,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
aliwatkins,Defense reporter,,DiplomaticFacilities,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
coralmdavenport,Defense reporter,,Person,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
davidshuster,Defense reporter,,AAEntity,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
dimi,Defense reporter,,Consulates,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
elwasson,Defense reporter,,Wells,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
esaagar,Defense reporter,,IndustryTerm,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jessicaschulb,Defense reporter,,Organization,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
jordainc,Defense reporter,,Keyphrase,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
juliaeainsley,Defense reporter,,space,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
justinfishelabc,Defense reporter,,LegislativeCommittee,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
leighgiangreco,Defense reporter,,DiplomaticFacilities,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
lesleyclark,Defense reporter,,Consulates,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
matthewdalywdc,Defense reporter,,CompanyKeyword,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
megmccloskey,Defense reporter,,DiplomaticFacilities,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
mollymotoole,Defense reporter,,Shipping,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
rlocker12,Defense reporter,,Exec,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
ryanjreilly,Defense reporter,,Consulates,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
sarahnferris,Defense reporter,,ForeignMinister,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
sylvanlane,Defense reporter,,space,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
weinbergersa,Defense reporter,,Exec,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
zackbeauchamp,Defense reporter,,DiplomaticFacilities,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
rashaalaqeedi,Defense reporter,,Shipping,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
nicstuart,Defense reporter,,Legislator,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
bennpackham,Defense reporter,,Diplomat,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
andrewtillett,Defense reporter,,Media,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
stefarmbruster,Defense reporter,,ForeignMinistry,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
andrewbgreene,Defense reporter,,Legislator,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
defencetechasia,Defense reporter,,Keyphrase,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
senangdiri,Defense reporter,,Wells,Defense reporter,,milpress_mentioner,aaacac6e3e713fe9a68334b9c381dfbd,milpress_mentioner__aaacac6e3e713fe9a68334b9c381dfbd
campbellcourier,Fort Campbell Courier,,ForeignMinistry,Fort Campbell Courier,,milpress_mentioner,07c9a7a495a6bd651562d311d0eb7fd7,milpress_mentioner__07c9a7a495a6bd651562d311d0eb7fd7
fthoodsentinel,Fort Hood Sentinel,,Legislator,Fort Hood Sentinel,,milpress_mentioner,6fa10d538ebd95e0c7d2690f08aafd84,milpress_mentioner__6fa10d538ebd95e0c7d2690f08aafd84
ncojournal,NCO Journal,,Organization,NCO Journal,,milpress_mentioner,f160e3ad54243b75811aeaf7f7f88723,milpress_mentioner__f160e3ad54243b75811aeaf7f7f88723
aiaspeaks,Aerospace Industries,,LegislativeCommittee,Aerospace Industries,,milpress_mentioner,01803452e6c9e1e64da19ea66bb7f9f2,milpress_mentioner__01803452e6c9e1e64da19ea66bb7f9f2
airforcetimes,Air Force Times,,Person,Air Force Times,,milpress_mentioner,542b8f7eb376bca7426a97cd17e6b6e6,milpress_mentioner__542b8f7eb376bca7426a97cd17e6b6e6
armytimes,Army Times,,Legislator,Army Times,,milpress_mentioner,2f30c2f69c1a057a7b102c626c122d44,milpress_mentioner__2f30c2f69c1a057a7b102c626c122d44
breakingdefense,Breaking Defense,,LegislativeCommittee,Breaking Defense,,milpress_mentioner,7177f202d76b05bd9181765debd2b49b,milpress_mentioner__7177f202d76b05bd9181765debd2b49b
c4isrnet,C4ISRNET,,Exec,C4ISRNET,,milpress_mentioner,23bcc3368ec1d543c13c5395cb73b26e,milpress_mentioner__23bcc3368ec1d543c13c5395cb73b26e
defensedaily,Defense Daily,,space,Defense Daily,,milpress_mentioner,0c3cb698793139488a1d171e60d92181,milpress_mentioner__0c3cb698793139488a1d171e60d92181
defenseone,Defense One,,Person,Defense One,,milpress_mentioner,b8ca91ae72d0e8841d5b9d02a4460e01,milpress_mentioner__b8ca91ae72d0e8841d5b9d02a4460e01
defenseworld,Defenseworld.net,,ForeignMinistry,Defenseworld.net,,milpress_mentioner,468b62c30b88b6280241e476a6f45c7f,milpress_mentioner__468b62c30b88b6280241e476a6f45c7f
insidedefense,Inside Defense,,Pipeline,Inside Defense,,milpress_mentioner,197a64ae049d4a29280973450aa5beb3,milpress_mentioner__197a64ae049d4a29280973450aa5beb3
marinetimes,Marine Corps Times,,FTO,Marine Corps Times,,milpress_mentioner,8de80c41c91ad8e4dc391171650267a4,milpress_mentioner__8de80c41c91ad8e4dc391171650267a4
militarydotcom,Military.com,,IndustryTerm,Military.com,,milpress_mentioner,632870f55a5a11658b1aad0985c60004,milpress_mentioner__632870f55a5a11658b1aad0985c60004
militarytimes,Military Times,,Consulates,Military Times,,milpress_mentioner,431a4bcda055b1c0e72b1d06506e3f2b,milpress_mentioner__431a4bcda055b1c0e72b1d06506e3f2b
nationaldefense,National Defense,,IndustryTerm,National Defense,,milpress_mentioner,e05310a41d2beae00362b613c1dadee9,milpress_mentioner__e05310a41d2beae00362b613c1dadee9
navalinstitute,U.S. Naval Institute,,LegislativeCommittee,U.S. Naval Institute,,milpress_mentioner,0837cc27b4e5c74a7bdd67b8dd6edba1,milpress_mentioner__0837cc27b4e5c74a7bdd67b8dd6edba1
navytimes,Navy Times,,Pipeline,Navy Times,,milpress_mentioner,3d598810a9561491e7707f0936df1dda,milpress_mentioner__3d598810a9561491e7707f0936df1dda
rcdefense,Real Clear Defense,,Shipping,Real Clear Defense,,milpress_mentioner,c36dcc5016a7b29e16b7852847efbba2,milpress_mentioner__c36dcc5016a7b29e16b7852847efbba2
secindustrynews,Defense & Security,,IndustryTerm,Defense & Security,,milpress_mentioner,2c29ac75fc90309c327ecb10de7610de,milpress_mentioner__2c29ac75fc90309c327ecb10de7610de
taskandpurpose,Task & Purpose,,space,Task & Purpose,,milpress_mentioner,73bac7098bbef64e9ba692148b3a118e,milpress_mentioner__73bac7098bbef64e9ba692148b3a118e
thecipherbrief,The Cipher Brief,,Shipping,The Cipher Brief,,milpress_mentioner,30bb37444fc602fc69020e769068d17f,milpress_mentioner__30bb37444fc602fc69020e769068d17f
usninews,USNI News,,Media,USNI News,,milpress_mentioner,2bee317dac58144ffab0607c2a534acb,milpress_mentioner__2bee317dac58144ffab0607c2a534acb
dsca_notices,DSCA Arms Sales,,Pipeline,DSCA Arms Sales,,milpress_mentioner,88702375ddef027e71a3926af83cf02c,milpress_mentioner__88702375ddef027e71a3926af83cf02c
