handle,caption_name,location,Type,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
theellenshow,Ellen DeGeneres,United States,Entertainment,united states,Entertainment,Ellen DeGeneres,,entertainment_mentioner,156daca003aa52ff09064d00bdb270da,entertainment_mentioner__156daca003aa52ff09064d00bdb270da
jtimberlake,Justin Timberlake,United States,Entertainment,united states,Entertainment,Justin Timberlake,,entertainment_mentioner,1629c2fdb3159e4ae19de0d2fca5f3be,entertainment_mentioner__1629c2fdb3159e4ae19de0d2fca5f3be
jimmyfallon,Jimmy Fallon,United States,Entertainment,united states,Entertainment,Jimmy Fallon,,entertainment_mentioner,fd7e09b4978dba776845f8e81ba81ce8,entertainment_mentioner__fd7e09b4978dba776845f8e81ba81ce8
srbachchan,Amitabh Bachchan,United States,Entertainment,united states,Entertainment,Amitabh Bachchan,,entertainment_mentioner,932dfd6c1a26edcedfda25512fcc62ce,entertainment_mentioner__932dfd6c1a26edcedfda25512fcc62ce
oprah,Oprah Winfrey,United States,Entertainment,united states,Entertainment,Oprah Winfrey,,entertainment_mentioner,7e4501be8c8f669de353b9e760830a50,entertainment_mentioner__7e4501be8c8f669de353b9e760830a50
beingsalmankhan,Salman Khan,United States,Entertainment,united states,Entertainment,Salman Khan,,entertainment_mentioner,bf12df055b6319f70d9ecf62fabd4ca7,entertainment_mentioner__bf12df055b6319f70d9ecf62fabd4ca7
iamsrk,Shah Rukh Khan,United States,Entertainment,united states,Entertainment,Shah Rukh Khan,,entertainment_mentioner,80fa1026571b4b2134f10b24764c802c,entertainment_mentioner__80fa1026571b4b2134f10b24764c802c
niallofficial,Niall Horan,United States,Entertainment,united states,Entertainment,Niall Horan,,entertainment_mentioner,54fa4b171d28e17ee35e1e891f270a4d,entertainment_mentioner__54fa4b171d28e17ee35e1e891f270a4d
drake,Drake,United States,Entertainment,united states,Entertainment,Drake,,entertainment_mentioner,b150f254e79816bcde37b04180539289,entertainment_mentioner__b150f254e79816bcde37b04180539289
kevinhart4real,Kevin Hart,United States,Entertainment,united states,Entertainment,Kevin Hart,,entertainment_mentioner,72bb151730fa9520c8cb7bbb0f0b4e14,entertainment_mentioner__72bb151730fa9520c8cb7bbb0f0b4e14
wizkhalifa,Wiz Khalifa,United States,Entertainment,united states,Entertainment,Wiz Khalifa,,entertainment_mentioner,3fcede0b05060d496a3ab1d0f80a8dd0,entertainment_mentioner__3fcede0b05060d496a3ab1d0f80a8dd0
harry_styles,Harry Styles,United States,Entertainment,united states,Entertainment,Harry Styles,,entertainment_mentioner,45ebbb129017c1701ce01ae36f46c203,entertainment_mentioner__45ebbb129017c1701ce01ae36f46c203
louis_tomlinson,Louis Tomlinson,United States,Entertainment,united states,Entertainment,Louis Tomlinson,,entertainment_mentioner,b451ea68902a761e4585b61616a82891,entertainment_mentioner__b451ea68902a761e4585b61616a82891
liltunechi,Lil Wayne,United States,Entertainment,united states,Entertainment,Lil Wayne,,entertainment_mentioner,62ecce73e8f5b427fd4516b20f18da6e,entertainment_mentioner__62ecce73e8f5b427fd4516b20f18da6e
liampayne,Liam,United States,Entertainment,united states,Entertainment,Liam,,entertainment_mentioner,b723ec00f1a277fc71e5644eea40af38,entertainment_mentioner__b723ec00f1a277fc71e5644eea40af38
bts_twt,BTS,United States,Entertainment,united states,Entertainment,BTS,,entertainment_mentioner,e66b8a0acab164bdbf805b19348be653,entertainment_mentioner__e66b8a0acab164bdbf805b19348be653
chrisbrown,Chris Brown,United States,Entertainment,united states,Entertainment,Chris Brown,,entertainment_mentioner,86517b0d724548d323c8dc0a9397de31,entertainment_mentioner__86517b0d724548d323c8dc0a9397de31
pink,Pink,United States,Entertainment,united states,Entertainment,Pink,,entertainment_mentioner,8dc5344bc0746e1cc5abf896ca03bbdf,entertainment_mentioner__8dc5344bc0746e1cc5abf896ca03bbdf
onedirection,One Direction,United States,Entertainment,united states,Entertainment,One Direction,,entertainment_mentioner,88f80198047620cb1a5bf1dd50759e1b,entertainment_mentioner__88f80198047620cb1a5bf1dd50759e1b
zaynmalik,Zayn Malik,United States,Entertainment,united states,Entertainment,Zayn Malik,,entertainment_mentioner,c173ef7ed640ff0d594ed2a666f0fcfc,entertainment_mentioner__c173ef7ed640ff0d594ed2a666f0fcfc
aliciakeys,Alicia Keys,United States,Entertainment,united states,Entertainment,Alicia Keys,,entertainment_mentioner,730b13765787de9db7383734b8db253b,entertainment_mentioner__730b13765787de9db7383734b8db253b
ihrithik,Hrithik Roshan,United States,Entertainment,united states,Entertainment,Hrithik Roshan,,entertainment_mentioner,0c94e386f9074ecf0564f978535eb42a,entertainment_mentioner__0c94e386f9074ecf0564f978535eb42a
emmawatson,Emma Watson,United States,Entertainment,united states,Entertainment,Emma Watson,,entertainment_mentioner,c0efd98e7074447769ec799104f2e94d,entertainment_mentioner__c0efd98e7074447769ec799104f2e94d
conanobrien,Conan O'Brien,United States,Entertainment,united states,Entertainment,Conan O'Brien,,entertainment_mentioner,e1c0e5f7a65c7c54c2397f424cced96a,entertainment_mentioner__e1c0e5f7a65c7c54c2397f424cced96a
deepikapadukone,Deepika Padukone,United States,Entertainment,united states,Entertainment,Deepika Padukone,,entertainment_mentioner,eab2b13289ab67f463d0c8c62856c13f,entertainment_mentioner__eab2b13289ab67f463d0c8c62856c13f
bts_bighit,South Korean boy band BTS,United States,Entertainment,united states,Entertainment,South Korean boy band BTS,,entertainment_mentioner,c0eed04597cf2cf777660c0db7e14735,entertainment_mentioner__c0eed04597cf2cf777660c0db7e14735
priyankachopra,Priyanka Chopra,United States,Entertainment,united states,Entertainment,Priyanka Chopra,,entertainment_mentioner,51ae3a92ba49c90bd9b0d48565cba5ee,entertainment_mentioner__51ae3a92ba49c90bd9b0d48565cba5ee
aamir_khan,Aamir Khan,United States,Entertainment,united states,Entertainment,Aamir Khan,,entertainment_mentioner,a0bc3cd5d65f0bdc7f812a022b8f1852,entertainment_mentioner__a0bc3cd5d65f0bdc7f812a022b8f1852
actuallynph,Neil Patrick Harris,United States,Entertainment,united states,Entertainment,Neil Patrick Harris,,entertainment_mentioner,c7b680f114a3659e761abbcc55a23732,entertainment_mentioner__c7b680f114a3659e761abbcc55a23732
pitbull,Pitbull,United States,Entertainment,united states,Entertainment,Pitbull,,entertainment_mentioner,945ec354a9710c53c2dea169b33431ff,entertainment_mentioner__945ec354a9710c53c2dea169b33431ff
danieltosh,Comedian Daniel Tosh,United States,Entertainment,united states,Entertainment,Comedian Daniel Tosh,,entertainment_mentioner,863b00bcf8aec0caa28c8729f7f89a52,entertainment_mentioner__863b00bcf8aec0caa28c8729f7f89a52
arrahman,AR Rahman,United States,Entertainment,united states,Entertainment,AR Rahman,,entertainment_mentioner,8062a0445a196230f5634f4b066af493,entertainment_mentioner__8062a0445a196230f5634f4b066af493
coldplay,Coldplay,United States,Entertainment,united states,Entertainment,Coldplay,,entertainment_mentioner,aa968850a9d255494612acd0552f8fcd,entertainment_mentioner__aa968850a9d255494612acd0552f8fcd
anushkasharma,Anushka Sharma,United States,Entertainment,united states,Entertainment,Anushka Sharma,,entertainment_mentioner,65a65f4e6b6f73ce22adaa1a4fe84855,entertainment_mentioner__65a65f4e6b6f73ce22adaa1a4fe84855
nickiminaj,Nicki Minaj,United States,Entertainment,united states,Entertainment,Nicki Minaj,,entertainment_mentioner,206852b9306afa2b3c5dc232aab226f1,entertainment_mentioner__206852b9306afa2b3c5dc232aab226f1
avrillavigne,Avril Lavigne,United States,Entertainment,united states,Entertainment,Avril Lavigne,,entertainment_mentioner,b64a9394ec249c24e1ced4123ec9edd0,entertainment_mentioner__b64a9394ec249c24e1ced4123ec9edd0
aliaa08,Alia Bhatt,United States,Entertainment,united states,Entertainment,Alia Bhatt,,entertainment_mentioner,a71e5caa058d3887132622ed4c5467ba,entertainment_mentioner__a71e5caa058d3887132622ed4c5467ba
davidguetta,David Guetta,United States,Entertainment,united states,Entertainment,David Guetta,,entertainment_mentioner,bb28f8c4a84586e2eb1c3d092ab94f4b,entertainment_mentioner__bb28f8c4a84586e2eb1c3d092ab94f4b
whindersson,Internet personality Whindersson Nunes,United States,Entertainment,united states,Entertainment,Internet personality Whindersson Nunes,,entertainment_mentioner,b4f7a13cbb3b8705a780dfd616240c4b,entertainment_mentioner__b4f7a13cbb3b8705a780dfd616240c4b
ricky_martin,Ricky Martin,United States,Entertainment,united states,Entertainment,Ricky Martin,,entertainment_mentioner,818ef62dce0d768b99a492012eacf18b,entertainment_mentioner__818ef62dce0d768b99a492012eacf18b
blakeshelton,Blake Shelton,United States,Entertainment,united states,Entertainment,Blake Shelton,,entertainment_mentioner,618ec48ad714bf2b9f6e9ce377c285c1,entertainment_mentioner__618ec48ad714bf2b9f6e9ce377c285c1
alejandrosanz,Singer Alejandro Sanz,United States,Entertainment,united states,Entertainment,Singer Alejandro Sanz,,entertainment_mentioner,6c03c542d3bb5630b299553197b43bcc,entertainment_mentioner__6c03c542d3bb5630b299553197b43bcc
leodicaprio,Leonardo DiCaprio,United States,Entertainment,united states,Entertainment,Leonardo DiCaprio,,entertainment_mentioner,e82c7353e25e3af52b96080703d13d17,entertainment_mentioner__e82c7353e25e3af52b96080703d13d17
stephenathome,Stephen Colbert,United States,Entertainment,united states,Entertainment,Stephen Colbert,,entertainment_mentioner,babb1d7afb5979ef60309417bf57964f,entertainment_mentioner__babb1d7afb5979ef60309417bf57964f
snoopdogg,Snoop Dogg,United States,Entertainment,united states,Entertainment,Snoop Dogg,,entertainment_mentioner,968c10f8f15961d036ca8945662560af,entertainment_mentioner__968c10f8f15961d036ca8945662560af
jimcarrey,Jim Carrey,United States,Entertainment,united states,Entertainment,Jim Carrey,,entertainment_mentioner,3290dd21bef3b0c2d7391186fe809712,entertainment_mentioner__3290dd21bef3b0c2d7391186fe809712
zendaya,Actor Zendaya,United States,Entertainment,united states,Entertainment,Actor Zendaya,,entertainment_mentioner,cef52485ffecdb41da365bc08c93c19d,entertainment_mentioner__cef52485ffecdb41da365bc08c93c19d
anupampkher,Anupam Kher,United States,Entertainment,united states,Entertainment,Anupam Kher,,entertainment_mentioner,8bcc9892b9ac138233b8f33740c17be9,entertainment_mentioner__8bcc9892b9ac138233b8f33740c17be9
shugairi,Ahmad Al Shugairi,United States,Entertainment,united states,Entertainment,Ahmad Al Shugairi,,entertainment_mentioner,ef417e896434474be31ffb97bd627a05,entertainment_mentioner__ef417e896434474be31ffb97bd627a05
kapilsharmak9,Kapil Sharma,United States,Entertainment,united states,Entertainment,Kapil Sharma,,entertainment_mentioner,0833bebe5b5d1113fc43bc8b6200f8f9,entertainment_mentioner__0833bebe5b5d1113fc43bc8b6200f8f9
agnezmo,Singer Agnez Mo,United States,Entertainment,united states,Entertainment,Singer Agnez Mo,,entertainment_mentioner,3ef4ef3082ba0063daabaad26986cc8d,entertainment_mentioner__3ef4ef3082ba0063daabaad26986cc8d
aplusk,Ashton Kutcher,United States,Entertainment,united states,Entertainment,Ashton Kutcher,,entertainment_mentioner,9527fc91125edc9c2613fe11ddad669e,entertainment_mentioner__9527fc91125edc9c2613fe11ddad669e
karanjohar,Karan Johar,United States,Entertainment,united states,Entertainment,Karan Johar,,entertainment_mentioner,54a516d7e54b34ac017a60363aae4818,entertainment_mentioner__54a516d7e54b34ac017a60363aae4818
iamcardib,Rapper Cardi B,United States,Entertainment,united states,Entertainment,Rapper Cardi B,,entertainment_mentioner,f1f30ac7209ba4e13a893ea996051f50,entertainment_mentioner__f1f30ac7209ba4e13a893ea996051f50
ivetesangalo,Singer Ivete Sangalo,United States,Entertainment,united states,Entertainment,Singer Ivete Sangalo,,entertainment_mentioner,a56a4e1c3f927aecfd31e5eb9a0b6b53,entertainment_mentioner__a56a4e1c3f927aecfd31e5eb9a0b6b53
danilogentili,Comedian Danilo Gentili,United States,Entertainment,united states,Entertainment,Comedian Danilo Gentili,,entertainment_mentioner,6420b3cac71e3b5337f28447ee15e7a8,entertainment_mentioner__6420b3cac71e3b5337f28447ee15e7a8
parishilton,Paris Hilton,United States,Entertainment,united states,Entertainment,Paris Hilton,,entertainment_mentioner,eeb6eb5a7eed29dfb59e937e64a7e400,entertainment_mentioner__eeb6eb5a7eed29dfb59e937e64a7e400
tomhanks,Tom Hanks,United States,Entertainment,united states,Entertainment,Tom Hanks,,entertainment_mentioner,a009bc4cd6b216dd5a8cda8449144331,entertainment_mentioner__a009bc4cd6b216dd5a8cda8449144331
radityadika,Author Raditya Dika,United States,Entertainment,united states,Entertainment,Author Raditya Dika,,entertainment_mentioner,e671f90f717b0eedf35a9a0c2827b05e,entertainment_mentioner__e671f90f717b0eedf35a9a0c2827b05e
diddy,Diddy,United States,Entertainment,united states,Entertainment,Diddy,,entertainment_mentioner,39760181c887a11d9b31ca67d29b1958,entertainment_mentioner__39760181c887a11d9b31ca67d29b1958
zacefron,Zac Efron,United States,Entertainment,united states,Entertainment,Zac Efron,,entertainment_mentioner,ca7e4bad804a48b19a21a461be45abf5,entertainment_mentioner__ca7e4bad804a48b19a21a461be45abf5
juniorbachchan,Abhishek Bachchan,United States,Entertainment,united states,Entertainment,Abhishek Bachchan,,entertainment_mentioner,1ab468d7f4bb854089b342fc39df7c33,entertainment_mentioner__1ab468d7f4bb854089b342fc39df7c33
ryanseacrest,Ryan Seacrest,United States,Entertainment,united states,Entertainment,Ryan Seacrest,,entertainment_mentioner,492bb4bdc9f2cf911dde1e988cb6a476,entertainment_mentioner__492bb4bdc9f2cf911dde1e988cb6a476
shahidkapoor,Shahid Kapoor,United States,Entertainment,united states,Entertainment,Shahid Kapoor,,entertainment_mentioner,cca6dfb4742726168fdc90d8fe5e914a,entertainment_mentioner__cca6dfb4742726168fdc90d8fe5e914a
elissakh,Singer Elissa,United States,Entertainment,united states,Entertainment,Singer Elissa,,entertainment_mentioner,9cc45e63d7b5c3a1ce1e22ff4215660d,entertainment_mentioner__9cc45e63d7b5c3a1ce1e22ff4215660d
camerondallas,Internet personality Cameron Dallas,United States,Entertainment,united states,Entertainment,Internet personality Cameron Dallas,,entertainment_mentioner,718bf2280a861aa224a9587239810adf,entertainment_mentioner__718bf2280a861aa224a9587239810adf
nancyajram,Singer Nancy Ajram,United States,Entertainment,united states,Entertainment,Singer Nancy Ajram,,entertainment_mentioner,8cf5ab3df0ce4010222faa337bb1213e,entertainment_mentioner__8cf5ab3df0ce4010222faa337bb1213e
cmylmz,Comedian Cem Yilmaz,United States,Entertainment,united states,Entertainment,Comedian Cem Yilmaz,,entertainment_mentioner,002ade4a34864749b0e4ff7545e9218b,entertainment_mentioner__002ade4a34864749b0e4ff7545e9218b
mangeshkarlata,Singer Lata Mangeshkar,United States,Entertainment,united states,Entertainment,Singer Lata Mangeshkar,,entertainment_mentioner,808aba4b4dc274df67f2010d3b82a7a5,entertainment_mentioner__808aba4b4dc274df67f2010d3b82a7a5
claudialeitte,Singer Claudia Leitte,United States,Entertainment,united states,Entertainment,Singer Claudia Leitte,,entertainment_mentioner,ced613d5cb5ac608a436b06355d78ed7,entertainment_mentioner__ced613d5cb5ac608a436b06355d78ed7
rickygervais,Ricky Gervais,United States,Entertainment,united states,Entertainment,Ricky Gervais,,entertainment_mentioner,046c6588453ad7714d031e81e3e51868,entertainment_mentioner__046c6588453ad7714d031e81e3e51868
bigsean,Rapper Big Sean,United States,Entertainment,united states,Entertainment,Rapper Big Sean,,entertainment_mentioner,79fde4dd9fb7676990c6360098bb4f01,entertainment_mentioner__79fde4dd9fb7676990c6360098bb4f01
realhughjackman,Hugh Jackman,United States,Entertainment,united states,Entertainment,Hugh Jackman,,entertainment_mentioner,d756b74e5cbe3e47cbb0de8969ea3ce4,entertainment_mentioner__d756b74e5cbe3e47cbb0de8969ea3ce4
maroon5,Maroon 5,United States,Entertainment,united states,Entertainment,Maroon 5,,entertainment_mentioner,0462eb2270f36ad2d5da74e6ddf82885,entertainment_mentioner__0462eb2270f36ad2d5da74e6ddf82885
nickjonas,Nick Jonas,United States,Entertainment,united states,Entertainment,Nick Jonas,,entertainment_mentioner,72884441ceeb7a8587ea5c25e849615a,entertainment_mentioner__72884441ceeb7a8587ea5c25e849615a
neiltyson,Neil deGrasse Tyson,United States,Entertainment,united states,Entertainment,Neil deGrasse Tyson,,entertainment_mentioner,9212125a2b6387915134f5837f1ec8c8,entertainment_mentioner__9212125a2b6387915134f5837f1ec8c8
jk_rowling,JK Rowling,United States,Entertainment,united states,Entertainment,JK Rowling,,entertainment_mentioner,ccc9c96c4c93ed2907d64e1c5be69fc6,entertainment_mentioner__ccc9c96c4c93ed2907d64e1c5be69fc6
daddy_yankee,Daddy Yankee,United States,Entertainment,united states,Entertainment,Daddy Yankee,,entertainment_mentioner,ed73022e38d78447588e214e0d9b6a3f,entertainment_mentioner__ed73022e38d78447588e214e0d9b6a3f
tyrabanks,Tyra Banks,United States,Entertainment,united states,Entertainment,Tyra Banks,,entertainment_mentioner,f82f79ea616d5ff39006b89e04f3ff44,entertainment_mentioner__f82f79ea616d5ff39006b89e04f3ff44
ajaydevgn,Actor Ajay Devgan,United States,Entertainment,united states,Entertainment,Actor Ajay Devgan,,entertainment_mentioner,3effb31112321026f985ecc1c185d304,entertainment_mentioner__3effb31112321026f985ecc1c185d304
halsey,Singer Halsey,United States,Entertainment,united states,Entertainment,Singer Halsey,,entertainment_mentioner,f0db3b17e5b85479bf653e141f6b0b21,entertainment_mentioner__f0db3b17e5b85479bf653e141f6b0b21
enriqueiglesias,Enrique Iglesias,United States,Entertainment,united states,Entertainment,Enrique Iglesias,,entertainment_mentioner,78f90d7c3bccd5de871662d1d54a2db7,entertainment_mentioner__78f90d7c3bccd5de871662d1d54a2db7
treysongz,Trey Songz,United States,Entertainment,united states,Entertainment,Trey Songz,,entertainment_mentioner,cec8a49d92af7d3fd2d02763bbd40af7,entertainment_mentioner__cec8a49d92af7d3fd2d02763bbd40af7
gusttavo_lima,Singer Gusttavo Lima,United States,Entertainment,united states,Entertainment,Singer Gusttavo Lima,,entertainment_mentioner,be79b8fb43cb39b116fc631417a7bd23,entertainment_mentioner__be79b8fb43cb39b116fc631417a7bd23
annecurtissmith,Actor Anne Curtis-Smith,United States,Entertainment,united states,Entertainment,Actor Anne Curtis-Smith,,entertainment_mentioner,4972b5ade9a07c9330f04b672003df44,entertainment_mentioner__4972b5ade9a07c9330f04b672003df44
sethmacfarlane,Seth MacFarlane,United States,Entertainment,united states,Entertainment,Seth MacFarlane,,entertainment_mentioner,3b126d6c0e5163e4eddfaa391112961c,entertainment_mentioner__3b126d6c0e5163e4eddfaa391112961c
vicegandako,Comedian Vice Ganda,United States,Entertainment,united states,Entertainment,Comedian Vice Ganda,,entertainment_mentioner,c5e7c7bf4001ed9d7c3d6681309db93a,entertainment_mentioner__c5e7c7bf4001ed9d7c3d6681309db93a
parineetichopra,Actor Parineeti Chopra,United States,Entertainment,united states,Entertainment,Actor Parineeti Chopra,,entertainment_mentioner,6c7b4b9cbd8cd5ee8ad0b13948c1d30c,entertainment_mentioner__6c7b4b9cbd8cd5ee8ad0b13948c1d30c
ranveerofficial,Actor Ranveer Singh,United States,Entertainment,united states,Entertainment,Actor Ranveer Singh,,entertainment_mentioner,59fb8f2df8aad290474cbf8ba229d141,entertainment_mentioner__59fb8f2df8aad290474cbf8ba229d141
jcolenc,Rapper J Cole,United States,Entertainment,united states,Entertainment,Rapper J Cole,,entertainment_mentioner,ca88c14a55a7a9f5127f7f0b5017c6c5,entertainment_mentioner__ca88c14a55a7a9f5127f7f0b5017c6c5
shraddhakapoor,Actor Shraddha Kapoor,United States,Entertainment,united states,Entertainment,Actor Shraddha Kapoor,,entertainment_mentioner,cac68bcd6fe532048255843c49d43dfe,entertainment_mentioner__cac68bcd6fe532048255843c49d43dfe
chrissyteigen,Chrissy Teigen,United States,Entertainment,united states,Entertainment,Chrissy Teigen,,entertainment_mentioner,e925e6cadecfb6fd0daeec42292dbffb,entertainment_mentioner__e925e6cadecfb6fd0daeec42292dbffb
marcosmion,Actor Marcos Mion,United States,Entertainment,united states,Entertainment,Actor Marcos Mion,,entertainment_mentioner,0299dbd0c9ad4238dc2d10506f4b8715,entertainment_mentioner__0299dbd0c9ad4238dc2d10506f4b8715
lucianohuck,Producer Luciano Huck,United States,Entertainment,united states,Entertainment,Producer Luciano Huck,,entertainment_mentioner,d13fb4af47c8d52df1a669ccc0fc3974,entertainment_mentioner__d13fb4af47c8d52df1a669ccc0fc3974
sonamakapoor,Actor Sonam K Ahuja,United States,Entertainment,united states,Entertainment,Actor Sonam K Ahuja,,entertainment_mentioner,6562b85c295d7b3dc3fbd1d823830cfe,entertainment_mentioner__6562b85c295d7b3dc3fbd1d823830cfe
anitta,Anitta,United States,Entertainment,united states,Entertainment,Anitta,,entertainment_mentioner,16e3d6059dd628194e23fe6bc2d50e28,entertainment_mentioner__16e3d6059dd628194e23fe6bc2d50e28
markiplier,YouTube personality Markiplier,United States,Entertainment,united states,Entertainment,YouTube personality Markiplier,,entertainment_mentioner,5a0813692ab9c3158bbd2c39de2d673d,entertainment_mentioner__5a0813692ab9c3158bbd2c39de2d673d
felipeneto,Felipe Neto,United States,Entertainment,united states,Entertainment,Felipe Neto,,entertainment_mentioner,6cc7f7b3c5c13e7348715b371d25e63b,entertainment_mentioner__6cc7f7b3c5c13e7348715b371d25e63b
chetan_bhagat,Author Chetan Bhagat,United States,Entertainment,united states,Entertainment,Author Chetan Bhagat,,entertainment_mentioner,ec69fa2c605d349c1cff645a58135445,entertainment_mentioner__ec69fa2c605d349c1cff645a58135445
50cent,50 Cent,United States,Entertainment,united states,Entertainment,50 Cent,,entertainment_mentioner,faba8d4ac1b5880ef64a5de3ea7d1fa9,entertainment_mentioner__faba8d4ac1b5880ef64a5de3ea7d1fa9
ashleytisdale,Ashley Tisdale,United States,Entertainment,united states,Entertainment,Ashley Tisdale,,entertainment_mentioner,bbde08576c85a3c4c0dd79da9d621bf2,entertainment_mentioner__bbde08576c85a3c4c0dd79da9d621bf2
5sos,5 Seconds of Summer,United States,Entertainment,united states,Entertainment,5 Seconds of Summer,,entertainment_mentioner,18bc963752cd1de09a71348766ffed12,entertainment_mentioner__18bc963752cd1de09a71348766ffed12
stephenfry,Actor Stephen Fry,United States,Entertainment,united states,Entertainment,Actor Stephen Fry,,entertainment_mentioner,10770be1f74f6b77e5db8502ccd1a415,entertainment_mentioner__10770be1f74f6b77e5db8502ccd1a415
richardbranson,Virgin founder Richard Branson,United States,Entertainment,united states,Entertainment,Virgin founder Richard Branson,,entertainment_mentioner,f487aa149a33f1ecd45aec758a9befe5,entertainment_mentioner__f487aa149a33f1ecd45aec758a9befe5
143redangel,Actor Angel Locsin,United States,Entertainment,united states,Entertainment,Actor Angel Locsin,,entertainment_mentioner,c49e58ef64b22828ad779a9ac71e6280,entertainment_mentioner__c49e58ef64b22828ad779a9ac71e6280
faroutakhtar,Actor Farhan Akhtar,United States,Entertainment,united states,Entertainment,Actor Farhan Akhtar,,entertainment_mentioner,b406c391052176d7e54dcd890cd26a80,entertainment_mentioner__b406c391052176d7e54dcd890cd26a80
sarahksilverman,Sarah Silverman,United States,Entertainment,united states,Entertainment,Sarah Silverman,,entertainment_mentioner,825c34f94be5f14820e9ff2202af32ae,entertainment_mentioner__825c34f94be5f14820e9ff2202af32ae
iamwill,will.i.am,United States,Entertainment,united states,Entertainment,will.i.am,,entertainment_mentioner,dd256e210d6036751f64d38852b8a332,entertainment_mentioner__dd256e210d6036751f64d38852b8a332
calvinharris,Calvin Harris,United States,Entertainment,united states,Entertainment,Calvin Harris,,entertainment_mentioner,8febe0ebe006041bc2a6bdf761bd078f,entertainment_mentioner__8febe0ebe006041bc2a6bdf761bd078f
kellyclarkson,Kelly Clarkson,United States,Entertainment,united states,Entertainment,Kelly Clarkson,,entertainment_mentioner,c058e3f83be67cf520f5ab08d000e555,entertainment_mentioner__c058e3f83be67cf520f5ab08d000e555
victoriabeckham,Victoria Beckham,United States,Entertainment,united states,Entertainment,Victoria Beckham,,entertainment_mentioner,8dfb26cac83f0b2f35c75aef855e69bf,entertainment_mentioner__8dfb26cac83f0b2f35c75aef855e69bf
usher,Usher,United States,Entertainment,united states,Entertainment,Usher,,entertainment_mentioner,02e6b906fe74c66cede1a70b0735c085,entertainment_mentioner__02e6b906fe74c66cede1a70b0735c085
jimmykimmel,Jimmy Kimmel,United States,Entertainment,united states,Entertainment,Jimmy Kimmel,,entertainment_mentioner,267fdad22bf8011076b3b54144e6c5e7,entertainment_mentioner__267fdad22bf8011076b3b54144e6c5e7
littlemix,Little Mix,United States,Entertainment,united states,Entertainment,Little Mix,,entertainment_mentioner,02247245fd91503908040f713bb4b60b,entertainment_mentioner__02247245fd91503908040f713bb4b60b
lunamaya26,Actor Luna Maya,United States,Entertainment,united states,Entertainment,Actor Luna Maya,,entertainment_mentioner,0baa5a8bcfa0f04731665fc49b0e3376,entertainment_mentioner__0baa5a8bcfa0f04731665fc49b0e3376
varun_dvn,Actor Varun Dhawan,United States,Entertainment,united states,Entertainment,Actor Varun Dhawan,,entertainment_mentioner,087134972a6b9974b939059e2c0e4217,entertainment_mentioner__087134972a6b9974b939059e2c0e4217
kendricklamar,Kendrick Lamar,United States,Entertainment,united states,Entertainment,Kendrick Lamar,,entertainment_mentioner,4be627711ee0e2a94ee665ba791db61f,entertainment_mentioner__4be627711ee0e2a94ee665ba791db61f
mindykaling,Mindy Kaling,United States,Entertainment,united states,Entertainment,Mindy Kaling,,entertainment_mentioner,5088d32933429ed3cfab17b9fc656c2c,entertainment_mentioner__5088d32933429ed3cfab17b9fc656c2c
germangarmendia,YouTube personality German Garmendia,United States,Entertainment,united states,Entertainment,YouTube personality German Garmendia,,entertainment_mentioner,4f05d94a66452bd91c86e5e70522c950,entertainment_mentioner__4f05d94a66452bd91c86e5e70522c950
juanes,Singer Juanes,United States,Entertainment,united states,Entertainment,Singer Juanes,,entertainment_mentioner,a75509846a085ba08f0be72f96cb0f3f,entertainment_mentioner__a75509846a085ba08f0be72f96cb0f3f
rafinhabastos,Comedian Rafinha Bastos,United States,Entertainment,united states,Entertainment,Comedian Rafinha Bastos,,entertainment_mentioner,043d5ad3ecbe40a30a83944be7da9767,entertainment_mentioner__043d5ad3ecbe40a30a83944be7da9767
ciara,Ciara,United States,Entertainment,united states,Entertainment,Ciara,,entertainment_mentioner,bce8a196230952719e68559277c36a33,entertainment_mentioner__bce8a196230952719e68559277c36a33
ludacris,Ludacris,United States,Entertainment,united states,Entertainment,Ludacris,,entertainment_mentioner,f72e3ed859c7539910c5759734e7e850,entertainment_mentioner__f72e3ed859c7539910c5759734e7e850
luansantana,Singer Luan Santana,United States,Entertainment,united states,Entertainment,Singer Luan Santana,,entertainment_mentioner,91610fb09e3ef43e8f900a5f88b2fcf6,entertainment_mentioner__91610fb09e3ef43e8f900a5f88b2fcf6
trevornoah,Trevor Noah,United States,Entertainment,united states,Entertainment,Trevor Noah,,entertainment_mentioner,71da5e29935b85400b6b1e3be3b16251,entertainment_mentioner__71da5e29935b85400b6b1e3be3b16251
tatawerneck,Actor Tata Werneck,United States,Entertainment,united states,Entertainment,Actor Tata Werneck,,entertainment_mentioner,d16e49d9fe7d3619ba198534661d70aa,entertainment_mentioner__d16e49d9fe7d3619ba198534661d70aa
marcanthony,Marc Anthony,United States,Entertainment,united states,Entertainment,Marc Anthony,,entertainment_mentioner,a5aa61d7b6b9a167582114826910660b,entertainment_mentioner__a5aa61d7b6b9a167582114826910660b
simoncowell,Simon Cowell,United States,Entertainment,united states,Entertainment,Simon Cowell,,entertainment_mentioner,9c327a11b71eba0dbe9eed31e7f2c9fc,entertainment_mentioner__9c327a11b71eba0dbe9eed31e7f2c9fc
