handle,caption_name,location,Type,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
gavindegraw,Singer Gavin DeGraw,United States,Entertainment,united states,Entertainment,Singer Gavin DeGraw,,entertainment_mentioner,a62705cde287fa40d16d71533b978fbd,entertainment_mentioner__a62705cde287fa40d16d71533b978fbd
aj_mclean,Singer AJ McLean,United States,Entertainment,united states,Entertainment,Singer AJ McLean,,entertainment_mentioner,92bb582e24044d20863f3efc5805fbf3,entertainment_mentioner__92bb582e24044d20863f3efc5805fbf3
royceda59,"Rapper Royce da 5'9""",United States,Entertainment,united states,Entertainment,"Rapper Royce da 5'9""",,entertainment_mentioner,64dc64756af53175cbdb9ba10ed7d120,entertainment_mentioner__64dc64756af53175cbdb9ba10ed7d120
jacksws,Musician Jack Fowler,United States,Entertainment,united states,Entertainment,Musician Jack Fowler,,entertainment_mentioner,88142764b03af10db788920e9c15fdf2,entertainment_mentioner__88142764b03af10db788920e9c15fdf2
realdjpremier,DJ Premier,United States,Entertainment,united states,Entertainment,DJ Premier,,entertainment_mentioner,c004aeaeb7f963e0bd6f4667dfa008db,entertainment_mentioner__c004aeaeb7f963e0bd6f4667dfa008db
alysonstoner,Actor Alyson Stoner,United States,Entertainment,united states,Entertainment,Actor Alyson Stoner,,entertainment_mentioner,b60eea11b6e4e02dace3dbcfb20c7c97,entertainment_mentioner__b60eea11b6e4e02dace3dbcfb20c7c97
jasonmanford,Comedian Jason Manford,United States,Entertainment,united states,Entertainment,Comedian Jason Manford,,entertainment_mentioner,97306c91061cfc477c5df0dd3afbf0b1,entertainment_mentioner__97306c91061cfc477c5df0dd3afbf0b1
guysebastian,Singer Guy Sebastian,United States,Entertainment,united states,Entertainment,Singer Guy Sebastian,,entertainment_mentioner,81829ff5623ec8399be06799c2bb3479,entertainment_mentioner__81829ff5623ec8399be06799c2bb3479
christinacim,Singer Christina Cimorelli,United States,Entertainment,united states,Entertainment,Singer Christina Cimorelli,,entertainment_mentioner,31bde53719ad4a075ed821b11a8ece9d,entertainment_mentioner__31bde53719ad4a075ed821b11a8ece9d
tyetribbett,Singer Tye Tribbett,United States,Entertainment,united states,Entertainment,Singer Tye Tribbett,,entertainment_mentioner,30f99f1fc13c8bc855f816994cb67375,entertainment_mentioner__30f99f1fc13c8bc855f816994cb67375
harrisonwebb97,Internet personality Harrison Webb,United States,Entertainment,united states,Entertainment,Internet personality Harrison Webb,,entertainment_mentioner,2aaaf0d995ce68aba033e060f9fc9a06,entertainment_mentioner__2aaaf0d995ce68aba033e060f9fc9a06
amandablacksa,Singer Amanda Black,United States,Entertainment,united states,Entertainment,Singer Amanda Black,,entertainment_mentioner,2e9c55c6bd6f657986753ab34fc989c0,entertainment_mentioner__2e9c55c6bd6f657986753ab34fc989c0
barbaraderegil,Actor Barbara de Regil,United States,Entertainment,united states,Entertainment,Actor Barbara de Regil,,entertainment_mentioner,6dd7b71cdc5a63b97e21973572f591ca,entertainment_mentioner__6dd7b71cdc5a63b97e21973572f591ca
james_buckley,Comedian James Buckley,United States,Entertainment,united states,Entertainment,Comedian James Buckley,,entertainment_mentioner,87099936c03d3820bfccd28c755ded56,entertainment_mentioner__87099936c03d3820bfccd28c755ded56
29rain,Singer Jeong Ji-hoon,United States,Entertainment,united states,Entertainment,Singer Jeong Ji-hoon,,entertainment_mentioner,7761dc2ffe059ef1fd7dd576d1eef829,entertainment_mentioner__7761dc2ffe059ef1fd7dd576d1eef829
julianlopez,Actor Julian Lopez,United States,Entertainment,united states,Entertainment,Actor Julian Lopez,,entertainment_mentioner,bd6868028c0dceba87d177d2e082a8b8,entertainment_mentioner__bd6868028c0dceba87d177d2e082a8b8
xoshaaan,Internet personality shaaanxo 🐼,United States,Entertainment,united states,Entertainment,Internet personality shaaanxo 🐼,,entertainment_mentioner,3ede1e26f6f74f74e1b111a4d3b78786,entertainment_mentioner__3ede1e26f6f74f74e1b111a4d3b78786
latriceroyale,Drag queen Latrice Royale,United States,Entertainment,united states,Entertainment,Drag queen Latrice Royale,,entertainment_mentioner,490145977a14fa203fa6504b143ae203,entertainment_mentioner__490145977a14fa203fa6504b143ae203
pauljasonklein,Musician Paul Klein,United States,Entertainment,united states,Entertainment,Musician Paul Klein,,entertainment_mentioner,9d889998f17b58f95d2927ef7369a818,entertainment_mentioner__9d889998f17b58f95d2927ef7369a818
samoallstar,Singer Samo,United States,Entertainment,united states,Entertainment,Singer Samo,,entertainment_mentioner,41e1a38f212c2445824ebfdd0c65a419,entertainment_mentioner__41e1a38f212c2445824ebfdd0c65a419
gangjjang337,Actor Choi Kang-hee,United States,Entertainment,united states,Entertainment,Actor Choi Kang-hee,,entertainment_mentioner,c98ee2eff725f809e60de3f7911b9fc8,entertainment_mentioner__c98ee2eff725f809e60de3f7911b9fc8
veronicamerrell,Actor Veronica Merrell,United States,Entertainment,united states,Entertainment,Actor Veronica Merrell,,entertainment_mentioner,8aa372113aa172bdddaaa4a180be5de9,entertainment_mentioner__8aa372113aa172bdddaaa4a180be5de9
saldelsol,Director Salvador del Solar,United States,Entertainment,united states,Entertainment,Director Salvador del Solar,,entertainment_mentioner,3047c9fe4b161f3cec23b08dd8f6140b,entertainment_mentioner__3047c9fe4b161f3cec23b08dd8f6140b
kabirkhankk,Director Kabir Khan,United States,Entertainment,united states,Entertainment,Director Kabir Khan,,entertainment_mentioner,1b3fc683cae2f98d75f9754d4bf15c2a,entertainment_mentioner__1b3fc683cae2f98d75f9754d4bf15c2a
varungrover,Comedian Varun Grover,United States,Entertainment,united states,Entertainment,Comedian Varun Grover,,entertainment_mentioner,c4cae43b4c141715922aa4806a90589d,entertainment_mentioner__c4cae43b4c141715922aa4806a90589d
mshaanshahid,Actor Shaan Shahid,United States,Entertainment,united states,Entertainment,Actor Shaan Shahid,,entertainment_mentioner,eac6889f3f9fe31d09979e44a26ea151,entertainment_mentioner__eac6889f3f9fe31d09979e44a26ea151
karishmak_tanna,Actor Karishma Tanna,United States,Entertainment,united states,Entertainment,Actor Karishma Tanna,,entertainment_mentioner,9dccca5d8f83dde2a771dc23219f389c,entertainment_mentioner__9dccca5d8f83dde2a771dc23219f389c
gabrielcoronel,Actor Gabriel Coronel,United States,Entertainment,united states,Entertainment,Actor Gabriel Coronel,,entertainment_mentioner,192c10b734204c0aa4359f90e706e209,entertainment_mentioner__192c10b734204c0aa4359f90e706e209
josegarciaoff,Actor Jose Garcia,United States,Entertainment,united states,Entertainment,Actor Jose Garcia,,entertainment_mentioner,3e02b02d4d0ef98c780836a4d74df0d5,entertainment_mentioner__3e02b02d4d0ef98c780836a4d74df0d5
carogomezfilm,Actor Carolina Gomez,United States,Entertainment,united states,Entertainment,Actor Carolina Gomez,,entertainment_mentioner,bc6e3e353a6adf586049b53523c65207,entertainment_mentioner__bc6e3e353a6adf586049b53523c65207
djgreenlantern,DJ Green Lantern,United States,Entertainment,united states,Entertainment,DJ Green Lantern,,entertainment_mentioner,6b0e9d1c0994e80a80faef0a224b3179,entertainment_mentioner__6b0e9d1c0994e80a80faef0a224b3179
iamwendyraquel,Actor Wendy Robinson,United States,Entertainment,united states,Entertainment,Actor Wendy Robinson,,entertainment_mentioner,fc8b4a1b6a86a4f1af1ccad8872b16ac,entertainment_mentioner__fc8b4a1b6a86a4f1af1ccad8872b16ac
bobgoff,Lawyer Bob Goff,United States,Entertainment,united states,Entertainment,Lawyer Bob Goff,,entertainment_mentioner,8263f144cdc8328da1c3a28a8d6d8b62,entertainment_mentioner__8263f144cdc8328da1c3a28a8d6d8b62
elaine_dejesus,Singer Elaine de Jesus,United States,Entertainment,united states,Entertainment,Singer Elaine de Jesus,,entertainment_mentioner,9c77aaa10ded9bb1f8a891b97df042b2,entertainment_mentioner__9c77aaa10ded9bb1f8a891b97df042b2
tavitulle,Writer Tavi Gevinson,United States,Entertainment,united states,Entertainment,Writer Tavi Gevinson,,entertainment_mentioner,838ca36a38393bf986873d9f9618104b,entertainment_mentioner__838ca36a38393bf986873d9f9618104b
terriirwin,Author Terri Irwin,United States,Entertainment,united states,Entertainment,Author Terri Irwin,,entertainment_mentioner,67257eb995a9507dbc658416e9cf6589,entertainment_mentioner__67257eb995a9507dbc658416e9cf6589
oficialmrcatra,Singer Mr Catra,United States,Entertainment,united states,Entertainment,Singer Mr Catra,,entertainment_mentioner,6d6b26cd215c12eed81eecd227499ce0,entertainment_mentioner__6d6b26cd215c12eed81eecd227499ce0
gabyamarantos,Singer Gaby Amarantos,United States,Entertainment,united states,Entertainment,Singer Gaby Amarantos,,entertainment_mentioner,bed30ff02e50d6158fe405479805a6fc,entertainment_mentioner__bed30ff02e50d6158fe405479805a6fc
armandoaraiza,Actor Armando Araiza,United States,Entertainment,united states,Entertainment,Actor Armando Araiza,,entertainment_mentioner,88eaf5ea5831fac2b5403691f0778e19,entertainment_mentioner__88eaf5ea5831fac2b5403691f0778e19
katelyntarver,Actor Katelyn Tarver,United States,Entertainment,united states,Entertainment,Actor Katelyn Tarver,,entertainment_mentioner,ec522175608dc69cb65e0cb3f329ef47,entertainment_mentioner__ec522175608dc69cb65e0cb3f329ef47
maripilyrivera,Actor Maripily,United States,Entertainment,united states,Entertainment,Actor Maripily,,entertainment_mentioner,7d4d88f7cceef5f8ee3073e0bb06d2f1,entertainment_mentioner__7d4d88f7cceef5f8ee3073e0bb06d2f1
aiww,Artist Ai Weiwei,United States,Entertainment,united states,Entertainment,Artist Ai Weiwei,,entertainment_mentioner,3e2d11ab1d01bb6fa5a3ae1ee897faad,entertainment_mentioner__3e2d11ab1d01bb6fa5a3ae1ee897faad
ednitanazario,Musician Ednita Nazario,United States,Entertainment,united states,Entertainment,Musician Ednita Nazario,,entertainment_mentioner,815239efa2c849d8fbbe4e24e960e5d0,entertainment_mentioner__815239efa2c849d8fbbe4e24e960e5d0
allisonbjanney,Actor Allison Janney,United States,Entertainment,united states,Entertainment,Actor Allison Janney,,entertainment_mentioner,c6f15663c5971523ada8d9a97d0b1c78,entertainment_mentioner__c6f15663c5971523ada8d9a97d0b1c78
fakedansavage,Author Dan Savage,United States,Entertainment,united states,Entertainment,Author Dan Savage,,entertainment_mentioner,8c6df81a990b3028435675d8370acd19,entertainment_mentioner__8c6df81a990b3028435675d8370acd19
albiemanzo,TV personality Albie Manzo,United States,Entertainment,united states,Entertainment,TV personality Albie Manzo,,entertainment_mentioner,0825eb2cce291113cc8aba420136f8fb,entertainment_mentioner__0825eb2cce291113cc8aba420136f8fb
mrchrisaddison,Comedian Chris Addison,United States,Entertainment,united states,Entertainment,Comedian Chris Addison,,entertainment_mentioner,83c31907ba2133243ec2287143ac29c0,entertainment_mentioner__83c31907ba2133243ec2287143ac29c0
chittiii_bish,Singer Sentochihiro Chicchi,United States,Entertainment,united states,Entertainment,Singer Sentochihiro Chicchi,,entertainment_mentioner,071c0833c6137d682309ff80bb137a4d,entertainment_mentioner__071c0833c6137d682309ff80bb137a4d
inmacuestaweb,Actor Inma Cuesta,United States,Entertainment,united states,Entertainment,Actor Inma Cuesta,,entertainment_mentioner,30b2a162243960509deb5fce49e5e97c,entertainment_mentioner__30b2a162243960509deb5fce49e5e97c
kristyswansonxo,Actor Kristy Swanson,United States,Entertainment,united states,Entertainment,Actor Kristy Swanson,,entertainment_mentioner,da32158b6ba4c9b9df2d32a03b5d8d18,entertainment_mentioner__da32158b6ba4c9b9df2d32a03b5d8d18
busiswaah,Singer Busiswa,United States,Entertainment,united states,Entertainment,Singer Busiswa,,entertainment_mentioner,beec2575d8ed7199f76169168a15494f,entertainment_mentioner__beec2575d8ed7199f76169168a15494f
dmx,Rapper DMX,United States,Entertainment,united states,Entertainment,Rapper DMX,,entertainment_mentioner,c43e90ade3440ec49206f25990713efa,entertainment_mentioner__c43e90ade3440ec49206f25990713efa
apinkpcr,Singer Park Cho-rong,United States,Entertainment,united states,Entertainment,Singer Park Cho-rong,,entertainment_mentioner,5286cc27c2271f285c5a63d0dd0b5a87,entertainment_mentioner__5286cc27c2271f285c5a63d0dd0b5a87
vrocastroficial,Actor Veronica Castro,United States,Entertainment,united states,Entertainment,Actor Veronica Castro,,entertainment_mentioner,277eb3b9b577e982c6cb31e4df39694a,entertainment_mentioner__277eb3b9b577e982c6cb31e4df39694a
manmademoon,Director Duncan Jones,United States,Entertainment,united states,Entertainment,Director Duncan Jones,,entertainment_mentioner,497076c97cb4430cdadd70a721c55aa0,entertainment_mentioner__497076c97cb4430cdadd70a721c55aa0
brandonjenner,TV personality Brandon Jenner,United States,Entertainment,united states,Entertainment,TV personality Brandon Jenner,,entertainment_mentioner,281e20a2059c8730a88d0c5c09fed9e5,entertainment_mentioner__281e20a2059c8730a88d0c5c09fed9e5
neelsvisser,Actor Neels Visser,United States,Entertainment,united states,Entertainment,Actor Neels Visser,,entertainment_mentioner,f4d8bf5fbf0845c35a22ed3929c83eed,entertainment_mentioner__f4d8bf5fbf0845c35a22ed3929c83eed
vianneymusique,Singer Vianney Bureau,United States,Entertainment,united states,Entertainment,Singer Vianney Bureau,,entertainment_mentioner,7bf40b24f395cdcd586fbffeca5b58be,entertainment_mentioner__7bf40b24f395cdcd586fbffeca5b58be
kimfcoates,Actor Kim Coates,United States,Entertainment,united states,Entertainment,Actor Kim Coates,,entertainment_mentioner,7b1524d7f58a15347c00639fed4aa434,entertainment_mentioner__7b1524d7f58a15347c00639fed4aa434
matsor,Record producer Rostam,United States,Entertainment,united states,Entertainment,Record producer Rostam,,entertainment_mentioner,2ad70a060eb9e9de60dc98b567ead53a,entertainment_mentioner__2ad70a060eb9e9de60dc98b567ead53a
lauren_southern,Internet personality Lauren Southern,United States,Entertainment,united states,Entertainment,Internet personality Lauren Southern,,entertainment_mentioner,a7aa5e6b99775bbd06cbebbaa2408599,entertainment_mentioner__a7aa5e6b99775bbd06cbebbaa2408599
jcvd,Actor Jean-Claude Van Damme,United States,Entertainment,united states,Entertainment,Actor Jean-Claude Van Damme,,entertainment_mentioner,5932ff42662e93bef7e21ac1b1440f18,entertainment_mentioner__5932ff42662e93bef7e21ac1b1440f18
adamthomas21,Actor adam thomas,United States,Entertainment,united states,Entertainment,Actor adam thomas,,entertainment_mentioner,07497f3ac80dea50836521b5daa0db99,entertainment_mentioner__07497f3ac80dea50836521b5daa0db99
ajazkhanactor,Actor Ajaz Khan,United States,Entertainment,united states,Entertainment,Actor Ajaz Khan,,entertainment_mentioner,0b38627bca139cb97d5a701f10a45a7e,entertainment_mentioner__0b38627bca139cb97d5a701f10a45a7e
iamsonalibendre,Actor Sonali Bendre Behl,United States,Entertainment,united states,Entertainment,Actor Sonali Bendre Behl,,entertainment_mentioner,33db0adbd5af03caf3d0d0402c2829a2,entertainment_mentioner__33db0adbd5af03caf3d0d0402c2829a2
afsharmahnaz,Actor Mahnaz Afshar,United States,Entertainment,united states,Entertainment,Actor Mahnaz Afshar,,entertainment_mentioner,4fdd51d02abc21717453bddd405d9c0d,entertainment_mentioner__4fdd51d02abc21717453bddd405d9c0d
kanpeitter,Comedian Kanpei Hazama,United States,Entertainment,united states,Entertainment,Comedian Kanpei Hazama,,entertainment_mentioner,3322fb98414507ba84495860dc1d6966,entertainment_mentioner__3322fb98414507ba84495860dc1d6966
missremiashten,Internet personality Remi Cruz,United States,Entertainment,united states,Entertainment,Internet personality Remi Cruz,,entertainment_mentioner,10b8204da7adaa936f7539fd80e71fec,entertainment_mentioner__10b8204da7adaa936f7539fd80e71fec
analasalvia,Actor Ana La Salvia,United States,Entertainment,united states,Entertainment,Actor Ana La Salvia,,entertainment_mentioner,1cf7980da1466e7f7ab9afe13e6fbfb5,entertainment_mentioner__1cf7980da1466e7f7ab9afe13e6fbfb5
jeetmusic,Composer Jeet Gannguli,United States,Entertainment,united states,Entertainment,Composer Jeet Gannguli,,entertainment_mentioner,9d701728dc68ca4444bbed7b3bc9a1eb,entertainment_mentioner__9d701728dc68ca4444bbed7b3bc9a1eb
alisonhammond,TV personality Alison Hammond,United States,Entertainment,united states,Entertainment,TV personality Alison Hammond,,entertainment_mentioner,3d77519cdc94d7916ae2eb25d233c1b2,entertainment_mentioner__3d77519cdc94d7916ae2eb25d233c1b2
ashleypurdy,Musician Ashley Purdy,United States,Entertainment,united states,Entertainment,Musician Ashley Purdy,,entertainment_mentioner,123772f674b107d43723ec77f37eeddd,entertainment_mentioner__123772f674b107d43723ec77f37eeddd
hoccgoomusic,Singer Denise Ho,United States,Entertainment,united states,Entertainment,Singer Denise Ho,,entertainment_mentioner,d6d3f46f12b49ac5b46caaa664d450b7,entertainment_mentioner__d6d3f46f12b49ac5b46caaa664d450b7
timjdillon,Comedian Tim Dillon,United States,Entertainment,united states,Entertainment,Comedian Tim Dillon,,entertainment_mentioner,1c100c82e80155189c1c18e00a3b7bb0,entertainment_mentioner__1c100c82e80155189c1c18e00a3b7bb0
ispeakcomedy,Internet personality Anthony Isaacs,United States,Entertainment,united states,Entertainment,Internet personality Anthony Isaacs,,entertainment_mentioner,258f6b3bd25b6168274810aaba32c3bd,entertainment_mentioner__258f6b3bd25b6168274810aaba32c3bd
giovanniciccia,Actor Giovanni Ciccia,United States,Entertainment,united states,Entertainment,Actor Giovanni Ciccia,,entertainment_mentioner,b468ea2bc5aa4808ac650ab6c566ecbf,entertainment_mentioner__b468ea2bc5aa4808ac650ab6c566ecbf
kambizhosseini,Comedian Kambiz Hosseini,United States,Entertainment,united states,Entertainment,Comedian Kambiz Hosseini,,entertainment_mentioner,cd1ba744008f3f4f529d42d33d06da12,entertainment_mentioner__cd1ba744008f3f4f529d42d33d06da12
killercreeper55,Internet personality KillerCreeper55,United States,Entertainment,united states,Entertainment,Internet personality KillerCreeper55,,entertainment_mentioner,84d2e32f8c92af78c74fc4353c7a4a39,entertainment_mentioner__84d2e32f8c92af78c74fc4353c7a4a39
scottkfoley,Actor Scott Foley,United States,Entertainment,united states,Entertainment,Actor Scott Foley,,entertainment_mentioner,78915761a262b88f6ab44ba59f0cfd8b,entertainment_mentioner__78915761a262b88f6ab44ba59f0cfd8b
aimee_garcia,Actor Aimee Garcia,United States,Entertainment,united states,Entertainment,Actor Aimee Garcia,,entertainment_mentioner,65a1064a2f8fe3a7baca86b8362b1253,entertainment_mentioner__65a1064a2f8fe3a7baca86b8362b1253
isacastillo7,Singer Isabella Castillo,United States,Entertainment,united states,Entertainment,Singer Isabella Castillo,,entertainment_mentioner,ce6b7cf5d5666e85ae68c5e1bcf21f10,entertainment_mentioner__ce6b7cf5d5666e85ae68c5e1bcf21f10
aramosofficial,Actor Anthony Ramos,United States,Entertainment,united states,Entertainment,Actor Anthony Ramos,,entertainment_mentioner,46b7b06755d3353a3b81aff608d802d7,entertainment_mentioner__46b7b06755d3353a3b81aff608d802d7
marielhemingway,Actor Mariel Hemingway,United States,Entertainment,united states,Entertainment,Actor Mariel Hemingway,,entertainment_mentioner,085c50a20bcd2c257eea7ff8ba76c81d,entertainment_mentioner__085c50a20bcd2c257eea7ff8ba76c81d
gusi,Singer Gusi,United States,Entertainment,united states,Entertainment,Singer Gusi,,entertainment_mentioner,b05eca05c4c6dd381a1f02af9b7ed898,entertainment_mentioner__b05eca05c4c6dd381a1f02af9b7ed898
michaelblackson,Actor Michael Blackson,United States,Entertainment,united states,Entertainment,Actor Michael Blackson,,entertainment_mentioner,013e64eb1cde0dd9567a7e142b733023,entertainment_mentioner__013e64eb1cde0dd9567a7e142b733023
luzelenaglez,Actor Luz Elena Gonzalez,United States,Entertainment,united states,Entertainment,Actor Luz Elena Gonzalez,,entertainment_mentioner,241cf057975150aed046a7b1d9c7d81d,entertainment_mentioner__241cf057975150aed046a7b1d9c7d81d
rachel_roy,Fashion designer Rachel Roy,United States,Entertainment,united states,Entertainment,Fashion designer Rachel Roy,,entertainment_mentioner,e08dd2dfc8acbdf77204c5784f9b2823,entertainment_mentioner__e08dd2dfc8acbdf77204c5784f9b2823
officialclancy,Model Abbey Clancy,United States,Entertainment,united states,Entertainment,Model Abbey Clancy,,entertainment_mentioner,701c64414b73edf2bb500c0d35910220,entertainment_mentioner__701c64414b73edf2bb500c0d35910220
jowhiley,DJ Jo Whiley,United States,Entertainment,united states,Entertainment,DJ Jo Whiley,,entertainment_mentioner,ee594b649f9c7636845ff02203678fcc,entertainment_mentioner__ee594b649f9c7636845ff02203678fcc
girls_day_minah,Singer Bang Min-ah,United States,Entertainment,united states,Entertainment,Singer Bang Min-ah,,entertainment_mentioner,c62bc09e8aa2b7566dcb51ffd0cf8641,entertainment_mentioner__c62bc09e8aa2b7566dcb51ffd0cf8641
jjhamblett,Actor JJ Hamblett,United States,Entertainment,united states,Entertainment,Actor JJ Hamblett,,entertainment_mentioner,96636fe4a94f3ca545b30fd4c286981d,entertainment_mentioner__96636fe4a94f3ca545b30fd4c286981d
carlaestrada,TV producer Carla Estrada,United States,Entertainment,united states,Entertainment,TV producer Carla Estrada,,entertainment_mentioner,41781941b7dbf6eaeaf5eff8ba3dcd25,entertainment_mentioner__41781941b7dbf6eaeaf5eff8ba3dcd25
lesleyannbrandt,Actor Lesley-Ann Brandt,United States,Entertainment,united states,Entertainment,Actor Lesley-Ann Brandt,,entertainment_mentioner,12409f258b939b917f03aed86776b6b6,entertainment_mentioner__12409f258b939b917f03aed86776b6b6
rominabelluscio,TV presenter Romina Belluscio,United States,Entertainment,united states,Entertainment,TV presenter Romina Belluscio,,entertainment_mentioner,9edb492ced95317df525f05c6be6ea20,entertainment_mentioner__9edb492ced95317df525f05c6be6ea20
bassemrizk,Composer Bassem Rizk,United States,Entertainment,united states,Entertainment,Composer Bassem Rizk,,entertainment_mentioner,9f7434efec009bde3a789b79bf06da81,entertainment_mentioner__9f7434efec009bde3a789b79bf06da81
officialsting,Musician Sting,United States,Entertainment,united states,Entertainment,Musician Sting,,entertainment_mentioner,b657084b54bb7e63fb23eed3649855fe,entertainment_mentioner__b657084b54bb7e63fb23eed3649855fe
rickontour,Singer Ricky Wilson,United States,Entertainment,united states,Entertainment,Singer Ricky Wilson,,entertainment_mentioner,f45fd21b6555da11db1781a253e69d92,entertainment_mentioner__f45fd21b6555da11db1781a253e69d92
officialgiggs,Rapper Griggs,United States,Entertainment,united states,Entertainment,Rapper Griggs,,entertainment_mentioner,3b8399578fb929fd5e30fa59a02ee8aa,entertainment_mentioner__3b8399578fb929fd5e30fa59a02ee8aa
robynkonichiwa,Singer Robyn,United States,Entertainment,united states,Entertainment,Singer Robyn,,entertainment_mentioner,434aa428718baa67a0aea3a8058f9f24,entertainment_mentioner__434aa428718baa67a0aea3a8058f9f24
charlieking85,Folk Singer Charlie King,United States,Entertainment,united states,Entertainment,Folk Singer Charlie King,,entertainment_mentioner,6f80aa106d6f4823da1a39ccaffdabf1,entertainment_mentioner__6f80aa106d6f4823da1a39ccaffdabf1
thejeffbridges,Actor Jeff Bridges,United States,Entertainment,united states,Entertainment,Actor Jeff Bridges,,entertainment_mentioner,e435ec4c77074e206c0ce9ee70bd19f0,entertainment_mentioner__e435ec4c77074e206c0ce9ee70bd19f0
julietadiazok,Model Julieta Diaz,United States,Entertainment,united states,Entertainment,Model Julieta Diaz,,entertainment_mentioner,403e9806e4ef394e543d3f805141ce5c,entertainment_mentioner__403e9806e4ef394e543d3f805141ce5c
kitaxeri,Voice actor Eri Kitamura,United States,Entertainment,united states,Entertainment,Voice actor Eri Kitamura,,entertainment_mentioner,d3ed7d213d14474a56cab3f9f9276f61,entertainment_mentioner__d3ed7d213d14474a56cab3f9f9276f61
dammy_krane,Singer Dammy Krane,United States,Entertainment,united states,Entertainment,Singer Dammy Krane,,entertainment_mentioner,040588086f403e49bcd6d9c541f958a9,entertainment_mentioner__040588086f403e49bcd6d9c541f958a9
evelynbraxton,Opera singer Evelyn Braxton,United States,Entertainment,united states,Entertainment,Opera singer Evelyn Braxton,,entertainment_mentioner,7c3599184dbb6f987ab2a6baccbf1ce9,entertainment_mentioner__7c3599184dbb6f987ab2a6baccbf1ce9
missjenjomet,Actor Jennifer Metcalfe,United States,Entertainment,united states,Entertainment,Actor Jennifer Metcalfe,,entertainment_mentioner,eea8d598f653b0df9c7d7533c4f4e226,entertainment_mentioner__eea8d598f653b0df9c7d7533c4f4e226
mattjwillis,Musician Matt Willis,United States,Entertainment,united states,Entertainment,Musician Matt Willis,,entertainment_mentioner,8d2c48a9501724e978491734d5110dc5,entertainment_mentioner__8d2c48a9501724e978491734d5110dc5
yuki_furukawahp,Actor Yuki Furukawa,United States,Entertainment,united states,Entertainment,Actor Yuki Furukawa,,entertainment_mentioner,df0724f6d215b9acb29cfaf16d695dc0,entertainment_mentioner__df0724f6d215b9acb29cfaf16d695dc0
andrevasco,Actor Andre Vasco,United States,Entertainment,united states,Entertainment,Actor Andre Vasco,,entertainment_mentioner,317e504f4320da65bac1122b3c9b8ba9,entertainment_mentioner__317e504f4320da65bac1122b3c9b8ba9
joel_courtney,Actor Joel Courtney,United States,Entertainment,united states,Entertainment,Actor Joel Courtney,,entertainment_mentioner,f365e278adad40b3ab279c7a4b9c5c50,entertainment_mentioner__f365e278adad40b3ab279c7a4b9c5c50
ashleyjudd,Actor Ashley Judd,United States,Entertainment,united states,Entertainment,Actor Ashley Judd,,entertainment_mentioner,0a01b2676a8ca003c7bc6c3492b1a97b,entertainment_mentioner__0a01b2676a8ca003c7bc6c3492b1a97b
dulehill,Actor Dule Hill,United States,Entertainment,united states,Entertainment,Actor Dule Hill,,entertainment_mentioner,7c93ea91143c8eab03f2ea32b854dc44,entertainment_mentioner__7c93ea91143c8eab03f2ea32b854dc44
shu1aso,Manga author Shuichi Aso,United States,Entertainment,united states,Entertainment,Manga author Shuichi Aso,,entertainment_mentioner,30cecfa287630c0c51612390a5a4dde8,entertainment_mentioner__30cecfa287630c0c51612390a5a4dde8
roywoodjr,Comedian Roy Wood,United States,Entertainment,united states,Entertainment,Comedian Roy Wood,,entertainment_mentioner,3906f9381ac16fd4c72fc667febc016f,entertainment_mentioner__3906f9381ac16fd4c72fc667febc016f
mjmckean,Actor Michael McKean,United States,Entertainment,united states,Entertainment,Actor Michael McKean,,entertainment_mentioner,b27a480a041ccc5127ea115eff8f6a08,entertainment_mentioner__b27a480a041ccc5127ea115eff8f6a08
irene_grandi,Singer Irene Grandi,United States,Entertainment,united states,Entertainment,Singer Irene Grandi,,entertainment_mentioner,b24ff5a7b1962290a97bcd2656dc3295,entertainment_mentioner__b24ff5a7b1962290a97bcd2656dc3295
katieqlowes,Singer Katie Lowes,United States,Entertainment,united states,Entertainment,Singer Katie Lowes,,entertainment_mentioner,4970ade5f3c252ae531fc9f443bf6559,entertainment_mentioner__4970ade5f3c252ae531fc9f443bf6559
irvinewelsh,Author Irvine Welsh,United States,Entertainment,united states,Entertainment,Author Irvine Welsh,,entertainment_mentioner,cf3e8983125b76d433e494aa581dc454,entertainment_mentioner__cf3e8983125b76d433e494aa581dc454
hugo_london,TV personality Hugo Taylor,United States,Entertainment,united states,Entertainment,TV personality Hugo Taylor,,entertainment_mentioner,79b88c15e6ce833bfdd38a849cd0b998,entertainment_mentioner__79b88c15e6ce833bfdd38a849cd0b998
shanoozeing,Casting director Shanoo Sharma,United States,Entertainment,united states,Entertainment,Casting director Shanoo Sharma,,entertainment_mentioner,6a99526f53938a1292dc52dd7967f150,entertainment_mentioner__6a99526f53938a1292dc52dd7967f150
douthitkenzie,TV personality Mackenzie Douthit,United States,Entertainment,united states,Entertainment,TV personality Mackenzie Douthit,,entertainment_mentioner,de4702460ece67fc98ac1712e347f754,entertainment_mentioner__de4702460ece67fc98ac1712e347f754
bignik,Internet personality BigNik,United States,Entertainment,united states,Entertainment,Internet personality BigNik,,entertainment_mentioner,381672994e5ea9fec4039306822fc28e,entertainment_mentioner__381672994e5ea9fec4039306822fc28e
