german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,,u,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
franz-joseph-tillmann-weg,"Franz-Joseph-Tillmann-Weg in Cologne, Germany",50.937531,6.9602786,1,,,,,,Organization,"Franz-Joseph-Tillmann-Weg in Cologne, Germany",,german_fires_cologne_locations,fd127d8e6a908a7b2cc1687be59283b2,german_fires_cologne_locations__fd127d8e6a908a7b2cc1687be59283b2
franz-kremer-allee,"Franz-Kremer-Allee in Cologne, Germany",50.9060457,6.9073964,1,,,,,,Organization,"Franz-Kremer-Allee in Cologne, Germany",,german_fires_cologne_locations,a7ea995a8fa8e7d0064f3e34b1a200fd,german_fires_cologne_locations__a7ea995a8fa8e7d0064f3e34b1a200fd
franz-kreuter-strasse,"Franz-Kreuter-strasse in Cologne, Germany",50.9428221,6.924971,1,,,,,,FTO,"Franz-Kreuter-strasse in Cologne, Germany",,german_fires_cologne_locations,432807ffb39b81327981ac0e422bb0f1,german_fires_cologne_locations__432807ffb39b81327981ac0e422bb0f1
franz-liszt-strasse,"Franz-Liszt-strasse in Cologne, Germany",50.9528332,6.9012336,1,,,,,,News,"Franz-Liszt-strasse in Cologne, Germany",,german_fires_cologne_locations,bcc45acb61595e2d3a5fc4374c7aa576,german_fires_cologne_locations__bcc45acb61595e2d3a5fc4374c7aa576
franz-marc-strasse,"Franz-Marc-strasse in Cologne, Germany",50.9048768,6.9212667,1,,,,,,Media,"Franz-Marc-strasse in Cologne, Germany",,german_fires_cologne_locations,e4ed1c8f6baf37f748653e105dbbac5b,german_fires_cologne_locations__e4ed1c8f6baf37f748653e105dbbac5b
franz-michel-strasse,"Franz-Michel-strasse in Cologne, Germany",51.0567888,6.8536068,1,,,,,,FTO,"Franz-Michel-strasse in Cologne, Germany",,german_fires_cologne_locations,b2b4aad7dea4fe23c8de0791e14b2c1e,german_fires_cologne_locations__b2b4aad7dea4fe23c8de0791e14b2c1e
franz-peter-kurten-weg,"Franz-Peter-Kurten-Weg in Cologne, Germany",50.9985472,7.0396738,1,,,,,,Refinery,"Franz-Peter-Kurten-Weg in Cologne, Germany",,german_fires_cologne_locations,2562be1bc724aefad0f8d2bf4c02f454,german_fires_cologne_locations__2562be1bc724aefad0f8d2bf4c02f454
franz-raveaux-strasse,"Franz-Raveaux-strasse in Cologne, Germany",50.9701912,6.9123083,1,,,,,,Consulates,"Franz-Raveaux-strasse in Cologne, Germany",,german_fires_cologne_locations,743f72fd1d2fc0e048f0d1abf2bfcd7a,german_fires_cologne_locations__743f72fd1d2fc0e048f0d1abf2bfcd7a
franz-schaaf-strasse,"Franz-Schaaf-strasse in Cologne, Germany",50.8617768,7.0364777,1,,,,,,Diplomat,"Franz-Schaaf-strasse in Cologne, Germany",,german_fires_cologne_locations,d80f7eda4e08691da77639cc9e12d72e,german_fires_cologne_locations__d80f7eda4e08691da77639cc9e12d72e
franz-seiwert-strasse,"Franz-Seiwert-strasse in Cologne, Germany",50.9431105,6.8546194,1,,,,,,Wells,"Franz-Seiwert-strasse in Cologne, Germany",,german_fires_cologne_locations,b8fa6eaff453c981a5fa6eda147aab3d,german_fires_cologne_locations__b8fa6eaff453c981a5fa6eda147aab3d
franz-stock-weg,"Franz-Stock-Weg in Cologne, Germany",50.9366621,7.0584947,1,,,,,,ForeignMinister,"Franz-Stock-Weg in Cologne, Germany",,german_fires_cologne_locations,a4266326f76bb82c39778d97305fc9a2,german_fires_cologne_locations__a4266326f76bb82c39778d97305fc9a2
franzstrasse,"Franzstrasse in Cologne, Germany",50.9244625,6.911299,1,,,,,,space,"Franzstrasse in Cologne, Germany",,german_fires_cologne_locations,b0f5d9be8aa7aa8cf762872a1ea42e94,german_fires_cologne_locations__b0f5d9be8aa7aa8cf762872a1ea42e94
franz-von-rinecker-strasse,"Franz-von-Rinecker-strasse in Cologne, Germany",50.937531,6.9602786,1,,,,,,FTO,"Franz-von-Rinecker-strasse in Cologne, Germany",,german_fires_cologne_locations,77be3db3ff47262634d188b5b5c508bc,german_fires_cologne_locations__77be3db3ff47262634d188b5b5c508bc
franz-werfel-strasse,"Franz-Werfel-strasse in Cologne, Germany",50.9751791,7.0510126,1,,,,,,Exec,"Franz-Werfel-strasse in Cologne, Germany",,german_fires_cologne_locations,970913281a09ec62fdb36595ad944d31,german_fires_cologne_locations__970913281a09ec62fdb36595ad944d31
frasengasse,"Frasengasse in Cologne, Germany",51.0049041,6.9766597,1,,,,,,Keyphrase,"Frasengasse in Cologne, Germany",,german_fires_cologne_locations,4725e687d43b541af8185b81481f109b,german_fires_cologne_locations__4725e687d43b541af8185b81481f109b
fraunhoferstrasse,"Fraunhoferstrasse in Cologne, Germany",50.9526792,7.0093249,1,,,,,,Diplomat,"Fraunhoferstrasse in Cologne, Germany",,german_fires_cologne_locations,fd287ca9167bfb3ccd8ddf6bbfb5dae7,german_fires_cologne_locations__fd287ca9167bfb3ccd8ddf6bbfb5dae7
frechener platz,"Frechener Platz in Cologne, Germany",50.9204245,6.9084033,1,,,,,,ForeignMinister,"Frechener Platz in Cologne, Germany",,german_fires_cologne_locations,50e7ee95504224a965027d98c95dfa38,german_fires_cologne_locations__50e7ee95504224a965027d98c95dfa38
frechener strasse,"Frechener strasse in Cologne, Germany",50.9198585,6.9083525,1,,,,,,Consulates,"Frechener strasse in Cologne, Germany",,german_fires_cologne_locations,d18c8f5ddaecda022f91497ba3c6141e,german_fires_cologne_locations__d18c8f5ddaecda022f91497ba3c6141e
frechener weg,"Frechener Weg in Cologne, Germany",50.9323241,6.8225049,1,,,,,,LegislativeCommittee,"Frechener Weg in Cologne, Germany",,german_fires_cologne_locations,1efd78b499341dbd717c2d8fa22d0dd9,german_fires_cologne_locations__1efd78b499341dbd717c2d8fa22d0dd9
fredeburger strasse,"Fredeburger strasse in Cologne, Germany",50.9412829,7.0388078,1,,,,,,Wells,"Fredeburger strasse in Cologne, Germany",,german_fires_cologne_locations,258aed8622d4ab46a7ed42de11cd566e,german_fires_cologne_locations__258aed8622d4ab46a7ed42de11cd566e
freesienweg,"Freesienweg in Cologne, Germany",50.875268,7.0577489,1,,,,,,FTO,"Freesienweg in Cologne, Germany",,german_fires_cologne_locations,8706de1efb8eae4535bb6d8034c288ba,german_fires_cologne_locations__8706de1efb8eae4535bb6d8034c288ba
freiburger strasse,"Freiburger strasse in Cologne, Germany",50.9348543,6.830175,1,,,,,,IndustryTerm,"Freiburger strasse in Cologne, Germany",,german_fires_cologne_locations,91b5627615b7c973f171352dbce86c7f,german_fires_cologne_locations__91b5627615b7c973f171352dbce86c7f
freie erde,"Freie Erde in Cologne, Germany",50.9946037,6.9184566,1,,,,,,Pipeline,"Freie Erde in Cologne, Germany",,german_fires_cologne_locations,6ba79636685f88fe2a4dc517e7338142,german_fires_cologne_locations__6ba79636685f88fe2a4dc517e7338142
freiheit,"Freiheit in Cologne, Germany",50.9547038,6.8907287,1,,,,,,Diplomat,"Freiheit in Cologne, Germany",,german_fires_cologne_locations,e7227d876e4c1c3a922773e4168b96e3,german_fires_cologne_locations__e7227d876e4c1c3a922773e4168b96e3
freiherr-vom-stein-strasse,"Freiherr-vom-Stein-strasse in Cologne, Germany",50.9676995,6.9508067,1,,,,,,DiplomaticFacilities,"Freiherr-vom-Stein-strasse in Cologne, Germany",,german_fires_cologne_locations,62be6aaa21be28b6eccf5df326befb8d,german_fires_cologne_locations__62be6aaa21be28b6eccf5df326befb8d
freiligrathstrasse,"Freiligrathstrasse in Cologne, Germany",50.9212116,6.9041291,1,,,,,,Exec,"Freiligrathstrasse in Cologne, Germany",,german_fires_cologne_locations,45323bd3027894319cae7a7a44b6a8da,german_fires_cologne_locations__45323bd3027894319cae7a7a44b6a8da
freimersdorfer weg,"Freimersdorfer Weg in Cologne, Germany",50.9698961,6.8551065,1,,,,,,Media,"Freimersdorfer Weg in Cologne, Germany",,german_fires_cologne_locations,d184cafd756245537806f5d6b1aeb716,german_fires_cologne_locations__d184cafd756245537806f5d6b1aeb716
frettchenweg,"Frettchenweg in Cologne, Germany",50.9144292,6.9625716,1,,,,,,Shipping,"Frettchenweg in Cologne, Germany",,german_fires_cologne_locations,30ad145d03386e2c913989181cac7f05,german_fires_cologne_locations__30ad145d03386e2c913989181cac7f05
freusburgweg,"Freusburgweg in Cologne, Germany",51.0065578,6.9010224,1,,,,,,Diplomat,"Freusburgweg in Cologne, Germany",,german_fires_cologne_locations,a76bedb6467737f01ae30fd573e790b2,german_fires_cologne_locations__a76bedb6467737f01ae30fd573e790b2
freyastrasse,"Freyastrasse in Cologne, Germany",50.9239661,7.0989525,1,,,,,,Organization,"Freyastrasse in Cologne, Germany",,german_fires_cologne_locations,327824e85331835c882057550e1dad87,german_fires_cologne_locations__327824e85331835c882057550e1dad87
fridolinstrasse,"Fridolinstrasse in Cologne, Germany",50.9544811,6.9210053,1,,,,,,Person,"Fridolinstrasse in Cologne, Germany",,german_fires_cologne_locations,05c8953455a2b2c36be14f49148a8cf6,german_fires_cologne_locations__05c8953455a2b2c36be14f49148a8cf6
frieda-fischer-weg,"Frieda-Fischer-Weg in Cologne, Germany",50.8813327,7.0549331,1,,,,,,Exec,"Frieda-Fischer-Weg in Cologne, Germany",,german_fires_cologne_locations,e85cffa913075dae3d9cc5de1899c762,german_fires_cologne_locations__e85cffa913075dae3d9cc5de1899c762
friedensstrasse,"Friedensstrasse in Cologne, Germany",50.8762714,7.0942611,1,,,,,,ForeignMinister,"Friedensstrasse in Cologne, Germany",,german_fires_cologne_locations,d048a1136ae103b819a623d2fac94713,german_fires_cologne_locations__d048a1136ae103b819a623d2fac94713
friedenstrasse,"Friedenstrasse in Cologne, Germany",50.9287563,6.9529096,1,,,,,,DiplomaticFacilities,"Friedenstrasse in Cologne, Germany",,german_fires_cologne_locations,a0e8906b9be92102579358542028e47b,german_fires_cologne_locations__a0e8906b9be92102579358542028e47b
friederike-nadig-weg,"Friederike-Nadig-Weg in Cologne, Germany",50.9392467,7.0726402,1,,,,,,DiplomaticFacilities,"Friederike-Nadig-Weg in Cologne, Germany",,german_fires_cologne_locations,1e68db5c51d47fbe87315dad790731db,german_fires_cologne_locations__1e68db5c51d47fbe87315dad790731db
friedhofsweg,"Friedhofsweg in Cologne, Germany",50.9646874,6.8290005,1,,,,,,space,"Friedhofsweg in Cologne, Germany",,german_fires_cologne_locations,fab5a0ea94948830138ad174e51b4c4c,german_fires_cologne_locations__fab5a0ea94948830138ad174e51b4c4c
friedlandstrasse,"Friedlandstrasse in Cologne, Germany",50.9696379,7.0407471,1,,,,,,Legislator,"Friedlandstrasse in Cologne, Germany",,german_fires_cologne_locations,737ee4c26848dad18278d77ae06ed2db,german_fires_cologne_locations__737ee4c26848dad18278d77ae06ed2db
friedrich-ebert-platz,"Friedrich-Ebert-Platz in Cologne, Germany",50.8847838,7.0563228,1,,,,,,AAEntity,"Friedrich-Ebert-Platz in Cologne, Germany",,german_fires_cologne_locations,b6f0a6a50c7ae0e127c72f0464cbd5f9,german_fires_cologne_locations__b6f0a6a50c7ae0e127c72f0464cbd5f9
friedrich-ebert-strasse,"Friedrich-Ebert-strasse in Cologne, Germany",50.8875394,6.979755,1,,,,,,FTO,"Friedrich-Ebert-strasse in Cologne, Germany",,german_fires_cologne_locations,ab8021f13f38d447afcc5019ef66d3f1,german_fires_cologne_locations__ab8021f13f38d447afcc5019ef66d3f1
friedrich-ebert-ufer,"Friedrich-Ebert-Ufer in Cologne, Germany",50.8855709,7.0540389,1,,,,,,Pipeline,"Friedrich-Ebert-Ufer in Cologne, Germany",,german_fires_cologne_locations,f8e4426ac5546841878b30ed330086f2,german_fires_cologne_locations__f8e4426ac5546841878b30ed330086f2
friedrich-engels-strasse,"Friedrich-Engels-strasse in Cologne, Germany",50.9066999,6.9140541,1,,,,,,Wells,"Friedrich-Engels-strasse in Cologne, Germany",,german_fires_cologne_locations,79533bbe68efbc1285cb9acd6c9847a3,german_fires_cologne_locations__79533bbe68efbc1285cb9acd6c9847a3
friedrich-hirsch-strasse,"Friedrich-Hirsch-strasse in Cologne, Germany",50.8749295,7.0782097,1,,,,,,CompanyKeyword,"Friedrich-Hirsch-strasse in Cologne, Germany",,german_fires_cologne_locations,1a985638db1a89a328d856496c929073,german_fires_cologne_locations__1a985638db1a89a328d856496c929073
friedrich-karl-strasse,"Friedrich-Karl-strasse in Cologne, Germany",50.9742327,6.9606119,1,,,,,,IndustryTerm,"Friedrich-Karl-strasse in Cologne, Germany",,german_fires_cologne_locations,a88712ec8cb7d69273f213363fa868b6,german_fires_cologne_locations__a88712ec8cb7d69273f213363fa868b6
friedrich-moritz-strasse,"Friedrich-Moritz-strasse in Cologne, Germany",50.9185985,6.8947395,1,,,,,,Diplomat,"Friedrich-Moritz-strasse in Cologne, Germany",,german_fires_cologne_locations,95338ba0282692a6180c68b58f569636,german_fires_cologne_locations__95338ba0282692a6180c68b58f569636
friedrich-naumann-strasse,"Friedrich-Naumann-strasse in Cologne, Germany",50.8990133,7.0767677,1,,,,,,ForeignMinistry,"Friedrich-Naumann-strasse in Cologne, Germany",,german_fires_cologne_locations,651061ff9996a1e17707e66cd92cced7,german_fires_cologne_locations__651061ff9996a1e17707e66cd92cced7
friedrich-otto-schott-strasse,"Friedrich-Otto-Schott-strasse in Cologne, Germany",51.3773029,6.4157152,1,,,,,,space,"Friedrich-Otto-Schott-strasse in Cologne, Germany",,german_fires_cologne_locations,691fa9feef9f451abd99efb7f1bf9879,german_fires_cologne_locations__691fa9feef9f451abd99efb7f1bf9879
friedrich-schmidt-strasse,"Friedrich-Schmidt-strasse in Cologne, Germany",50.9343775,6.9093114,1,,,,,,Wells,"Friedrich-Schmidt-strasse in Cologne, Germany",,german_fires_cologne_locations,cea13089da75440e39a343242922bdcd,german_fires_cologne_locations__cea13089da75440e39a343242922bdcd
friedrichshafer strasse,"Friedrichshafer strasse in Cologne, Germany",50.9668715,6.9389903,1,,,,,,Shipping,"Friedrichshafer strasse in Cologne, Germany",,german_fires_cologne_locations,45075d6c688e2e7c0d877141c1ab2693,german_fires_cologne_locations__45075d6c688e2e7c0d877141c1ab2693
friedrichshof,"Friedrichshof in Cologne, Germany",50.8653292,6.9666285,1,,,,,,IndustryTerm,"Friedrichshof in Cologne, Germany",,german_fires_cologne_locations,893b91660ed86a3ca3978d9c3dd31f6d,german_fires_cologne_locations__893b91660ed86a3ca3978d9c3dd31f6d
friedrichstrasse,"Friedrichstrasse in Cologne, Germany",50.9297732,6.9437313,1,,,,,,Shipping,"Friedrichstrasse in Cologne, Germany",,german_fires_cologne_locations,3079c5bc3b9c119e74e1a580ea2aad24,german_fires_cologne_locations__3079c5bc3b9c119e74e1a580ea2aad24
friesenplatz,"Friesenplatz in Cologne, Germany",50.9406484,6.9390634,1,,,,,,Wells,"Friesenplatz in Cologne, Germany",,german_fires_cologne_locations,c7cfff399550532488c6fe46e882e7e0,german_fires_cologne_locations__c7cfff399550532488c6fe46e882e7e0
friesenstrasse,"Friesenstrasse in Cologne, Germany",50.9407721,6.9436299,1,,,,,,LegislativeCommittee,"Friesenstrasse in Cologne, Germany",,german_fires_cologne_locations,b6fbe61abeb2fc88b2b1978d9d16e01a,german_fires_cologne_locations__b6fbe61abeb2fc88b2b1978d9d16e01a
friesenwall,"Friesenwall in Cologne, Germany",50.9391656,6.9409287,1,,,,,,AAEntity,"Friesenwall in Cologne, Germany",,german_fires_cologne_locations,1f4c2ef45e15e339eae7ffebce2c6c05,german_fires_cologne_locations__1f4c2ef45e15e339eae7ffebce2c6c05
friesheimer strasse,"Friesheimer strasse in Cologne, Germany",50.9028589,6.9363414,1,,,,,,Person,"Friesheimer strasse in Cologne, Germany",,german_fires_cologne_locations,66e7d40df7f7920cee7bf0a6d96fdad9,german_fires_cologne_locations__66e7d40df7f7920cee7bf0a6d96fdad9
frimmersdorfer weg,"Frimmersdorfer Weg in Cologne, Germany",51.0159113,6.897433,1,,,,,,LegislativeCommittee,"Frimmersdorfer Weg in Cologne, Germany",,german_fires_cologne_locations,3b0a576dd46ba210008ffb4425f6cd37,german_fires_cologne_locations__3b0a576dd46ba210008ffb4425f6cd37
fritz-eink-weg,"Fritz-Eink-Weg in Cologne, Germany",50.9076795,6.9255957,1,,,,,,FTO,"Fritz-Eink-Weg in Cologne, Germany",,german_fires_cologne_locations,49249d8ca5236cfdc2ff85a31ad5563c,german_fires_cologne_locations__49249d8ca5236cfdc2ff85a31ad5563c
fritz-encke-volkspark,"Fritz-Encke-Volkspark in Cologne, Germany",50.8945399,6.9585205,1,,,,,,News,"Fritz-Encke-Volkspark in Cologne, Germany",,german_fires_cologne_locations,372a0c1a95f72f90dbbdc208909ee7db,german_fires_cologne_locations__372a0c1a95f72f90dbbdc208909ee7db
fritz-erler-strasse,"Fritz-Erler-strasse in Cologne, Germany",51.022534,6.9049011,1,,,,,,Keyphrase,"Fritz-Erler-strasse in Cologne, Germany",,german_fires_cologne_locations,5ba120c0550ec18cb7e758875fb7e663,german_fires_cologne_locations__5ba120c0550ec18cb7e758875fb7e663
fritz-figge-strasse,"Fritz-Figge-strasse in Cologne, Germany",50.9524677,6.9315119,1,,,,,,Consulates,"Fritz-Figge-strasse in Cologne, Germany",,german_fires_cologne_locations,d235d4145c2ee633829ecfd9cc604191,german_fires_cologne_locations__d235d4145c2ee633829ecfd9cc604191
fritz-haber-strasse,"Fritz-Haber-strasse in Cologne, Germany",50.9964395,6.9838234,1,,,,,,Refinery,"Fritz-Haber-strasse in Cologne, Germany",,german_fires_cologne_locations,f728d484a294d02f11c3c8a08879ae33,german_fires_cologne_locations__f728d484a294d02f11c3c8a08879ae33
fritz-hecker-strasse,"Fritz-Hecker-strasse in Cologne, Germany",50.9054182,6.9503896,1,,,,,,ForeignMinistry,"Fritz-Hecker-strasse in Cologne, Germany",,german_fires_cologne_locations,febd3723651e2f908475ce84ebe35900,german_fires_cologne_locations__febd3723651e2f908475ce84ebe35900
fritz-honig-strasse,"Fritz-Honig-strasse in Cologne, Germany",50.9245291,6.9012223,1,,,,,,News,"Fritz-Honig-strasse in Cologne, Germany",,german_fires_cologne_locations,b424d897b0c13ba14205a4760ed73c9b,german_fires_cologne_locations__b424d897b0c13ba14205a4760ed73c9b
fritz-lehmann-strasse,"Fritz-Lehmann-strasse in Cologne, Germany",50.9747168,7.0047966,1,,,,,,Exec,"Fritz-Lehmann-strasse in Cologne, Germany",,german_fires_cologne_locations,58eff901a89c0d942a23bcc7b3be9058,german_fires_cologne_locations__58eff901a89c0d942a23bcc7b3be9058
fritz-reuter-strasse,"Fritz-Reuter-strasse in Cologne, Germany",50.9145254,6.9699589,1,,,,,,DiplomaticFacilities,"Fritz-Reuter-strasse in Cologne, Germany",,german_fires_cologne_locations,13850737354408c5cfd2502d184cde8a,german_fires_cologne_locations__13850737354408c5cfd2502d184cde8a
fritz-schroder-weg,"Fritz-Schroder-Weg in Cologne, Germany",50.936835,6.8758349,1,,,,,,Consulates,"Fritz-Schroder-Weg in Cologne, Germany",,german_fires_cologne_locations,06f6c227cb135812010266b0fc065ef3,german_fires_cologne_locations__06f6c227cb135812010266b0fc065ef3
fritz-schu-strasse,"Fritz-Schu-strasse in Cologne, Germany",50.9474436,7.0763673,1,,,,,,Media,"Fritz-Schu-strasse in Cologne, Germany",,german_fires_cologne_locations,7087cf93f3d71a9867ea96edd07d2b89,german_fires_cologne_locations__7087cf93f3d71a9867ea96edd07d2b89
fritz-voigt-strasse,"Fritz-Voigt-strasse in Cologne, Germany",50.9538137,6.9295302,1,,,,,,ForeignMinister,"Fritz-Voigt-strasse in Cologne, Germany",,german_fires_cologne_locations,c51a707d49caade49e947af4adb5785b,german_fires_cologne_locations__c51a707d49caade49e947af4adb5785b
fritz-wacker-strasse,"Fritz-Wacker-strasse in Cologne, Germany",51.0113698,6.8903757,1,,,,,,Wells,"Fritz-Wacker-strasse in Cologne, Germany",,german_fires_cologne_locations,ffe5ccf7eeb5eb729b7863b39cfbcb76,german_fires_cologne_locations__ffe5ccf7eeb5eb729b7863b39cfbcb76
frixheimer strasse,"Frixheimer strasse in Cologne, Germany",51.0163618,6.8982875,1,,,,,,News,"Frixheimer strasse in Cologne, Germany",,german_fires_cologne_locations,fbbc767e8e027570d8232b21df613018,german_fires_cologne_locations__fbbc767e8e027570d8232b21df613018
frobelplatz,"Frobelplatz in Cologne, Germany",50.9456398,6.917641,1,,,,,,Legislator,"Frobelplatz in Cologne, Germany",,german_fires_cologne_locations,9a5c58e4f033de1939598974b2e396d3,german_fires_cologne_locations__9a5c58e4f033de1939598974b2e396d3
frobelstrasse,"Frobelstrasse in Cologne, Germany",50.9448113,6.9155766,1,,,,,,FTO,"Frobelstrasse in Cologne, Germany",,german_fires_cologne_locations,018bef5d427f8609b475aa1b3f32d99f,german_fires_cologne_locations__018bef5d427f8609b475aa1b3f32d99f
frohngasse,"Frohngasse in Cologne, Germany",50.9569918,6.9724322,1,,,,,,FTO,"Frohngasse in Cologne, Germany",,german_fires_cologne_locations,ed56d4e17b806031b6f51a49cdd896b5,german_fires_cologne_locations__ed56d4e17b806031b6f51a49cdd896b5
frohnhofplatz,"Frohnhofplatz in Cologne, Germany",50.9262614,6.8563693,1,,,,,,Refinery,"Frohnhofplatz in Cologne, Germany",,german_fires_cologne_locations,ef00580aae262e8792ca0268af1461e8,german_fires_cologne_locations__ef00580aae262e8792ca0268af1461e8
frohnhofstrasse,"Frohnhofstrasse in Cologne, Germany",50.9672765,6.9029258,1,,,,,,AAEntity,"Frohnhofstrasse in Cologne, Germany",,german_fires_cologne_locations,7d245f4295db8f9abfa1f0d1805ee85e,german_fires_cologne_locations__7d245f4295db8f9abfa1f0d1805ee85e
frohnhofweg,"Frohnhofweg in Cologne, Germany",50.9294854,6.8526229,1,,,,,,Legislator,"Frohnhofweg in Cologne, Germany",,german_fires_cologne_locations,80bc8fd82ec75a7fe9449830fa629e5e,german_fires_cologne_locations__80bc8fd82ec75a7fe9449830fa629e5e
frongasse,"Frongasse in Cologne, Germany",50.8473672,7.002553,1,,,,,,News,"Frongasse in Cologne, Germany",,german_fires_cologne_locations,8af2750bd460f73bcb945ccbab82736e,german_fires_cologne_locations__8af2750bd460f73bcb945ccbab82736e
fronhofstrasse,"Fronhofstrasse in Cologne, Germany",50.8617256,7.0082685,1,,,,,,Organization,"Fronhofstrasse in Cologne, Germany",,german_fires_cologne_locations,2d9e6b3376c8853cff4e4e8f075390d8,german_fires_cologne_locations__2d9e6b3376c8853cff4e4e8f075390d8
froschacker,"Froschacker in Cologne, Germany",51.0047089,6.896262,1,,,,,,Refinery,"Froschacker in Cologne, Germany",,german_fires_cologne_locations,c61aa2059457c1bd0f66066e86537e00,german_fires_cologne_locations__c61aa2059457c1bd0f66066e86537e00
froscherweg,"Froscherweg in Cologne, Germany",50.9694921,6.9245759,1,,,,,,Exec,"Froscherweg in Cologne, Germany",,german_fires_cologne_locations,3ac89f0992aa2368b8f499e8f3777a82,german_fires_cologne_locations__3ac89f0992aa2368b8f499e8f3777a82
froschkonigweg,"Froschkonigweg in Cologne, Germany",50.972477,7.0626052,1,,,,,,Exec,"Froschkonigweg in Cologne, Germany",,german_fires_cologne_locations,806ecff12947c427b80d0d2851050759,german_fires_cologne_locations__806ecff12947c427b80d0d2851050759
fuchsienweg,"Fuchsienweg in Cologne, Germany",51.0005133,6.8843572,1,,,,,,CompanyKeyword,"Fuchsienweg in Cologne, Germany",,german_fires_cologne_locations,d2ee2fceefb4e93ed712af5c9ad6266f,german_fires_cologne_locations__d2ee2fceefb4e93ed712af5c9ad6266f
fuchskaule,"Fuchskaule in Cologne, Germany",50.8727518,7.0798541,1,,,,,,Pipeline,"Fuchskaule in Cologne, Germany",,german_fires_cologne_locations,266c90ba90d7d9ad9a50f57c85f3e666,german_fires_cologne_locations__266c90ba90d7d9ad9a50f57c85f3e666
fuchskaulenweg,"Fuchskaulenweg in Cologne, Germany",50.8845478,7.0143068,1,,,,,,FTO,"Fuchskaulenweg in Cologne, Germany",,german_fires_cologne_locations,cb31ad307207cb63a09e92df84dd48de,german_fires_cologne_locations__cb31ad307207cb63a09e92df84dd48de
fuchsstrasse,"Fuchsstrasse in Cologne, Germany",50.9444714,6.9267352,1,,,,,,FTO,"Fuchsstrasse in Cologne, Germany",,german_fires_cologne_locations,bfe5919b36d6667f6515a69a98e45938,german_fires_cologne_locations__bfe5919b36d6667f6515a69a98e45938
fuchsweg,"Fuchsweg in Cologne, Germany",50.9455565,6.8378099,1,,,,,,Shipping,"Fuchsweg in Cologne, Germany",,german_fires_cologne_locations,56ee033642e651f1ae2e92c04618bfa7,german_fires_cologne_locations__56ee033642e651f1ae2e92c04618bfa7
fuggerstrasse,"Fuggerstrasse in Cologne, Germany",50.9056764,7.073207,1,,,,,,Consulates,"Fuggerstrasse in Cologne, Germany",,german_fires_cologne_locations,a0c4c99887b2941575fe681e2a758855,german_fires_cologne_locations__a0c4c99887b2941575fe681e2a758855
fuhligsweg,"Fuhligsweg in Cologne, Germany",51.0201916,6.9661036,1,,,,,,Keyphrase,"Fuhligsweg in Cologne, Germany",,german_fires_cologne_locations,9c92a57f6dcc095e30ddce9828c86859,german_fires_cologne_locations__9c92a57f6dcc095e30ddce9828c86859
fuhlinger kirchweg,"Fuhlinger Kirchweg in Cologne, Germany",51.0402888,6.929177,1,,,,,,Wells,"Fuhlinger Kirchweg in Cologne, Germany",,german_fires_cologne_locations,d695a3b4535626c9b3bd6049c641997a,german_fires_cologne_locations__d695a3b4535626c9b3bd6049c641997a
fuhlinger weg,"Fuhlinger Weg in Cologne, Germany",51.0191968,6.8849017,1,,,,,,ForeignMinister,"Fuhlinger Weg in Cologne, Germany",,german_fires_cologne_locations,6cbb56b35793bfd1ba72574afecf51ce,german_fires_cologne_locations__6cbb56b35793bfd1ba72574afecf51ce
fuldaer strasse,"Fuldaer strasse in Cologne, Germany",50.9428024,7.0232124,1,,,,,,Wells,"Fuldaer strasse in Cologne, Germany",,german_fires_cologne_locations,4b70b7791632d2ebdc1f89811375b9a7,german_fires_cologne_locations__4b70b7791632d2ebdc1f89811375b9a7
furstenbergstrasse,"Furstenbergstrasse in Cologne, Germany",50.937531,6.9602786,1,,,,,,ForeignMinister,"Furstenbergstrasse in Cologne, Germany",,german_fires_cologne_locations,89ae3570328796ba52f150e1b714d252,german_fires_cologne_locations__89ae3570328796ba52f150e1b714d252
furstenstrasse,"Furstenstrasse in Cologne, Germany",50.9555372,7.0175372,1,,,,,,Pipeline,"Furstenstrasse in Cologne, Germany",,german_fires_cologne_locations,0f54c3ecb765a5ecc1d29685bff3f0ab,german_fires_cologne_locations__0f54c3ecb765a5ecc1d29685bff3f0ab
furst-puckler-strasse,"Furst-Puckler-strasse in Cologne, Germany",50.9328337,6.9048471,1,,,,,,Pipeline,"Furst-Puckler-strasse in Cologne, Germany",,german_fires_cologne_locations,508e8569e3c4b338e86d3196ccc36b3a,german_fires_cologne_locations__508e8569e3c4b338e86d3196ccc36b3a
further strasse,"Further strasse in Cologne, Germany",51.0436177,6.8451681,1,,,,,,Media,"Further strasse in Cologne, Germany",,german_fires_cologne_locations,2b97943397c7d8af824dfe6ff492cf82,german_fires_cologne_locations__2b97943397c7d8af824dfe6ff492cf82
further weg,"Further Weg in Cologne, Germany",51.0525434,6.8313073,1,,,,,,ForeignMinister,"Further Weg in Cologne, Germany",,german_fires_cologne_locations,da9a99bf9fd3ef72b8acd3718aaff772,german_fires_cologne_locations__da9a99bf9fd3ef72b8acd3718aaff772
furvelser strasse,"Furvelser strasse in Cologne, Germany",50.9752737,7.0826786,1,,,,,,AAEntity,"Furvelser strasse in Cologne, Germany",,german_fires_cologne_locations,3b2a881fe52afa340e57125572eee885,german_fires_cologne_locations__3b2a881fe52afa340e57125572eee885
