german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,,u,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
innenstadt,"Innenstadt in Cologne, Germany",50.9352304,6.9531152,2,"Cologne, Germany",50.93658344,6.952003785,,a,ForeignMinistry,"Innenstadt in Cologne, Germany",,german_fires_cologne_locations,2f0db170bcce68c89943ac2fbfe7ef10,german_fires_cologne_locations__2f0db170bcce68c89943ac2fbfe7ef10
altstadt-sud,"Altstadt-Sud in Cologne, Germany",50.927941,6.9578013,2,,,,,o,Wells,"Altstadt-Sud in Cologne, Germany",,german_fires_cologne_locations,5032674f8cc261c807dd74bcbdd2be99,german_fires_cologne_locations__5032674f8cc261c807dd74bcbdd2be99
neustadt-sud,"Neustadt-Sud in Cologne, Germany",50.9219785,6.9480866,2,,,,,,FTO,"Neustadt-Sud in Cologne, Germany",,german_fires_cologne_locations,857183e866baa17294783e2491ec24fc,german_fires_cologne_locations__857183e866baa17294783e2491ec24fc
altstadt-nord,"Altstadt-Nord in Cologne, Germany",50.943802,6.9551707,2,,,,,,ForeignMinistry,"Altstadt-Nord in Cologne, Germany",,german_fires_cologne_locations,4e3e58bede27e6ab470fd9f94de542ee,german_fires_cologne_locations__4e3e58bede27e6ab470fd9f94de542ee
neustadt-nord,"Neustadt-Nord in Cologne, Germany",50.9497351,6.9434744,2,,,,,,Legislator,"Neustadt-Nord in Cologne, Germany",,german_fires_cologne_locations,34b48565b7181cdc8b986bbff9ae3635,german_fires_cologne_locations__34b48565b7181cdc8b986bbff9ae3635
deutz,"Deutz in Cologne, Germany",50.937082,6.9779623,2,,,,,,DiplomaticFacilities,"Deutz in Cologne, Germany",,german_fires_cologne_locations,d55aa56c4d03b2c338985411291cb0cc,german_fires_cologne_locations__d55aa56c4d03b2c338985411291cb0cc
rodenkirchen,"Rodenkirchen in Cologne, Germany",50.8645066,6.9738806,2,,,,,,DiplomaticFacilities,"Rodenkirchen in Cologne, Germany",,german_fires_cologne_locations,7e2a3d4ec19cb65e67c4dfbad7f8908c,german_fires_cologne_locations__7e2a3d4ec19cb65e67c4dfbad7f8908c
bayenthal,"Bayenthal in Cologne, Germany",50.9120641,6.9683134,2,,,,,,Organization,"Bayenthal in Cologne, Germany",,german_fires_cologne_locations,03071a59e223202b38e203b993ccac46,german_fires_cologne_locations__03071a59e223202b38e203b993ccac46
marienburg,"Marienburg in Cologne, Germany",50.8954551,6.9760178,2,,,,,,Exec,"Marienburg in Cologne, Germany",,german_fires_cologne_locations,15b723e0cdc4bc207d364f280c0138d7,german_fires_cologne_locations__15b723e0cdc4bc207d364f280c0138d7
raderberg,"Raderberg in Cologne, Germany",50.9108918,6.9584863,2,,,,,,Shipping,"Raderberg in Cologne, Germany",,german_fires_cologne_locations,b3fb8f9ca3de0da7b4bc2bee80f53b46,german_fires_cologne_locations__b3fb8f9ca3de0da7b4bc2bee80f53b46
raderthal,"Raderthal in Cologne, Germany",50.8914635,6.9552873,2,,,,,,CompanyKeyword,"Raderthal in Cologne, Germany",,german_fires_cologne_locations,70da0fe873f755db61793f4e247e979d,german_fires_cologne_locations__70da0fe873f755db61793f4e247e979d
zollstock,"Zollstock in Cologne, Germany",50.9029326,6.9384127,2,,,,,,Keyphrase,"Zollstock in Cologne, Germany",,german_fires_cologne_locations,4946285c6047baec82eec7dd911a09b4,german_fires_cologne_locations__4946285c6047baec82eec7dd911a09b4
rondorf,"Rondorf in Cologne, Germany",50.8743909,6.9346054,2,,,,,,Legislator,"Rondorf in Cologne, Germany",,german_fires_cologne_locations,4c0c681194d1c7d79934867181b4938a,german_fires_cologne_locations__4c0c681194d1c7d79934867181b4938a
hahnwald,"Hahnwald in Cologne, Germany",50.8740647,6.9838237,2,,,,,,Media,"Hahnwald in Cologne, Germany",,german_fires_cologne_locations,838f1ca0d870c069bd081609e3e4d2c3,german_fires_cologne_locations__838f1ca0d870c069bd081609e3e4d2c3
rodenkirchen,"Rodenkirchen in Cologne, Germany",50.8645066,6.9738806,2,,,,,,Legislator,"Rodenkirchen in Cologne, Germany",,german_fires_cologne_locations,7e2a3d4ec19cb65e67c4dfbad7f8908c,german_fires_cologne_locations__7e2a3d4ec19cb65e67c4dfbad7f8908c
weiss,"Weiss in Cologne, Germany",50.8812476,7.0382705,2,,,,,,Refinery,"Weiss in Cologne, Germany",,german_fires_cologne_locations,e66b3ab475974ba9c21918fcf75adcab,german_fires_cologne_locations__e66b3ab475974ba9c21918fcf75adcab
surth,"Surth in Cologne, Germany",50.8622044,7.0071566,2,,,,,,IndustryTerm,"Surth in Cologne, Germany",,german_fires_cologne_locations,7ba3cb2dd51284746d78062529b1f053,german_fires_cologne_locations__7ba3cb2dd51284746d78062529b1f053
godorf,"Godorf in Cologne, Germany",50.8534581,6.9786695,2,,,,,,Wells,"Godorf in Cologne, Germany",,german_fires_cologne_locations,a758a248b00d7f4a8cb943fb82684f3d,german_fires_cologne_locations__a758a248b00d7f4a8cb943fb82684f3d
immendorf,"Immendorf in Cologne, Germany",50.8493939,6.9573951,2,,,,,,Wells,"Immendorf in Cologne, Germany",,german_fires_cologne_locations,bfddcbabb7f152ac3cbcdb1a79f9aeb4,german_fires_cologne_locations__bfddcbabb7f152ac3cbcdb1a79f9aeb4
meschenich,"Meschenich in Cologne, Germany",50.8591378,6.9285697,2,,,,,,Legislator,"Meschenich in Cologne, Germany",,german_fires_cologne_locations,34fab2cf036383c6f73062764472e3c4,german_fires_cologne_locations__34fab2cf036383c6f73062764472e3c4
lindenthal,"Lindenthal in Cologne, Germany",50.9377095,6.8832667,2,,,,,,Refinery,"Lindenthal in Cologne, Germany",,german_fires_cologne_locations,0eb58750978b7e1699ccf267e3bd3c47,german_fires_cologne_locations__0eb58750978b7e1699ccf267e3bd3c47
klettenberg,"Klettenberg in Cologne, Germany",50.8989332,6.9176946,2,,,,,,Refinery,"Klettenberg in Cologne, Germany",,german_fires_cologne_locations,18a490a0e8aeb8c84e3945ecedf22548,german_fires_cologne_locations__18a490a0e8aeb8c84e3945ecedf22548
sulz,"Sulz in Cologne, Germany",50.915748,6.9274744,2,,,,,,News,"Sulz in Cologne, Germany",,german_fires_cologne_locations,89bd420bef3ca1d0225e4ce8f30c08a1,german_fires_cologne_locations__89bd420bef3ca1d0225e4ce8f30c08a1
lindenthal,"Lindenthal in Cologne, Germany",50.9377095,6.8832667,2,,,,,,Exec,"Lindenthal in Cologne, Germany",,german_fires_cologne_locations,0eb58750978b7e1699ccf267e3bd3c47,german_fires_cologne_locations__0eb58750978b7e1699ccf267e3bd3c47
braunsfeld,"Braunsfeld in Cologne, Germany",50.9317954,6.8929506,2,,,,,,Wells,"Braunsfeld in Cologne, Germany",,german_fires_cologne_locations,6cf27c33dde24d61192fe99c58005e5c,german_fires_cologne_locations__6cf27c33dde24d61192fe99c58005e5c
junkersdorf,"Junkersdorf in Cologne, Germany",50.9266283,6.857011,2,,,,,,Diplomat,"Junkersdorf in Cologne, Germany",,german_fires_cologne_locations,bf9f4a51b2afdbfb21e461f261969ba0,german_fires_cologne_locations__bf9f4a51b2afdbfb21e461f261969ba0
mungersdorf,"Mungersdorf in Cologne, Germany",50.9378901,6.8663187,2,,,,,,News,"Mungersdorf in Cologne, Germany",,german_fires_cologne_locations,b69ca38aba5ce3b4c57480a3692be65e,german_fires_cologne_locations__b69ca38aba5ce3b4c57480a3692be65e
weiden,"Weiden in Cologne, Germany",50.9358363,6.832915,2,,,,,,Legislator,"Weiden in Cologne, Germany",,german_fires_cologne_locations,9b709fbdb45907c2838c046c8c72fa0b,german_fires_cologne_locations__9b709fbdb45907c2838c046c8c72fa0b
lovenich,"Lovenich in Cologne, Germany",50.9459305,6.8306779,2,,,,,,Pipeline,"Lovenich in Cologne, Germany",,german_fires_cologne_locations,9903c8f9ad536faa10460e59aef87e2a,german_fires_cologne_locations__9903c8f9ad536faa10460e59aef87e2a
widdersdorf,"Widdersdorf in Cologne, Germany",50.9670365,6.8332594,2,,,,,,LegislativeCommittee,"Widdersdorf in Cologne, Germany",,german_fires_cologne_locations,1268acc1f9afaaf215fdf7ad97c247d8,german_fires_cologne_locations__1268acc1f9afaaf215fdf7ad97c247d8
ehrenfeld,"Ehrenfeld in Cologne, Germany",50.9706394,6.8908038,2,,,,,,ForeignMinister,"Ehrenfeld in Cologne, Germany",,german_fires_cologne_locations,b598a10614d12f46158340d3428ec836,german_fires_cologne_locations__b598a10614d12f46158340d3428ec836
neuehrenfeld,"Neuehrenfeld in Cologne, Germany",50.9560533,6.9252852,2,,,,,,Consulates,"Neuehrenfeld in Cologne, Germany",,german_fires_cologne_locations,8f07e030de695bfeaf0149072602a88f,german_fires_cologne_locations__8f07e030de695bfeaf0149072602a88f
bickendorf,"Bickendorf in Cologne, Germany",50.9579767,6.8928395,2,,,,,,LegislativeCommittee,"Bickendorf in Cologne, Germany",,german_fires_cologne_locations,11f493821d6ccf7740c9e2651c222d22,german_fires_cologne_locations__11f493821d6ccf7740c9e2651c222d22
vogelsang,"Vogelsang in Cologne, Germany",50.9587433,6.8798648,2,,,,,,LegislativeCommittee,"Vogelsang in Cologne, Germany",,german_fires_cologne_locations,643c92674242f50cac4ebe663dea42f9,german_fires_cologne_locations__643c92674242f50cac4ebe663dea42f9
bocklemund-mengenich,"Bocklemund-Mengenich in Cologne, Germany",50.9757577,6.8577278,2,,,,,,Keyphrase,"Bocklemund-Mengenich in Cologne, Germany",,german_fires_cologne_locations,11ac4af367067b08c9a01f3c7e6a69f3,german_fires_cologne_locations__11ac4af367067b08c9a01f3c7e6a69f3
ossendorf,"Ossendorf in Cologne, Germany",50.9813956,6.8953351,2,,,,,,Exec,"Ossendorf in Cologne, Germany",,german_fires_cologne_locations,e37f622e52dce28bb12c1c3e92e2aca1,german_fires_cologne_locations__e37f622e52dce28bb12c1c3e92e2aca1
nippes,"Nippes in Cologne, Germany",50.9758413,6.9466799,2,,,,,,Pipeline,"Nippes in Cologne, Germany",,german_fires_cologne_locations,d25da0a5fc3bd0ab141b488ba9aa8206,german_fires_cologne_locations__d25da0a5fc3bd0ab141b488ba9aa8206
mauenheim,"Mauenheim in Cologne, Germany",50.9743426,6.9479547,2,,,,,,IndustryTerm,"Mauenheim in Cologne, Germany",,german_fires_cologne_locations,6bf77ea59d55447937d278111dc48232,german_fires_cologne_locations__6bf77ea59d55447937d278111dc48232
riehl,"Riehl in Cologne, Germany",50.9633262,6.985454,2,,,,,,IndustryTerm,"Riehl in Cologne, Germany",,german_fires_cologne_locations,afce756427381d786e7803be2a0e79c9,german_fires_cologne_locations__afce756427381d786e7803be2a0e79c9
weidenpesch,"Weidenpesch in Cologne, Germany",50.9840234,6.9474846,2,,,,,,CompanyKeyword,"Weidenpesch in Cologne, Germany",,german_fires_cologne_locations,bfe6598a1adb27dccc0332646c9d7286,german_fires_cologne_locations__bfe6598a1adb27dccc0332646c9d7286
longerich,"Longerich in Cologne, Germany",50.9985042,6.9160488,2,,,,,,Consulates,"Longerich in Cologne, Germany",,german_fires_cologne_locations,840eab610a2bf5a193f045d98abd8be2,german_fires_cologne_locations__840eab610a2bf5a193f045d98abd8be2
niehl,"Niehl in Cologne, Germany",50.9989594,6.9524409,2,,,,,,Exec,"Niehl in Cologne, Germany",,german_fires_cologne_locations,ac28d20566e136ce69508684969e134e,german_fires_cologne_locations__ac28d20566e136ce69508684969e134e
bilderstockchen,"Bilderstockchen in Cologne, Germany",50.971535,6.9291301,2,,,,,,News,"Bilderstockchen in Cologne, Germany",,german_fires_cologne_locations,fa3a7a3197dd12005b4bc91f7e0b9f50,german_fires_cologne_locations__fa3a7a3197dd12005b4bc91f7e0b9f50
chorweiler,"Chorweiler in Cologne, Germany",51.0256588,6.8963301,2,,,,,,Wells,"Chorweiler in Cologne, Germany",,german_fires_cologne_locations,ceeb7e895397853a51ebc28d6cb0cfec,german_fires_cologne_locations__ceeb7e895397853a51ebc28d6cb0cfec
merkenich,"Merkenich in Cologne, Germany",51.0307211,6.9471552,2,,,,,,FTO,"Merkenich in Cologne, Germany",,german_fires_cologne_locations,f4422ceb9185b629b7b5121f78c25484,german_fires_cologne_locations__f4422ceb9185b629b7b5121f78c25484
fuhlingen,"Fuhlingen in Cologne, Germany",51.0375748,6.9040608,2,,,,,,ForeignMinistry,"Fuhlingen in Cologne, Germany",,german_fires_cologne_locations,84cb569abf7c3488e79dfd5679e40c67,german_fires_cologne_locations__84cb569abf7c3488e79dfd5679e40c67
seeberg,"Seeberg in Cologne, Germany",51.0143824,6.9133908,2,,,,,,LegislativeCommittee,"Seeberg in Cologne, Germany",,german_fires_cologne_locations,7a05d1ef7cef7d1a0bec54a89093b0ce,german_fires_cologne_locations__7a05d1ef7cef7d1a0bec54a89093b0ce
heimersdorf,"Heimersdorf in Cologne, Germany",51.0099876,6.8991111,2,,,,,,Person,"Heimersdorf in Cologne, Germany",,german_fires_cologne_locations,e5e8fef43a3a5fbf914c04c2d4bfc4a6,german_fires_cologne_locations__e5e8fef43a3a5fbf914c04c2d4bfc4a6
lindweiler,"Lindweiler in Cologne, Germany",51.0065945,6.8900305,2,,,,,,Consulates,"Lindweiler in Cologne, Germany",,german_fires_cologne_locations,2bf5c745408403f0fddd7259597a2257,german_fires_cologne_locations__2bf5c745408403f0fddd7259597a2257
pesch,"Pesch in Cologne, Germany",51.0008101,6.8770683,2,,,,,,Organization,"Pesch in Cologne, Germany",,german_fires_cologne_locations,07b0936d5dbfa49fbbf663d867510a59,german_fires_cologne_locations__07b0936d5dbfa49fbbf663d867510a59
auweiler,"Auweiler in Cologne, Germany",51.00282038,6.853932484,2,,,,,,AAEntity,"Auweiler in Cologne, Germany",,german_fires_cologne_locations,39d26a77b32d3b4e8e451da305e7275f,german_fires_cologne_locations__39d26a77b32d3b4e8e451da305e7275f
esch,"Esch in Cologne, Germany",50.36353086,6.611638907,2,,,,,,Wells,"Esch in Cologne, Germany",,german_fires_cologne_locations,746026f8b5fd5dbe1fa9c71a7e51780d,german_fires_cologne_locations__746026f8b5fd5dbe1fa9c71a7e51780d
volkhoven,"Volkhoven in Cologne, Germany",51.0163048,6.8808907,2,,,,,,AAEntity,"Volkhoven in Cologne, Germany",,german_fires_cologne_locations,7f77e47094b03c67e802ec4d3162015d,german_fires_cologne_locations__7f77e47094b03c67e802ec4d3162015d
weiler,"Weiler in Cologne, Germany",51.0163048,6.8808907,2,,,,,,Person,"Weiler in Cologne, Germany",,german_fires_cologne_locations,ee77009702af1006c3bdc4586bc0c8e7,german_fires_cologne_locations__ee77009702af1006c3bdc4586bc0c8e7
chorweiler,"Chorweiler in Cologne, Germany",51.0256588,6.8963301,2,,,,,,FTO,"Chorweiler in Cologne, Germany",,german_fires_cologne_locations,ceeb7e895397853a51ebc28d6cb0cfec,german_fires_cologne_locations__ceeb7e895397853a51ebc28d6cb0cfec
blumenberg,"Blumenberg in Cologne, Germany",51.0365859,6.8924963,2,,,,,,Shipping,"Blumenberg in Cologne, Germany",,german_fires_cologne_locations,2a0749ee48f6048dab6d1f989a6d6cb0,german_fires_cologne_locations__2a0749ee48f6048dab6d1f989a6d6cb0
roggendorf-thenhoven,"Roggendorf-Thenhoven in Cologne, Germany",51.0487333,6.8196312,2,,,,,,Keyphrase,"Roggendorf-Thenhoven in Cologne, Germany",,german_fires_cologne_locations,3abd246a860d5702a92fe8552f071c88,german_fires_cologne_locations__3abd246a860d5702a92fe8552f071c88
roggendorf,"Roggendorf in Cologne, Germany",51.04850151,6.850003083,2,,,,,,IndustryTerm,"Roggendorf in Cologne, Germany",,german_fires_cologne_locations,e418d7ca9ffb0d0f5f2ffe2d2bd53a0b,german_fires_cologne_locations__e418d7ca9ffb0d0f5f2ffe2d2bd53a0b
thenhoven,"Thenhoven in Cologne, Germany",51.0487333,6.8196312,2,,,,,,FTO,"Thenhoven in Cologne, Germany",,german_fires_cologne_locations,f53f9570b54eb95ad0b3ad03e623668d,german_fires_cologne_locations__f53f9570b54eb95ad0b3ad03e623668d
worringen,"Worringen in Cologne, Germany",51.0560173,6.8741944,2,,,,,,Media,"Worringen in Cologne, Germany",,german_fires_cologne_locations,ef2115420a11d002a80f36b8de6f009f,german_fires_cologne_locations__ef2115420a11d002a80f36b8de6f009f
porz,"Porz in Cologne, Germany",50.8915872,7.0691417,2,,,,,,Exec,"Porz in Cologne, Germany",,german_fires_cologne_locations,8be31d9a808a0c06034a359f0a8176d3,german_fires_cologne_locations__8be31d9a808a0c06034a359f0a8176d3
poll,"Poll in Cologne, Germany",50.9157969,6.9919569,2,,,,,,Refinery,"Poll in Cologne, Germany",,german_fires_cologne_locations,ab892ee8ca7d16ea8443ba067b7b3381,german_fires_cologne_locations__ab892ee8ca7d16ea8443ba067b7b3381
westhoven,"Westhoven in Cologne, Germany",50.9006538,7.0201108,2,,,,,,DiplomaticFacilities,"Westhoven in Cologne, Germany",,german_fires_cologne_locations,b0bfa3ba69739653c74be36c6a100694,german_fires_cologne_locations__b0bfa3ba69739653c74be36c6a100694
ensen,"Ensen in Cologne, Germany",50.896706,7.0421708,2,,,,,,Diplomat,"Ensen in Cologne, Germany",,german_fires_cologne_locations,3b21c4461b56b805caf3ca5db6b8636f,german_fires_cologne_locations__3b21c4461b56b805caf3ca5db6b8636f
gremberghoven,"Gremberghoven in Cologne, Germany",50.9093945,7.0486698,2,,,,,,Keyphrase,"Gremberghoven in Cologne, Germany",,german_fires_cologne_locations,8f9c167cbca63e7e7b39b836428fa9f7,german_fires_cologne_locations__8f9c167cbca63e7e7b39b836428fa9f7
eil,"Eil in Cologne, Germany",50.8992981,7.0736175,2,,,,,,FTO,"Eil in Cologne, Germany",,german_fires_cologne_locations,6e11cf4c5b1d36e924dad864fcfa1c76,german_fires_cologne_locations__6e11cf4c5b1d36e924dad864fcfa1c76
urbach,"Urbach in Cologne, Germany",50.8836457,7.0849893,2,,,,,,AAEntity,"Urbach in Cologne, Germany",,german_fires_cologne_locations,1c92bc588b698e226d2d736dc8d215cd,german_fires_cologne_locations__1c92bc588b698e226d2d736dc8d215cd
elsdorf,"Elsdorf in Cologne, Germany",50.8729483,7.088862,2,,,,,,DiplomaticFacilities,"Elsdorf in Cologne, Germany",,german_fires_cologne_locations,ee938d9c470dff5a534700d7b4e08c0c,german_fires_cologne_locations__ee938d9c470dff5a534700d7b4e08c0c
grengel,"Grengel in Cologne, Germany",50.8810208,7.1068336,2,,,,,,Wells,"Grengel in Cologne, Germany",,german_fires_cologne_locations,5626a76734dcd83f509136f99f71e24a,german_fires_cologne_locations__5626a76734dcd83f509136f99f71e24a
wahnheide,"Wahnheide in Cologne, Germany",50.8666113,7.1070177,2,,,,,,Person,"Wahnheide in Cologne, Germany",,german_fires_cologne_locations,67e87b81f36d3076fa811e69eed772c5,german_fires_cologne_locations__67e87b81f36d3076fa811e69eed772c5
wahn,"Wahn in Cologne, Germany",50.8610639,7.0907834,2,,,,,,ForeignMinistry,"Wahn in Cologne, Germany",,german_fires_cologne_locations,9bf71ad04443a84c58e30ff4761cad1a,german_fires_cologne_locations__9bf71ad04443a84c58e30ff4761cad1a
lind,"Lind in Cologne, Germany",50.8452226,7.1147436,2,,,,,,CompanyKeyword,"Lind in Cologne, Germany",,german_fires_cologne_locations,4c85d429c492d8d8c74d23b98f0b8263,german_fires_cologne_locations__4c85d429c492d8d8c74d23b98f0b8263
libur,"Libur in Cologne, Germany",50.8385553,7.0706476,2,,,,,,ForeignMinister,"Libur in Cologne, Germany",,german_fires_cologne_locations,160e78130db4adcad28967a22539fbda,german_fires_cologne_locations__160e78130db4adcad28967a22539fbda
zundorf,"Zundorf in Cologne, Germany",50.8673879,7.0512309,2,,,,,,space,"Zundorf in Cologne, Germany",,german_fires_cologne_locations,cd2dce246f6a1a0d10b87c9511ce53bf,german_fires_cologne_locations__cd2dce246f6a1a0d10b87c9511ce53bf
langel,"Langel in Cologne, Germany",50.8479456,7.0089909,2,,,,,,CompanyKeyword,"Langel in Cologne, Germany",,german_fires_cologne_locations,022abd0bf895e6e1523380c615d43644,german_fires_cologne_locations__022abd0bf895e6e1523380c615d43644
finkenberg,"Finkenberg in Cologne, Germany",50.8969649,7.0619964,2,,,,,,IndustryTerm,"Finkenberg in Cologne, Germany",,german_fires_cologne_locations,598fd7295397488192ee612f790eb502,german_fires_cologne_locations__598fd7295397488192ee612f790eb502
kalk,"Kalk in Cologne, Germany",50.9316813,7.0303191,2,,,,,,Pipeline,"Kalk in Cologne, Germany",,german_fires_cologne_locations,43afeda42ff3782b77f14f4e627d45a3,german_fires_cologne_locations__43afeda42ff3782b77f14f4e627d45a3
humboldt-gremberg,"Humboldt-Gremberg in Cologne, Germany",50.930766,6.99803,2,,,,,,DiplomaticFacilities,"Humboldt-Gremberg in Cologne, Germany",,german_fires_cologne_locations,bff6e3759c1f7a12e24b91ebc74529f5,german_fires_cologne_locations__bff6e3759c1f7a12e24b91ebc74529f5
vingst,"Vingst in Cologne, Germany",50.9331683,7.023352,2,,,,,,Media,"Vingst in Cologne, Germany",,german_fires_cologne_locations,714ddee0b3399a6dadfe16e00aced678,german_fires_cologne_locations__714ddee0b3399a6dadfe16e00aced678
hohenberg,"Hohenberg in Cologne, Germany",50.9446738,7.0278986,2,,,,,,News,"Hohenberg in Cologne, Germany",,german_fires_cologne_locations,51cf6d41d1fb7c46358911fe62a2a962,german_fires_cologne_locations__51cf6d41d1fb7c46358911fe62a2a962
ostheim,"Ostheim in Cologne, Germany",50.9280267,7.0434862,2,,,,,,Wells,"Ostheim in Cologne, Germany",,german_fires_cologne_locations,d04e975ec98a07314022d650670b0c49,german_fires_cologne_locations__d04e975ec98a07314022d650670b0c49
merheim,"Merheim in Cologne, Germany",50.9486536,7.0486967,2,,,,,,Shipping,"Merheim in Cologne, Germany",,german_fires_cologne_locations,e36617b68421525853bb8763ce7ead71,german_fires_cologne_locations__e36617b68421525853bb8763ce7ead71
bruck,"Bruck in Cologne, Germany",50.9459894,7.0808007,2,,,,,,Person,"Bruck in Cologne, Germany",,german_fires_cologne_locations,f03b0783f699f84ec1ad0c96826a68cb,german_fires_cologne_locations__f03b0783f699f84ec1ad0c96826a68cb
rath-heumar,"Rath-Heumar in Cologne, Germany",50.9221417,7.0901253,2,,,,,,Legislator,"Rath-Heumar in Cologne, Germany",,german_fires_cologne_locations,4dd4b6511f58bb61f6f1fcfbdbeb64dd,german_fires_cologne_locations__4dd4b6511f58bb61f6f1fcfbdbeb64dd
neubruck,"Neubruck in Cologne, Germany",50.9323963,7.0577827,2,,,,,,space,"Neubruck in Cologne, Germany",,german_fires_cologne_locations,61c4fc319ff58ce2da87e2f7acb9df4c,german_fires_cologne_locations__61c4fc319ff58ce2da87e2f7acb9df4c
mulheim,"Mulheim in Cologne, Germany",50.976293,7.0168423,2,,,,,,Media,"Mulheim in Cologne, Germany",,german_fires_cologne_locations,43d0e81971827f731e43db7cb0691824,german_fires_cologne_locations__43d0e81971827f731e43db7cb0691824
buchforst,"Buchforst in Cologne, Germany",50.9474302,7.0038603,2,,,,,,FTO,"Buchforst in Cologne, Germany",,german_fires_cologne_locations,562f611156dfe75b9f9516d5d2a5bf06,german_fires_cologne_locations__562f611156dfe75b9f9516d5d2a5bf06
buchheim,"Buchheim in Cologne, Germany",50.9605403,7.025298,2,,,,,,ForeignMinistry,"Buchheim in Cologne, Germany",,german_fires_cologne_locations,3e657262f0c658d50720b45917cd1a2b,german_fires_cologne_locations__3e657262f0c658d50720b45917cd1a2b
holweide,"Holweide in Cologne, Germany",50.9696805,7.0474089,2,,,,,,Diplomat,"Holweide in Cologne, Germany",,german_fires_cologne_locations,899a59efa00ca66b4cbe6a43b274b67a,german_fires_cologne_locations__899a59efa00ca66b4cbe6a43b274b67a
dellbruck,"Dellbruck in Cologne, Germany",50.9704858,7.0773387,2,,,,,,Wells,"Dellbruck in Cologne, Germany",,german_fires_cologne_locations,6ffa19f8075ab1031829a3e79a3a1721,german_fires_cologne_locations__6ffa19f8075ab1031829a3e79a3a1721
hohenhaus,"Hohenhaus in Cologne, Germany",50.9863396,7.0318005,2,,,,,,space,"Hohenhaus in Cologne, Germany",,german_fires_cologne_locations,9aa7afbadbf45a5d7d54e120f21088ea,german_fires_cologne_locations__9aa7afbadbf45a5d7d54e120f21088ea
dunnwald,"Dunnwald in Cologne, Germany",51.003815,7.0461245,2,,,,,,CompanyKeyword,"Dunnwald in Cologne, Germany",,german_fires_cologne_locations,362b60e1ad061d58357514a91f2edbff,german_fires_cologne_locations__362b60e1ad061d58357514a91f2edbff
stammheim,"Stammheim in Cologne, Germany",50.9876373,6.9926124,2,,,,,,LegislativeCommittee,"Stammheim in Cologne, Germany",,german_fires_cologne_locations,77b8193a464044feef9a65bb7100f62f,german_fires_cologne_locations__77b8193a464044feef9a65bb7100f62f
flittard,"Flittard in Cologne, Germany",51.006951,6.9940503,2,,,,,,space,"Flittard in Cologne, Germany",,german_fires_cologne_locations,b7bd1ac371f4f04993ff9798e200a910,german_fires_cologne_locations__b7bd1ac371f4f04993ff9798e200a910
aachener glacis,"Aachener Glacis in Cologne, Germany",50.9389885,6.9295901,1,,,,,,Wells,"Aachener Glacis in Cologne, Germany",,german_fires_cologne_locations,506ce5eaed16ff1d35c491cdbd84092e,german_fires_cologne_locations__506ce5eaed16ff1d35c491cdbd84092e
aachener strasse,"Aachener strasse in Cologne, Germany",50.938069,6.8553109,1,,,,,,Refinery,"Aachener strasse in Cologne, Germany",,german_fires_cologne_locations,3f8245162742c5c2dc77ca6bb4b3c435,german_fires_cologne_locations__3f8245162742c5c2dc77ca6bb4b3c435
aarestrasse,"Aarestrasse in Cologne, Germany",50.9818681,6.9968531,1,,,,,,CompanyKeyword,"Aarestrasse in Cologne, Germany",,german_fires_cologne_locations,7c921753e1210aef7d207e9e88badecf,german_fires_cologne_locations__7c921753e1210aef7d207e9e88badecf
abendrothstrasse,"Abendrothstrasse in Cologne, Germany",51.0210886,6.9031669,1,,,,,,ForeignMinistry,"Abendrothstrasse in Cologne, Germany",,german_fires_cologne_locations,01c8682d364e5c2bbe5b478a26122dbd,german_fires_cologne_locations__01c8682d364e5c2bbe5b478a26122dbd
abshofstrasse,"Abshofstrasse in Cologne, Germany",50.9517527,7.0462908,1,,,,,,AAEntity,"Abshofstrasse in Cologne, Germany",,german_fires_cologne_locations,65a41f219c71ff4f0fb4fd329c7145a5,german_fires_cologne_locations__65a41f219c71ff4f0fb4fd329c7145a5
abt-herwegen-strasse,"Abt-Herwegen-strasse in Cologne, Germany",50.9210092,6.8979906,1,,,,,,Wells,"Abt-Herwegen-strasse in Cologne, Germany",,german_fires_cologne_locations,1f58ce34dc4ac360752c03120eb27bc5,german_fires_cologne_locations__1f58ce34dc4ac360752c03120eb27bc5
abtsweg,"Abtsweg in Cologne, Germany",50.8595465,7.0336699,1,,,,,,Shipping,"Abtsweg in Cologne, Germany",,german_fires_cologne_locations,95b7eeb8b51105421f9a7a6a52b1fe15,german_fires_cologne_locations__95b7eeb8b51105421f9a7a6a52b1fe15
achtergasschen,"Achtergasschen in Cologne, Germany",50.9258214,6.9586246,1,,,,,,Media,"Achtergasschen in Cologne, Germany",,german_fires_cologne_locations,ada4cf1d9380b3f50f70a74c0e34462a,german_fires_cologne_locations__ada4cf1d9380b3f50f70a74c0e34462a
achterstrasse,"Achterstrasse in Cologne, Germany",50.9266751,6.9587256,1,,,,,,AAEntity,"Achterstrasse in Cologne, Germany",,german_fires_cologne_locations,428011dc35d0b6bbfc457b066a21ea1a,german_fires_cologne_locations__428011dc35d0b6bbfc457b066a21ea1a
