keyword,keyword_upper,caption_name,location,location_lower,location (state),type,guid,topic_id,focus_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
new york city police department,New York City Police Department,New York City Police Department,NYC,nyc,,PoliceDept,,188120,3140002,Policedept,New York City Police Department,,dgm_EO_Mentionee_Int,7da7b7ab9794fdde4175677bf74c3665,dgm_EO_Mentionee_Int__48c8005a2be6768a46c29fe7c5ff73b7
nypdnews,NYPDNews,New York City Police Department,NYC,nyc,,PoliceDept,,188120,3140002,Policedept,New York City Police Department,,dgm_EO_Mentionee_Int,d4b12417cc8dced69b87fe10343f3b5c,dgm_EO_Mentionee_Int__48c8005a2be6768a46c29fe7c5ff73b7
nypd,NYPD,New York City Police Department,NYC,nyc,,PoliceDept,,188120,3140002,Policedept,New York City Police Department,,dgm_EO_Mentionee_Int,2572211e7fd61bfe762e71ab43335c82,dgm_EO_Mentionee_Int__48c8005a2be6768a46c29fe7c5ff73b7
los angeles police department,Los Angeles Police Department,Los Angeles Police Department,Los Angeles,los angeles,,PoliceDept,,188120,3140002,Policedept,Los Angeles Police Department,,dgm_EO_Mentionee_Int,96777dc6952a3ed15ab1f1540904c3cb,dgm_EO_Mentionee_Int__dada3222a1d88143fb7e561e96e8ca1b
lapd,LAPD,Los Angeles Police Department,Los Angeles,los angeles,,PoliceDept,,188120,3140002,Policedept,Los Angeles Police Department,,dgm_EO_Mentionee_Int,3affae9be830480d08d3835c43c9967c,dgm_EO_Mentionee_Int__dada3222a1d88143fb7e561e96e8ca1b
lapdhq,LAPDHQ,Los Angeles Police Department,Los Angeles,los angeles,,PoliceDept,,188120,3140002,Policedept,Los Angeles Police Department,,dgm_EO_Mentionee_Int,f6b0ef04ed7cd1c9ad8b6c9352caa874,dgm_EO_Mentionee_Int__dada3222a1d88143fb7e561e96e8ca1b
dc mpd,DC MPD,"Washington, DC Metropolitan Police Department",DC,dc,,PoliceDept,,188120,3140002,Policedept,"Washington, DC Metropolitan Police Department",,dgm_EO_Mentionee_Int,5a1b58283fca5956896b6e03c8d9213e,dgm_EO_Mentionee_Int__d8d105aff1260da44806fab1b82e9945
metropolitan police department of the district of columbia,Metropolitan Police Department of the District of Columbia,"Washington, DC Metropolitan Police Department",DC,dc,,PoliceDept,,188120,3140002,Policedept,"Washington, DC Metropolitan Police Department",,dgm_EO_Mentionee_Int,ed436181254c006a5d898d376971ac2c,dgm_EO_Mentionee_Int__d8d105aff1260da44806fab1b82e9945
(mpd; dc),(MPD; DC),"Washington, DC Metropolitan Police Department",DC,dc,,PoliceDept,,188120,3140002,Policedept,"Washington, DC Metropolitan Police Department",,dgm_EO_Mentionee_Int,5cfc87dc12cf627c177ad2525e827971,dgm_EO_Mentionee_Int__d8d105aff1260da44806fab1b82e9945
dcpolicedept,DCPoliceDept,"Washington, DC Metropolitan Police Department",DC,dc,,PoliceDept,,188120,3140002,Policedept,"Washington, DC Metropolitan Police Department",,dgm_EO_Mentionee_Int,7078b9f1c330ccf7f286526f93213fe1,dgm_EO_Mentionee_Int__d8d105aff1260da44806fab1b82e9945
dallas police department,Dallas Police Department,Dallas Police Department,Dallas,dallas,,PoliceDept,,188120,3140002,Policedept,Dallas Police Department,,dgm_EO_Mentionee_Int,86fb448dd7c2ec5cf7ef1a015642d637,dgm_EO_Mentionee_Int__c65810579cdf6b073a367a52cb4a4033
(dpd; dallas),(DPD; dallas),Dallas Police Department,Dallas,dallas,,PoliceDept,,188120,3140002,Policedept,Dallas Police Department,,dgm_EO_Mentionee_Int,8b0651b9c233940c2f29ef472df4feec,dgm_EO_Mentionee_Int__c65810579cdf6b073a367a52cb4a4033
dallaspd,DallasPD,Dallas Police Department,Dallas,dallas,,PoliceDept,,188120,3140002,Policedept,Dallas Police Department,,dgm_EO_Mentionee_Int,2544a9352b67014a930d2b19ee0478d2,dgm_EO_Mentionee_Int__c65810579cdf6b073a367a52cb4a4033
houston police department,Houston Police Department,Houston Police Department,Houston,houston,,PoliceDept,,188120,3140002,Policedept,Houston Police Department,,dgm_EO_Mentionee_Int,10d72c5da406810c55223abf2cb0f406,dgm_EO_Mentionee_Int__1d0c971f8625e11d1e6993187e4bb22e
hpd,HPD,Houston Police Department,Houston,houston,,PoliceDept,,188120,3140002,Policedept,Houston Police Department,,dgm_EO_Mentionee_Int,2aebf5b2a219987b77ddf75232109cd9,dgm_EO_Mentionee_Int__1d0c971f8625e11d1e6993187e4bb22e
houstonpolice,houstonpolice,Houston Police Department,Houston,houston,,PoliceDept,,188120,3140002,Policedept,Houston Police Department,,dgm_EO_Mentionee_Int,f483dcecb792e1ae0441b97db104439e,dgm_EO_Mentionee_Int__1d0c971f8625e11d1e6993187e4bb22e
miami police department,Miami Police Department,Miami Police Department,Miami,miami,,PoliceDept,,188120,3140002,Policedept,Miami Police Department,,dgm_EO_Mentionee_Int,f84ab5ea00b0a261bb2c10c74827116d,dgm_EO_Mentionee_Int__d2e0b6447e9d30ca1448a7bf0b83ff88
miamipd,MiamiPD,Miami Police Department,Miami,miami,,PoliceDept,,188120,3140002,Policedept,Miami Police Department,,dgm_EO_Mentionee_Int,ae6991c89515ff5c9c21adab26337153,dgm_EO_Mentionee_Int__d2e0b6447e9d30ca1448a7bf0b83ff88
philly police department,Philly Police Department,Philadelphia Police Department,Philadelphia,philadelphia,,PoliceDept,,188120,3140002,Policedept,Philadelphia Police Department,,dgm_EO_Mentionee_Int,d19264b7f5063cbc2d3b4c746eca584d,dgm_EO_Mentionee_Int__e673160b54761db77c9c25ececc63c1b
philadelphia police department,Philadelphia Police Department,Philadelphia Police Department,Philadelphia,philadelphia,,PoliceDept,,188120,3140002,Policedept,Philadelphia Police Department,,dgm_EO_Mentionee_Int,90be88e820ce043d966ac0b811cb911c,dgm_EO_Mentionee_Int__e673160b54761db77c9c25ececc63c1b
phillypolice,PhillyPolice,Philadelphia Police Department,Philadelphia,philadelphia,,PoliceDept,,188120,3140002,Policedept,Philadelphia Police Department,,dgm_EO_Mentionee_Int,b68d63a7979686e13e64debd63bdae89,dgm_EO_Mentionee_Int__e673160b54761db77c9c25ececc63c1b
detroit police department,Detroit Police Department,Detroit Police Department,Detroit,detroit,,PoliceDept,,188120,3140002,Policedept,Detroit Police Department,,dgm_EO_Mentionee_Int,c93cf018f52e1581666d968952e5fb92,dgm_EO_Mentionee_Int__98b505e9f2d006ae163b7586048b3298
(dpd; detroit),(dpd; detroit),Detroit Police Department,Detroit,detroit,,PoliceDept,,188120,3140002,Policedept,Detroit Police Department,,dgm_EO_Mentionee_Int,a76ccaa3e9ff3ce73c5847e234b9ebd4,dgm_EO_Mentionee_Int__98b505e9f2d006ae163b7586048b3298
detroitpolice,detroitpolice,Detroit Police Department,Detroit,detroit,,PoliceDept,,188120,3140002,Policedept,Detroit Police Department,,dgm_EO_Mentionee_Int,eef81399c54ce3864f9bbe7c5afa889e,dgm_EO_Mentionee_Int__98b505e9f2d006ae163b7586048b3298
atlanta police department,Atlanta Police Department,Atlanta Police Department,Atlanta,atlanta,,PoliceDept,,188120,3140002,Policedept,Atlanta Police Department,,dgm_EO_Mentionee_Int,2828ec5a35b4f29c4d38ff6b2a2e2f9c,dgm_EO_Mentionee_Int__534237aa6a70e796e0eeeaf6979e41f9
atlanta_police,Atlanta_Police,Atlanta Police Department,Atlanta,atlanta,,PoliceDept,,188120,3140002,Policedept,Atlanta Police Department,,dgm_EO_Mentionee_Int,b931d32f075cd875c811a5105a54aadb,dgm_EO_Mentionee_Int__534237aa6a70e796e0eeeaf6979e41f9
apd,APD,Atlanta Police Department,Atlanta,atlanta,,PoliceDept,,188120,3140002,Policedept,Atlanta Police Department,,dgm_EO_Mentionee_Int,5b5e0fac3697bccc671fe06a5c45f8e4,dgm_EO_Mentionee_Int__534237aa6a70e796e0eeeaf6979e41f9
chicago police department,Chicago Police Department,Chicago Police Department,Chicago,chicago,,PoliceDept,,188120,3140002,Policedept,Chicago Police Department,,dgm_EO_Mentionee_Int,d4ea4e58a9455567ccf1658e1aac9f0a,dgm_EO_Mentionee_Int__7c1efbf3fb1247dc74ef52757f66378e
cpd,CPD,Chicago Police Department,Chicago,chicago,,PoliceDept,,188120,3140002,Policedept,Chicago Police Department,,dgm_EO_Mentionee_Int,082ccecc466182f77c94118df39bb7b6,dgm_EO_Mentionee_Int__7c1efbf3fb1247dc74ef52757f66378e
chicago_police,Chicago_Police,Chicago Police Department,Chicago,chicago,,PoliceDept,,188120,3140002,Policedept,Chicago Police Department,,dgm_EO_Mentionee_Int,ee9fc8c3270e7ee259268e2ab9e657ae,dgm_EO_Mentionee_Int__7c1efbf3fb1247dc74ef52757f66378e
san diego police department,San Diego Police Department,San Diego Police Department,San Diego,san diego,,PoliceDept,,188120,3140002,Policedept,San Diego Police Department,,dgm_EO_Mentionee_Int,9fe39c4038c3e95986eae61859ca7a7e,dgm_EO_Mentionee_Int__422f2839c2cb3cfc3b366faeb6bde8b1
san diego pd,San Diego PD,San Diego Police Department,San Diego,san diego,,PoliceDept,,188120,3140002,Policedept,San Diego Police Department,,dgm_EO_Mentionee_Int,dfd8122b60af5fa7fd00d33e09a7bdc5,dgm_EO_Mentionee_Int__422f2839c2cb3cfc3b366faeb6bde8b1
sandiegopd,SanDiegoPD,San Diego Police Department,San Diego,san diego,,PoliceDept,,188120,3140002,Policedept,San Diego Police Department,,dgm_EO_Mentionee_Int,77b11a754ac8c5baf0bd73d703f94468,dgm_EO_Mentionee_Int__422f2839c2cb3cfc3b366faeb6bde8b1
columbus ohio police,Columbus Ohio Police,Columbus Police Department,Columbus,columbus,,PoliceDept,,188120,3140002,Policedept,Columbus Police Department,,dgm_EO_Mentionee_Int,a9394e9a85786d88ca650a57af6798a8,dgm_EO_Mentionee_Int__c41974b6fdeb33f16a2c3debb2d08d9e
columbuspolice,ColumbusPolice,Columbus Police Department,Columbus,columbus,,PoliceDept,,188120,3140002,Policedept,Columbus Police Department,,dgm_EO_Mentionee_Int,9f177de18fb7f24e6c589cad3e737a63,dgm_EO_Mentionee_Int__c41974b6fdeb33f16a2c3debb2d08d9e
cmpd,CMPD,Charlotte-Mecklenburg Police Department,Charlotte,charlotte,,PoliceDept,,188120,3140002,Policedept,Charlotte-Mecklenburg Police Department,,dgm_EO_Mentionee_Int,b14641f62743290809f2cfc19d63c8d3,dgm_EO_Mentionee_Int__8e0f29117a84c4b6766d5a71c2124d00
charlotte pd,Charlotte PD,Charlotte-Mecklenburg Police Department,Charlotte,charlotte,,PoliceDept,,188120,3140002,Policedept,Charlotte-Mecklenburg Police Department,,dgm_EO_Mentionee_Int,15b0dbf0c32564c943138b5911bbcc04,dgm_EO_Mentionee_Int__8e0f29117a84c4b6766d5a71c2124d00
charlottepd,CharlottePD,Charlotte-Mecklenburg Police Department,Charlotte,charlotte,,PoliceDept,,188120,3140002,Policedept,Charlotte-Mecklenburg Police Department,,dgm_EO_Mentionee_Int,7c31e13010e5ee055f5d7075b38b228b,dgm_EO_Mentionee_Int__8e0f29117a84c4b6766d5a71c2124d00
charlotte-mecklenburg police department,Charlotte-Mecklenburg Police Department,Charlotte-Mecklenburg Police Department,Charlotte,charlotte,,PoliceDept,,188120,3140002,Policedept,Charlotte-Mecklenburg Police Department,,dgm_EO_Mentionee_Int,2d5e2087a1b5404ac7a5b42160347550,dgm_EO_Mentionee_Int__8e0f29117a84c4b6766d5a71c2124d00
sapd,SAPD,San Antonio Police Department,San Antonio,san antonio,,PoliceDept,,188120,3140002,Policedept,San Antonio Police Department,,dgm_EO_Mentionee_Int,85ecc7033f7d5f574bc5b21f1a56f6e7,dgm_EO_Mentionee_Int__50db68c05f1a60d8e5826b2d6d1b37f2
san antonio police department,San Antonio Police Department,San Antonio Police Department,San Antonio,san antonio,,PoliceDept,,188120,3140002,Policedept,San Antonio Police Department,,dgm_EO_Mentionee_Int,8daa040fea00efe01fc131e1dfea4a98,dgm_EO_Mentionee_Int__50db68c05f1a60d8e5826b2d6d1b37f2
satxpolice,SATXPolice,San Antonio Police Department,San Antonio,san antonio,,PoliceDept,,188120,3140002,Policedept,San Antonio Police Department,,dgm_EO_Mentionee_Int,c93576fd4da9c32feb9e2045c380b605,dgm_EO_Mentionee_Int__50db68c05f1a60d8e5826b2d6d1b37f2
uk metropolitan police,UK Metropolitan Police,UK Metropolitan Police,London,london,,PoliceDept,,188121,3140002,Policedept,UK Metropolitan Police,,dgm_EO_Mentionee_Int,46eaa877d73980dc91d11c79b584e8d2,dgm_EO_Mentionee_Int__62ac8a149bbebc8ae163d035a982d8d5
london metropolitan police,London Metropolitan Police,UK Metropolitan Police,London,london,,PoliceDept,,188121,3140002,Policedept,UK Metropolitan Police,,dgm_EO_Mentionee_Int,30c1becfa1a53bdc190b3307e5415b45,dgm_EO_Mentionee_Int__62ac8a149bbebc8ae163d035a982d8d5
u.k. metropolitan police,U.K. Metropolitan Police,UK Metropolitan Police,London,london,,PoliceDept,,188121,3140002,Policedept,UK Metropolitan Police,,dgm_EO_Mentionee_Int,37fa571d4f396ba74575d6d611e53dd3,dgm_EO_Mentionee_Int__62ac8a149bbebc8ae163d035a982d8d5
uk met police,UK Met Police,UK Metropolitan Police,London,london,,PoliceDept,,188121,3140002,Policedept,UK Metropolitan Police,,dgm_EO_Mentionee_Int,ae2516f2250dc9590ebf176fd9d54f0e,dgm_EO_Mentionee_Int__62ac8a149bbebc8ae163d035a982d8d5
london met police,London Met Police,UK Metropolitan Police,London,london,,PoliceDept,,188121,3140002,Policedept,UK Metropolitan Police,,dgm_EO_Mentionee_Int,8ebae913c51bb65e4163b26f38d45daf,dgm_EO_Mentionee_Int__62ac8a149bbebc8ae163d035a982d8d5
u.k. met police,U.K. Met Police,UK Metropolitan Police,London,london,,PoliceDept,,188121,3140002,Policedept,UK Metropolitan Police,,dgm_EO_Mentionee_Int,8f3f2ae5403c4d0b5d0dc310b34dcd88,dgm_EO_Mentionee_Int__62ac8a149bbebc8ae163d035a982d8d5
metpoliceuk,metpoliceuk,UK Metropolitan Police,London,london,,PoliceDept,,188121,3140002,Policedept,UK Metropolitan Police,,dgm_EO_Mentionee_Int,71cb068ccb8f51f8496b0970e5d62ac4,dgm_EO_Mentionee_Int__62ac8a149bbebc8ae163d035a982d8d5
city of london police,City of London Police,City of London Police Department,London,london,,PoliceDept,,188121,3140002,Policedept,City of London Police Department,,dgm_EO_Mentionee_Int,c7beb6f9f84d863ba021bfec35be9ea5,dgm_EO_Mentionee_Int__c13a2296ec78f3633ba90c2ef3ef631e
citypolice,CityPolice,City of London Police Department,London,london,,PoliceDept,,188121,3140002,Policedept,City of London Police Department,,dgm_EO_Mentionee_Int,047087afb84301ac085ab61dda3f9f97,dgm_EO_Mentionee_Int__c13a2296ec78f3633ba90c2ef3ef631e
toronto police,Toronto Police,Toronto Police Service,Toronto,toronto,,PoliceDept,,188121,3140002,Policedept,Toronto Police Service,,dgm_EO_Mentionee_Int,8f05933383137ccf37c944dc2454b502,dgm_EO_Mentionee_Int__1c2ff0803dc39d4a9a2837428e422325
torontopolice,TorontoPolice,Toronto Police Service,Toronto,toronto,,PoliceDept,,188121,3140002,Policedept,Toronto Police Service,,dgm_EO_Mentionee_Int,310470bcb7b7b0cde8da3a928760f9ee,dgm_EO_Mentionee_Int__1c2ff0803dc39d4a9a2837428e422325
toronto pd,Toronto PD,Toronto Police Service,Toronto,toronto,,PoliceDept,,188121,3140002,Policedept,Toronto Police Service,,dgm_EO_Mentionee_Int,a87ac12ba09bb2adb1be1bab11b0b6e9,dgm_EO_Mentionee_Int__1c2ff0803dc39d4a9a2837428e422325
ottawa police,Ottawa Police,Ottawa Police Service,Ottawa,ottawa,,PoliceDept,,188121,3140002,Policedept,Ottawa Police Service,,dgm_EO_Mentionee_Int,55a72c58e6cca99ac1f697e627757f19,dgm_EO_Mentionee_Int__3b12f7d297a5c664e7e43ef6d277145f
ottawapolice,OttawaPolice,Ottawa Police Service,Ottawa,ottawa,,PoliceDept,,188121,3140002,Policedept,Ottawa Police Service,,dgm_EO_Mentionee_Int,434fb0dd917bba11bfd1003f2627422f,dgm_EO_Mentionee_Int__3b12f7d297a5c664e7e43ef6d277145f
ottawa pd,Ottawa PD,Ottawa Police Service,Ottawa,ottawa,,PoliceDept,,188121,3140002,Policedept,Ottawa Police Service,,dgm_EO_Mentionee_Int,9f7e344202eb26bc66baba9741d3fc28,dgm_EO_Mentionee_Int__3b12f7d297a5c664e7e43ef6d277145f
victoria police,Victoria Police,Victoria Police,Melbourne,melbourne,,PoliceDept,,188121,3140002,Policedept,Victoria Police,,dgm_EO_Mentionee_Int,82d08a9c1dfad5578c2b6b6fd229d206,dgm_EO_Mentionee_Int__7f79905c9a74296029d6ca413572d4e5
victoriapolice,VictoriaPolice,Victoria Police,Melbourne,melbourne,,PoliceDept,,188121,3140002,Policedept,Victoria Police,,dgm_EO_Mentionee_Int,cd6cd57ff65d2e18b678aef67b733ba2,dgm_EO_Mentionee_Int__7f79905c9a74296029d6ca413572d4e5
victoria police southern metro region,Victoria Police Southern Metro Region,Victoria Police Southern Metro Region Disrict,Melbourne,melbourne,,PoliceDept,,188121,3140002,Policedept,Victoria Police Southern Metro Region Disrict,,dgm_EO_Mentionee_Int,d114c39b69d85ac1152165d7ba3e9374,dgm_EO_Mentionee_Int__6f0c356ebc42442ca926d0124a73bfc8
nsw police force,NSW Police Force,New South Wales Police Force,Sydney,sydney,,PoliceDept,,188121,3140002,Policedept,New South Wales Police Force,,dgm_EO_Mentionee_Int,e8168c958a07caa1080d8ee33e6dcc91,dgm_EO_Mentionee_Int__fbb0ebc0e453510076484bd229abcf6f
new south wales police force,New South Wales Police Force,New South Wales Police Force,Sydney,sydney,,PoliceDept,,188121,3140002,Policedept,New South Wales Police Force,,dgm_EO_Mentionee_Int,f9a115a9b2c23779afb47557b74b5503,dgm_EO_Mentionee_Int__fbb0ebc0e453510076484bd229abcf6f
nswpolice,nswpolice,New South Wales Police Force,Sydney,sydney,,PoliceDept,,188121,3140002,Policedept,New South Wales Police Force,,dgm_EO_Mentionee_Int,488e708bd12e5bf27f10a3eef78b0e0a,dgm_EO_Mentionee_Int__fbb0ebc0e453510076484bd229abcf6f
california highway patrol,California Highway Patrol,California Highway Patrol,California,california,,PoliceDept,,188120,3140002,Policedept,California Highway Patrol,,dgm_EO_Mentionee_Int,755a176b6607d51ac1c340e93240516a,dgm_EO_Mentionee_Int__728c29f73758f06ed948c021904f1d45
chpalerts,CHPAlerts,California Highway Patrol,California,california,,PoliceDept,,188120,3140002,Policedept,California Highway Patrol,,dgm_EO_Mentionee_Int,740ba8e45e8421eaea95012dd7bf7ace,dgm_EO_Mentionee_Int__728c29f73758f06ed948c021904f1d45
virginia state police,Virginia State Police,Virginia State Police,Virginia,virginia,,PoliceDept,,188120,3140002,Policedept,Virginia State Police,,dgm_EO_Mentionee_Int,9c4dabeef1f4dca12791c65b4f4094e3,dgm_EO_Mentionee_Int__a74857dbee2ff814073d3ecfdb10a704
va state police,VA State Police,Virginia State Police,Virginia,virginia,,PoliceDept,,188120,3140002,Policedept,Virginia State Police,,dgm_EO_Mentionee_Int,49c2a2a1fd35b2ce4535c25c352378ff,dgm_EO_Mentionee_Int__a74857dbee2ff814073d3ecfdb10a704
vsppio,VSPPIO,Virginia State Police,Virginia,virginia,,PoliceDept,,188120,3140002,Policedept,Virginia State Police,,dgm_EO_Mentionee_Int,cf2a58d7dd80caf1f9c391d1049e4e13,dgm_EO_Mentionee_Int__a74857dbee2ff814073d3ecfdb10a704
texas dps,Texas DPS,Texas Department of Public Safety,Texas,texas,,PoliceDept,,188120,3140002,Policedept,Texas Department of Public Safety,,dgm_EO_Mentionee_Int,a1202674aec40c5bf68099abe1f9e662,dgm_EO_Mentionee_Int__603207166a54e7591a83039ce983560f
txdps,TxDPS,Texas Department of Public Safety,Texas,texas,,PoliceDept,,188120,3140002,Policedept,Texas Department of Public Safety,,dgm_EO_Mentionee_Int,bd3f1d89ebfd7872608849bd9df34bd3,dgm_EO_Mentionee_Int__603207166a54e7591a83039ce983560f
texas department of public safety,Texas Department of Public Safety,Texas Department of Public Safety,Texas,texas,,PoliceDept,,188120,3140002,Policedept,Texas Department of Public Safety,,dgm_EO_Mentionee_Int,7bbf0ffeab0cc9aa2cc89321f71f254d,dgm_EO_Mentionee_Int__603207166a54e7591a83039ce983560f
new york state police,New York State Police,New York State Police,New York,new york,,PoliceDept,,188120,3140002,Policedept,New York State Police,,dgm_EO_Mentionee_Int,12dcc617cb6312ffdac3013bfc7ff990,dgm_EO_Mentionee_Int__00ad7441e839f0207f28831e318cbfe3
newyorkstatepolice,NewYorkStatePolice,New York State Police,New York,new york,,PoliceDept,,188120,3140002,Policedept,New York State Police,,dgm_EO_Mentionee_Int,d1564152161437d0bf860de62f326e42,dgm_EO_Mentionee_Int__00ad7441e839f0207f28831e318cbfe3
nyspolice,nyspolice,New York State Police,New York,new york,,PoliceDept,,188120,3140002,Policedept,New York State Police,,dgm_EO_Mentionee_Int,7d5ef21b21b6d5a8d8388992468c56e4,dgm_EO_Mentionee_Int__00ad7441e839f0207f28831e318cbfe3
department of public safety,Department of Public Safety,Arizona Department of Public Safety,Arizona,arizona,,PoliceDept,,188120,3140002,Policedept,Arizona Department of Public Safety,,dgm_EO_Mentionee_Int,d9ebe27dfb74475742a2d12305aadb2d,dgm_EO_Mentionee_Int__db540cd8e5a6a05b902de9b5baa6ecd3
arizona_dps,Arizona_DPS,Arizona Department of Public Safety,Arizona,arizona,,PoliceDept,,188120,3140002,Policedept,Arizona Department of Public Safety,,dgm_EO_Mentionee_Int,80cbf6b1c101c64daa519050ac4b1728,dgm_EO_Mentionee_Int__db540cd8e5a6a05b902de9b5baa6ecd3
arizona department of public safety,Arizona Department of Public Safety,Arizona Department of Public Safety,Arizona,arizona,,PoliceDept,,188120,3140002,Policedept,Arizona Department of Public Safety,,dgm_EO_Mentionee_Int,72974248ee9a46a16bf51493657730bf,dgm_EO_Mentionee_Int__db540cd8e5a6a05b902de9b5baa6ecd3
new jersey state police,New Jersey State Police,New Jersey State Police,New Jersey,new jersey,,PoliceDept,,188120,3140002,Policedept,New Jersey State Police,,dgm_EO_Mentionee_Int,109644a33c98333a498e3102b12b86ff,dgm_EO_Mentionee_Int__7ffa1161d4aa27a8c0738d253840f1d0
njsp,NJSP,New Jersey State Police,New Jersey,new jersey,,PoliceDept,,188120,3140002,Policedept,New Jersey State Police,,dgm_EO_Mentionee_Int,e1a573e8614f1ac06648c8028606124a,dgm_EO_Mentionee_Int__7ffa1161d4aa27a8c0738d253840f1d0
nc dps,NC DPS,North Carolina Department of Public Safety,North Carolina,north carolina,,PoliceDept,,188120,3140002,Policedept,North Carolina Department of Public Safety,,dgm_EO_Mentionee_Int,4533113eaa739a8b6c5e7e68bc564065,dgm_EO_Mentionee_Int__8b4a7323f51581a9ba3d665f28d2a651
north carolina department of public safety,North Carolina Department of Public Safety,North Carolina Department of Public Safety,North Carolina,north carolina,,PoliceDept,,188120,3140002,Policedept,North Carolina Department of Public Safety,,dgm_EO_Mentionee_Int,c545299c1bc96084be2f2885c75ce084,dgm_EO_Mentionee_Int__8b4a7323f51581a9ba3d665f28d2a651
ncpublicsafety,NCPublicSafety,North Carolina Department of Public Safety,North Carolina,north carolina,,PoliceDept,,188120,3140002,Policedept,North Carolina Department of Public Safety,,dgm_EO_Mentionee_Int,8e6ac897f201e9751f7a299b76cc5cf9,dgm_EO_Mentionee_Int__8b4a7323f51581a9ba3d665f28d2a651
colorado state patrol,Colorado State Patrol,Colorado State Patrol,Colorado,colorado,,PoliceDept,,188120,3140002,Policedept,Colorado State Patrol,,dgm_EO_Mentionee_Int,e921f7e300efef765cd054b38944f2f1,dgm_EO_Mentionee_Int__e0055a1a5b3df5d38a51b562c4d7f738
colorado sp,Colorado SP,Colorado State Patrol,Colorado,colorado,,PoliceDept,,188120,3140002,Policedept,Colorado State Patrol,,dgm_EO_Mentionee_Int,9843ff220a5b64535fe89bfcf95910a5,dgm_EO_Mentionee_Int__e0055a1a5b3df5d38a51b562c4d7f738
csp_news,CSP_News,Colorado State Patrol,Colorado,colorado,,PoliceDept,,188120,3140002,Policedept,Colorado State Patrol,,dgm_EO_Mentionee_Int,683cd6e08e5463996fc74c007d7cc214,dgm_EO_Mentionee_Int__e0055a1a5b3df5d38a51b562c4d7f738
indiana sp,Indiana SP,Indiana State Police,Indiana,indiana,,PoliceDept,,188120,3140002,Policedept,Indiana State Police,,dgm_EO_Mentionee_Int,a7a99760bd13b6458a3a1ce7817f2ced,dgm_EO_Mentionee_Int__fb9ed9ed2abb9784b9be1bbd8918c3e5
indiana state police,Indiana State Police,Indiana State Police,Indiana,indiana,,PoliceDept,,188120,3140002,Policedept,Indiana State Police,,dgm_EO_Mentionee_Int,ee3f7e5f3690e37dbc71426d7e9e38d8,dgm_EO_Mentionee_Int__fb9ed9ed2abb9784b9be1bbd8918c3e5
indstatepolice,IndStatePolice,Indiana State Police,Indiana,indiana,,PoliceDept,,188120,3140002,Policedept,Indiana State Police,,dgm_EO_Mentionee_Int,83846e2e3f9e0a7b4826be9befe35ed5,dgm_EO_Mentionee_Int__fb9ed9ed2abb9784b9be1bbd8918c3e5
illinois state police,Illinois State Police,Illinois State Police,Illinois,illinois,,PoliceDept,,188120,3140002,Policedept,Illinois State Police,,dgm_EO_Mentionee_Int,1a32817314afefdc711d8d68c07f50c3,dgm_EO_Mentionee_Int__95539812e40e54efd17872aef095cbd0
ilstatepolice,ILStatePolice,Illinois State Police,Illinois,illinois,,PoliceDept,,188120,3140002,Policedept,Illinois State Police,,dgm_EO_Mentionee_Int,8b135ad97efbb4961555276888262d73,dgm_EO_Mentionee_Int__95539812e40e54efd17872aef095cbd0
la state police,LA State Police,Louisiana State Police,Louisiana,louisiana,,PoliceDept,,188120,3140002,Policedept,Louisiana State Police,,dgm_EO_Mentionee_Int,3d8023f730a41fcc795b5f2a3fc95b68,dgm_EO_Mentionee_Int__806c604d7e7b99491034cf8bff60aa41
louisiana state police,Louisiana State Police,Louisiana State Police,Louisiana,louisiana,,PoliceDept,,188120,3140002,Policedept,Louisiana State Police,,dgm_EO_Mentionee_Int,2659008a8554698b5166635c31f23d0f,dgm_EO_Mentionee_Int__806c604d7e7b99491034cf8bff60aa41
lastatepolice,LAStatePolice,Louisiana State Police,Louisiana,louisiana,,PoliceDept,,188120,3140002,Policedept,Louisiana State Police,,dgm_EO_Mentionee_Int,8a08f221752d8e3a62048be9bcd1a595,dgm_EO_Mentionee_Int__806c604d7e7b99491034cf8bff60aa41
michigan state police,Michigan State Police,Michigan State Police,Michigan,michigan,,PoliceDept,,188120,3140002,Policedept,Michigan State Police,,dgm_EO_Mentionee_Int,8ebf910c628e037b6f61a557b596f235,dgm_EO_Mentionee_Int__74c755fa3503ae52b841162940f2222e
michstatepolice,MichStatePolice,Michigan State Police,Michigan,michigan,,PoliceDept,,188120,3140002,Policedept,Michigan State Police,,dgm_EO_Mentionee_Int,c26465562b620457efc66a27db07faa4,dgm_EO_Mentionee_Int__74c755fa3503ae52b841162940f2222e
ohio state patrol,Ohio State Patrol,Ohio State Patrol,Ohio,ohio,,PoliceDept,,188120,3140002,Policedept,Ohio State Patrol,,dgm_EO_Mentionee_Int,7315c2b563f39f2e432e4ccf9d5c2e41,dgm_EO_Mentionee_Int__5a8a7e3b63f7e42cf28e9ab93a7e302e
oshp,OSHP,Ohio State Patrol,Ohio,ohio,,PoliceDept,,188120,3140002,Policedept,Ohio State Patrol,,dgm_EO_Mentionee_Int,eedc2c4dbbb52c810fc1bef70a450aac,dgm_EO_Mentionee_Int__5a8a7e3b63f7e42cf28e9ab93a7e302e
