keyword,keyword_upper,caption_name,location,location_lower,location (state),type,guid,topic_id,focus_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
pennsylvania police troop k,Pennsylvania Police Troop K,Pennsylvania State Police Troop K,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop K,,dgm_EO_Mentionee_Int,58ece3392e96aeb76d820f31ffd5d9c9,dgm_EO_Mentionee_Int__394321a88000d5a1dc9e39adae784e19
pennsylvania police troop m,Pennsylvania Police Troop M,Pennsylvania State Police Troop M,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop M,,dgm_EO_Mentionee_Int,47f0baa0648c9b3a7b7230db554fdfbc,dgm_EO_Mentionee_Int__d84770791dbe287bbf431181a77d4fbe
pennsylvania police troop n,Pennsylvania Police Troop N,Pennsylvania State Police Troop N,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop N,,dgm_EO_Mentionee_Int,1eb95860afd4e95325a5ce45ec154251,dgm_EO_Mentionee_Int__0eb4b5045f3f0d94fe1bab8b4dca3914
pennsylvania police troop p,Pennsylvania Police Troop P,Pennsylvania State Police Troop P,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop P,,dgm_EO_Mentionee_Int,ad4b83699d0d07e21478f8c4f3dbe448,dgm_EO_Mentionee_Int__fd0185ed5331a88ba5ba9c0507fe03e4
pennsylvania police troop r,Pennsylvania Police Troop R,Pennsylvania State Police Troop R,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop R,,dgm_EO_Mentionee_Int,b36e41d10688d5a59e0afc88c0d2a929,dgm_EO_Mentionee_Int__1b099c64cd70562abf6c66a1af52a3be
pennsylvania police troop t,Pennsylvania Police Troop T,Pennsylvania State Police Troop T,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop T,,dgm_EO_Mentionee_Int,df5b145d1a568a09cc85546799f41714,dgm_EO_Mentionee_Int__9a8be9b088632f3292f1ddbad07a7206
pennsylvania state police troop a,Pennsylvania State Police Troop A,Pennsylvania State Police Troop A,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop A,,dgm_EO_Mentionee_Int,0fc80974be91282b2cd66ba02fb420ad,dgm_EO_Mentionee_Int__713c12b3bd5f681d1a4fbcc3b3a9b59d
pennsylvania state police troop b,Pennsylvania State Police Troop B,Pennsylvania State Police Troop B,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop B,,dgm_EO_Mentionee_Int,00e6bbd76829dc00f7b6af9fb77bf381,dgm_EO_Mentionee_Int__abae1479b8bae9a808ed816e54265fe4
pennsylvania state police troop c,Pennsylvania State Police Troop C,Pennsylvania State Police Troop C,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop C,,dgm_EO_Mentionee_Int,7adbe72551b6d1d00106be51eed5e3ce,dgm_EO_Mentionee_Int__2da5f8cae96be0f0f73388111e82546d
pennsylvania state police troop d,Pennsylvania State Police Troop D,Pennsylvania State Police Troop D,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop D,,dgm_EO_Mentionee_Int,5f3b29946869f52863a99aa100098f3b,dgm_EO_Mentionee_Int__15a780601c81c4744e874cc8a25e3c01
pennsylvania state police troop e,Pennsylvania State Police Troop E,Pennsylvania State Police Troop E,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop E,,dgm_EO_Mentionee_Int,4ddf3a36109d6ce6460fe215c93504aa,dgm_EO_Mentionee_Int__d267dc223a94f33573d308367c473ad9
pennsylvania state police troop f,Pennsylvania State Police Troop F,Pennsylvania State Police Troop F,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop F,,dgm_EO_Mentionee_Int,7c798590bc8ca6a8655cb1ea8f1cdf63,dgm_EO_Mentionee_Int__4bf16a390462a1f6865b7592e8e72bd2
pennsylvania state police troop g,Pennsylvania State Police Troop G,Pennsylvania State Police Troop G,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop G,,dgm_EO_Mentionee_Int,4182563f59463f555b585cd0b78de174,dgm_EO_Mentionee_Int__87a811cc26761caf944b17eed3a9dd15
pennsylvania state police troop h,Pennsylvania State Police Troop H,Pennsylvania State Police Troop H,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop H,,dgm_EO_Mentionee_Int,b1e70dc265321a621bb44157e80fa5d9,dgm_EO_Mentionee_Int__fa4381b08a7702f1834980bac104a166
pennsylvania state police troop j,Pennsylvania State Police Troop J,Pennsylvania State Police Troop J,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop J,,dgm_EO_Mentionee_Int,8092819c1408e21e08ae4183996b8178,dgm_EO_Mentionee_Int__b20dac848984adcd8aef2b6e4296d551
pennsylvania state police troop k,Pennsylvania State Police Troop K,Pennsylvania State Police Troop K,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop K,,dgm_EO_Mentionee_Int,a33c233d428fa45cc4896c5f57fe8fd6,dgm_EO_Mentionee_Int__394321a88000d5a1dc9e39adae784e19
pennsylvania state police troop l,Pennsylvania State Police Troop L,Pennsylvania State Police Troop L,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop L,,dgm_EO_Mentionee_Int,f79f61af1127b105d730b5aadc30f6fd,dgm_EO_Mentionee_Int__f78e96c3fe09061a25fa13798f0c89ad
pennsylvania state police troop m,Pennsylvania State Police Troop M,Pennsylvania State Police Troop M,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop M,,dgm_EO_Mentionee_Int,3250eba2ce34a13dce4042e0637e5bdd,dgm_EO_Mentionee_Int__d84770791dbe287bbf431181a77d4fbe
pennsylvania state police troop n,Pennsylvania State Police Troop N,Pennsylvania State Police Troop N,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop N,,dgm_EO_Mentionee_Int,1f08602a8c2a839945ce9f5e2a37c365,dgm_EO_Mentionee_Int__0eb4b5045f3f0d94fe1bab8b4dca3914
pennsylvania state police troop p,Pennsylvania State Police Troop P,Pennsylvania State Police Troop P,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop P,,dgm_EO_Mentionee_Int,78cd241d18777f8f041e3ce849cfa7b4,dgm_EO_Mentionee_Int__fd0185ed5331a88ba5ba9c0507fe03e4
pennsylvania state police troop r,Pennsylvania State Police Troop R,Pennsylvania State Police Troop R,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop R,,dgm_EO_Mentionee_Int,b1576cf73f6c46137844d5ceab64f2a0,dgm_EO_Mentionee_Int__1b099c64cd70562abf6c66a1af52a3be
pennsylvania state police troop t,pennsylvania state police troop t,Pennsylvania State Police Troop T,Pennsylvania,pennsylvania,,Precinct,,188120,3140002,Precinct,Pennsylvania State Police Troop T,,dgm_EO_Mentionee_Int,7eec1a71d0e210b805a6813a1f63a18f,dgm_EO_Mentionee_Int__9a8be9b088632f3292f1ddbad07a7206
nypd1stprecinct,NYPD1stPrecinct,NYPD 1st Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 1st Precinct,,dgm_EO_Mentionee_Int,be5bc6f39b3143bf8d759a4e8754030e,dgm_EO_Mentionee_Int__bb308b51939c92b408423ca607c11408
nypd5thprecinct,NYPD5thPrecinct,NYPD 5th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 5th Precinct,,dgm_EO_Mentionee_Int,138662254af8c300ec2c4d040f4cc69f,dgm_EO_Mentionee_Int__40eb5c6deb962a4ce7454eac0be32e52
nypd6thprecinct,NYPD6thPrecinct,NYPD 6th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 6th Precinct,,dgm_EO_Mentionee_Int,b243d3060627a27bbd06db1db48c56be,dgm_EO_Mentionee_Int__c68e342169d6b6cf6a8208919b8443e8
nypd7thprecinct,NYPD7thPrecinct,NYPD 7th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 7th Precinct,,dgm_EO_Mentionee_Int,e1713e0a2c6c9a66d039cb4d65bb2342,dgm_EO_Mentionee_Int__03078de8a2f318910ede6b012494b0ae
nypd9thprecinct,NYPD9thPrecinct,NYPD 9th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 9th Precinct,,dgm_EO_Mentionee_Int,d5e3932d6655404e5128818261da0a82,dgm_EO_Mentionee_Int__48f98cc42c202ae595d241ba5178a29b
nypd10thprecinct,NYPD10thPrecinct,NYPD 10th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 10th Precinct,,dgm_EO_Mentionee_Int,1f3c6960be0897b7701f9d190ab5c90e,dgm_EO_Mentionee_Int__33b67e75c76df1f27e86b87c91afab61
nypd13thprecinct,NYPD13thPrecinct,NYPD 13th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 13th Precinct,,dgm_EO_Mentionee_Int,38200d35f1e360b937425c3dc7ff72d6,dgm_EO_Mentionee_Int__7c5f14af2f8f382143c3980fbabb155b
nypdmidtownsouthprecinct,NYPDMidtownSouthPrecinct,NYPD Midtown South Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD Midtown South Precinct,,dgm_EO_Mentionee_Int,94081284d8108648d4e1ab478ef871b4,dgm_EO_Mentionee_Int__a01827c844ff33a9ebfeb73d5a101583
nypd17thprecinct,NYPD17thPrecinct,NYPD 17th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 17th Precinct,,dgm_EO_Mentionee_Int,e6121c52f294913bbeca3e104693ebaa,dgm_EO_Mentionee_Int__0ca3dc55999952d65ff2f594903d8541
nypdmidtownnorthprecinct,NYPDMidtownNorthPrecinct,NYPD Midtown North Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD Midtown North Precinct,,dgm_EO_Mentionee_Int,35bc62fd58fa7db262d4bfb5a84fb23c,dgm_EO_Mentionee_Int__ac9861718670b20bb506629f379f8cb6
nypd19thprecinct,NYPD19thPrecinct,NYPD 19th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 19th Precinct,,dgm_EO_Mentionee_Int,35bf9128f3d38469595760f1e66e970b,dgm_EO_Mentionee_Int__f0e7c3cbbcd563030136d81e067d1bbb
nypd20thprecinct,NYPD20thPrecinct,NYPD 20th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 20th Precinct,,dgm_EO_Mentionee_Int,3681eaad12aa3c04663dc38e55d7773c,dgm_EO_Mentionee_Int__79d3c597dd162fa390937ca0f4f0fb33
nypdcentralparkprecinct,NYPDCentralParkPrecinct,NYPD Central Park Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD Central Park Precinct,,dgm_EO_Mentionee_Int,257038776dcdaae1ab80ea113c21206d,dgm_EO_Mentionee_Int__c3579e6bd64bc3e345c52f7da273c692
nypd23rdprecinct,NYPD23rdPrecinct,NYPD 23rd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 23rd Precinct,,dgm_EO_Mentionee_Int,05c6cebe449baa6e2262fb060fae1cea,dgm_EO_Mentionee_Int__520a8a89c33eddc1c737ecae825e2b36
nypd24thprecinct,NYPD24thPrecinct,NYPD 24th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 24th Precinct,,dgm_EO_Mentionee_Int,756a6b76933edaf71f240641b3d08d2c,dgm_EO_Mentionee_Int__aa4e9f84aebbf1094925eb6003d2bfbb
nypd25thprecinct,NYPD25thPrecinct,NYPD 25th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 25th Precinct,,dgm_EO_Mentionee_Int,5cf6426da0302776dd4d92d6e8066642,dgm_EO_Mentionee_Int__3283fc7cf36cc29123e6e656dfdc8abe
nypd26thprecinct,NYPD26thPrecinct,NYPD 26th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 26th Precinct,,dgm_EO_Mentionee_Int,11e2a047408cdcf602fff915ba1dd714,dgm_EO_Mentionee_Int__a246337534841019607e93530f629a2d
nypd28thprecinct,NYPD28thPrecinct,NYPD 28th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 28th Precinct,,dgm_EO_Mentionee_Int,b97d805e5cac7a70e7ca1976c9a0927e,dgm_EO_Mentionee_Int__5841d825696bc23c1ae01494853be6a0
nypd30thprecinct,NYPD30thPrecinct,NYPD 30th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 30th Precinct,,dgm_EO_Mentionee_Int,c962f27cdb58a305c8d35eea83cfa6ba,dgm_EO_Mentionee_Int__02d09b6a2ea1bb1481e2982e9537440c
nypd32ndprecinct,NYPD32ndPrecinct,NYPD 32nd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 32nd Precinct,,dgm_EO_Mentionee_Int,e395956b599cade1f247f5c3b1aad8c7,dgm_EO_Mentionee_Int__f8f3eb87240ff23a1917c5d15a4d38aa
nypd33rdprecinct,NYPD33rdPrecinct,NYPD 33rd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 33rd Precinct,,dgm_EO_Mentionee_Int,4667e5b12972068504e62900647b21fa,dgm_EO_Mentionee_Int__9ef5eef763ebb7b96689c87e62ac675f
nypd34thprecinct,NYPD34thPrecinct,NYPD 34th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 34th Precinct,,dgm_EO_Mentionee_Int,9bbafc759dc64adb5cd91b6e8059f625,dgm_EO_Mentionee_Int__30c26699d4a22e021afc833c5f4239e4
nypd40thprecinct,NYPD40thPrecinct,NYPD 40th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 40th Precinct,,dgm_EO_Mentionee_Int,97f477324299a581f920baf3533364e9,dgm_EO_Mentionee_Int__66e7e2e8d2abfedf7621108eacc3f2b9
nypd41stprecinct,NYPD41stPrecinct,NYPD 41st Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 41st Precinct,,dgm_EO_Mentionee_Int,988867e8ad252700bdde252f54197fbe,dgm_EO_Mentionee_Int__7bccdc8864fbb1865296b32f9a31511c
nypd42ndprecinct,NYPD42ndPrecinct,NYPD 42nd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 42nd Precinct,,dgm_EO_Mentionee_Int,df85a26fd533b9498fcdf25089639703,dgm_EO_Mentionee_Int__548460363e9c864fac98f6a78a3e3e74
nypd43rdprecinct,NYPD43rdPrecinct,NYPD 43rd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 43rd Precinct,,dgm_EO_Mentionee_Int,f0bda4cba962f94b81aec1a486ceb0c9,dgm_EO_Mentionee_Int__fbe0235c83f8e6a58cecfad84cca5953
nypd44thprecinct,NYPD44thPrecinct,NYPD 44th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 44th Precinct,,dgm_EO_Mentionee_Int,4928925488c013292005565fed6bb1c0,dgm_EO_Mentionee_Int__cfdef54200cbeb8afe7adc301dc38a80
nypd45thprecinct,NYPD45thPrecinct,NYPD 45th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 45th Precinct,,dgm_EO_Mentionee_Int,0e30f8f85667f1ccfeb2a89f94867d0d,dgm_EO_Mentionee_Int__51f7a7045b6d233ab354cc56ced2d293
nypd46thprecinct,NYPD46thPrecinct,NYPD 46th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 46th Precinct,,dgm_EO_Mentionee_Int,4cf0966750db061970984e951c8c9250,dgm_EO_Mentionee_Int__88d3fd3613597686ac6f204865562073
nypd47thprecinct,NYPD47thPrecinct,NYPD 47th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 47th Precinct,,dgm_EO_Mentionee_Int,9202204ab45f0584642735414d558b5b,dgm_EO_Mentionee_Int__75b229d34036c130c199e13fe77404fa
nypd48thprecinct,NYPD48thPrecinct,NYPD 48th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 48th Precinct,,dgm_EO_Mentionee_Int,3e6320ba128337c53fa76ee215bf3dad,dgm_EO_Mentionee_Int__e2c9d5c884bc1d11972e8ea7f0ccfcfe
nypd49thprecinct,NYPD49thPrecinct,NYPD 49th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 49th Precinct,,dgm_EO_Mentionee_Int,bb4a4cc7d65670605c84416a2fc8a2ce,dgm_EO_Mentionee_Int__3d9a7d29fbef8b4ef0de00f69e782d38
nypd50thprecinct,NYPD50thPrecinct,NYPD 50th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 50th Precinct,,dgm_EO_Mentionee_Int,56368ca5e75d680611ffe5738c8bb185,dgm_EO_Mentionee_Int__ee09799fb01d6b63b1f0401341b0bc17
nypd52ndprecinct,NYPD52ndPrecinct,NYPD 52nd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 52nd Precinct,,dgm_EO_Mentionee_Int,749b79d5cba77f571efd0d83f53da3fb,dgm_EO_Mentionee_Int__b3b089a73b17850c4989f11078bb4685
nypd60thprecinct,NYPD60thPrecinct,NYPD 60th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 60th Precinct,,dgm_EO_Mentionee_Int,a0c36cca307d80ee618aec2c9581103b,dgm_EO_Mentionee_Int__c1e79594e80bc3e0dbdd872718e45708
nypd61stprecinct,NYPD61stPrecinct,NYPD 61st Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 61st Precinct,,dgm_EO_Mentionee_Int,ab93a41cb3b20498973a3c569fa51b38,dgm_EO_Mentionee_Int__7f40309985ab80a145c97bcafd2fac7c
nypd62ndprecinct,NYPD62ndPrecinct,NYPD 62nd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 62nd Precinct,,dgm_EO_Mentionee_Int,6a8690c5443daa2dc8ec02924394343d,dgm_EO_Mentionee_Int__d7b9b01406aa9e6c1e3ae7a4a34d4abd
nypd63rdprecinct,NYPD63rdPrecinct,NYPD 63rd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 63rd Precinct,,dgm_EO_Mentionee_Int,e12b98c537f8febd1b31b305f926468b,dgm_EO_Mentionee_Int__2e1feff05934f611d83cc76d7b0489a3
nypd66thprecinct,NYPD66thPrecinct,NYPD 66th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 66th Precinct,,dgm_EO_Mentionee_Int,49f6a8eb55d95bb7fe9dbf4b21514bb4,dgm_EO_Mentionee_Int__0d2af9c36fe69ec4f2e869cd38fbf044
nypd67thprecinct,NYPD67thPrecinct,NYPD 67th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 67th Precinct,,dgm_EO_Mentionee_Int,80ff25b546ed2f47ee57ef83275ec9fc,dgm_EO_Mentionee_Int__2dc1a2896b525ce1b0a27ee98589ef4f
nypd68thprecinct,NYPD68thPrecinct,NYPD 68th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 68th Precinct,,dgm_EO_Mentionee_Int,a03f3c74c891a8dcc506b4d25df7403a,dgm_EO_Mentionee_Int__45f474744adfd8885f56e1ef43ab72a4
nypd69thprecinct,NYPD69thPrecinct,NYPD 69th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 69th Precinct,,dgm_EO_Mentionee_Int,d490045f59d3eee0fa8c1634d2c37fe9,dgm_EO_Mentionee_Int__9be2caf3c717ed984da0e53d19cc8e25
nypd70thprecinct,NYPD70thPrecinct,NYPD 70th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 70th Precinct,,dgm_EO_Mentionee_Int,ae3ac8cb3278f5f4b09e162e31f7913c,dgm_EO_Mentionee_Int__703aa3488374843b7d68ba7c423d2e45
nypd71stprecinct,NYPD71stPrecinct,NYPD 71st Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 71st Precinct,,dgm_EO_Mentionee_Int,208471f4d3aaf8bf1f5061d921ff80a3,dgm_EO_Mentionee_Int__32f0583e499c56357d772f5bc62e788c
nypd72ndprecinct,NYPD72ndPrecinct,NYPD 72nd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 72nd Precinct,,dgm_EO_Mentionee_Int,79186f00a5c96876f51822f609c11188,dgm_EO_Mentionee_Int__e7d1232e2de34328961fac62576d393d
nypd73rdprecinct,NYPD73rdPrecinct,NYPD 73rd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 73rd Precinct,,dgm_EO_Mentionee_Int,3b56769be5c2b7e8074ad950c113bc43,dgm_EO_Mentionee_Int__f181abfaca70b4c8d3e37639fee4d7ec
nypd75thprecinct,NYPD75thPrecinct,NYPD 75th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 75th Precinct,,dgm_EO_Mentionee_Int,d3a49ff6edf6bd27996eaa8d749802e1,dgm_EO_Mentionee_Int__f43c1a8d0882878bceb5fb17aeb87a17
nypd76thprecinct,NYPD76thPrecinct,NYPD 76th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 76th Precinct,,dgm_EO_Mentionee_Int,03c3f92b0d1b85fb69a7e2bdf6a38c68,dgm_EO_Mentionee_Int__983be3804035fe9d220e64291f9235ee
nypd77thprecinct,NYPD77thPrecinct,NYPD 77th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 77th Precinct,,dgm_EO_Mentionee_Int,dee87b39e23760327949044bd03fdcfe,dgm_EO_Mentionee_Int__f41d5e5777da9475821e4879596fd73e
nypd78thprecinct,NYPD78thPrecinct,NYPD 78th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 78th Precinct,,dgm_EO_Mentionee_Int,0923be2c39a7911dcd91d0568f21229b,dgm_EO_Mentionee_Int__8e01bc909da93dcc6df65cdaf418528e
nypd79thprecinct,NYPD79thPrecinct,NYPD 79th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 79th Precinct,,dgm_EO_Mentionee_Int,b33e43d7134c5b44860a4f45f933b02a,dgm_EO_Mentionee_Int__c37a5739434c0986563da48558125771
nypd81stprecinct,NYPD81stPrecinct,NYPD 81st Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 81st Precinct,,dgm_EO_Mentionee_Int,ff2d8494cd265fc0ec7e452e7ea60c1b,dgm_EO_Mentionee_Int__de63e31bb419d7637371e6c73dd20601
nypd83rdprecinct,NYPD83rdPrecinct,NYPD 83rd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 83rd Precinct,,dgm_EO_Mentionee_Int,327ebff5bebd8441fbe0cb0bc02cb1e1,dgm_EO_Mentionee_Int__662092484d596a3ab265449fbec621ad
nypd84thprecinct,NYPD84thPrecinct,NYPD 84th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 84th Precinct,,dgm_EO_Mentionee_Int,8c98897bd76e611fe3ebd768f46116a1,dgm_EO_Mentionee_Int__6023908b96edf7931d303b0162ec5519
nypd88thprecinct,NYPD88thPrecinct,NYPD 88th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 88th Precinct,,dgm_EO_Mentionee_Int,170cc7518f7b26128c9ac899a1c1e4e5,dgm_EO_Mentionee_Int__a5294db2a237900bd904117f87b37736
nypd90thprecinct,NYPD90thPrecinct,NYPD 90th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 90th Precinct,,dgm_EO_Mentionee_Int,ee00867e1925eee979bcfd3c21846710,dgm_EO_Mentionee_Int__a9916ef2f8315b85c14b76aa44533893
nypd94thprecinct,NYPD94thPrecinct,NYPD 94th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 94th Precinct,,dgm_EO_Mentionee_Int,d3c11706c93c760cb51236f369f93fab,dgm_EO_Mentionee_Int__f33f8c4197807d690263c24a43367722
nypd100thprecinct,NYPD100thPrecinct,NYPD 100th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 100th Precinct,,dgm_EO_Mentionee_Int,125bd533f9c0b0852fde084dddf7a3ab,dgm_EO_Mentionee_Int__80220430db37ee01879434c5472242cc
nypd101stprecinct,NYPD101stPrecinct,NYPD 101st Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 101st Precinct,,dgm_EO_Mentionee_Int,a7a986ac8e1abc1aff3002293203e4c5,dgm_EO_Mentionee_Int__1bf70fa12b901fa66a1d05515074b2dd
nypd102ndprecinct,NYPD102ndPrecinct,NYPD 102nd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 102nd Precinct,,dgm_EO_Mentionee_Int,cb6dde022211d4d304fef05ba75d0187,dgm_EO_Mentionee_Int__5df616b4295d59b4cd54e68734cb12b3
nypd103rdprecinct,NYPD103rdPrecinct,NYPD 103rd Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 103rd Precinct,,dgm_EO_Mentionee_Int,af29eeba72ea91957c17ce62d8318a13,dgm_EO_Mentionee_Int__62cc8ce2ed95189b699c9e4f5ab703d5
nypd104thprecinct,NYPD104thPrecinct,NYPD 104th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 104th Precinct,,dgm_EO_Mentionee_Int,945633a8a0e6552ecf692b76e7b59932,dgm_EO_Mentionee_Int__cdb9442705446eeab26899ca2d53332b
nypd105thprecinct,NYPD105thPrecinct,NYPD 105th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 105th Precinct,,dgm_EO_Mentionee_Int,54e18e937e2c482dc1bd7745c19a28d9,dgm_EO_Mentionee_Int__0a3ebf8143bca68e7c8a698946058e05
nypd106thprecinct,NYPD106thPrecinct,NYPD 106th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 106th Precinct,,dgm_EO_Mentionee_Int,2433c99d1aba816fe301cbdf2375ba01,dgm_EO_Mentionee_Int__a2aec683fbda8d4b556d9845eb16162d
nypd107thprecinct,NYPD107thPrecinct,NYPD 107th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 107th Precinct,,dgm_EO_Mentionee_Int,aea03507bd106afcf3f2661362788e4c,dgm_EO_Mentionee_Int__ae5fdb46a3c76661474b6f968c93e5f9
nypd108thprecinct,NYPD108thPrecinct,NYPD 108th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 108th Precinct,,dgm_EO_Mentionee_Int,5b3579f66055bea37991ec24436dbf8b,dgm_EO_Mentionee_Int__77a7faa112777ffeb18d9aad5de50670
nypd109thprecinct,NYPD109thPrecinct,NYPD 109th Precinct,NYC,nyc,,Precinct,,188120,3140002,Precinct,NYPD 109th Precinct,,dgm_EO_Mentionee_Int,5a75c32dd5df45a2da332e9096ac7ac7,dgm_EO_Mentionee_Int__45e7db5e0f0f45d1c90bdf8e9cf5ad74
