keyword,guid,caption_name,topic_guid,topic_name,concatenated,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
3m,48562aee0bffd911051ef423793942e0,3M,214218,Reputation,hashtagContains:3M,LegislativeCommittee,3M,,lte_hashtag_contains_mapping,d8589a20d5ff2f308381aa7aa75b9a27,lte_hashtag_contains_mapping__d8589a20d5ff2f308381aa7aa75b9a27
mikeroman,48562aee0bffd911051ef423793942e0,3M CEO Mike Roman,214218,Reputation,hashtagContains:MikeRoman,AAEntity,3M CEO Mike Roman,,lte_hashtag_contains_mapping,885414b81ad391cbb77bff0cf95bb5a3,lte_hashtag_contains_mapping__885414b81ad391cbb77bff0cf95bb5a3
activisionblizzard,5f1a65971ad63c9cf9be9b25b89b5e28,Activision Blizzard,214218,Reputation,hashtagContains:ActivisionBlizzard,DiplomaticFacilities,Activision Blizzard,,lte_hashtag_contains_mapping,c87cb90e721691623d804d736e398318,lte_hashtag_contains_mapping__c87cb90e721691623d804d736e398318
bobbykotick,5f1a65971ad63c9cf9be9b25b89b5e28,Activision Blizzard CEO Bobby Kotick,214218,Reputation,hashtagContains:BobbyKotick,Wells,Activision Blizzard CEO Bobby Kotick,,lte_hashtag_contains_mapping,832a4b4ca7f5f0467a2a4c4b2b988490,lte_hashtag_contains_mapping__832a4b4ca7f5f0467a2a4c4b2b988490
aetna,ade4c68cba85e3beb73a3413c0888b7d,Aetna,214218,Reputation,hashtagContains:Aetna,FTO,Aetna,,lte_hashtag_contains_mapping,a090692640b320d9fb346567fe22cc0d,lte_hashtag_contains_mapping__a090692640b320d9fb346567fe22cc0d
markbertolini,ade4c68cba85e3beb73a3413c0888b7d,Aetna CEO Mark Bertolini,214218,Reputation,hashtagContains:MarkBertolini,Diplomat,Aetna CEO Mark Bertolini,,lte_hashtag_contains_mapping,080c16b587ce8268d81e741bebb30f0d,lte_hashtag_contains_mapping__080c16b587ce8268d81e741bebb30f0d
airbus,252db0d6399cb907417e6bc9b56042d5,Airbus,214218,Reputation,hashtagContains:Airbus,LegislativeCommittee,Airbus,,lte_hashtag_contains_mapping,b110aa10dc3e3aa939ba099440938e65,lte_hashtag_contains_mapping__b110aa10dc3e3aa939ba099440938e65
guillaumefaury,252db0d6399cb907417e6bc9b56042d5,Airbus CEO Guillaume Faury,214218,Reputation,hashtagContains:GuillaumeFaury,Shipping,Airbus CEO Guillaume Faury,,lte_hashtag_contains_mapping,9cf5454a03550e2fc8b8509f0aeaeea6,lte_hashtag_contains_mapping__9cf5454a03550e2fc8b8509f0aeaeea6
amazon,"d71e902f67e79b2f1e56c393f7c5f41f,32ec5fc746a720416749e18927068772",Amazon,214218,Reputation,hashtagContains:Amazon,Shipping,Amazon,,lte_hashtag_contains_mapping,b3b3a6ac74ecbd56bcdbefa4799fb9df,lte_hashtag_contains_mapping__b3b3a6ac74ecbd56bcdbefa4799fb9df
jeffbezos,"d71e902f67e79b2f1e56c393f7c5f41f,32ec5fc746a720416749e18927068772",Amazon CEO Jeff Bezos,214218,Reputation,hashtagContains:JeffBezos,News,Amazon CEO Jeff Bezos,,lte_hashtag_contains_mapping,e838c6d24206295ddb514a103176564b,lte_hashtag_contains_mapping__e838c6d24206295ddb514a103176564b
bezos,"d71e902f67e79b2f1e56c393f7c5f41f,32ec5fc746a720416749e18927068772",Amazon CEO Bezos,214218,Reputation,hashtagContains:Bezos,ForeignMinister,Amazon CEO Bezos,,lte_hashtag_contains_mapping,a9f58969574329835000031c22840bf1,lte_hashtag_contains_mapping__a9f58969574329835000031c22840bf1
wholefoods,"d71e902f67e79b2f1e56c393f7c5f41f,32ec5fc746a720416749e18927068772",Amazon,214218,Reputation,hashtagContains:WholeFoods,Wells,Amazon,,lte_hashtag_contains_mapping,b3b3a6ac74ecbd56bcdbefa4799fb9df,lte_hashtag_contains_mapping__b3b3a6ac74ecbd56bcdbefa4799fb9df
johnmackey,"d71e902f67e79b2f1e56c393f7c5f41f,32ec5fc746a720416749e18927068772",Amazon CEO John Mackey,214218,Reputation,hashtagContains:JohnMackey,Keyphrase,Amazon CEO John Mackey,,lte_hashtag_contains_mapping,ba71b9f606f96b47365119248a7e141c,lte_hashtag_contains_mapping__ba71b9f606f96b47365119248a7e141c
aws,"d71e902f67e79b2f1e56c393f7c5f41f,32ec5fc746a720416749e18927068772",Amazon,214218,Reputation,hashtagContains:AWS,Pipeline,Amazon,,lte_hashtag_contains_mapping,b3b3a6ac74ecbd56bcdbefa4799fb9df,lte_hashtag_contains_mapping__b3b3a6ac74ecbd56bcdbefa4799fb9df
amgen,cbbf605ac8c153dab40ee70a8371ed1b,Amgen,214218,Reputation,hashtagContains:Amgen,Wells,Amgen,,lte_hashtag_contains_mapping,c142e310cf1889900ac13cc74784585c,lte_hashtag_contains_mapping__c142e310cf1889900ac13cc74784585c
robertbradway,cbbf605ac8c153dab40ee70a8371ed1b,Amgen CEO Robert Bradway,214218,Reputation,hashtagContains:RobertBradway,News,Amgen CEO Robert Bradway,,lte_hashtag_contains_mapping,6ce52147fabffc8dabcc80777aa79a25,lte_hashtag_contains_mapping__6ce52147fabffc8dabcc80777aa79a25
apple,2adac6e9b077021a8c4e5de1a3aa057b,Apple,214218,Reputation,hashtagContains:Apple,DiplomaticFacilities,Apple,,lte_hashtag_contains_mapping,9f6290f4436e5a2351f12e03b6433c3c,lte_hashtag_contains_mapping__9f6290f4436e5a2351f12e03b6433c3c
timcook,2adac6e9b077021a8c4e5de1a3aa057b,Apple CEO Tim Cook,214218,Reputation,hashtagContains:TimCook,AAEntity,Apple CEO Tim Cook,,lte_hashtag_contains_mapping,29c29a08ea64b57a60247a8debe51498,lte_hashtag_contains_mapping__29c29a08ea64b57a60247a8debe51498
dropbox,75a6131f845974797c5c2823b234ec0f,Dropbox,214218,Reputation,hashtagContains:Dropbox,CompanyKeyword,Dropbox,,lte_hashtag_contains_mapping,f92aa92725095d5531f54b4589d99264,lte_hashtag_contains_mapping__f92aa92725095d5531f54b4589d99264
drewhouston,75a6131f845974797c5c2823b234ec0f,Dropbox CEO Drew Houston,214218,Reputation,hashtagContains:DrewHouston,IndustryTerm,Dropbox CEO Drew Houston,,lte_hashtag_contains_mapping,8a86b67b99ed3f357e82aec92617e7e9,lte_hashtag_contains_mapping__8a86b67b99ed3f357e82aec92617e7e9
generalelectric,322ac38925c136d0cdf64421568a1bf7,General Electric,214218,Reputation,hashtagContains:GeneralElectric,AAEntity,General Electric,,lte_hashtag_contains_mapping,b7dd9335262c963353fe9f12165a5a86,lte_hashtag_contains_mapping__b7dd9335262c963353fe9f12165a5a86
lawrenceculp,322ac38925c136d0cdf64421568a1bf7,General Electric CEO Lawrence Culp,214218,Reputation,hashtagContains:LawrenceCulp,Diplomat,General Electric CEO Lawrence Culp,,lte_hashtag_contains_mapping,4e29f2ce257ff9a45227fb36d7f7ac98,lte_hashtag_contains_mapping__4e29f2ce257ff9a45227fb36d7f7ac98
larryculp,322ac38925c136d0cdf64421568a1bf7,General Electric CEO Lawrence Culp,214218,Reputation,hashtagContains:LarryCulp,LegislativeCommittee,General Electric CEO Lawrence Culp,,lte_hashtag_contains_mapping,4e29f2ce257ff9a45227fb36d7f7ac98,lte_hashtag_contains_mapping__4e29f2ce257ff9a45227fb36d7f7ac98
freddiemac,2f73a63fa56565bb8209179dfe056f48,Freddie Mac,214218,Reputation,hashtagContains:FreddieMac,Shipping,Freddie Mac,,lte_hashtag_contains_mapping,99fc3471b2182beaebe91a3f43131979,lte_hashtag_contains_mapping__99fc3471b2182beaebe91a3f43131979
michaelhutchins,2f73a63fa56565bb8209179dfe056f48,Freddie Mac CEO Michael Hutchins,214218,Reputation,hashtagContains:MichaelHutchins,LegislativeCommittee,Freddie Mac CEO Michael Hutchins,,lte_hashtag_contains_mapping,603235708e09ecc475e849119a6f76e4,lte_hashtag_contains_mapping__603235708e09ecc475e849119a6f76e4
panasonic,300414e91c9cf1d0de9a668688a8db4b,Panasonic,214218,Reputation,hashtagContains:Panasonic,Consulates,Panasonic,,lte_hashtag_contains_mapping,4db2eb60906233021c65b511fe814034,lte_hashtag_contains_mapping__4db2eb60906233021c65b511fe814034
michaelmoskowitz,300414e91c9cf1d0de9a668688a8db4b,Panasonic CEO Michael Moskowitz,214218,Reputation,hashtagContains:MichaelMoskowitz,Person,Panasonic CEO Michael Moskowitz,,lte_hashtag_contains_mapping,f0a3ecdea2fb63e998b5be76ad742ede,lte_hashtag_contains_mapping__f0a3ecdea2fb63e998b5be76ad742ede
at&t,eb4c37efac8ef073aaf6d5e9f4120e0a,AT&T,214218,Reputation,hashtagContains:AT&T,Pipeline,AT&T,,lte_hashtag_contains_mapping,b74e69c4545cf7fc29395289f96240c2,lte_hashtag_contains_mapping__b74e69c4545cf7fc29395289f96240c2
johnstankey,eb4c37efac8ef073aaf6d5e9f4120e0a,AT&T CEO John Stankey,214218,Reputation,hashtagContains:JohnStankey,DiplomaticFacilities,AT&T CEO John Stankey,,lte_hashtag_contains_mapping,11e3de2f0e97704ef52e7c07e310df4c,lte_hashtag_contains_mapping__11e3de2f0e97704ef52e7c07e310df4c
kohls,bebe2053a8d82be1e8c0986f277a27ba,Kohl's,214218,Reputation,hashtagContains:Kohls,Pipeline,Kohl's,,lte_hashtag_contains_mapping,f47914299f3d8460ea82dd21f435b624,lte_hashtag_contains_mapping__f47914299f3d8460ea82dd21f435b624
michellegass,bebe2053a8d82be1e8c0986f277a27ba,Kohl's CEO Michelle Gass,214218,Reputation,hashtagContains:MichelleGass,Organization,Kohl's CEO Michelle Gass,,lte_hashtag_contains_mapping,c9d6e510591a4b874450ed51e89d0525,lte_hashtag_contains_mapping__c9d6e510591a4b874450ed51e89d0525
baesystems,68de11995b3eaa7243a40b135a58219b,BAE Systems,214218,Reputation,hashtagContains:BAESystems,ForeignMinister,BAE Systems,,lte_hashtag_contains_mapping,48c7e055cb46ce0c9f686921c0ac63b2,lte_hashtag_contains_mapping__48c7e055cb46ce0c9f686921c0ac63b2
charleswoodburn,68de11995b3eaa7243a40b135a58219b,BAE Systems CEO Charles Woodburn,214218,Reputation,hashtagContains:CharlesWoodburn,Consulates,BAE Systems CEO Charles Woodburn,,lte_hashtag_contains_mapping,e9f5e3c8c519ba2ef0f34d0fdb206289,lte_hashtag_contains_mapping__e9f5e3c8c519ba2ef0f34d0fdb206289
bankofamerica,e672678f644ea6ca9d8396db9db0bdf0,Bank of America,214218,Reputation,hashtagContains:BankofAmerica,Organization,Bank of America,,lte_hashtag_contains_mapping,e4b68a3710443456cf882f506dfa2af5,lte_hashtag_contains_mapping__e4b68a3710443456cf882f506dfa2af5
brianmoynihan,e672678f644ea6ca9d8396db9db0bdf0,Bank of America CEO Brian Moynihan,214218,Reputation,hashtagContains:BrianMoynihan,FTO,Bank of America CEO Brian Moynihan,,lte_hashtag_contains_mapping,9571df26d9b6b090a29f033449f4c3ba,lte_hashtag_contains_mapping__9571df26d9b6b090a29f033449f4c3ba
basf,8d49b8dc5ba98024dc999c10317deae7,BASF,214218,Reputation,hashtagContains:BASF,DiplomaticFacilities,BASF,,lte_hashtag_contains_mapping,1672f5c14b0beab044c02884a30f1e5b,lte_hashtag_contains_mapping__1672f5c14b0beab044c02884a30f1e5b
martinbrudermuller,8d49b8dc5ba98024dc999c10317deae7,BASF CEO Martin Brudermuller,214218,Reputation,hashtagContains:MartinBrudermuller,ForeignMinister,BASF CEO Martin Brudermuller,,lte_hashtag_contains_mapping,fe7eb1209441f6301276ef02331ecd22,lte_hashtag_contains_mapping__fe7eb1209441f6301276ef02331ecd22
bhpgrouplimited,c503f35fcdc52d4912f2ca64ea221306,BHP Group Limited,214218,Reputation,hashtagContains:BHPGroupLimited,space,BHP Group Limited,,lte_hashtag_contains_mapping,f458659825cb5b9141b09d1e658f6132,lte_hashtag_contains_mapping__f458659825cb5b9141b09d1e658f6132
mikehenry,c503f35fcdc52d4912f2ca64ea221306,BHP Group Limited CEO Mike Henry,214218,Reputation,hashtagContains:MikeHenry,ForeignMinistry,BHP Group Limited CEO Mike Henry,,lte_hashtag_contains_mapping,04995ff9253be7810a83a529494614d8,lte_hashtag_contains_mapping__04995ff9253be7810a83a529494614d8
bostonscientific,19ed1a9f49895c64e95dc95d23bf95f7,Boston Scientific,214218,Reputation,hashtagContains:BostonScientific,Organization,Boston Scientific,,lte_hashtag_contains_mapping,fc7e7271fb92a64ec66a3c9974fb1aaa,lte_hashtag_contains_mapping__fc7e7271fb92a64ec66a3c9974fb1aaa
michaelmahoney,19ed1a9f49895c64e95dc95d23bf95f7,Boston Scientific CEO Michael Mahoney,214218,Reputation,hashtagContains:MichaelMahoney,Pipeline,Boston Scientific CEO Michael Mahoney,,lte_hashtag_contains_mapping,1993055ba67f549b6255bd3bfd33adaa,lte_hashtag_contains_mapping__1993055ba67f549b6255bd3bfd33adaa
bpoil,38d8b69ed5061389a56cf5a9dad770db,BP,214218,Reputation,hashtagContains:BPOil,ForeignMinister,BP,,lte_hashtag_contains_mapping,96d4cdff8ed57e93e3b3d843cffe3af7,lte_hashtag_contains_mapping__96d4cdff8ed57e93e3b3d843cffe3af7
bernardlooney,38d8b69ed5061389a56cf5a9dad770db,BP CEO Bernard Looney,214218,Reputation,hashtagContains:BernardLooney,ForeignMinistry,BP CEO Bernard Looney,,lte_hashtag_contains_mapping,cf55951627f4280704b0c4f1ab720dc3,lte_hashtag_contains_mapping__cf55951627f4280704b0c4f1ab720dc3
morganstanley,9597f9cbacb1485175682349860da818,Morgan Stanley,214218,Reputation,hashtagContains:MorganStanley,DiplomaticFacilities,Morgan Stanley,,lte_hashtag_contains_mapping,0e72dec947a8b849cb33ca5799320f5a,lte_hashtag_contains_mapping__0e72dec947a8b849cb33ca5799320f5a
jamesgorman,9597f9cbacb1485175682349860da818,Morgan Stanley CEO James Gorman,214218,Reputation,hashtagContains:JamesGorman,ForeignMinister,Morgan Stanley CEO James Gorman,,lte_hashtag_contains_mapping,db8b8f53fceebee7a11d1e98ec99cf9e,lte_hashtag_contains_mapping__db8b8f53fceebee7a11d1e98ec99cf9e
capitalone,11a15878b8b8b4b13fc8246f628fa84b,Capital One,214218,Reputation,hashtagContains:CapitalOne,News,Capital One,,lte_hashtag_contains_mapping,69d59a17f8e7d182ae0e0368c9eec9ac,lte_hashtag_contains_mapping__69d59a17f8e7d182ae0e0368c9eec9ac
richardfairbank,11a15878b8b8b4b13fc8246f628fa84b,Capital One CEO Richard Fairbank,214218,Reputation,hashtagContains:RichardFairbank,CompanyKeyword,Capital One CEO Richard Fairbank,,lte_hashtag_contains_mapping,5ab049cd6798749e7cd3aa88da2d40a6,lte_hashtag_contains_mapping__5ab049cd6798749e7cd3aa88da2d40a6
carefirstofmaryland,e0fd16625154955ddc280a50899171a1,CareFirst of Maryland,214218,Reputation,hashtagContains:CareFirstofMaryland,CompanyKeyword,CareFirst of Maryland,,lte_hashtag_contains_mapping,d15c7391442d544d2ea82065afeffdd6,lte_hashtag_contains_mapping__d15c7391442d544d2ea82065afeffdd6
brianpieninck,e0fd16625154955ddc280a50899171a1,CareFirst of Maryland CEO Brian Pieninck,214218,Reputation,hashtagContains:BrianPieninck,Consulates,CareFirst of Maryland CEO Brian Pieninck,,lte_hashtag_contains_mapping,dcd934bae06693e451cecc8794b576fb,lte_hashtag_contains_mapping__dcd934bae06693e451cecc8794b576fb
chevron,f41dd1b2abb0c41f225675ebb448ce63,Chevron,214218,Reputation,hashtagContains:Chevron,space,Chevron,,lte_hashtag_contains_mapping,9a37a3059e7c4ad00788c63f90dc8980,lte_hashtag_contains_mapping__9a37a3059e7c4ad00788c63f90dc8980
michaelwirth,f41dd1b2abb0c41f225675ebb448ce63,Chevron CEO Michael Wirth,214218,Reputation,hashtagContains:MichaelWirth,ForeignMinister,Chevron CEO Michael Wirth,,lte_hashtag_contains_mapping,eda96b14498029c701aea3bdb7307c9e,lte_hashtag_contains_mapping__eda96b14498029c701aea3bdb7307c9e
chickfila,dcacaa6c910a47709f897b963266c88c,Chick-Fil-A,214218,Reputation,hashtagContains:ChickFilA,Person,Chick-Fil-A,,lte_hashtag_contains_mapping,f0687aaf86c39ed56ef1c345fcb99fab,lte_hashtag_contains_mapping__f0687aaf86c39ed56ef1c345fcb99fab
dancathy,dcacaa6c910a47709f897b963266c88c,Chick-Fil-A CEO Dan Cathy,214218,Reputation,hashtagContains:DanCathy,Exec,Chick-Fil-A CEO Dan Cathy,,lte_hashtag_contains_mapping,e86712949729d2ce7f61ec293d77c8b3,lte_hashtag_contains_mapping__e86712949729d2ce7f61ec293d77c8b3
chipotle,93f1fe5720c34ec307ebed753cd78288,Chipotle,214218,Reputation,hashtagContains:Chipotle,space,Chipotle,,lte_hashtag_contains_mapping,951d9b40ea15a154234366aab2271632,lte_hashtag_contains_mapping__951d9b40ea15a154234366aab2271632
brianniccol,93f1fe5720c34ec307ebed753cd78288,Chipotle CEO Brian Niccol,214218,Reputation,hashtagContains:BrianNiccol,space,Chipotle CEO Brian Niccol,,lte_hashtag_contains_mapping,26c034b1e3d68ee7ce8fc56616bd1ee2,lte_hashtag_contains_mapping__26c034b1e3d68ee7ce8fc56616bd1ee2
choicehotels,16276952d344372a55016b95b3cbb2b9,Choice Hotels,214218,Reputation,hashtagContains:ChoiceHotels,CompanyKeyword,Choice Hotels,,lte_hashtag_contains_mapping,a17b4065cb275e7c4d999d1064d58d99,lte_hashtag_contains_mapping__a17b4065cb275e7c4d999d1064d58d99
patrickpacious,16276952d344372a55016b95b3cbb2b9,Choice Hotels CEO Patrick Pacious,214218,Reputation,hashtagContains:PatrickPacious,ForeignMinister,Choice Hotels CEO Patrick Pacious,,lte_hashtag_contains_mapping,2f71868d86ada83b1fd25b61786bed69,lte_hashtag_contains_mapping__2f71868d86ada83b1fd25b61786bed69
citadelllc,a6fcf4438b6796c183ab63dd6eb1baee,Citadel,214218,Reputation,hashtagContains:CitadelLLC,News,Citadel,,lte_hashtag_contains_mapping,6a51af6c472004eb3bf8288f45b38501,lte_hashtag_contains_mapping__6a51af6c472004eb3bf8288f45b38501
kennethgriffin,a6fcf4438b6796c183ab63dd6eb1baee,Citadel CEO Kenneth Griffin,214218,Reputation,hashtagContains:KennethGriffin,Shipping,Citadel CEO Kenneth Griffin,,lte_hashtag_contains_mapping,a5fe3323de0d1beb0815b19ae8b9aecf,lte_hashtag_contains_mapping__a5fe3323de0d1beb0815b19ae8b9aecf
cvshealth,480b1d303f9e1e9b2d443e70ac8d14b3,CVS,214218,Reputation,hashtagContains:CVSHealth,FTO,CVS,,lte_hashtag_contains_mapping,51332b8fec73c1f1aeb5259d61fabb3a,lte_hashtag_contains_mapping__51332b8fec73c1f1aeb5259d61fabb3a
larry merlo,480b1d303f9e1e9b2d443e70ac8d14b3,CVS CEO Larry Merlo,214218,Reputation,hashtagContains:Larry Merlo,Exec,CVS CEO Larry Merlo,,lte_hashtag_contains_mapping,692eb2cfd4e8b2826ee06b1b5fbc9523,lte_hashtag_contains_mapping__692eb2cfd4e8b2826ee06b1b5fbc9523
electronicarts,8418b27bbef61aa2e8c7f980c41d1c1c,Electronic Arts,214218,Reputation,hashtagContains:ElectronicArts,Shipping,Electronic Arts,,lte_hashtag_contains_mapping,e853db5fb97163e7377be31ae2d55799,lte_hashtag_contains_mapping__e853db5fb97163e7377be31ae2d55799
andrewwilson,8418b27bbef61aa2e8c7f980c41d1c1c,Electronic Arts CEO Andrew Wilson,214218,Reputation,hashtagContains:AndrewWilson,DiplomaticFacilities,Electronic Arts CEO Andrew Wilson,,lte_hashtag_contains_mapping,2178a1cb899abbb980fcf8ee76725f5b,lte_hashtag_contains_mapping__2178a1cb899abbb980fcf8ee76725f5b
daimlerag,15b3b39434e24514040c575fdecb4a7e,Daimler,214218,Reputation,hashtagContains:DaimlerAG,CompanyKeyword,Daimler,,lte_hashtag_contains_mapping,ab1ebc1de72d369a2f6b7867862d58a2,lte_hashtag_contains_mapping__ab1ebc1de72d369a2f6b7867862d58a2
olakallenius,15b3b39434e24514040c575fdecb4a7e,Daimler CEO Ola Kallenius,214218,Reputation,hashtagContains:OlaKallenius,ForeignMinistry,Daimler CEO Ola Kallenius,,lte_hashtag_contains_mapping,f3617ad7da553de3b41ca7fbe45744c0,lte_hashtag_contains_mapping__f3617ad7da553de3b41ca7fbe45744c0
mercedesbenz,15b3b39434e24514040c575fdecb4a7e,Daimler,214218,Reputation,hashtagContains:MercedesBenz,Media,Daimler,,lte_hashtag_contains_mapping,ab1ebc1de72d369a2f6b7867862d58a2,lte_hashtag_contains_mapping__ab1ebc1de72d369a2f6b7867862d58a2
deloitte,797bb8c12c01507ad8669b06b9abe7ac,Deloitte,214218,Reputation,hashtagContains:Deloitte,Media,Deloitte,,lte_hashtag_contains_mapping,370c2482dacb3fffbd4043cfca5674fe,lte_hashtag_contains_mapping__370c2482dacb3fffbd4043cfca5674fe
punitrenjen,797bb8c12c01507ad8669b06b9abe7ac,Deloitte CEO Punit Renjen,214218,Reputation,hashtagContains:PunitRenjen,DiplomaticFacilities,Deloitte CEO Punit Renjen,,lte_hashtag_contains_mapping,fd93a401860ac8ebdbb4b23d92bfda37,lte_hashtag_contains_mapping__fd93a401860ac8ebdbb4b23d92bfda37
discoverproducts,a6404f7feafdb9022a4fe8d84508cb48,Discover Financial Services,214218,Reputation,hashtagContains:DiscoverProducts,FTO,Discover Financial Services,,lte_hashtag_contains_mapping,c5f9dcd284f80cd56cb8cf8ebdde305b,lte_hashtag_contains_mapping__c5f9dcd284f80cd56cb8cf8ebdde305b
rogerhochschild,a6404f7feafdb9022a4fe8d84508cb48,Discover Financial Services CEO Roger Hochschild,214218,Reputation,hashtagContains:RogerHochschild,Wells,Discover Financial Services CEO Roger Hochschild,,lte_hashtag_contains_mapping,7ed4ae2b034b47f66c6ee0cbd5f88022,lte_hashtag_contains_mapping__7ed4ae2b034b47f66c6ee0cbd5f88022
dominionenergy,bf26669d9b6a391452db87b69ae4843d,Dominion Energy,214218,Reputation,hashtagContains:DominionEnergy,ForeignMinister,Dominion Energy,,lte_hashtag_contains_mapping,5b2e22520f37f94dbe87271c6b8e0508,lte_hashtag_contains_mapping__5b2e22520f37f94dbe87271c6b8e0508
thomasfarrell,bf26669d9b6a391452db87b69ae4843d,Dominion Energy CEO Thomas Farrell,214218,Reputation,hashtagContains:ThomasFarrell,Media,Dominion Energy CEO Thomas Farrell,,lte_hashtag_contains_mapping,899d504631be8e71902110c62a06039a,lte_hashtag_contains_mapping__899d504631be8e71902110c62a06039a
dukeenergy,794cbab05fc1f2c570713e090fe21da8,Duke Energy,214218,Reputation,hashtagContains:DukeEnergy,Diplomat,Duke Energy,,lte_hashtag_contains_mapping,e5896ecb39885dd6f4b65900fe77aa50,lte_hashtag_contains_mapping__e5896ecb39885dd6f4b65900fe77aa50
lynngood,794cbab05fc1f2c570713e090fe21da8,Duke Energy CEO Lynn Good,214218,Reputation,hashtagContains:LynnGood,Legislator,Duke Energy CEO Lynn Good,,lte_hashtag_contains_mapping,5ef18aa00b0c28c58de400216729c671,lte_hashtag_contains_mapping__5ef18aa00b0c28c58de400216729c671
dupont,6130f2e02f74ce48a72b9cd8eaa023f2,DuPont,214218,Reputation,hashtagContains:DuPont,Legislator,DuPont,,lte_hashtag_contains_mapping,9a74213e51c73aa8a3db9429d9bba472,lte_hashtag_contains_mapping__9a74213e51c73aa8a3db9429d9bba472
edwardbreen,6130f2e02f74ce48a72b9cd8eaa023f2,DuPont CEO Edward Breen,214218,Reputation,hashtagContains:EdwardBreen,ForeignMinister,DuPont CEO Edward Breen,,lte_hashtag_contains_mapping,33f7fb7c001d96b3ffcb74ea40532d5d,lte_hashtag_contains_mapping__33f7fb7c001d96b3ffcb74ea40532d5d
dyson,1cb134be4c341441d394951c92b6f997,Dyson,214218,Reputation,hashtagContains:Dyson,Pipeline,Dyson,,lte_hashtag_contains_mapping,000b5af413059930a90d21b8576ff9bb,lte_hashtag_contains_mapping__000b5af413059930a90d21b8576ff9bb
rolandkrueger,1cb134be4c341441d394951c92b6f997,Dyson CEO Roland Krueger,214218,Reputation,hashtagContains:RolandKrueger,Wells,Dyson CEO Roland Krueger,,lte_hashtag_contains_mapping,603120fafbd6f6b907d1f6337086b4f8,lte_hashtag_contains_mapping__603120fafbd6f6b907d1f6337086b4f8
exxon,ca7e1e10c738703f369aafb8278af324,Exxon,214218,Reputation,hashtagContains:Exxon,Pipeline,Exxon,,lte_hashtag_contains_mapping,6ff0089aff08e59694f9083f9dcf2662,lte_hashtag_contains_mapping__6ff0089aff08e59694f9083f9dcf2662
darrenwoods,ca7e1e10c738703f369aafb8278af324,Exxon CEO Darren Woods,214218,Reputation,hashtagContains:DarrenWoods,FTO,Exxon CEO Darren Woods,,lte_hashtag_contains_mapping,b843904e4b0b2667e002dc7a9b08aacd,lte_hashtag_contains_mapping__b843904e4b0b2667e002dc7a9b08aacd
fedex,7e37b4390d0cefb5819d047e9cd91fe2,FedEx,214218,Reputation,hashtagContains:FedEx,Shipping,FedEx,,lte_hashtag_contains_mapping,f2d4a36f60a5f4df5769e10303b7cc93,lte_hashtag_contains_mapping__f2d4a36f60a5f4df5769e10303b7cc93
fredericksmith,7e37b4390d0cefb5819d047e9cd91fe2,FedEx CEO Frederick Smith,214218,Reputation,hashtagContains:FrederickSmith,DiplomaticFacilities,FedEx CEO Frederick Smith,,lte_hashtag_contains_mapping,d00f879c7f3266adae1c1aa42e7d7d8f,lte_hashtag_contains_mapping__d00f879c7f3266adae1c1aa42e7d7d8f
ferrerointernational,a67b76d0e3fda90530db658a226461af,Ferrero,214218,Reputation,hashtagContains:FerreroInternational,Pipeline,Ferrero,,lte_hashtag_contains_mapping,6a621932ef4b94bf9c9c0bfb9439d7d1,lte_hashtag_contains_mapping__6a621932ef4b94bf9c9c0bfb9439d7d1
lapociviletti,a67b76d0e3fda90530db658a226461af,Ferrero CEO Lapo Civiletti,214218,Reputation,hashtagContains:LapoCiviletti,DiplomaticFacilities,Ferrero CEO Lapo Civiletti,,lte_hashtag_contains_mapping,3267d3617f0e5f251579fb84f415a69b,lte_hashtag_contains_mapping__3267d3617f0e5f251579fb84f415a69b
fifththirdbancorp,c6b3ea2fcdd38d874c0925cae90557d4,Fifth Third Bancorp,214218,Reputation,hashtagContains:FifthThirdBancorp,space,Fifth Third Bancorp,,lte_hashtag_contains_mapping,68f76ea42e8cbcbbc7bb2c928dc0177f,lte_hashtag_contains_mapping__68f76ea42e8cbcbbc7bb2c928dc0177f
gregcarmichael,c6b3ea2fcdd38d874c0925cae90557d4,Fifth Third Bancorp CEO Greg Carmichael,214218,Reputation,hashtagContains:GregCarmichael,ForeignMinister,Fifth Third Bancorp CEO Greg Carmichael,,lte_hashtag_contains_mapping,210d9f16a529fe7ffbb705205047b76d,lte_hashtag_contains_mapping__210d9f16a529fe7ffbb705205047b76d
tenethealth,639e66de65b9dceef0c2b956a22c1424,Tenet Health,214218,Reputation,hashtagContains:TenetHealth,ForeignMinistry,Tenet Health,,lte_hashtag_contains_mapping,6b4c6b961948280de5d2b06d167d8a3c,lte_hashtag_contains_mapping__6b4c6b961948280de5d2b06d167d8a3c
ronaldrittenmeyer,639e66de65b9dceef0c2b956a22c1424,Tenet Health CEO Ronald Rittenmeyer,214218,Reputation,hashtagContains:RonaldRittenmeyer,Keyphrase,Tenet Health CEO Ronald Rittenmeyer,,lte_hashtag_contains_mapping,57b982cf588babc9938034bca36223b3,lte_hashtag_contains_mapping__57b982cf588babc9938034bca36223b3
cardinalhealth,859d479ca8ddbcc2bbca3d5d5f1c8156,Cardinal Health,214218,Reputation,hashtagContains:CardinalHealth,IndustryTerm,Cardinal Health,,lte_hashtag_contains_mapping,8a7d4af18b64df6b29be9483344342ef,lte_hashtag_contains_mapping__8a7d4af18b64df6b29be9483344342ef
