keyword,guid,caption_name,topic_guid,topic_name,concatenated,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
vickihollub,947451a3db558bc8061d25e7e9a2c442,OXY Inc. CEO Vicki Hollub,214218,Reputation,hashtagContains:VickiHollub,Consulates,OXY Inc. CEO Vicki Hollub,,lte_hashtag_contains_mapping,4babb2c3e27ca436261e44d31e7b6acd,lte_hashtag_contains_mapping__4babb2c3e27ca436261e44d31e7b6acd
labcorp,6d07a7d61ef94a40f23858b883636998,LabCorp,214218,Reputation,hashtagContains:LabCorp,AAEntity,LabCorp,,lte_hashtag_contains_mapping,292aceea9c8f3df19cf714bcd597a903,lte_hashtag_contains_mapping__292aceea9c8f3df19cf714bcd597a903
adamschechter,6d07a7d61ef94a40f23858b883636998,LabCorp CEO Adam Schechter,214218,Reputation,hashtagContains:AdamSchechter,LegislativeCommittee,LabCorp CEO Adam Schechter,,lte_hashtag_contains_mapping,d5ed71a83af65e95b89621c2b968c468,lte_hashtag_contains_mapping__d5ed71a83af65e95b89621c2b968c468
republicairways,ec7be6dc9cfd62c057b97c2994d3f3e7,Republic Airways,214218,Reputation,hashtagContains:RepublicAirways,LegislativeCommittee,Republic Airways,,lte_hashtag_contains_mapping,41c7221b96cd31829e4664350d13b4c7,lte_hashtag_contains_mapping__41c7221b96cd31829e4664350d13b4c7
bryanbedford,ec7be6dc9cfd62c057b97c2994d3f3e7,Republic Airways CEO Bryan Bedford,214218,Reputation,hashtagContains:BryanBedford,Person,Republic Airways CEO Bryan Bedford,,lte_hashtag_contains_mapping,0dc6315238d5e3d3ee23591c16bdbacd,lte_hashtag_contains_mapping__0dc6315238d5e3d3ee23591c16bdbacd
rossstores,9b9542770644c545d08e62bc83873c8c,Ross Stores,214218,Reputation,hashtagContains:RossStores,Legislator,Ross Stores,,lte_hashtag_contains_mapping,728b27218cc87e8d1c7a7a93f53080a9,lte_hashtag_contains_mapping__728b27218cc87e8d1c7a7a93f53080a9
barbararentler,9b9542770644c545d08e62bc83873c8c,Ross Stores CEO Barbara Rentler,214218,Reputation,hashtagContains:BarbaraRentler,Pipeline,Ross Stores CEO Barbara Rentler,,lte_hashtag_contains_mapping,0d4d219049bb4ef813f99d204a85d467,lte_hashtag_contains_mapping__0d4d219049bb4ef813f99d204a85d467
salesforce,bc273ac3c7f9d86a4d284fd11bfb0ce6,Salesforce,214218,Reputation,hashtagContains:Salesforce,Exec,Salesforce,,lte_hashtag_contains_mapping,4a6dbb2ff650f82af801f71c3efd72c3,lte_hashtag_contains_mapping__4a6dbb2ff650f82af801f71c3efd72c3
markbenioff,bc273ac3c7f9d86a4d284fd11bfb0ce6,Salesforce CEO Mark Benioff,214218,Reputation,hashtagContains:MarkBenioff,Shipping,Salesforce CEO Mark Benioff,,lte_hashtag_contains_mapping,738fbf5b8da1fbac6ae7ddec3b8c84fd,lte_hashtag_contains_mapping__738fbf5b8da1fbac6ae7ddec3b8c84fd
sap,c0411c9799fa3e1957878d3ce985eb21,SAP,214218,Reputation,hashtagContains:SAP,Consulates,SAP,,lte_hashtag_contains_mapping,999bc6b18351bbe817d26f559ba408ae,lte_hashtag_contains_mapping__999bc6b18351bbe817d26f559ba408ae
christianklein,c0411c9799fa3e1957878d3ce985eb21,SAP CEO Christian Klein,214218,Reputation,hashtagContains:ChristianKlein,Media,SAP CEO Christian Klein,,lte_hashtag_contains_mapping,0c22aeab0669f2e15a085e6a5af3703a,lte_hashtag_contains_mapping__0c22aeab0669f2e15a085e6a5af3703a
scentregroup,f30a09fc31bbf5e976706b2785316f28,Scentre Group,214218,Reputation,hashtagContains:ScentreGroup,News,Scentre Group,,lte_hashtag_contains_mapping,6880ec3374bf84b79af046ea9b625989,lte_hashtag_contains_mapping__6880ec3374bf84b79af046ea9b625989
peterkennethallen,f30a09fc31bbf5e976706b2785316f28,Scentre Group CEO Peter Kenneth Allen,214218,Reputation,hashtagContains:PeterKennethAllen,Legislator,Scentre Group CEO Peter Kenneth Allen,,lte_hashtag_contains_mapping,67c9feaae858c49cfab40040e2a6e73a,lte_hashtag_contains_mapping__67c9feaae858c49cfab40040e2a6e73a
sonypictures,61a341a90a1f8e0bd1383a5d95dd458e,,214218,Reputation,hashtagContains:SonyPictures,Organization,,,lte_hashtag_contains_mapping,d41d8cd98f00b204e9800998ecf8427e,lte_hashtag_contains_mapping__d41d8cd98f00b204e9800998ecf8427e
kenichiroyoshida,61a341a90a1f8e0bd1383a5d95dd458e,CEO Kenichiro Yoshida,214218,Reputation,hashtagContains:KenichiroYoshida,ForeignMinister,CEO Kenichiro Yoshida,,lte_hashtag_contains_mapping,c1079908f605b142f811fc965c50f10a,lte_hashtag_contains_mapping__c1079908f605b142f811fc965c50f10a
stericycle,e00f07eb07974b1ce687c155d987f665,Stericycle,214218,Reputation,hashtagContains:Stericycle,Media,Stericycle,,lte_hashtag_contains_mapping,e29147864ce0a1b5107c048901529f42,lte_hashtag_contains_mapping__e29147864ce0a1b5107c048901529f42
cindymiller,e00f07eb07974b1ce687c155d987f665,Stericycle CEO Cindy Miller,214218,Reputation,hashtagContains:CindyMiller,Consulates,Stericycle CEO Cindy Miller,,lte_hashtag_contains_mapping,aafc00f551452cb0997f9ad3282a5459,lte_hashtag_contains_mapping__aafc00f551452cb0997f9ad3282a5459
tdbank,7e1225c9ffc52feecd896f4060e5f217,TD Bank,214218,Reputation,hashtagContains:TDBank,Person,TD Bank,,lte_hashtag_contains_mapping,a270529277e11434ce7a40cff6c21217,lte_hashtag_contains_mapping__a270529277e11434ce7a40cff6c21217
gregorybraca,7e1225c9ffc52feecd896f4060e5f217,TD Bank CEO Gregory Braca,214218,Reputation,hashtagContains:GregoryBraca,Organization,TD Bank CEO Gregory Braca,,lte_hashtag_contains_mapping,d9d09672a9d505fefceaadbc5f820e3c,lte_hashtag_contains_mapping__d9d09672a9d505fefceaadbc5f820e3c
wecenergy,a5d16dfd1401f7f1c168f582df3d049c,WEC Energy Group,214218,Reputation,hashtagContains:WECEnergy,Legislator,WEC Energy Group,,lte_hashtag_contains_mapping,3c425bbba79b5dd30d22893c3014dff2,lte_hashtag_contains_mapping__3c425bbba79b5dd30d22893c3014dff2
galeklappa,a5d16dfd1401f7f1c168f582df3d049c,WEC Energy Group CEO Gale Klappa,214218,Reputation,hashtagContains:GaleKlappa,Consulates,WEC Energy Group CEO Gale Klappa,,lte_hashtag_contains_mapping,da64659c2e4a483907bf49819a9e4c52,lte_hashtag_contains_mapping__da64659c2e4a483907bf49819a9e4c52
zebratechnologies,ff77d368bbc34c30cd1e171ac21ed848,Zebra Technologies,214218,Reputation,hashtagContains:ZebraTechnologies,ForeignMinistry,Zebra Technologies,,lte_hashtag_contains_mapping,fbf886cf5ff4c45a4e06dc29f0bae04c,lte_hashtag_contains_mapping__fbf886cf5ff4c45a4e06dc29f0bae04c
andersgustafsson,ff77d368bbc34c30cd1e171ac21ed848,Zebra Technologies CEO Anders Gustafsson,214218,Reputation,hashtagContains:AndersGustafsson,Refinery,Zebra Technologies CEO Anders Gustafsson,,lte_hashtag_contains_mapping,4600444f5251ff56f387991c5f71d3ea,lte_hashtag_contains_mapping__4600444f5251ff56f387991c5f71d3ea
internationalolympiccommittee,24cce950dfc9dee004cb94f7be451e82,IOC,214218,Reputation,hashtagContains:InternationalOlympicCommittee,FTO,IOC,,lte_hashtag_contains_mapping,7245a636843f38ae56d5862d502a4303,lte_hashtag_contains_mapping__7245a636843f38ae56d5862d502a4303
thomasbach,24cce950dfc9dee004cb94f7be451e82,IOC CEO Thomas Bach,214218,Reputation,hashtagContains:ThomasBach,Consulates,IOC CEO Thomas Bach,,lte_hashtag_contains_mapping,b0e30c3627d27fe15df2c76f0ca7e3eb,lte_hashtag_contains_mapping__b0e30c3627d27fe15df2c76f0ca7e3eb
twitter,d7e6c32993a18cd808bc47ac0af51f31,Twitter,214218,Reputation,hashtagContains:Twitter,News,Twitter,,lte_hashtag_contains_mapping,2491bc9c7d8731e1ae33124093bc7026,lte_hashtag_contains_mapping__2491bc9c7d8731e1ae33124093bc7026
jackdorsey,d7e6c32993a18cd808bc47ac0af51f31,Twitter CEO Jack Dorsey,214218,Reputation,hashtagContains:JackDorsey,Exec,Twitter CEO Jack Dorsey,,lte_hashtag_contains_mapping,051a797c489f6d5a4d5207e6242535cb,lte_hashtag_contains_mapping__051a797c489f6d5a4d5207e6242535cb
spacex,482d22ee391c96d95e6bd36732770175,SpaceX,214218,Reputation,hashtagContains:SpaceX,AAEntity,SpaceX,,lte_hashtag_contains_mapping,54d3a21ee5b8a15d2004b7350bf67e6d,lte_hashtag_contains_mapping__54d3a21ee5b8a15d2004b7350bf67e6d
elonmusk,482d22ee391c96d95e6bd36732770175,SpaceX CEO Elon Musk,214218,Reputation,hashtagContains:ElonMusk,Pipeline,SpaceX CEO Elon Musk,,lte_hashtag_contains_mapping,0356c050934f9a663a8816cb0826739e,lte_hashtag_contains_mapping__0356c050934f9a663a8816cb0826739e
warnerbros,68c99c18b04742addfac70889332fdcc,WarnerMedia,214218,Reputation,hashtagContains:WarnerBros,CompanyKeyword,WarnerMedia,,lte_hashtag_contains_mapping,02ae98e69f08ec875812efb1e4ea740d,lte_hashtag_contains_mapping__02ae98e69f08ec875812efb1e4ea740d
annsarnoff,68c99c18b04742addfac70889332fdcc,WarnerMedia CEO Ann Sarnoff,214218,Reputation,hashtagContains:AnnSarnoff,ForeignMinistry,WarnerMedia CEO Ann Sarnoff,,lte_hashtag_contains_mapping,51224297f6681c509809b013f2fe9cb4,lte_hashtag_contains_mapping__51224297f6681c509809b013f2fe9cb4
nisource,b47145e5f51bcae838fcf50f771d96d6,NiSource,214218,Reputation,hashtagContains:NiSource,FTO,NiSource,,lte_hashtag_contains_mapping,829ab1cdba3e806a22e26bd61aae1294,lte_hashtag_contains_mapping__829ab1cdba3e806a22e26bd61aae1294
josephhamrock,b47145e5f51bcae838fcf50f771d96d6,NiSource CEO Joseph Hamrock,214218,Reputation,hashtagContains:JosephHamrock,LegislativeCommittee,NiSource CEO Joseph Hamrock,,lte_hashtag_contains_mapping,6445ca9365d37125b783748c6119f53a,lte_hashtag_contains_mapping__6445ca9365d37125b783748c6119f53a
totalenergies,29d6c4447586ecf5ce4be918e9921324,Total,214218,Reputation,hashtagContains:TotalEnergies,News,Total,,lte_hashtag_contains_mapping,96b0141273eabab320119c467cdcaf17,lte_hashtag_contains_mapping__96b0141273eabab320119c467cdcaf17
patrickpouyanne,29d6c4447586ecf5ce4be918e9921324,Total CEO Patrick Pouyanne,214218,Reputation,hashtagContains:PatrickPouyanne,Keyphrase,Total CEO Patrick Pouyanne,,lte_hashtag_contains_mapping,61e748c4d6c940dc337ce9147aacb3e1,lte_hashtag_contains_mapping__61e748c4d6c940dc337ce9147aacb3e1
ralphlauren,9cf3f3c0cbd7891c9e26553626249795,Ralph Lauren,214218,Reputation,hashtagContains:RalphLauren,Pipeline,Ralph Lauren,,lte_hashtag_contains_mapping,790c6eabf25d3b854cd9c3ec7ead2fe5,lte_hashtag_contains_mapping__790c6eabf25d3b854cd9c3ec7ead2fe5
patricelouvet,9cf3f3c0cbd7891c9e26553626249795,Ralph Lauren CEO Patrice Louvet,214218,Reputation,hashtagContains:PatriceLouvet,Refinery,Ralph Lauren CEO Patrice Louvet,,lte_hashtag_contains_mapping,6f35aeb9e4ee5c31ab39241d6c99b25c,lte_hashtag_contains_mapping__6f35aeb9e4ee5c31ab39241d6c99b25c
iac,e5240bbc9432ee74c1233d72b69989f5,IAC,214218,Reputation,hashtagContains:IAC,Exec,IAC,,lte_hashtag_contains_mapping,973ec353d1e7caeadedeecac026a80a3,lte_hashtag_contains_mapping__973ec353d1e7caeadedeecac026a80a3
joeylevin,e5240bbc9432ee74c1233d72b69989f5,IAC CEO Joey Levin,214218,Reputation,hashtagContains:JoeyLevin,FTO,IAC CEO Joey Levin,,lte_hashtag_contains_mapping,c8f503f95808bb4e17490c58f5546e2f,lte_hashtag_contains_mapping__c8f503f95808bb4e17490c58f5546e2f
exactssciences,c4c5f995d47d22d14f96d46049a19582,Exact Sciences Corporation,214218,Reputation,hashtagContains:ExactsSciences,News,Exact Sciences Corporation,,lte_hashtag_contains_mapping,99f9c4a8601964a4d6c07dafe6f09659,lte_hashtag_contains_mapping__99f9c4a8601964a4d6c07dafe6f09659
kevinconroy,c4c5f995d47d22d14f96d46049a19582,Exact Sciences Corporation CEO Kevin Conroy,214218,Reputation,hashtagContains:KevinConroy,Exec,Exact Sciences Corporation CEO Kevin Conroy,,lte_hashtag_contains_mapping,97343a90bcb68461cd1ddca3a4e63acd,lte_hashtag_contains_mapping__97343a90bcb68461cd1ddca3a4e63acd
michelscorporation,10bedc8f2ca351004c815fe8d89dcea5,Michels Corporation,214218,Reputation,hashtagContains:MichelsCorporation,Diplomat,Michels Corporation,,lte_hashtag_contains_mapping,276ebab478ab3b1cb124aaafa0a139a0,lte_hashtag_contains_mapping__276ebab478ab3b1cb124aaafa0a139a0
patrickmichels,10bedc8f2ca351004c815fe8d89dcea5,Michels Corporation CEO Patrick Michels,214218,Reputation,hashtagContains:PatrickMichels,Organization,Michels Corporation CEO Patrick Michels,,lte_hashtag_contains_mapping,5972397b29947146fed1e536c8f499ff,lte_hashtag_contains_mapping__5972397b29947146fed1e536c8f499ff
nationalgrid,bfb99fc7faca565dc0a19e635f45637e,National Grid North America,214218,Reputation,hashtagContains:NationalGrid,Consulates,National Grid North America,,lte_hashtag_contains_mapping,d486e6dec2545218ad565e9b69933dd7,lte_hashtag_contains_mapping__d486e6dec2545218ad565e9b69933dd7
badarkhan,bfb99fc7faca565dc0a19e635f45637e,National Grid North America CEO Badar Khan,214218,Reputation,hashtagContains:BadarKhan,ForeignMinistry,National Grid North America CEO Badar Khan,,lte_hashtag_contains_mapping,4c623e88c24c264c86d8c110a43688a2,lte_hashtag_contains_mapping__4c623e88c24c264c86d8c110a43688a2
serviciosfalabella,7bfa50137540a1e46fc406987999c9b7,Servicios Falabella Spa,214218,Reputation,hashtagContains:ServiciosFalabella,LegislativeCommittee,Servicios Falabella Spa,,lte_hashtag_contains_mapping,f13f457a920b8d80bc1c6d1a389b65aa,lte_hashtag_contains_mapping__f13f457a920b8d80bc1c6d1a389b65aa
gastonbottazzini,7bfa50137540a1e46fc406987999c9b7,Servicios Falabella Spa CEO Gaston Bottazzini,214218,Reputation,hashtagContains:GastonBottazzini,Legislator,Servicios Falabella Spa CEO Gaston Bottazzini,,lte_hashtag_contains_mapping,07971274e74189e37f5acdd7669f0d72,lte_hashtag_contains_mapping__07971274e74189e37f5acdd7669f0d72
organon,7fae85bad020e46faef8856025193a1e,Organon Pharmaceuticals,214218,Reputation,hashtagContains:Organon,ForeignMinister,Organon Pharmaceuticals,,lte_hashtag_contains_mapping,aaba0bccc5169068ea1a9a22dc54db7f,lte_hashtag_contains_mapping__aaba0bccc5169068ea1a9a22dc54db7f
kevinali,7fae85bad020e46faef8856025193a1e,Organon Pharmaceuticals CEO Kevin Ali,214218,Reputation,hashtagContains:KevinAli,space,Organon Pharmaceuticals CEO Kevin Ali,,lte_hashtag_contains_mapping,ec07d4845ccb9dcf84c71dd1be5866f6,lte_hashtag_contains_mapping__ec07d4845ccb9dcf84c71dd1be5866f6
nationalfuelgas,85d2cc3afcf9c005eee0f8d6704f508b,National Fuel Gas Company,214218,Reputation,hashtagContains:NationalFuelGas,Exec,National Fuel Gas Company,,lte_hashtag_contains_mapping,11c39553d2448817d0207c1a35c6461c,lte_hashtag_contains_mapping__11c39553d2448817d0207c1a35c6461c
davidbauer,85d2cc3afcf9c005eee0f8d6704f508b,National Fuel Gas Company CEO David Bauer,214218,Reputation,hashtagContains:DavidBauer,Exec,National Fuel Gas Company CEO David Bauer,,lte_hashtag_contains_mapping,76354426d08aab758115b317c825d9a3,lte_hashtag_contains_mapping__76354426d08aab758115b317c825d9a3
brightline,f6a05020141ab4c8a7a18ab7bfb929d5,Brightline,214218,Reputation,hashtagContains:Brightline,Refinery,Brightline,,lte_hashtag_contains_mapping,6f0712fe3c0265f8d55695fd4061c48c,lte_hashtag_contains_mapping__6f0712fe3c0265f8d55695fd4061c48c
naomiallen,f6a05020141ab4c8a7a18ab7bfb929d5,Brightline CEO Naomi Allen,214218,Reputation,hashtagContains:NaomiAllen,Refinery,Brightline CEO Naomi Allen,,lte_hashtag_contains_mapping,f9e7c674346690788bbbdf4c19bddf21,lte_hashtag_contains_mapping__f9e7c674346690788bbbdf4c19bddf21
janestreet,fd39ab0dd0553cf1e36a07ec8895a994,Jane Street Group,214218,Reputation,hashtagContains:JaneStreet,ForeignMinistry,Jane Street Group,,lte_hashtag_contains_mapping,b65e36be4370f84201aecf970e6df7b4,lte_hashtag_contains_mapping__b65e36be4370f84201aecf970e6df7b4
drewkrichman,fd39ab0dd0553cf1e36a07ec8895a994,Jane Street Group CEO Drew Krichman,214218,Reputation,hashtagContains:DrewKrichman,Exec,Jane Street Group CEO Drew Krichman,,lte_hashtag_contains_mapping,ff582dcadf8123ff51b52a82edcc8885,lte_hashtag_contains_mapping__ff582dcadf8123ff51b52a82edcc8885
acadiahealthcare,58f7727140d4d66b81ea3a7b413bec4e,"Acadia Healthcare Company, Inc.",214218,Reputation,hashtagContains:AcadiaHealthcare,Refinery,"Acadia Healthcare Company, Inc.",,lte_hashtag_contains_mapping,a37fc70484751dcbfa865abb49eb1bfd,lte_hashtag_contains_mapping__a37fc70484751dcbfa865abb49eb1bfd
debraosteen,58f7727140d4d66b81ea3a7b413bec4e,"Acadia Healthcare Company, Inc. CEO Debra Osteen",214218,Reputation,hashtagContains:DebraOsteen,Exec,"Acadia Healthcare Company, Inc. CEO Debra Osteen",,lte_hashtag_contains_mapping,add67fb1a9222ec658f06fa71a4c04de,lte_hashtag_contains_mapping__add67fb1a9222ec658f06fa71a4c04de
spotify,be0d9160ee9bb48480b95d99cdf6ca7e,Spotify,214218,Reputation,hashtagContains:Spotify,Shipping,Spotify,,lte_hashtag_contains_mapping,fd539ca17a17132049c4fef4619df638,lte_hashtag_contains_mapping__fd539ca17a17132049c4fef4619df638
danielelk,be0d9160ee9bb48480b95d99cdf6ca7e,Spotify CEO Daniel Elk,214218,Reputation,hashtagContains:DanielElk,space,Spotify CEO Daniel Elk,,lte_hashtag_contains_mapping,349a0d95f99ebb403245947380397845,lte_hashtag_contains_mapping__349a0d95f99ebb403245947380397845
brookshiregrocery,feb6bf7a1d9be9bd5e5f9123d8a38045,Brookshire Grocery Company,214218,Reputation,hashtagContains:BrookshireGrocery,Keyphrase,Brookshire Grocery Company,,lte_hashtag_contains_mapping,cb0b6ac32ab51c8ae8e56e30b5cdeb10,lte_hashtag_contains_mapping__cb0b6ac32ab51c8ae8e56e30b5cdeb10
bradbrookshire,feb6bf7a1d9be9bd5e5f9123d8a38045,Brookshire Grocery Company CEO Brad Brookshire,214218,Reputation,hashtagContains:BradBrookshire,Consulates,Brookshire Grocery Company CEO Brad Brookshire,,lte_hashtag_contains_mapping,a767abf0b69fa6bc0fe3bc159ea100a1,lte_hashtag_contains_mapping__a767abf0b69fa6bc0fe3bc159ea100a1
nationalaustraliabank,d01937aa966f223b9f8a0ec89cc9ba13,National Australia Bank Limited,214218,Reputation,hashtagContains:NationalAustraliaBank,Pipeline,National Australia Bank Limited,,lte_hashtag_contains_mapping,dfcca49462fd377c9c9f2802b7142eaa,lte_hashtag_contains_mapping__dfcca49462fd377c9c9f2802b7142eaa
rossmcewan,d01937aa966f223b9f8a0ec89cc9ba13,National Australia Bank Limited CEO Ross McEwan,214218,Reputation,hashtagContains:RossMcEwan,Keyphrase,National Australia Bank Limited CEO Ross McEwan,,lte_hashtag_contains_mapping,0c240a2200664cda41ac49a649f5d851,lte_hashtag_contains_mapping__0c240a2200664cda41ac49a649f5d851
gdctechnics,d63db0c031d59cc6404fee09851eb16b,GDC Technics,214218,Reputation,hashtagContains:GDCTechnics,Keyphrase,GDC Technics,,lte_hashtag_contains_mapping,de3392442f1ff44e5fe6eb31e5bea6e6,lte_hashtag_contains_mapping__de3392442f1ff44e5fe6eb31e5bea6e6
bradforeman,d63db0c031d59cc6404fee09851eb16b,GDC Technics CEO Brad Foreman,214218,Reputation,hashtagContains:BradForeman,Refinery,GDC Technics CEO Brad Foreman,,lte_hashtag_contains_mapping,dc7d7ca2be29b292a506a91531e7613f,lte_hashtag_contains_mapping__dc7d7ca2be29b292a506a91531e7613f
newbalance,bcb07a4ccf2d06b1803afc107e46f4f0,New Balance,214218,Reputation,hashtagContains:NewBalance,Keyphrase,New Balance,,lte_hashtag_contains_mapping,17d359918fd3a6a893423f72a0898e3f,lte_hashtag_contains_mapping__17d359918fd3a6a893423f72a0898e3f
joepreston,bcb07a4ccf2d06b1803afc107e46f4f0,New Balance CEO Joe Preston,214218,Reputation,hashtagContains:JoePreston,Organization,New Balance CEO Joe Preston,,lte_hashtag_contains_mapping,c77e23261f816cde1825941d6c00cea4,lte_hashtag_contains_mapping__c77e23261f816cde1825941d6c00cea4
peloton,a365212ba5ca63154de91381df90afe4,Peleton,214218,Reputation,hashtagContains:Peloton,IndustryTerm,Peleton,,lte_hashtag_contains_mapping,cc98f0ddf9777df8327edf6fa6f69cb7,lte_hashtag_contains_mapping__cc98f0ddf9777df8327edf6fa6f69cb7
johnfoley,a365212ba5ca63154de91381df90afe4,Peleton CEO John Foley,214218,Reputation,hashtagContains:JohnFoley,space,Peleton CEO John Foley,,lte_hashtag_contains_mapping,57d39816dac443e4816cd4bc11c0a097,lte_hashtag_contains_mapping__57d39816dac443e4816cd4bc11c0a097
sinaihealth,1bf72586fb6e5433da4eb06f58e988f3,Sinai Health System,214218,Reputation,hashtagContains:SinaiHealth,space,Sinai Health System,,lte_hashtag_contains_mapping,bc862213353d0fc5faaebd38693b45af,lte_hashtag_contains_mapping__bc862213353d0fc5faaebd38693b45af
garynewton,1bf72586fb6e5433da4eb06f58e988f3,Sinai Health System CEO Gary Newton,214218,Reputation,hashtagContains:GaryNewton,Exec,Sinai Health System CEO Gary Newton,,lte_hashtag_contains_mapping,b06ad36ede2c945f2502c45121e4d10f,lte_hashtag_contains_mapping__b06ad36ede2c945f2502c45121e4d10f
primark,61eda585dc0bc5c52f5bce4895c65fcb,Primark Stores,214218,Reputation,hashtagContains:Primark,Organization,Primark Stores,,lte_hashtag_contains_mapping,8fe1b0a6980b69a62f9116efe60bf062,lte_hashtag_contains_mapping__8fe1b0a6980b69a62f9116efe60bf062
paulmarchant,61eda585dc0bc5c52f5bce4895c65fcb,Primark Stores CEO Paul Marchant,214218,Reputation,hashtagContains:PaulMarchant,AAEntity,Primark Stores CEO Paul Marchant,,lte_hashtag_contains_mapping,3747fae0f16328a4344635a1dcab5b36,lte_hashtag_contains_mapping__3747fae0f16328a4344635a1dcab5b36
uniper,"56681f81c157ef6aac909f5fac001644,b59cf8b79aecea9326ef4916ba09a45b",Uniper,214218,Reputation,hashtagContains:Uniper,Wells,Uniper,,lte_hashtag_contains_mapping,df55bd694f6727e5bc6dd10a78ba16e6,lte_hashtag_contains_mapping__df55bd694f6727e5bc6dd10a78ba16e6
klaus-dietermaubach,"56681f81c157ef6aac909f5fac001644,b59cf8b79aecea9326ef4916ba09a45b",Uniper CEO Klaus-Dieter Maubach,214218,Reputation,hashtagContains:Klaus-DieterMaubach,space,Uniper CEO Klaus-Dieter Maubach,,lte_hashtag_contains_mapping,1032b4db24581b80dffa2e6c20f2d8a9,lte_hashtag_contains_mapping__1032b4db24581b80dffa2e6c20f2d8a9
healthcareservicecorporation,d184f433776ecbd6d3b44a9b026f4049,Health Care Service Corporation,214218,Reputation,hashtagContains:HealthCareServiceCorporation,FTO,Health Care Service Corporation,,lte_hashtag_contains_mapping,31fae8092eea86fa36ca2be62f997cdd,lte_hashtag_contains_mapping__31fae8092eea86fa36ca2be62f997cdd
davidlesar,d184f433776ecbd6d3b44a9b026f4049,Health Care Service Corporation CEO David Lesar,214218,Reputation,hashtagContains:DavidLesar,Pipeline,Health Care Service Corporation CEO David Lesar,,lte_hashtag_contains_mapping,6baad57252538ebc2d6160be6ea5f873,lte_hashtag_contains_mapping__6baad57252538ebc2d6160be6ea5f873
shamrockfoods,d48a3e0e6b3edb7dda380a5861670e5c,Shamrock Foods Company,214218,Reputation,hashtagContains:ShamrockFoods,Organization,Shamrock Foods Company,,lte_hashtag_contains_mapping,705f19824d7d0b8dbe654e6b722bf881,lte_hashtag_contains_mapping__705f19824d7d0b8dbe654e6b722bf881
kentmcclelland,d48a3e0e6b3edb7dda380a5861670e5c,Shamrock Foods Company CEO Kent McClelland,214218,Reputation,hashtagContains:KentMcClelland,Organization,Shamrock Foods Company CEO Kent McClelland,,lte_hashtag_contains_mapping,76eda749b52eb2f55ad2ef2c0cd26229,lte_hashtag_contains_mapping__76eda749b52eb2f55ad2ef2c0cd26229
jackinthebox,db38047578d3110af8de490f78c78bc0,Jack in the Box,214218,Reputation,hashtagContains:JackintheBox,Wells,Jack in the Box,,lte_hashtag_contains_mapping,6c5ebab20aef4064407525bb3dd1b6aa,lte_hashtag_contains_mapping__6c5ebab20aef4064407525bb3dd1b6aa
darinharris,db38047578d3110af8de490f78c78bc0,Jack in the Box CEO Darin Harris,214218,Reputation,hashtagContains:DarinHarris,Exec,Jack in the Box CEO Darin Harris,,lte_hashtag_contains_mapping,43da33d3b7edd107db6aab601489b2e6,lte_hashtag_contains_mapping__43da33d3b7edd107db6aab601489b2e6
hcahealthcare,28a9d91d97c1d4f1363ed7a237c972cb,HCA Healthcare,214218,Reputation,hashtagContains:HCAHealthcare,FTO,HCA Healthcare,,lte_hashtag_contains_mapping,aadfbe01ebf203bd6a20535aac3b7f7a,lte_hashtag_contains_mapping__aadfbe01ebf203bd6a20535aac3b7f7a
samuelhazen,28a9d91d97c1d4f1363ed7a237c972cb,HCA Healthcare CEO Samuel Hazen,214218,Reputation,hashtagContains:SamuelHazen,space,HCA Healthcare CEO Samuel Hazen,,lte_hashtag_contains_mapping,493846e313c63ac3c762d1e161771f52,lte_hashtag_contains_mapping__493846e313c63ac3c762d1e161771f52
unitedhealthcare,99aa9c11bdcea2b4a023466ccb364950,United Healthcare Services,214218,Reputation,hashtagContains:UnitedHealthcare,AAEntity,United Healthcare Services,,lte_hashtag_contains_mapping,6a868e60b911365738ab548dbe942173,lte_hashtag_contains_mapping__6a868e60b911365738ab548dbe942173
dirkmcmahon,99aa9c11bdcea2b4a023466ccb364950,United Healthcare Services CEO Dirk McMahon,214218,Reputation,hashtagContains:DirkMcMahon,FTO,United Healthcare Services CEO Dirk McMahon,,lte_hashtag_contains_mapping,d34737a9ce0a7a28b1a23a91325f3c50,lte_hashtag_contains_mapping__d34737a9ce0a7a28b1a23a91325f3c50
catalentpharma,91e31d7af1bd3451cb93f8f38bf5e036,Catalent,214218,Reputation,hashtagContains:CatalentPharma,Person,Catalent,,lte_hashtag_contains_mapping,d54f060c536527037a22f6a3be40f303,lte_hashtag_contains_mapping__d54f060c536527037a22f6a3be40f303
johnchiminski,91e31d7af1bd3451cb93f8f38bf5e036,Catalent CEO John Chiminski,214218,Reputation,hashtagContains:JohnChiminski,Pipeline,Catalent CEO John Chiminski,,lte_hashtag_contains_mapping,b301706e3d5d2c3c401cf5851f9225e2,lte_hashtag_contains_mapping__b301706e3d5d2c3c401cf5851f9225e2
