german_text,caption_text,lat,lon,default location,default_lat,default_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#gompitz,"Gompitz in Dresden, Germany",51.0529216,13.599362,,,,Person,"Gompitz in Dresden, Germany",,german_fires_dresden_locations,a8356fbe2de0af37f8e53d2a8eec06ca,german_fires_dresden_locations__a8356fbe2de0af37f8e53d2a8eec06ca
#mobschatz,"Mobschatz in Dresden, Germany",51.0696817,13.637434,,,,Pipeline,"Mobschatz in Dresden, Germany",,german_fires_dresden_locations,725b56044c71dfd3df76ec75c6a987b3,german_fires_dresden_locations__725b56044c71dfd3df76ec75c6a987b3
#oberwartha,"Oberwartha in Dresden, Germany",51.0781429,13.602522,,,,CompanyKeyword,"Oberwartha in Dresden, Germany",,german_fires_dresden_locations,72d4ce9611f5135e0173a26e8f26bb7e,german_fires_dresden_locations__72d4ce9611f5135e0173a26e8f26bb7e
#altfranken,"Altfranken in Dresden, Germany",51.034126,13.6458319,,,,CompanyKeyword,"Altfranken in Dresden, Germany",,german_fires_dresden_locations,f73a4c6e5a74d87795fdbf2dd23d7971,german_fires_dresden_locations__f73a4c6e5a74d87795fdbf2dd23d7971
#cossebaude,"Cossebaude in Dresden, Germany",51.0855627,13.6276362,,,,DiplomaticFacilities,"Cossebaude in Dresden, Germany",,german_fires_dresden_locations,6d75a99aaf798f41d5416110d63e28f7,german_fires_dresden_locations__6d75a99aaf798f41d5416110d63e28f7
#gompitz,"Gompitz in Dresden, Germany",51.0529216,13.599362,,,,ForeignMinistry,"Gompitz in Dresden, Germany",,german_fires_dresden_locations,a8356fbe2de0af37f8e53d2a8eec06ca,german_fires_dresden_locations__a8356fbe2de0af37f8e53d2a8eec06ca
#schonborn,"Schonborn in Dresden, Germany",51.1473213,13.8657189,,,,Legislator,"Schonborn in Dresden, Germany",,german_fires_dresden_locations,faa50ed1796c0c9ff6b9aa2e500dcab7,german_fires_dresden_locations__faa50ed1796c0c9ff6b9aa2e500dcab7
#langebruck,"Langebruck in Dresden, Germany",51.1273044,13.8438751,,,,AAEntity,"Langebruck in Dresden, Germany",,german_fires_dresden_locations,71dfba7e25d60dec8f43f5c360edceea,german_fires_dresden_locations__71dfba7e25d60dec8f43f5c360edceea
#mobschatz,"Mobschatz in Dresden, Germany",51.0696817,13.637434,,,,DiplomaticFacilities,"Mobschatz in Dresden, Germany",,german_fires_dresden_locations,725b56044c71dfd3df76ec75c6a987b3,german_fires_dresden_locations__725b56044c71dfd3df76ec75c6a987b3
#oberwartha,"Oberwartha in Dresden, Germany",51.0781429,13.602522,,,,AAEntity,"Oberwartha in Dresden, Germany",,german_fires_dresden_locations,72d4ce9611f5135e0173a26e8f26bb7e,german_fires_dresden_locations__72d4ce9611f5135e0173a26e8f26bb7e
#cossebaude,"Cossebaude in Dresden, Germany",51.0855627,13.6276362,,,,space,"Cossebaude in Dresden, Germany",,german_fires_dresden_locations,6d75a99aaf798f41d5416110d63e28f7,german_fires_dresden_locations__6d75a99aaf798f41d5416110d63e28f7
#langebruck,"Langebruck in Dresden, Germany",51.1273044,13.8438751,,,,Refinery,"Langebruck in Dresden, Germany",,german_fires_dresden_locations,71dfba7e25d60dec8f43f5c360edceea,german_fires_dresden_locations__71dfba7e25d60dec8f43f5c360edceea
#weissig,"Weissig in Dresden, Germany",51.0611037,13.8868079,,,,ForeignMinistry,"Weissig in Dresden, Germany",,german_fires_dresden_locations,40c654b9e23ce9c5254f87193aab6104,german_fires_dresden_locations__40c654b9e23ce9c5254f87193aab6104
#gonnsdorf,"Gonnsdorf in Dresden, Germany",51.0467204,13.8627264,,,,ForeignMinister,"Gonnsdorf in Dresden, Germany",,german_fires_dresden_locations,f6ee3537d371b25771d05dbd0ee8302e,german_fires_dresden_locations__f6ee3537d371b25771d05dbd0ee8302e
#schonfeld,"Schonfeld in Dresden, Germany",51.0364137,13.893004,,,,LegislativeCommittee,"Schonfeld in Dresden, Germany",,german_fires_dresden_locations,4cc69ff7e1555e6b26e382a9b1218dec,german_fires_dresden_locations__4cc69ff7e1555e6b26e382a9b1218dec
#weixdorf,"Weixdorf in Dresden, Germany",51.1583997,13.7862425,,,,Refinery,"Weixdorf in Dresden, Germany",,german_fires_dresden_locations,9fa9a7b204899780e9aba0945c269ac1,german_fires_dresden_locations__9fa9a7b204899780e9aba0945c269ac1
#schonborn,"Schonborn in Dresden, Germany",51.1473213,13.8657189,,,,Legislator,"Schonborn in Dresden, Germany",,german_fires_dresden_locations,faa50ed1796c0c9ff6b9aa2e500dcab7,german_fires_dresden_locations__faa50ed1796c0c9ff6b9aa2e500dcab7
#pappritz,"Pappritz in Dresden, Germany",51.0415139,13.8507639,,,,Pipeline,"Pappritz in Dresden, Germany",,german_fires_dresden_locations,bf594b8da5463ae9d856b4542cdd3a9f,german_fires_dresden_locations__bf594b8da5463ae9d856b4542cdd3a9f
#schullwitz,"Schullwitz in Dresden, Germany",51.0459605,13.9240005,,,,Media,"Schullwitz in Dresden, Germany",,german_fires_dresden_locations,92f249ebf6dc8abdef71188745120290,german_fires_dresden_locations__92f249ebf6dc8abdef71188745120290
#a4,"A4 in Dresden, Germany",51.0775426,13.6844399,,,,ForeignMinister,"A4 in Dresden, Germany",,german_fires_dresden_locations,1a59cdea2da0c218dacc97a688619fa9,german_fires_dresden_locations__1a59cdea2da0c218dacc97a688619fa9
#a13,"A13 in Dresden, Germany",51.117621,13.7452169,,,,FTO,"A13 in Dresden, Germany",,german_fires_dresden_locations,e11b079188c74da1edf580b579da8a5c,german_fires_dresden_locations__e11b079188c74da1edf580b579da8a5c
#a17,"A17 in Dresden, Germany",51.0137008,13.7155145,,,,Keyphrase,"A17 in Dresden, Germany",,german_fires_dresden_locations,99cb1b0311a8c01af0df7891da937a2f,german_fires_dresden_locations__99cb1b0311a8c01af0df7891da937a2f
#b9,"B9 in Dresden, Germany",51.0504088,13.7372621,,,,News,"B9 in Dresden, Germany",,german_fires_dresden_locations,7bdccc6ecf26b865fd73ab4f2a2c5fb3,german_fires_dresden_locations__7bdccc6ecf26b865fd73ab4f2a2c5fb3
#b97,"B97 in Dresden, Germany",51.0638262,13.7468604,,,,AAEntity,"B97 in Dresden, Germany",,german_fires_dresden_locations,b54350ef22268ba118666075ae15bfab,german_fires_dresden_locations__b54350ef22268ba118666075ae15bfab
#b170,"B170 in Dresden, Germany",51.046483,13.7413427,,,,Pipeline,"B170 in Dresden, Germany",,german_fires_dresden_locations,f9f836da2ff7f5cb9268ea8d5b83659c,german_fires_dresden_locations__f9f836da2ff7f5cb9268ea8d5b83659c
#b173,"B173 in Dresden, Germany",51.0447228,13.7271882,,,,Legislator,"B173 in Dresden, Germany",,german_fires_dresden_locations,ea3772ff2e9743ffb543d170b5e75055,german_fires_dresden_locations__ea3772ff2e9743ffb543d170b5e75055
