handle,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
reginaiplau,New People's Party chairperson Regina Ip,ForeignMinistry,New People's Party chairperson Regina Ip,,dgm_hong_kong_ei_key_authors,034ba27e2142c99cdcd8c591c6a7f0ba,dgm_hong_kong_ei_key_authors__034ba27e2142c99cdcd8c591c6a7f0ba
zlj517,Chinese Foreign Ministry Spokesperson Zhao Lijian,LegislativeCommittee,Chinese Foreign Ministry Spokesperson Zhao Lijian,,dgm_hong_kong_ei_key_authors,caedd63fac05bb2d803b121136a96f56,dgm_hong_kong_ei_key_authors__caedd63fac05bb2d803b121136a96f56
dominictsz,New People's Party politician Dominic Lee,Keyphrase,New People's Party politician Dominic Lee,,dgm_hong_kong_ei_key_authors,09ca29705876890229a882540e69f532,dgm_hong_kong_ei_key_authors__09ca29705876890229a882540e69f532
joephychan,Former district councillor Joephy Chan,Refinery,Former district councillor Joephy Chan,,dgm_hong_kong_ei_key_authors,eec738cc9fbbd6ef877e9a5ef78ef5d9,dgm_hong_kong_ei_key_authors__eec738cc9fbbd6ef877e9a5ef78ef5d9
judychan45,New People's Party politician Judy Chan,LegislativeCommittee,New People's Party politician Judy Chan,,dgm_hong_kong_ei_key_authors,9a2a0f0710a8433c9f9025e2d1315c10,dgm_hong_kong_ei_key_authors__9a2a0f0710a8433c9f9025e2d1315c10
adrianhosavehk,New People's Party politician Adrian Ho,ForeignMinistry,New People's Party politician Adrian Ho,,dgm_hong_kong_ei_key_authors,5e2eb7c433dfca0e2bffca1dbd9c34a2,dgm_hong_kong_ei_key_authors__5e2eb7c433dfca0e2bffca1dbd9c34a2
nixielam,Hong Kong Election Committee member Nixie Lam,Wells,Hong Kong Election Committee member Nixie Lam,,dgm_hong_kong_ei_key_authors,1e63c82f9304dfd887c0a65f732be020,dgm_hong_kong_ei_key_authors__1e63c82f9304dfd887c0a65f732be020
newsgovhk,Hong Kong Government News Hong Kong Government News,Shipping,Hong Kong Government News Hong Kong Government News,,dgm_hong_kong_ei_key_authors,829fb63260dcd14c33b60dfd50aee6cf,dgm_hong_kong_ei_key_authors__829fb63260dcd14c33b60dfd50aee6cf
epochtimeshk,Epoch Times HK,Legislator,Epoch Times HK,,dgm_hong_kong_ei_key_authors,a8de59e4e0b4bc01dfa20b16e143c8ad,dgm_hong_kong_ei_key_authors__a8de59e4e0b4bc01dfa20b16e143c8ad
ezracheungtoto,Reporter Ezra Cheung,space,Reporter Ezra Cheung,,dgm_hong_kong_ei_key_authors,0d83ae94c2fef67fb8cf1ad60e5c8397,dgm_hong_kong_ei_key_authors__0d83ae94c2fef67fb8cf1ad60e5c8397
solomonyue,Republicans Overseas CEO Solomon Yue,space,Republicans Overseas CEO Solomon Yue,,dgm_hong_kong_ei_key_authors,7ad389e7fb2a4eb5789930e1d6c76435,dgm_hong_kong_ei_key_authors__7ad389e7fb2a4eb5789930e1d6c76435
spokespersonchn,Chinese Foreign Ministry spokesperson Hua Chunying,Diplomat,Chinese Foreign Ministry spokesperson Hua Chunying,,dgm_hong_kong_ei_key_authors,805d65bef9b0825886aca07641126937,dgm_hong_kong_ei_key_authors__805d65bef9b0825886aca07641126937
