keyword,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
prudence,caution in,IndustryTerm,caution in,,dgm_traveladvisory_recommendations_fr,01753429891e3193959fb8679b8fae3f,dgm_traveladvisory_recommendations_fr__01753429891e3193959fb8679b8fae3f
recommandé de reporter tout déplacement,postponing travel to,CompanyKeyword,postponing travel to,,dgm_traveladvisory_recommendations_fr,7a33d501671e8c2c53ce7c612cceaab0,dgm_traveladvisory_recommendations_fr__7a33d501671e8c2c53ce7c612cceaab0
quitter le pays sans délai,leaving immediately from,Legislator,leaving immediately from,,dgm_traveladvisory_recommendations_fr,96651db75c7dcd2b73c02b798534f518,dgm_traveladvisory_recommendations_fr__96651db75c7dcd2b73c02b798534f518
grande vigilance,exercising strong vigilance in,Pipeline,exercising strong vigilance in,,dgm_traveladvisory_recommendations_fr,6571e082f0b46c417794c84f9d1aca6c,dgm_traveladvisory_recommendations_fr__6571e082f0b46c417794c84f9d1aca6c
limiter les déplacements,limiting movements in,News,limiting movements in,,dgm_traveladvisory_recommendations_fr,d203f740c92b56dffc1e12ce5c564cec,dgm_traveladvisory_recommendations_fr__d203f740c92b56dffc1e12ce5c564cec
