german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#burgunderweg,"Burgunderweg in Frankfurt, Germany",50.1129881,8.5374305,1,,,,FTO,"Burgunderweg in Frankfurt, Germany",,german_fires_frankfurt_locations,fba5c2c09a0ad89edc18a9f3141d0281,german_fires_frankfurt_locations__6777f1bb6347f6beee5f4f30a81ee4dd
#burnitzstrasse,"Burnitzstrasse in Frankfurt, Germany",50.0974563,8.6752899,1,,,,Organization,"Burnitzstrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,5e9e7e4494ca15cf8b95fc570604f921,german_fires_frankfurt_locations__58548ab5a1dabd452662f6ac68e9c716
#butzbacherstrasse,"Butzbacher Strasse in Frankfurt, Germany",50.1322175,8.6993676,1,,,,Shipping,"Butzbacher Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,f74e88b86f5ee48b63be8e44afe8e908,german_fires_frankfurt_locations__f534a57cd9a05836298f50e669e218b1
#butznickelweg,"Butznickelweg in Frankfurt, Germany",50.097461,8.5024818,1,,,,IndustryTerm,"Butznickelweg in Frankfurt, Germany",,german_fires_frankfurt_locations,6bcc5ff03f1f56c312b561fe54247713,german_fires_frankfurt_locations__abe727eb7d2c103becdc90a46fe8ac1a
#buzzistrasse,"Buzzistrasse in Frankfurt, Germany",50.1110586,8.6289211,1,,,,ForeignMinistry,"Buzzistrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,205909d7576062c8702900efc1e070fc,german_fires_frankfurt_locations__1f4492c9fe4bc4c3f5ecea9358710d83
#cacilialauthspielpark,"Cacilia-Lauth-Spielpark in Frankfurt, Germany",50.1266648,8.5686036,1,,,,AAEntity,"Cacilia-Lauth-Spielpark in Frankfurt, Germany",,german_fires_frankfurt_locations,1a617629e83a6a95a93d102b951351a8,german_fires_frankfurt_locations__d70a61d3555ad4322d0f417bc47f1de4
#caciliebreckheimerplatz,"Cacilie-Breckheimer-Platz in Frankfurt, Germany",50.1104702,8.6816591,1,,,,FTO,"Cacilie-Breckheimer-Platz in Frankfurt, Germany",,german_fires_frankfurt_locations,51ac8e884329deee9cab21d96cda6d25,german_fires_frankfurt_locations__7e3f569663a0dd9cd968407b8b85541e
#cacilienstrasse,"Cacilienstrasse in Frankfurt, Germany",50.1580066,8.6581831,1,,,,ForeignMinister,"Cacilienstrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,e598b8d5f1f58dd852acfd09f110bbf3,german_fires_frankfurt_locations__c16b46b676a6d12f555c421e4a0ebb3c
#cambergerstrasse,"Camberger Strasse in Frankfurt, Germany",50.101066,8.647525,1,,,,Refinery,"Camberger Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,ea20f63aff41ead04700d622ad9a96ee,german_fires_frankfurt_locations__ad411e19797f383460edcd03220117a8
#camillositteweg,"Camillo-Sitte-Weg in Frankfurt, Germany",50.1429533,8.6061949,1,,,,ForeignMinistry,"Camillo-Sitte-Weg in Frankfurt, Germany",,german_fires_frankfurt_locations,78008a870275b13de65a51f1419b99a4,german_fires_frankfurt_locations__a8b6e4aaf16ce30ea0a0171719af3d66
#carlbarthelweg,"Carl-Barthel-Weg in Frankfurt, Germany",50.0895326,8.6821354,1,,,,Shipping,"Carl-Barthel-Weg in Frankfurt, Germany",,german_fires_frankfurt_locations,5f3b50346706d169f198a3687ac4af37,german_fires_frankfurt_locations__7662e8504901c63650ca9e7b14547ab7
#carlbenzstrasse,"Carl-Benz-Strasse in Frankfurt, Germany",50.1196302,8.7556246,1,,,,ForeignMinister,"Carl-Benz-Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,0d2164cf1fab412dbf31e19af31f49ae,german_fires_frankfurt_locations__564e0722ffdc35a8f719c8db4a2a0e06
#carlgoerdelerstrasse,"Carl-Goerdeler-Strasse in Frankfurt, Germany",50.1413893,8.6716962,1,,,,LegislativeCommittee,"Carl-Goerdeler-Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,d467c4490b547cbf9cbc15b095942d03,german_fires_frankfurt_locations__332f8d9893f65a39c552c10cbbe2f4e2
#carlheickeweg,"Carl-Heicke-Weg in Frankfurt, Germany",50.1191651,8.7168904,1,,,,Diplomat,"Carl-Heicke-Weg in Frankfurt, Germany",,german_fires_frankfurt_locations,c7465141742884292b86a9698bd0f6ef,german_fires_frankfurt_locations__211738a65ba0d083b81a369021d4e2ac
