german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,.3,.4,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
karl-marx-strasse,"Karl-Marx-Strasse in Hamm, Germany",51.6531143,7.7240078,1,,,,,,,,AAEntity,"Karl-Marx-Strasse in Hamm, Germany",,german_fires_hamm_locations,9043d4ce62aa00ba24d46f942a9aabe0,german_fires_hamm_locations__9043d4ce62aa00ba24d46f942a9aabe0
karl-mecklenbrauck-weg,"Karl-Mecklenbrauck-Weg in Hamm, Germany",51.6826739,7.8634837,1,,,,,,,,space,"Karl-Mecklenbrauck-Weg in Hamm, Germany",,german_fires_hamm_locations,1b4a3031e3266732c3984d0cbb9b295d,german_fires_hamm_locations__1b4a3031e3266732c3984d0cbb9b295d
karl-mosterts-strasse,"Karl-Mosterts-Strasse in Hamm, Germany",51.6640131,7.8392841,1,,,,,,,,Legislator,"Karl-Mosterts-Strasse in Hamm, Germany",,german_fires_hamm_locations,c324aaebcd42f0edadeb0d700de5ec05,german_fires_hamm_locations__c324aaebcd42f0edadeb0d700de5ec05
karl-osterbrauck-strasse,"Karl-Osterbrauck-Strasse in Hamm, Germany",51.644571,7.7594568,1,,,,,,,,IndustryTerm,"Karl-Osterbrauck-Strasse in Hamm, Germany",,german_fires_hamm_locations,71a911f5e7f7977133925d87be5597be,german_fires_hamm_locations__71a911f5e7f7977133925d87be5597be
karlheinz-jung-weg,"Karlheinz-Jung-Weg in Hamm, Germany",51.6748411,7.8819527,1,,,,,,,,Keyphrase,"Karlheinz-Jung-Weg in Hamm, Germany",,german_fires_hamm_locations,3ed5efe2aad0d5d34f09d75e671fd0ce,german_fires_hamm_locations__3ed5efe2aad0d5d34f09d75e671fd0ce
karlsplatz,"Karlsplatz in Hamm, Germany",51.6910613,7.80621,1,,,,,,,,CompanyKeyword,"Karlsplatz in Hamm, Germany",,german_fires_hamm_locations,c1b6428dfa56dd5f3690a9b4087ea218,german_fires_hamm_locations__c1b6428dfa56dd5f3690a9b4087ea218
karlstrasse,"Karlstrasse in Hamm, Germany",51.6908134,7.8038823,1,,,,,,,,Exec,"Karlstrasse in Hamm, Germany",,german_fires_hamm_locations,9b58b1cbe29b3ea998be5ea8e69ea2c3,german_fires_hamm_locations__9b58b1cbe29b3ea998be5ea8e69ea2c3
karwinkelstrasse,"Karwinkelstrasse in Hamm, Germany",51.6817106,7.8829309,1,,,,,,,,Refinery,"Karwinkelstrasse in Hamm, Germany",,german_fires_hamm_locations,7d72ca6cdc23c7833488cfde4e8dfc29,german_fires_hamm_locations__7d72ca6cdc23c7833488cfde4e8dfc29
kaspar-schulte-weg,"Kaspar-Schulte-Weg in Hamm, Germany",51.6563282,7.7372137,1,,,,,,,,News,"Kaspar-Schulte-Weg in Hamm, Germany",,german_fires_hamm_locations,19d80d00ee9830366369ef4fb5708361,german_fires_hamm_locations__19d80d00ee9830366369ef4fb5708361
kastanienweg,"Kastanienweg in Hamm, Germany",51.6882526,7.8779358,1,,,,,,,,Organization,"Kastanienweg in Hamm, Germany",,german_fires_hamm_locations,1cb408a3f42dbb8ec94da55d031e6e82,german_fires_hamm_locations__1cb408a3f42dbb8ec94da55d031e6e82
