german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
achtum,"Achtum in Hildesheim, Germany",52.1477982,10.0069051,2,"Hildesheim, Germany",52.15507699,9.958397372,,Keyphrase,"Achtum in Hildesheim, Germany",,german_fires_hildesheim_locations,1428e63b5c16d97aa3c8d3007c5b8ed5,german_fires_hildesheim_locations__1428e63b5c16d97aa3c8d3007c5b8ed5
bavenstedt,"Bavenstedt in Hildesheim, Germany",52.1686617,9.9901187,2,,,,ss,Legislator,"Bavenstedt in Hildesheim, Germany",,german_fires_hildesheim_locations,b1326fdefce531b7b3a8553378d9f0ac,german_fires_hildesheim_locations__b1326fdefce531b7b3a8553378d9f0ac
drispenstedt,"Drispenstedt in Hildesheim, Germany",52.179833,9.945667,2,,,,u,Legislator,"Drispenstedt in Hildesheim, Germany",,german_fires_hildesheim_locations,df5403a1d9bb0058b5d453821f9e6864,german_fires_hildesheim_locations__df5403a1d9bb0058b5d453821f9e6864
einum,"Einum in Hildesheim, Germany",52.1619425,10.0138642,2,,,,a,Consulates,"Einum in Hildesheim, Germany",,german_fires_hildesheim_locations,5d68198025ccbdcb62ae43f1a25a306b,german_fires_hildesheim_locations__5d68198025ccbdcb62ae43f1a25a306b
galgenberg,"Galgenberg in Hildesheim, Germany",52.1419666,9.976872,2,,,,o,AAEntity,"Galgenberg in Hildesheim, Germany",,german_fires_hildesheim_locations,33a8f35301d8a979a7fa09fe6ba068f1,german_fires_hildesheim_locations__33a8f35301d8a979a7fa09fe6ba068f1
himmelsthur,"Himmelsthur in Hildesheim, Germany",52.1661766,9.9144004,2,,,,,Person,"Himmelsthur in Hildesheim, Germany",,german_fires_hildesheim_locations,456e84e3a798f81d71100192a919db74,german_fires_hildesheim_locations__456e84e3a798f81d71100192a919db74
itzum,"Itzum in Hildesheim, Germany",52.1148961,9.9922269,2,,,,,Refinery,"Itzum in Hildesheim, Germany",,german_fires_hildesheim_locations,bf65489b1b2841bfed99dd64940d8890,german_fires_hildesheim_locations__bf65489b1b2841bfed99dd64940d8890
marienburg,"Marienburg in Hildesheim, Germany",52.1123317,9.9791255,2,,,,,ForeignMinistry,"Marienburg in Hildesheim, Germany",,german_fires_hildesheim_locations,0bdfcff8aa9b487c39d6a1a641f37f5d,german_fires_hildesheim_locations__0bdfcff8aa9b487c39d6a1a641f37f5d
marienburger hohe,"Marienburger Hohe in Hildesheim, Germany",52.139583,9.968119,2,,,,,Diplomat,"Marienburger Hohe in Hildesheim, Germany",,german_fires_hildesheim_locations,bc50bf2560385194f0e3e1a599b9624c,german_fires_hildesheim_locations__bc50bf2560385194f0e3e1a599b9624c
marienrode,"Marienrode in Hildesheim, Germany",52.1145068,9.9141504,2,,,,,Refinery,"Marienrode in Hildesheim, Germany",,german_fires_hildesheim_locations,4a36afb580a3f02508406835701ea858,german_fires_hildesheim_locations__4a36afb580a3f02508406835701ea858
mitte,"Mitte in Hildesheim, Germany",52.3701453,9.7271379,2,,,,,Wells,"Mitte in Hildesheim, Germany",,german_fires_hildesheim_locations,e3e1334f251c7bb19a55ea4e3761af17,german_fires_hildesheim_locations__e3e1334f251c7bb19a55ea4e3761af17
moritzberg,"Moritzberg in Hildesheim, Germany",52.1376738,9.9252131,2,,,,,LegislativeCommittee,"Moritzberg in Hildesheim, Germany",,german_fires_hildesheim_locations,37aba2e712a5869640a8492839c4e24c,german_fires_hildesheim_locations__37aba2e712a5869640a8492839c4e24c
neuhof,"Neuhof in Hildesheim, Germany",52.1260609,9.9160664,2,,,,,Diplomat,"Neuhof in Hildesheim, Germany",,german_fires_hildesheim_locations,cd381b0a2afdd4c8051332f24d0bb7fc,german_fires_hildesheim_locations__cd381b0a2afdd4c8051332f24d0bb7fc
neustadt,"Neustadt in Hildesheim, Germany",52.1908193,10.0252558,2,,,,,Exec,"Neustadt in Hildesheim, Germany",,german_fires_hildesheim_locations,c35cdafbd190f669d7c6c1dacfa6fe81,german_fires_hildesheim_locations__c35cdafbd190f669d7c6c1dacfa6fe81
nord,"Nord in Hildesheim, Germany",52.184389,9.955881,2,,,,,Refinery,"Nord in Hildesheim, Germany",,german_fires_hildesheim_locations,e71585aa4c1024a20b6a1f7e0bf7d81c,german_fires_hildesheim_locations__e71585aa4c1024a20b6a1f7e0bf7d81c
ochtersum,"Ochtersum in Hildesheim, Germany",52.1286674,9.9441665,2,,,,,FTO,"Ochtersum in Hildesheim, Germany",,german_fires_hildesheim_locations,604d240a19db936b14845e110c76e466,german_fires_hildesheim_locations__604d240a19db936b14845e110c76e466
ost,"Ost in Hildesheim, Germany",52.1464926,9.9630269,2,,,,,IndustryTerm,"Ost in Hildesheim, Germany",,german_fires_hildesheim_locations,5529268dc5f3380c4e3836b19f1538a4,german_fires_hildesheim_locations__5529268dc5f3380c4e3836b19f1538a4
sorsum,"Sorsum in Hildesheim, Germany",52.1467856,9.8814483,2,,,,,Refinery,"Sorsum in Hildesheim, Germany",,german_fires_hildesheim_locations,9ffe4c7778c07ba6000f754abff6031e,german_fires_hildesheim_locations__9ffe4c7778c07ba6000f754abff6031e
steuerwald,"Steuerwald in Hildesheim, Germany",52.168803,9.932417,2,,,,,LegislativeCommittee,"Steuerwald in Hildesheim, Germany",,german_fires_hildesheim_locations,6159fcc1e2b1d321b1a01211cbe5ba1c,german_fires_hildesheim_locations__6159fcc1e2b1d321b1a01211cbe5ba1c
sud,"Sud in Hildesheim, Germany",52.124908,9.993935,2,,,,,Organization,"Sud in Hildesheim, Germany",,german_fires_hildesheim_locations,ffbbd18fb7b9d5af1991177c15fe83d1,german_fires_hildesheim_locations__ffbbd18fb7b9d5af1991177c15fe83d1
uppen,"Uppen in Hildesheim, Germany",52.1385048,10.0215728,2,,,,,Exec,"Uppen in Hildesheim, Germany",,german_fires_hildesheim_locations,146e0130b658c68ff1ea38df84cad02d,german_fires_hildesheim_locations__146e0130b658c68ff1ea38df84cad02d
west,"West in Hildesheim, Germany",52.154778,9.9579652,2,,,,,space,"West in Hildesheim, Germany",,german_fires_hildesheim_locations,102e58e7ddacdea5128a8f4371c431af,german_fires_hildesheim_locations__102e58e7ddacdea5128a8f4371c431af
achtumer feld,"Achtumer Feld in Hildesheim, Germany",52.1494224,10.0045109,1,,,,,LegislativeCommittee,"Achtumer Feld in Hildesheim, Germany",,german_fires_hildesheim_locations,ef417d134548cc74fe6d9a7a84b4f729,german_fires_hildesheim_locations__ef417d134548cc74fe6d9a7a84b4f729
achtumer lindenkamp,"Achtumer Lindenkamp in Hildesheim, Germany",52.1463823,10.004396,1,,,,,AAEntity,"Achtumer Lindenkamp in Hildesheim, Germany",,german_fires_hildesheim_locations,2a302a46b6cffa9217ab1e7b882553e2,german_fires_hildesheim_locations__2a302a46b6cffa9217ab1e7b882553e2
achtumer winkel,"Achtumer Winkel in Hildesheim, Germany",52.1505404,10.0076131,1,,,,,space,"Achtumer Winkel in Hildesheim, Germany",,german_fires_hildesheim_locations,a85a9c60f955896049cf21d0347d21bc,german_fires_hildesheim_locations__a85a9c60f955896049cf21d0347d21bc
adelogstrasse,"Adelogstrasse in Hildesheim, Germany",52.1153749,9.9961408,1,,,,,ForeignMinistry,"Adelogstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,a8b4ff64acba93d652bf48638021a14d,german_fires_hildesheim_locations__a8b4ff64acba93d652bf48638021a14d
adolf-kolping-strasse,"Adolf-Kolping-Strasse in Hildesheim, Germany",52.1291881,9.9399605,1,,,,,Refinery,"Adolf-Kolping-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,066b192bdc78befa42c90010e6c76a89,german_fires_hildesheim_locations__066b192bdc78befa42c90010e6c76a89
agnes-meyerhof-strasse,"Agnes-Meyerhof-Strasse in Hildesheim, Germany",52.1314387,9.9410161,1,,,,,ForeignMinistry,"Agnes-Meyerhof-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,62643d03627eed0590282a037a866ed3,german_fires_hildesheim_locations__62643d03627eed0590282a037a866ed3
agnes-miegel-strasse,"Agnes-Miegel-Strasse in Hildesheim, Germany",52.1325381,9.946564,1,,,,,Person,"Agnes-Miegel-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,ba13b39ade7aad94e98848827226c1b1,german_fires_hildesheim_locations__ba13b39ade7aad94e98848827226c1b1
ahnekamp,"Ahnekamp in Hildesheim, Germany",52.1631626,9.9010833,1,,,,,Refinery,"Ahnekamp in Hildesheim, Germany",,german_fires_hildesheim_locations,e784f3f8c18a03c32b4b9e1685c5b751,german_fires_hildesheim_locations__e784f3f8c18a03c32b4b9e1685c5b751
ahornweg,"Ahornweg in Hildesheim, Germany",52.1376578,9.9399999,1,,,,,Organization,"Ahornweg in Hildesheim, Germany",,german_fires_hildesheim_locations,26a9e73f1e6be72161502dc83e1fa076,german_fires_hildesheim_locations__26a9e73f1e6be72161502dc83e1fa076
albert-einstein-strasse,"Albert-Einstein-Strasse in Hildesheim, Germany",52.1594191,9.9956934,1,,,,,IndustryTerm,"Albert-Einstein-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,57a34755e14e860466cdf6514742e123,german_fires_hildesheim_locations__57a34755e14e860466cdf6514742e123
albert-schweitzer-ring,"Albert-Schweitzer-Ring in Hildesheim, Germany",52.137782,9.9362248,1,,,,,FTO,"Albert-Schweitzer-Ring in Hildesheim, Germany",,german_fires_hildesheim_locations,364e708ff04993ae131a4a9f9e79afb0,german_fires_hildesheim_locations__364e708ff04993ae131a4a9f9e79afb0
albertus-magnus-strasse,"Albertus-Magnus-Strasse in Hildesheim, Germany",52.1294327,9.9362498,1,,,,,Legislator,"Albertus-Magnus-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,8b5c71f55b6a2080cd640df23bad30b9,german_fires_hildesheim_locations__8b5c71f55b6a2080cd640df23bad30b9
albin-hunger-strasse,"Albin-Hunger-Strasse in Hildesheim, Germany",52.1744138,9.9669263,1,,,,,LegislativeCommittee,"Albin-Hunger-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,bbf33bc1c4eda62c06446c8065963809,german_fires_hildesheim_locations__bbf33bc1c4eda62c06446c8065963809
albrecht-durer-strasse,"Albrecht-Durer-Strasse in Hildesheim, Germany",52.1661741,9.9073748,1,,,,,AAEntity,"Albrecht-Durer-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,92572343f7babca7a1d58c08ed1ff23b,german_fires_hildesheim_locations__92572343f7babca7a1d58c08ed1ff23b
albrecht-haushofer-strasse,"Albrecht-Haushofer-Strasse in Hildesheim, Germany",52.1455144,9.9182083,1,,,,,Diplomat,"Albrecht-Haushofer-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,7227eadc023d673c2b9ecd9eb54fe851,german_fires_hildesheim_locations__7227eadc023d673c2b9ecd9eb54fe851
alfelder strasse,"Alfelder Strasse in Hildesheim, Germany",52.1433723,9.9393883,1,,,,,Shipping,"Alfelder Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,e3cad6543df13c3a8d3a6720e9146c1e,german_fires_hildesheim_locations__e3cad6543df13c3a8d3a6720e9146c1e
alfriede-marioth-strasse,"Alfriede-Marioth-Strasse in Hildesheim, Germany",52.1546206,9.9118641,1,,,,,LegislativeCommittee,"Alfriede-Marioth-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,0d82b61df189414c001724c07406a4e3,german_fires_hildesheim_locations__0d82b61df189414c001724c07406a4e3
allensteiner strasse,"Allensteiner Strasse in Hildesheim, Germany",52.1325343,9.9787921,1,,,,,ForeignMinister,"Allensteiner Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,95efdda10f5bf37262c3d1f50e42ee02,german_fires_hildesheim_locations__95efdda10f5bf37262c3d1f50e42ee02
almsstrasse,"Almsstrasse in Hildesheim, Germany",52.1556949,9.952201,1,,,,,Exec,"Almsstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,615add20168776ebad82fbeeee6ae112,german_fires_hildesheim_locations__615add20168776ebad82fbeeee6ae112
almstor,"Almstor in Hildesheim, Germany",52.1563411,9.9522327,1,,,,,Shipping,"Almstor in Hildesheim, Germany",,german_fires_hildesheim_locations,70227de09fb893af91743e3a4854d51b,german_fires_hildesheim_locations__70227de09fb893af91743e3a4854d51b
alte heerstrasse,"Alte Heerstrasse in Hildesheim, Germany",52.1607623,10.0128534,1,,,,,Consulates,"Alte Heerstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,f294ee9dbe02f7f6a9db956db5561645,german_fires_hildesheim_locations__f294ee9dbe02f7f6a9db956db5561645
altenau,"Altenau in Hildesheim, Germany",52.1611874,9.9098557,1,,,,,Consulates,"Altenau in Hildesheim, Germany",,german_fires_hildesheim_locations,a265fa7fbac812c8a86399552df15c58,german_fires_hildesheim_locations__a265fa7fbac812c8a86399552df15c58
altenbekener strasse,"Altenbekener Strasse in Hildesheim, Germany",52.1485243,9.9631155,1,,,,,CompanyKeyword,"Altenbekener Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,f79ca75e88a017a350b201e180011466,german_fires_hildesheim_locations__f79ca75e88a017a350b201e180011466
alter markt,"Alter Markt in Hildesheim, Germany",52.1515086,9.9449872,1,,,,,Organization,"Alter Markt in Hildesheim, Germany",,german_fires_hildesheim_locations,689597bd45d5ffab02e05016115bf1a9,german_fires_hildesheim_locations__689597bd45d5ffab02e05016115bf1a9
altes dorf,"Altes Dorf in Hildesheim, Germany",52.1611555,9.9540688,1,,,,,FTO,"Altes Dorf in Hildesheim, Germany",,german_fires_hildesheim_locations,95b5027f1a82039de5d9ea5547848b11,german_fires_hildesheim_locations__95b5027f1a82039de5d9ea5547848b11
altfriedweg,"Altfriedweg in Hildesheim, Germany",52.1613991,9.9649309,1,,,,,Keyphrase,"Altfriedweg in Hildesheim, Germany",,german_fires_hildesheim_locations,6035ad4a7049a112555f09b227fb9298,german_fires_hildesheim_locations__6035ad4a7049a112555f09b227fb9298
altpetristrasse,"Altpetristrasse in Hildesheim, Germany",52.1505735,9.9512251,1,,,,,Media,"Altpetristrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,f0f46d709e678c36b7f15e4c7bdb1e6a,german_fires_hildesheim_locations__f0f46d709e678c36b7f15e4c7bdb1e6a
altstadter stobenstrasse,"Altstadter Stobenstrasse in Hildesheim, Germany",52.1527179,9.9498124,1,,,,,ForeignMinister,"Altstadter Stobenstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,ec2afbb36c29ac407a376ccb985f7283,german_fires_hildesheim_locations__ec2afbb36c29ac407a376ccb985f7283
am alten friedhof,"Am Alten Friedhof in Hildesheim, Germany",52.1733661,9.9897692,1,,,,,Diplomat,"Am Alten Friedhof in Hildesheim, Germany",,german_fires_hildesheim_locations,04dc0d7171a9ff9f731b939f5a445685,german_fires_hildesheim_locations__04dc0d7171a9ff9f731b939f5a445685
am alten wasserwerk,"Am alten Wasserwerk in Hildesheim, Germany",52.1528175,9.9717906,1,,,,,LegislativeCommittee,"Am alten Wasserwerk in Hildesheim, Germany",,german_fires_hildesheim_locations,5fd23621713b3c86163d1503c362f993,german_fires_hildesheim_locations__5fd23621713b3c86163d1503c362f993
am bache,"Am Bache in Hildesheim, Germany",52.1720717,9.9935855,1,,,,,Shipping,"Am Bache in Hildesheim, Germany",,german_fires_hildesheim_locations,f2ed80c33de4158c8d23649db3fd10ff,german_fires_hildesheim_locations__f2ed80c33de4158c8d23649db3fd10ff
am bergbrunnen,"Am Bergbrunnen in Hildesheim, Germany",52.1478629,9.9274386,1,,,,,Person,"Am Bergbrunnen in Hildesheim, Germany",,german_fires_hildesheim_locations,e5a12e30e065aebb22fd55c67d47ffb6,german_fires_hildesheim_locations__e5a12e30e065aebb22fd55c67d47ffb6
am bergholzchen,"Am Bergholzchen in Hildesheim, Germany",52.1442105,9.9280795,1,,,,,Consulates,"Am Bergholzchen in Hildesheim, Germany",,german_fires_hildesheim_locations,67ea4b475f0eb486864ae3920f7c09cd,german_fires_hildesheim_locations__67ea4b475f0eb486864ae3920f7c09cd
am blankebach,"Am Blankebach in Hildesheim, Germany",52.1482187,9.9337723,1,,,,,DiplomaticFacilities,"Am Blankebach in Hildesheim, Germany",,german_fires_hildesheim_locations,951c7668512cb00ded503adef2cf7b5f,german_fires_hildesheim_locations__951c7668512cb00ded503adef2cf7b5f
am brockenblick,"Am Brockenblick in Hildesheim, Germany",52.1410237,9.9986385,1,,,,,Media,"Am Brockenblick in Hildesheim, Germany",,german_fires_hildesheim_locations,598f852e7b1b310c6cb109a170b897f8,german_fires_hildesheim_locations__598f852e7b1b310c6cb109a170b897f8
am burghof,"Am Burghof in Hildesheim, Germany",52.1259164,9.9485232,1,,,,,Organization,"Am Burghof in Hildesheim, Germany",,german_fires_hildesheim_locations,c68824ab166d76d19fd35c4ef5759ae4,german_fires_hildesheim_locations__c68824ab166d76d19fd35c4ef5759ae4
am deipensiek,"Am Deipensiek in Hildesheim, Germany",52.128576,9.9507187,1,,,,,Keyphrase,"Am Deipensiek in Hildesheim, Germany",,german_fires_hildesheim_locations,473520e3165d9c9d7e8708e1eed6bb59,german_fires_hildesheim_locations__473520e3165d9c9d7e8708e1eed6bb59
am dewesstieg,"Am Dewesstieg in Hildesheim, Germany",52.1162945,9.9118251,1,,,,,Legislator,"Am Dewesstieg in Hildesheim, Germany",,german_fires_hildesheim_locations,4ae2b1a396aec841c4d87c007f66995f,german_fires_hildesheim_locations__4ae2b1a396aec841c4d87c007f66995f
am drispenstedter brink,"Am Drispenstedter Brink in Hildesheim, Germany",52.175851,9.9662011,1,,,,,Wells,"Am Drispenstedter Brink in Hildesheim, Germany",,german_fires_hildesheim_locations,246c828f20babc6956b7a351b6b718e5,german_fires_hildesheim_locations__246c828f20babc6956b7a351b6b718e5
am finkenberg,"Am Finkenberg in Hildesheim, Germany",52.145433,9.8838547,1,,,,,ForeignMinistry,"Am Finkenberg in Hildesheim, Germany",,german_fires_hildesheim_locations,856abf2eb606b884182d4f26feba9087,german_fires_hildesheim_locations__856abf2eb606b884182d4f26feba9087
am flugplatz,"Am Flugplatz in Hildesheim, Germany",52.1750472,9.9488077,1,,,,,Exec,"Am Flugplatz in Hildesheim, Germany",,german_fires_hildesheim_locations,ba0593048e4867eb7af6c904bf27468c,german_fires_hildesheim_locations__ba0593048e4867eb7af6c904bf27468c
am gutshof,"Am Gutshof in Hildesheim, Germany",52.1726008,9.9883012,1,,,,,Consulates,"Am Gutshof in Hildesheim, Germany",,german_fires_hildesheim_locations,22a7e98788ea63bb1a8dda648efd29a5,german_fires_hildesheim_locations__22a7e98788ea63bb1a8dda648efd29a5
am hafersiek,"Am Hafersiek in Hildesheim, Germany",52.1279267,9.9114071,1,,,,,IndustryTerm,"Am Hafersiek in Hildesheim, Germany",,german_fires_hildesheim_locations,0de582621aff64d3322d6c9082507d57,german_fires_hildesheim_locations__0de582621aff64d3322d6c9082507d57
am holunderbusch,"Am Holunderbusch in Hildesheim, Germany",52.1139799,10.0009927,1,,,,,Diplomat,"Am Holunderbusch in Hildesheim, Germany",,german_fires_hildesheim_locations,add3723b4e101055bf39175607af6682,german_fires_hildesheim_locations__add3723b4e101055bf39175607af6682
am katzberge,"Am Katzberge in Hildesheim, Germany",52.1453897,9.929544,1,,,,,ForeignMinistry,"Am Katzberge in Hildesheim, Germany",,german_fires_hildesheim_locations,14c635b849f920ddd1aa714cb57968d5,german_fires_hildesheim_locations__14c635b849f920ddd1aa714cb57968d5
am katztore,"Am Katztore in Hildesheim, Germany",52.147174,9.930249,1,,,,,DiplomaticFacilities,"Am Katztore in Hildesheim, Germany",,german_fires_hildesheim_locations,a3f07b07e59ce31df37030eae1905233,german_fires_hildesheim_locations__a3f07b07e59ce31df37030eae1905233
am kehrwieder,"Am Kehrwieder in Hildesheim, Germany",52.1462153,9.9523271,1,,,,,Wells,"Am Kehrwieder in Hildesheim, Germany",,german_fires_hildesheim_locations,bbdeac4b6d780942f72b79d17ae239f3,german_fires_hildesheim_locations__bbdeac4b6d780942f72b79d17ae239f3
am kerbtal,"Am Kerbtal in Hildesheim, Germany",52.1261473,9.9113363,1,,,,,Consulates,"Am Kerbtal in Hildesheim, Germany",,german_fires_hildesheim_locations,af918caf06481bd4150e7f282fd55db0,german_fires_hildesheim_locations__af918caf06481bd4150e7f282fd55db0
am klosterhofe,"Am Klosterhofe in Hildesheim, Germany",52.1248241,9.9182791,1,,,,,Keyphrase,"Am Klosterhofe in Hildesheim, Germany",,german_fires_hildesheim_locations,ef0b9265a83e8ed1b7d665824cac0bbd,german_fires_hildesheim_locations__ef0b9265a83e8ed1b7d665824cac0bbd
am knuppelbrink,"Am Knuppelbrink in Hildesheim, Germany",52.1628892,9.9060725,1,,,,,CompanyKeyword,"Am Knuppelbrink in Hildesheim, Germany",,german_fires_hildesheim_locations,26f058cac39b8116050b1a6d3db5e105,german_fires_hildesheim_locations__26f058cac39b8116050b1a6d3db5e105
am kreuzfeld,"Am Kreuzfeld in Hildesheim, Germany",52.1460029,9.9635422,1,,,,,Pipeline,"Am Kreuzfeld in Hildesheim, Germany",,german_fires_hildesheim_locations,025164cee111ce43e4882aec910c9dd1,german_fires_hildesheim_locations__025164cee111ce43e4882aec910c9dd1
am krumpel,"Am Krumpel in Hildesheim, Germany",52.1266843,9.9175119,1,,,,,Diplomat,"Am Krumpel in Hildesheim, Germany",,german_fires_hildesheim_locations,7a308bdf2f5d86a711637f615798f027,german_fires_hildesheim_locations__7a308bdf2f5d86a711637f615798f027
am kuhanger,"Am Kuhanger in Hildesheim, Germany",52.1298433,9.9705702,1,,,,,CompanyKeyword,"Am Kuhanger in Hildesheim, Germany",,german_fires_hildesheim_locations,f6418df0ea016cacb3a9ef1b40f220ba,german_fires_hildesheim_locations__f6418df0ea016cacb3a9ef1b40f220ba
am kupferstrange,"Am Kupferstrange in Hildesheim, Germany",52.1570282,9.9249334,1,,,,,ForeignMinistry,"Am Kupferstrange in Hildesheim, Germany",,german_fires_hildesheim_locations,42e385ef9709206ba7a41de4c6ea32a8,german_fires_hildesheim_locations__42e385ef9709206ba7a41de4c6ea32a8
am langen feld,"Am Langen Feld in Hildesheim, Germany",52.1306822,9.9855716,1,,,,,CompanyKeyword,"Am Langen Feld in Hildesheim, Germany",,german_fires_hildesheim_locations,e95e1d85a3944883a86755e843aad68b,german_fires_hildesheim_locations__e95e1d85a3944883a86755e843aad68b
am marienfriedhof,"Am Marienfriedhof in Hildesheim, Germany",52.1584825,9.9579185,1,,,,,Media,"Am Marienfriedhof in Hildesheim, Germany",,german_fires_hildesheim_locations,a3aca1d4536599cf40a0c91876eaaf6f,german_fires_hildesheim_locations__a3aca1d4536599cf40a0c91876eaaf6f
am maschfeld,"Am Maschfeld in Hildesheim, Germany",52.1280309,9.9530205,1,,,,,Diplomat,"Am Maschfeld in Hildesheim, Germany",,german_fires_hildesheim_locations,38eabb2c9ad9e17998bebb8e1bcdc626,german_fires_hildesheim_locations__38eabb2c9ad9e17998bebb8e1bcdc626
am mastberg,"Am Mastberg in Hildesheim, Germany",52.1712011,9.919755,1,,,,,Keyphrase,"Am Mastberg in Hildesheim, Germany",,german_fires_hildesheim_locations,38a26aca8e85deb66f80877fedc327f8,german_fires_hildesheim_locations__38a26aca8e85deb66f80877fedc327f8
am muggelsee,"Am Muggelsee in Hildesheim, Germany",52.1679663,9.9672565,1,,,,,AAEntity,"Am Muggelsee in Hildesheim, Germany",,german_fires_hildesheim_locations,f1fd9e8ad6daed12b5e245deb645ba33,german_fires_hildesheim_locations__f1fd9e8ad6daed12b5e245deb645ba33
am muhlenkamp,"Am Muhlenkamp in Hildesheim, Germany",52.1226175,9.9207465,1,,,,,IndustryTerm,"Am Muhlenkamp in Hildesheim, Germany",,german_fires_hildesheim_locations,3e909590ffcd39dccaf01146e3a4d77d,german_fires_hildesheim_locations__3e909590ffcd39dccaf01146e3a4d77d
am neuen teiche,"Am Neuen Teiche in Hildesheim, Germany",52.1375195,9.9272466,1,,,,,Diplomat,"Am Neuen Teiche in Hildesheim, Germany",,german_fires_hildesheim_locations,ab9028a1d575edc87f3bd1265a0b14bb,german_fires_hildesheim_locations__ab9028a1d575edc87f3bd1265a0b14bb
am nordfeld,"Am Nordfeld in Hildesheim, Germany",52.1525216,9.8825964,1,,,,,CompanyKeyword,"Am Nordfeld in Hildesheim, Germany",,german_fires_hildesheim_locations,0f6a677a8b0e72eb4c050a81244e9f74,german_fires_hildesheim_locations__0f6a677a8b0e72eb4c050a81244e9f74
am nottbohm,"Am Nottbohm in Hildesheim, Germany",52.1190717,9.9832413,1,,,,,Diplomat,"Am Nottbohm in Hildesheim, Germany",,german_fires_hildesheim_locations,d51062182bd5c650e395a5aeae6596e7,german_fires_hildesheim_locations__d51062182bd5c650e395a5aeae6596e7
am osterberg,"Am Osterberg in Hildesheim, Germany",52.1651615,9.911105,1,,,,,FTO,"Am Osterberg in Hildesheim, Germany",,german_fires_hildesheim_locations,2d34c630d732b837e25f77238acdac82,german_fires_hildesheim_locations__2d34c630d732b837e25f77238acdac82
am pferdeanger,"Am Pferdeanger in Hildesheim, Germany",52.1557452,9.9346719,1,,,,,Organization,"Am Pferdeanger in Hildesheim, Germany",,german_fires_hildesheim_locations,f8c7bcdb27f3feca88a760f846a66e5e,german_fires_hildesheim_locations__f8c7bcdb27f3feca88a760f846a66e5e
am propsteihof,"Am Propsteihof in Hildesheim, Germany",52.1425109,9.9245369,1,,,,,Consulates,"Am Propsteihof in Hildesheim, Germany",,german_fires_hildesheim_locations,228b25a5c609e235e54c8546a2253ec7,german_fires_hildesheim_locations__228b25a5c609e235e54c8546a2253ec7
am ratsbauhof,"Am Ratsbauhof in Hildesheim, Germany",52.1513301,9.9531797,1,,,,,AAEntity,"Am Ratsbauhof in Hildesheim, Germany",,german_fires_hildesheim_locations,81e4f43044c48e15682ddd74abf69d8b,german_fires_hildesheim_locations__81e4f43044c48e15682ddd74abf69d8b
am roten steine,"Am Roten Steine in Hildesheim, Germany",52.1312679,9.9642757,1,,,,,Refinery,"Am Roten Steine in Hildesheim, Germany",,german_fires_hildesheim_locations,2904ae9512555d96be3e23e6060d7d33,german_fires_hildesheim_locations__2904ae9512555d96be3e23e6060d7d33
am schiefen berg,"Am Schiefen Berg in Hildesheim, Germany",52.1269731,9.9538728,1,,,,,Person,"Am Schiefen Berg in Hildesheim, Germany",,german_fires_hildesheim_locations,d5abbaca5af446037b76c31fd073bb69,german_fires_hildesheim_locations__d5abbaca5af446037b76c31fd073bb69
am schwarzen weg,"Am Schwarzen Weg in Hildesheim, Germany",52.1696755,9.9866351,1,,,,,DiplomaticFacilities,"Am Schwarzen Weg in Hildesheim, Germany",,german_fires_hildesheim_locations,dec4760bcc7b167d64a27947f3a6b960,german_fires_hildesheim_locations__dec4760bcc7b167d64a27947f3a6b960
am spitzhut,"Am Spitzhut in Hildesheim, Germany",52.1264381,9.9920596,1,,,,,Consulates,"Am Spitzhut in Hildesheim, Germany",,german_fires_hildesheim_locations,4782f4e6f02abc5cb7f61d86e28cdafb,german_fires_hildesheim_locations__4782f4e6f02abc5cb7f61d86e28cdafb
am steine,"Am Steine in Hildesheim, Germany",52.149328,9.9438518,1,,,,,Person,"Am Steine in Hildesheim, Germany",,german_fires_hildesheim_locations,eb9e9090ad2a2847514635ab98760cfb,german_fires_hildesheim_locations__eb9e9090ad2a2847514635ab98760cfb
am steingarten,"Am Steingarten in Hildesheim, Germany",52.113348,10.0005326,1,,,,,Legislator,"Am Steingarten in Hildesheim, Germany",,german_fires_hildesheim_locations,3f892fc66a2095297f5fb8d436ce9d25,german_fires_hildesheim_locations__3f892fc66a2095297f5fb8d436ce9d25
