german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
johannes-kepler-weg,"Johannes-Kepler-Weg in Hildesheim, Germany",52.129385,9.9374253,1,,,,,News,"Johannes-Kepler-Weg in Hildesheim, Germany",,german_fires_hildesheim_locations,34c35c8eb0dbeba5f7b3e805e959af96,german_fires_hildesheim_locations__34c35c8eb0dbeba5f7b3e805e959af96
johannes-stelzer-weg,"Johannes-Stelzer-Weg in Hildesheim, Germany",52.1625023,9.9019775,1,,,,,Refinery,"Johannes-Stelzer-Weg in Hildesheim, Germany",,german_fires_hildesheim_locations,fb34286d2be7f919394162ae62a15f9e,german_fires_hildesheim_locations__fb34286d2be7f919394162ae62a15f9e
johannisstrasse,"Johannisstrasse in Hildesheim, Germany",52.1487854,9.9406911,1,,,,,Person,"Johannisstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,3556cd5f575d7c48346b1118cb677193,german_fires_hildesheim_locations__3556cd5f575d7c48346b1118cb677193
jordanstrasse,"Jordanstrasse in Hildesheim, Germany",52.1720558,9.9718526,1,,,,,space,"Jordanstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,75f8c5561dd6a5affffcd511adefbd8a,german_fires_hildesheim_locations__75f8c5561dd6a5affffcd511adefbd8a
joseph-muller-strasse,"Joseph-Muller-Strasse in Hildesheim, Germany",52.1476441,9.9238574,1,,,,,Exec,"Joseph-Muller-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,a3f4b12aff94ed6eafa4d368a9261939,german_fires_hildesheim_locations__a3f4b12aff94ed6eafa4d368a9261939
joststrasse,"Joststrasse in Hildesheim, Germany",52.1408625,9.9369632,1,,,,,DiplomaticFacilities,"Joststrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,7b704bbfce5f34a7a1c61f02f7bbfcb5,german_fires_hildesheim_locations__7b704bbfce5f34a7a1c61f02f7bbfcb5
judenstrasse,"Judenstrasse in Hildesheim, Germany",52.1520069,9.9517344,1,,,,,Diplomat,"Judenstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,b9dc1623636a1db5b3641d3c44b97c48,german_fires_hildesheim_locations__b9dc1623636a1db5b3641d3c44b97c48
julianen-aue,"Julianen-Aue in Hildesheim, Germany",52.1611653,9.9210779,1,,,,,Consulates,"Julianen-Aue in Hildesheim, Germany",,german_fires_hildesheim_locations,b8ea20b4967bdb841193e8994da0e596,german_fires_hildesheim_locations__b8ea20b4967bdb841193e8994da0e596
julius-leber-grund,"Julius-Leber-Grund in Hildesheim, Germany",52.1454133,9.9241342,1,,,,,ForeignMinistry,"Julius-Leber-Grund in Hildesheim, Germany",,german_fires_hildesheim_locations,d0d8e0aa16a13bd33afc36d643b6f083,german_fires_hildesheim_locations__d0d8e0aa16a13bd33afc36d643b6f083
junkersstrasse,"Junkersstrasse in Hildesheim, Germany",52.175068,9.9458156,1,,,,,Wells,"Junkersstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,7eff798b6ba64b3d035c448c652996e1,german_fires_hildesheim_locations__7eff798b6ba64b3d035c448c652996e1
justus-jonas-strasse,"Justus-Jonas-Strasse in Hildesheim, Germany",52.1651258,9.9516587,1,,,,,Person,"Justus-Jonas-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,06f4ae29f4915746f4445743d33f0b5b,german_fires_hildesheim_locations__06f4ae29f4915746f4445743d33f0b5b
kaiser-friedrich-strasse,"Kaiser-Friedrich-Strasse in Hildesheim, Germany",52.1428762,9.9542177,1,,,,,Person,"Kaiser-Friedrich-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,2c09107361151e20e2d6750a80324917,german_fires_hildesheim_locations__2c09107361151e20e2d6750a80324917
kaiser-wilhelm-strasse,"Kaiser-Wilhelm-Strasse in Hildesheim, Germany",51.9919024,9.8243584,1,,,,,Shipping,"Kaiser-Wilhelm-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,0231e288fb34ff2885273da8d20d4304,german_fires_hildesheim_locations__0231e288fb34ff2885273da8d20d4304
kaiserstrasse,"Kaiserstrasse in Hildesheim, Germany",52.1563959,9.9531398,1,,,,,Diplomat,"Kaiserstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,33c0f9ac0bf6b37a4bdc68bb0ad62f06,german_fires_hildesheim_locations__33c0f9ac0bf6b37a4bdc68bb0ad62f06
kalenberger graben,"Kalenberger Graben in Hildesheim, Germany",52.1465105,9.9446534,1,,,,,Shipping,"Kalenberger Graben in Hildesheim, Germany",,german_fires_hildesheim_locations,2bbd2a864a52d72fe92d1a670a617319,german_fires_hildesheim_locations__2bbd2a864a52d72fe92d1a670a617319
kamnigweg,"Kamnigweg in Hildesheim, Germany",52.154778,9.9579652,1,,,,,Consulates,"Kamnigweg in Hildesheim, Germany",,german_fires_hildesheim_locations,ca36c8cbbdcdd90a1b5122d8e7f829b2,german_fires_hildesheim_locations__ca36c8cbbdcdd90a1b5122d8e7f829b2
kampstrasse,"Kampstrasse in Hildesheim, Germany",52.1504839,9.9636699,1,,,,,Legislator,"Kampstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,ecfc09d5e87ad1a6d6ff6eaa778fda40,german_fires_hildesheim_locations__ecfc09d5e87ad1a6d6ff6eaa778fda40
kanalstrasse,"Kanalstrasse in Hildesheim, Germany",52.1764764,9.927708,1,,,,,Pipeline,"Kanalstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,dbdc94596944c3b6c28776a410e9ebf3,german_fires_hildesheim_locations__dbdc94596944c3b6c28776a410e9ebf3
kaninchenbrink,"Kaninchenbrink in Hildesheim, Germany",52.1185716,9.9035105,1,,,,,Keyphrase,"Kaninchenbrink in Hildesheim, Germany",,german_fires_hildesheim_locations,0a7e7ca47f8f1f6e8c48482c23f0b347,german_fires_hildesheim_locations__0a7e7ca47f8f1f6e8c48482c23f0b347
kantorgasse,"Kantorgasse in Hildesheim, Germany",52.1503552,9.9500901,1,,,,,Pipeline,"Kantorgasse in Hildesheim, Germany",,german_fires_hildesheim_locations,815f743f14e549f37b3127b4f6b6b392,german_fires_hildesheim_locations__815f743f14e549f37b3127b4f6b6b392
kardinal-bertram-strasse,"Kardinal-Bertram-Strasse in Hildesheim, Germany",52.1528467,9.948077,1,,,,,ForeignMinistry,"Kardinal-Bertram-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,b6028dd16de12eed29716b21e183893f,german_fires_hildesheim_locations__b6028dd16de12eed29716b21e183893f
karl-bauer-weg,"Karl-Bauer-Weg in Hildesheim, Germany",52.1531016,9.9141993,1,,,,,Diplomat,"Karl-Bauer-Weg in Hildesheim, Germany",,german_fires_hildesheim_locations,ed45525b96681854b672ee658dea9a63,german_fires_hildesheim_locations__ed45525b96681854b672ee658dea9a63
karl-bodenstein-weg,"Karl-Bodenstein-Weg in Hildesheim, Germany",52.1637047,9.9020741,1,,,,,Organization,"Karl-Bodenstein-Weg in Hildesheim, Germany",,german_fires_hildesheim_locations,318c916716c0ba9db416350f00a22d99,german_fires_hildesheim_locations__318c916716c0ba9db416350f00a22d99
karrenweg,"Karrenweg in Hildesheim, Germany",52.1458545,9.9893861,1,,,,,Exec,"Karrenweg in Hildesheim, Germany",,german_fires_hildesheim_locations,41560bc9f264906fe0156c7b2a1f3a3c,german_fires_hildesheim_locations__41560bc9f264906fe0156c7b2a1f3a3c
karthauser strasse,"Karthauser Strasse in Hildesheim, Germany",52.1460745,9.9349251,1,,,,,Consulates,"Karthauser Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,708aef0aad2a2e8107034bc161f780df,german_fires_hildesheim_locations__708aef0aad2a2e8107034bc161f780df
kasernenstrasse,"Kasernenstrasse in Hildesheim, Germany",52.1490222,9.9471512,1,,,,,Organization,"Kasernenstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,b39496196acec6828086e6bade194f38,german_fires_hildesheim_locations__b39496196acec6828086e6bade194f38
kastaniengrund,"Kastaniengrund in Hildesheim, Germany",52.1142369,9.9945466,1,,,,,FTO,"Kastaniengrund in Hildesheim, Germany",,german_fires_hildesheim_locations,8c77ab5cd692ce6ac5fcb02d2bd3f03b,german_fires_hildesheim_locations__8c77ab5cd692ce6ac5fcb02d2bd3f03b
katharinenstrasse,"Katharinenstrasse in Hildesheim, Germany",52.157041,9.9607223,1,,,,,News,"Katharinenstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,a5c7ecb7dec3e7b07941a0ae0736f6f0,german_fires_hildesheim_locations__a5c7ecb7dec3e7b07941a0ae0736f6f0
kathe-paulus-strasse,"Kathe-Paulus-Strasse in Hildesheim, Germany",52.1741254,9.9417333,1,,,,,FTO,"Kathe-Paulus-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,d59b8091a6c80820805722dacc45a69f,german_fires_hildesheim_locations__d59b8091a6c80820805722dacc45a69f
kehrwiederwall,"Kehrwiederwall in Hildesheim, Germany",52.1457474,9.9556987,1,,,,,Pipeline,"Kehrwiederwall in Hildesheim, Germany",,german_fires_hildesheim_locations,7d9d4345901a2c984a47f2f3fc2e6661,german_fires_hildesheim_locations__7d9d4345901a2c984a47f2f3fc2e6661
kennedydamm,"Kennedydamm in Hildesheim, Germany",52.1699648,9.9634564,1,,,,,News,"Kennedydamm in Hildesheim, Germany",,german_fires_hildesheim_locations,7a98781fe26fb064a8129da074413e81,german_fires_hildesheim_locations__7a98781fe26fb064a8129da074413e81
kesselei,"Kesselei in Hildesheim, Germany",52.1112628,9.9941412,1,,,,,AAEntity,"Kesselei in Hildesheim, Germany",,german_fires_hildesheim_locations,b8cc754f2e778e5911e085756dd32c1f,german_fires_hildesheim_locations__b8cc754f2e778e5911e085756dd32c1f
kesslerstrasse,"Kesslerstrasse in Hildesheim, Germany",52.1463175,9.9550725,1,,,,,DiplomaticFacilities,"Kesslerstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,de400c356e5a0f9534e0fb94cdb2c1f3,german_fires_hildesheim_locations__de400c356e5a0f9534e0fb94cdb2c1f3
kiefernweg,"Kiefernweg in Hildesheim, Germany",52.1165521,9.9939431,1,,,,,Shipping,"Kiefernweg in Hildesheim, Germany",,german_fires_hildesheim_locations,61c6ce82d6e729fe140af61721f3494d,german_fires_hildesheim_locations__61c6ce82d6e729fe140af61721f3494d
kirchstrasse,"Kirchstrasse in Hildesheim, Germany",52.1490802,10.0085393,1,,,,,ForeignMinister,"Kirchstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,811ad1a2bdb816e998a324a60e88c162,german_fires_hildesheim_locations__811ad1a2bdb816e998a324a60e88c162
kirchweg,"Kirchweg in Hildesheim, Germany",52.1634991,10.0139762,1,,,,,Consulates,"Kirchweg in Hildesheim, Germany",,german_fires_hildesheim_locations,43b73d0f7b8b09c2614ab3ab3d7d031b,german_fires_hildesheim_locations__43b73d0f7b8b09c2614ab3ab3d7d031b
kirschblutenweg,"Kirschblutenweg in Hildesheim, Germany",52.1235286,9.9154974,1,,,,,Organization,"Kirschblutenweg in Hildesheim, Germany",,german_fires_hildesheim_locations,457424bcf12a2c45eb81313ea69fb9c6,german_fires_hildesheim_locations__457424bcf12a2c45eb81313ea69fb9c6
kirschenweg,"Kirschenweg in Hildesheim, Germany",52.1462117,10.0059566,1,,,,,Organization,"Kirschenweg in Hildesheim, Germany",,german_fires_hildesheim_locations,48cfd5a9d7dd58bcf4d5a2a69625fbe7,german_fires_hildesheim_locations__48cfd5a9d7dd58bcf4d5a2a69625fbe7
klaperhagen,"Klaperhagen in Hildesheim, Germany",52.1502284,9.9499086,1,,,,,Organization,"Klaperhagen in Hildesheim, Germany",,german_fires_hildesheim_locations,d83c54016f442eec78f32b2dae8f2d26,german_fires_hildesheim_locations__d83c54016f442eec78f32b2dae8f2d26
kleegarten,"Kleegarten in Hildesheim, Germany",52.1502177,10.0053486,1,,,,,Wells,"Kleegarten in Hildesheim, Germany",,german_fires_hildesheim_locations,2ef317816f62e48ecdc02aa00617c8e7,german_fires_hildesheim_locations__2ef317816f62e48ecdc02aa00617c8e7
kleegartenweg,"Kleegartenweg in Hildesheim, Germany",52.1490222,9.9471512,1,,,,,Organization,"Kleegartenweg in Hildesheim, Germany",,german_fires_hildesheim_locations,951dd964cc73f2249d59623a9e976014,german_fires_hildesheim_locations__951dd964cc73f2249d59623a9e976014
kleine steuer,"Kleine Steuer in Hildesheim, Germany",52.1472032,9.9275524,1,,,,,DiplomaticFacilities,"Kleine Steuer in Hildesheim, Germany",,german_fires_hildesheim_locations,25cad8a17469f82f2ae5d21f4ef676c0,german_fires_hildesheim_locations__25cad8a17469f82f2ae5d21f4ef676c0
kleine venedig,"Kleine Venedig in Hildesheim, Germany",52.1491568,9.9425596,1,,,,,ForeignMinister,"Kleine Venedig in Hildesheim, Germany",,german_fires_hildesheim_locations,dbb420b3587ed4083fbb0c28e8149b4b,german_fires_hildesheim_locations__dbb420b3587ed4083fbb0c28e8149b4b
klingenbergstrasse,"Klingenbergstrasse in Hildesheim, Germany",52.1233797,9.9120867,1,,,,,IndustryTerm,"Klingenbergstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,217c20f40c4bf5bc21ee2b1a3339a285,german_fires_hildesheim_locations__217c20f40c4bf5bc21ee2b1a3339a285
klosterstrasse,"Klosterstrasse in Hildesheim, Germany",52.1525099,9.9429392,1,,,,,ForeignMinistry,"Klosterstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,5dc7e971932514e536b5413c635170da,german_fires_hildesheim_locations__5dc7e971932514e536b5413c635170da
klusburg,"Klusburg in Hildesheim, Germany",52.1538586,9.9087915,1,,,,,Exec,"Klusburg in Hildesheim, Germany",,german_fires_hildesheim_locations,bbceb790bab66edce636e2babd8821ce,german_fires_hildesheim_locations__bbceb790bab66edce636e2babd8821ce
knebelweg,"Knebelweg in Hildesheim, Germany",52.1370713,10.0212652,1,,,,,Wells,"Knebelweg in Hildesheim, Germany",,german_fires_hildesheim_locations,7644d8283c1e64686eb31fced3f4b7a6,german_fires_hildesheim_locations__7644d8283c1e64686eb31fced3f4b7a6
kniphofstrasse,"Kniphofstrasse in Hildesheim, Germany",52.1415674,9.961707,1,,,,,News,"Kniphofstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,543950320bfd33cd9c5ef22c66bb6817,german_fires_hildesheim_locations__543950320bfd33cd9c5ef22c66bb6817
knollenfeld,"Knollenfeld in Hildesheim, Germany",52.1344392,9.9800174,1,,,,,Legislator,"Knollenfeld in Hildesheim, Germany",,german_fires_hildesheim_locations,f53deeb699733909c6cbe25fd4401256,german_fires_hildesheim_locations__f53deeb699733909c6cbe25fd4401256
knollenstrasse,"Knollenstrasse in Hildesheim, Germany",52.1470302,9.9540305,1,,,,,Legislator,"Knollenstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,6f3faaf71db08453098238aba406d785,german_fires_hildesheim_locations__6f3faaf71db08453098238aba406d785
kobeltstrasse,"Kobeltstrasse in Hildesheim, Germany",52.1560865,9.9118309,1,,,,,DiplomaticFacilities,"Kobeltstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,72f830cb5972f1b2277504a2133e0f46,german_fires_hildesheim_locations__72f830cb5972f1b2277504a2133e0f46
konigsberger strasse,"Konigsberger Strasse in Hildesheim, Germany",52.1606286,9.9159457,1,,,,,space,"Konigsberger Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,6ab302c79224e8aa003701a28da86492,german_fires_hildesheim_locations__6ab302c79224e8aa003701a28da86492
konigstrasse,"Konigstrasse in Hildesheim, Germany",52.1452922,9.9320931,1,,,,,Shipping,"Konigstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,2e30b727bb1af4e5679e096a088f29c0,german_fires_hildesheim_locations__2e30b727bb1af4e5679e096a088f29c0
konrad-adenauer-strasse,"Konrad-Adenauer-Strasse in Hildesheim, Germany",52.126948,9.9507643,1,,,,,Keyphrase,"Konrad-Adenauer-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,784e903b2f745e04c1cdf63def827f47,german_fires_hildesheim_locations__784e903b2f745e04c1cdf63def827f47
konrad-naue-strasse,"Konrad-Naue-Strasse in Hildesheim, Germany",52.1636304,9.9089099,1,,,,,Pipeline,"Konrad-Naue-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,9448fb2164a248abc002783fb255e82a,german_fires_hildesheim_locations__9448fb2164a248abc002783fb255e82a
kopernikusstrasse,"Kopernikusstrasse in Hildesheim, Germany",52.1294038,9.9429562,1,,,,,space,"Kopernikusstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,cbaa195fcb4ae09e34b090f784752987,german_fires_hildesheim_locations__cbaa195fcb4ae09e34b090f784752987
koplerstrasse,"Koplerstrasse in Hildesheim, Germany",52.1391529,9.9333084,1,,,,,FTO,"Koplerstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,a99b33d234c270b29cb2fc4015a803db,german_fires_hildesheim_locations__a99b33d234c270b29cb2fc4015a803db
kornerstrasse,"Kornerstrasse in Hildesheim, Germany",52.1343299,9.9703171,1,,,,,News,"Kornerstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,051e3bd64af50185e5c662640358659e,german_fires_hildesheim_locations__051e3bd64af50185e5c662640358659e
krahenberg,"Krahenberg in Hildesheim, Germany",52.1559109,9.9612737,1,,,,,Refinery,"Krahenberg in Hildesheim, Germany",,german_fires_hildesheim_locations,bb45687caeeb3bcf0e9a706a8577b1d4,german_fires_hildesheim_locations__bb45687caeeb3bcf0e9a706a8577b1d4
kramerstrasse,"Kramerstrasse in Hildesheim, Germany",52.1510364,9.9496015,1,,,,,FTO,"Kramerstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,5535f3cd0cefca327c3dbedeeb85a338,german_fires_hildesheim_locations__5535f3cd0cefca327c3dbedeeb85a338
krehlastrasse,"Krehlastrasse in Hildesheim, Germany",52.1520231,9.9251767,1,,,,,Legislator,"Krehlastrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,00b997747c9eaae5eebb5ee85d53bd1b,german_fires_hildesheim_locations__00b997747c9eaae5eebb5ee85d53bd1b
kreuzstrasse,"Kreuzstrasse in Hildesheim, Germany",52.1496637,9.9500525,1,,,,,ForeignMinistry,"Kreuzstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,ed51158287f26667429b01008f3507be,german_fires_hildesheim_locations__ed51158287f26667429b01008f3507be
kronprinzenstrasse,"Kronprinzenstrasse in Hildesheim, Germany",52.1427468,9.9541971,1,,,,,Wells,"Kronprinzenstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,3af05d23e67ba62c4ca8c119a972a043,german_fires_hildesheim_locations__3af05d23e67ba62c4ca8c119a972a043
krugstrasse,"Krugstrasse in Hildesheim, Germany",52.2201784,9.8782322,1,,,,,Exec,"Krugstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,364d4d1a1cf8d36bf0a8d3922877194f,german_fires_hildesheim_locations__364d4d1a1cf8d36bf0a8d3922877194f
kruppstrasse,"Kruppstrasse in Hildesheim, Germany",52.1680617,9.9741503,1,,,,,Refinery,"Kruppstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,82842cc8508a726edfd77b2e1d3f7664,german_fires_hildesheim_locations__82842cc8508a726edfd77b2e1d3f7664
kuchenthalstrasse,"Kuchenthalstrasse in Hildesheim, Germany",52.1440484,9.934993,1,,,,,Shipping,"Kuchenthalstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,6f6deb40cf9756c9dadf756843cde436,german_fires_hildesheim_locations__6f6deb40cf9756c9dadf756843cde436
kuckuckstrasse,"Kuckuckstrasse in Hildesheim, Germany",52.1632852,9.9481685,1,,,,,Organization,"Kuckuckstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,9b089b39fe5b3c6f540c865fa900b392,german_fires_hildesheim_locations__9b089b39fe5b3c6f540c865fa900b392
kukenstrasse,"Kukenstrasse in Hildesheim, Germany",52.1490222,9.9471512,1,,,,,Diplomat,"Kukenstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,fad0e3c118b89f2fc8874d2c6d64fe9c,german_fires_hildesheim_locations__fad0e3c118b89f2fc8874d2c6d64fe9c
kunibertstrasse,"Kunibertstrasse in Hildesheim, Germany",52.1440838,9.8826621,1,,,,,Wells,"Kunibertstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,4c17a788ec100c8091ffed8914eab697,german_fires_hildesheim_locations__4c17a788ec100c8091ffed8914eab697
kurt-degener-ring,"Kurt-Degener-Ring in Hildesheim, Germany",52.1265393,9.9896056,1,,,,,Diplomat,"Kurt-Degener-Ring in Hildesheim, Germany",,german_fires_hildesheim_locations,eb02f8f8b177c5de23506d52a874b429,german_fires_hildesheim_locations__eb02f8f8b177c5de23506d52a874b429
kurt-schumacher-strasse,"Kurt-Schumacher-Strasse in Hildesheim, Germany",52.1254844,9.9433181,1,,,,,ForeignMinistry,"Kurt-Schumacher-Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,31a6de9c54adbdb9c2061b180249523d,german_fires_hildesheim_locations__31a6de9c54adbdb9c2061b180249523d
kurze kampstrasse,"Kurze Kampstrasse in Hildesheim, Germany",52.1409928,9.8798667,1,,,,,Exec,"Kurze Kampstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,993e23ca3901cd84fdac4170466bf5b2,german_fires_hildesheim_locations__993e23ca3901cd84fdac4170466bf5b2
kurzer anger,"Kurzer Anger in Hildesheim, Germany",52.1395679,9.9239177,1,,,,,Keyphrase,"Kurzer Anger in Hildesheim, Germany",,german_fires_hildesheim_locations,9c1d4e633883f83b704115e476eb8687,german_fires_hildesheim_locations__9c1d4e633883f83b704115e476eb8687
kurzer hagen,"Kurzer Hagen in Hildesheim, Germany",52.1531579,9.9492248,1,,,,,space,"Kurzer Hagen in Hildesheim, Germany",,german_fires_hildesheim_locations,d980c78147ed4f3f064925ffc9595dd1,german_fires_hildesheim_locations__d980c78147ed4f3f064925ffc9595dd1
kusthardtstrasse,"Kusthardtstrasse in Hildesheim, Germany",52.1494654,9.9540741,1,,,,,Wells,"Kusthardtstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,79467849dd7854ebfbb0c5b0ff5fa0af,german_fires_hildesheim_locations__79467849dd7854ebfbb0c5b0ff5fa0af
lachnerring,"Lachnerring in Hildesheim, Germany",52.155601,9.9162614,1,,,,,News,"Lachnerring in Hildesheim, Germany",,german_fires_hildesheim_locations,ab16fe812961754eed4768cf4d5b3234,german_fires_hildesheim_locations__ab16fe812961754eed4768cf4d5b3234
lademuhlenfeld,"Lademuhlenfeld in Hildesheim, Germany",52.1624616,9.9316608,1,,,,,Shipping,"Lademuhlenfeld in Hildesheim, Germany",,german_fires_hildesheim_locations,2c8386d1cf80cd9ca0a0d07577bbd0b4,german_fires_hildesheim_locations__2c8386d1cf80cd9ca0a0d07577bbd0b4
lammerweide,"Lammerweide in Hildesheim, Germany",52.1265838,9.9064088,1,,,,,Legislator,"Lammerweide in Hildesheim, Germany",,german_fires_hildesheim_locations,f2bf28e5a7b316c6b5b0a1d5a1e00ec3,german_fires_hildesheim_locations__f2bf28e5a7b316c6b5b0a1d5a1e00ec3
landsberger strasse,"Landsberger Strasse in Hildesheim, Germany",52.1306644,9.9802731,1,,,,,ForeignMinister,"Landsberger Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,e83b37daf2d017824e6d9c5a8663aa55,german_fires_hildesheim_locations__e83b37daf2d017824e6d9c5a8663aa55
landwehrs garten,"Landwehrs Garten in Hildesheim, Germany",52.1200373,9.9408885,1,,,,,ForeignMinister,"Landwehrs Garten in Hildesheim, Germany",,german_fires_hildesheim_locations,5a5516b13f8c9845993b402f8860732a,german_fires_hildesheim_locations__5a5516b13f8c9845993b402f8860732a
landwehrweg,"Landwehrweg in Hildesheim, Germany",52.1144077,9.9967123,1,,,,,ForeignMinistry,"Landwehrweg in Hildesheim, Germany",,german_fires_hildesheim_locations,405959f8bbb0022713091c492b114e31,german_fires_hildesheim_locations__405959f8bbb0022713091c492b114e31
langelinienwall,"Langelinienwall in Hildesheim, Germany",52.1471679,9.9449142,1,,,,,CompanyKeyword,"Langelinienwall in Hildesheim, Germany",,german_fires_hildesheim_locations,13c45128c252c90eb0708a4c59c646cf,german_fires_hildesheim_locations__13c45128c252c90eb0708a4c59c646cf
langer garten,"Langer Garten in Hildesheim, Germany",52.1623901,9.9605339,1,,,,,Exec,"Langer Garten in Hildesheim, Germany",,german_fires_hildesheim_locations,a6e0c0ba11ed5f24d60e9ab2a17a9f4e,german_fires_hildesheim_locations__a6e0c0ba11ed5f24d60e9ab2a17a9f4e
langer hagen,"Langer Hagen in Hildesheim, Germany",52.1524519,9.9457142,1,,,,,Media,"Langer Hagen in Hildesheim, Germany",,german_fires_hildesheim_locations,460f0e25fcb0f0f18ad84fdedd707260,german_fires_hildesheim_locations__460f0e25fcb0f0f18ad84fdedd707260
lappenberg,"Lappenberg in Hildesheim, Germany",52.145823,9.9516811,1,,,,,Person,"Lappenberg in Hildesheim, Germany",,german_fires_hildesheim_locations,df7b0b78ff9ce84bf2b7ff9156ccd8b7,german_fires_hildesheim_locations__df7b0b78ff9ce84bf2b7ff9156ccd8b7
laubaner strasse,"Laubaner Strasse in Hildesheim, Germany",52.1474405,9.9374448,1,,,,,Consulates,"Laubaner Strasse in Hildesheim, Germany",,german_fires_hildesheim_locations,6acdd5bad57cf47359bcbdc162cb2ce4,german_fires_hildesheim_locations__6acdd5bad57cf47359bcbdc162cb2ce4
lauensteinweg,"Lauensteinweg in Hildesheim, Germany",52.1712663,9.9767238,1,,,,,Pipeline,"Lauensteinweg in Hildesheim, Germany",,german_fires_hildesheim_locations,8e2e44e2dbdac27ceeb71eb1e3e8e4fe,german_fires_hildesheim_locations__8e2e44e2dbdac27ceeb71eb1e3e8e4fe
lederhagen,"Lederhagen in Hildesheim, Germany",59.9115924,10.7412065,1,,,,,CompanyKeyword,"Lederhagen in Hildesheim, Germany",,german_fires_hildesheim_locations,0738f175a778cb46b7ca573033244455,german_fires_hildesheim_locations__0738f175a778cb46b7ca573033244455
leibnizstrasse,"Leibnizstrasse in Hildesheim, Germany",52.1457392,9.9435836,1,,,,,LegislativeCommittee,"Leibnizstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,20eab080b924f764a216adac64ef4d93,german_fires_hildesheim_locations__20eab080b924f764a216adac64ef4d93
leinkampring,"Leinkampring in Hildesheim, Germany",52.1490222,9.9471512,1,,,,,Organization,"Leinkampring in Hildesheim, Germany",,german_fires_hildesheim_locations,f450b9a34bf1d7399eb3577a1db09115,german_fires_hildesheim_locations__f450b9a34bf1d7399eb3577a1db09115
leinkampstrasse,"Leinkampstrasse in Hildesheim, Germany",52.118411,9.9868248,1,,,,,Consulates,"Leinkampstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,cc4f1c7d68a4cfc4499ba1956a1bb1f2,german_fires_hildesheim_locations__cc4f1c7d68a4cfc4499ba1956a1bb1f2
leonie-meyerhof-ring,"Leonie-Meyerhof-Ring in Hildesheim, Germany",52.1557943,9.9108667,1,,,,,FTO,"Leonie-Meyerhof-Ring in Hildesheim, Germany",,german_fires_hildesheim_locations,20dd9d7cfc9116820ba9fa67bac1a99c,german_fires_hildesheim_locations__20dd9d7cfc9116820ba9fa67bac1a99c
lerchenbergstrasse,"Lerchenbergstrasse in Hildesheim, Germany",52.1302588,9.9061471,1,,,,,Shipping,"Lerchenbergstrasse in Hildesheim, Germany",,german_fires_hildesheim_locations,2c3c9dd8917c4f2a9285d6b0a3acc64f,german_fires_hildesheim_locations__2c3c9dd8917c4f2a9285d6b0a3acc64f
