company,GUID,caption name,exactcheck,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
shell international,a84d5d4f0b197b952d5e20e9f4af2165,Shell,,Refinery,Shell,,CrunchbaseFunding_CompanyMapping,ea89b68c34ce4a63c0f77e17413c6e30,CrunchbaseFunding_CompanyMapping__ea89b68c34ce4a63c0f77e17413c6e30
shell oil,a84d5d4f0b197b952d5e20e9f4af2165,Shell,,AAEntity,Shell,,CrunchbaseFunding_CompanyMapping,ea89b68c34ce4a63c0f77e17413c6e30,CrunchbaseFunding_CompanyMapping__ea89b68c34ce4a63c0f77e17413c6e30
autozone,a8aab37f3ec4d5cbc37ec5df7b1cb8a8,AutoZone,,DiplomaticFacilities,AutoZone,,CrunchbaseFunding_CompanyMapping,a93c760af8cf581763854a3489ffef7b,CrunchbaseFunding_CompanyMapping__a93c760af8cf581763854a3489ffef7b
vmware,a8ecc7dc4ee88733d84edbe0a8a9a3bc,VMware,,ForeignMinistry,VMware,,CrunchbaseFunding_CompanyMapping,56079badd056a19303cc26e6a4fcc7e0,CrunchbaseFunding_CompanyMapping__56079badd056a19303cc26e6a4fcc7e0
bt group,a98f5dda46d57336b33d73648ba46419,BT Group,,Media,BT Group,,CrunchbaseFunding_CompanyMapping,01cb21af77bef2f9c20cb9b25efe48ff,CrunchbaseFunding_CompanyMapping__01cb21af77bef2f9c20cb9b25efe48ff
dentsu,a9b1940a7d5898af62001fcff3ea8fab,Dentsu Aegis Network,,ForeignMinistry,Dentsu Aegis Network,,CrunchbaseFunding_CompanyMapping,3c16b6cb6699128ef06be0385b5224d9,CrunchbaseFunding_CompanyMapping__3c16b6cb6699128ef06be0385b5224d9
ubisoft,a9c0e366b0e2a2d49698b2b9754b4763,Ubisoft,,Organization,Ubisoft,,CrunchbaseFunding_CompanyMapping,0b3029a74ef7a70c66f95b3f36f3ed7f,CrunchbaseFunding_CompanyMapping__0b3029a74ef7a70c66f95b3f36f3ed7f
cedar fair,aa4f7640a7be9a678a3c2e6e104f82ec,Cedar Fair,,Wells,Cedar Fair,,CrunchbaseFunding_CompanyMapping,890f6479ea587c73d5450c9712b86b7e,CrunchbaseFunding_CompanyMapping__890f6479ea587c73d5450c9712b86b7e
waffle house,aa57a4d9c38aca56fc90e0f0e3c91db2,Waffle House,,Organization,Waffle House,,CrunchbaseFunding_CompanyMapping,d83d380a7155e79247c1dfc50608301d,CrunchbaseFunding_CompanyMapping__d83d380a7155e79247c1dfc50608301d
regeneron,ab013025a2c52e3e2b0d91fc18375db0,Regeneron,,Legislator,Regeneron,,CrunchbaseFunding_CompanyMapping,41353433ab39b5bce7e3b0ad1f652b4e,CrunchbaseFunding_CompanyMapping__41353433ab39b5bce7e3b0ad1f652b4e
snap,ab47aac81fe274e9f76b1a0e47e011e9,Snap,,Diplomat,Snap,,CrunchbaseFunding_CompanyMapping,9ad09a90c3dbf80bdf18cf666f9d323e,CrunchbaseFunding_CompanyMapping__9ad09a90c3dbf80bdf18cf666f9d323e
sony,abb96bb6e01ab737a900a3c917737265,Sony,,IndustryTerm,Sony,,CrunchbaseFunding_CompanyMapping,2da860f7216f34598e5cdc6fd7e3098c,CrunchbaseFunding_CompanyMapping__2da860f7216f34598e5cdc6fd7e3098c
peraton,abcd543389664f611f8aeb327d840802,Peraton,,News,Peraton,,CrunchbaseFunding_CompanyMapping,b06d42bf79f5ce333b372fad64078b93,CrunchbaseFunding_CompanyMapping__b06d42bf79f5ce333b372fad64078b93
visa,acab4e59bb18181324d348ea9feb9ddc,Visa,,Refinery,Visa,,CrunchbaseFunding_CompanyMapping,89fc0d6fe12b0e0c1af5c7a0373435a6,CrunchbaseFunding_CompanyMapping__89fc0d6fe12b0e0c1af5c7a0373435a6
atrium health,acbb6d75ebaa095b6704fdd2db38e352,Atrium Health,,News,Atrium Health,,CrunchbaseFunding_CompanyMapping,077d8a2cd19db7f3bc3ca3b4ef2d79a0,CrunchbaseFunding_CompanyMapping__077d8a2cd19db7f3bc3ca3b4ef2d79a0
novartis,acccf8b7824ee83b2d614c5dc3f526a2,Novartis,,FTO,Novartis,,CrunchbaseFunding_CompanyMapping,4b711ffdbe8af5c8f3f9c53da46d83fa,CrunchbaseFunding_CompanyMapping__4b711ffdbe8af5c8f3f9c53da46d83fa
sandoz,acccf8b7824ee83b2d614c5dc3f526a2,Sandoz,,space,Sandoz,,CrunchbaseFunding_CompanyMapping,4c59c55b40056cbedf8473330a1c917f,CrunchbaseFunding_CompanyMapping__4c59c55b40056cbedf8473330a1c917f
merck,ad092289f2b0ad35e50c00b62dbb7885,Merck,,CompanyKeyword,Merck,,CrunchbaseFunding_CompanyMapping,f3adb2487eb1d8d5b24b68a3e156f5fb,CrunchbaseFunding_CompanyMapping__f3adb2487eb1d8d5b24b68a3e156f5fb
aetna,ade4c68cba85e3beb73a3413c0888b7d,Aetna,,Refinery,Aetna,,CrunchbaseFunding_CompanyMapping,a090692640b320d9fb346567fe22cc0d,CrunchbaseFunding_CompanyMapping__a090692640b320d9fb346567fe22cc0d
weyerhaeuser,ae1c699abcd9aa394e346e9bb2c1d470,Weyerhaeuser,,FTO,Weyerhaeuser,,CrunchbaseFunding_CompanyMapping,445b95b36ec9218b61e0474ca590921c,CrunchbaseFunding_CompanyMapping__445b95b36ec9218b61e0474ca590921c
banner health,ae5fdf798738a319b00dc0ac6d06671a,Banner Health,,Person,Banner Health,,CrunchbaseFunding_CompanyMapping,1815532d49b5071f48352d5baf039a17,CrunchbaseFunding_CompanyMapping__1815532d49b5071f48352d5baf039a17
reliance communications,ae7643be7442a21712223266fffe40a1,Reliance Communications,,Media,Reliance Communications,,CrunchbaseFunding_CompanyMapping,f0ef2237ee9d64abfaf51c5a1400b6c1,CrunchbaseFunding_CompanyMapping__f0ef2237ee9d64abfaf51c5a1400b6c1
fiserv,ae8194f7faca45ee0ae9e83cd376c0a3,Fiserv,,Exec,Fiserv,,CrunchbaseFunding_CompanyMapping,a5aa63f014c661449adf584b666ed8ab,CrunchbaseFunding_CompanyMapping__a5aa63f014c661449adf584b666ed8ab
adobe,aea069334333a347c1433a9a8c0ff7c2,Adobe,,Refinery,Adobe,,CrunchbaseFunding_CompanyMapping,71f698950c9cdadc3d19bb7411177a78,CrunchbaseFunding_CompanyMapping__71f698950c9cdadc3d19bb7411177a78
airtel,aeb746a44282235dfa29024bbcf75a60,Bharti Airtel,,Legislator,Bharti Airtel,,CrunchbaseFunding_CompanyMapping,9ccee7b820781b3a4f42f987a5efc8ab,CrunchbaseFunding_CompanyMapping__9ccee7b820781b3a4f42f987a5efc8ab
bharti airtel,aeb746a44282235dfa29024bbcf75a60,Bharti Airtel,,Shipping,Bharti Airtel,,CrunchbaseFunding_CompanyMapping,9ccee7b820781b3a4f42f987a5efc8ab,CrunchbaseFunding_CompanyMapping__9ccee7b820781b3a4f42f987a5efc8ab
applied materials,aeffb8b4c91e2e01eab6b28143fdc489,Applied Materials,,CompanyKeyword,Applied Materials,,CrunchbaseFunding_CompanyMapping,75174b90c21a43a27785315d9e0ba66c,CrunchbaseFunding_CompanyMapping__75174b90c21a43a27785315d9e0ba66c
firstenergy,b003815e4d088cf63261fe2b38ee4fd4,FirstEnergy,,ForeignMinistry,FirstEnergy,,CrunchbaseFunding_CompanyMapping,9d946f50d4cf58c18478eb851401da10,CrunchbaseFunding_CompanyMapping__9d946f50d4cf58c18478eb851401da10
western union,b04eb4bb20dc1fdf663492c64f24e204,Western Union,,Shipping,Western Union,,CrunchbaseFunding_CompanyMapping,82a19c8382cf3b61e0f12f58489aa002,CrunchbaseFunding_CompanyMapping__82a19c8382cf3b61e0f12f58489aa002
ashland,b0a5cb7fcb0851acd49bcd0d1ad2bdd7,Ashland,,IndustryTerm,Ashland,,CrunchbaseFunding_CompanyMapping,0c3bfc40891db11b8ad1922ac2452b5b,CrunchbaseFunding_CompanyMapping__0c3bfc40891db11b8ad1922ac2452b5b
home depot,b0bc77bc4da0f4941a2f120f71ed7008,Home Depot,,LegislativeCommittee,Home Depot,,CrunchbaseFunding_CompanyMapping,b8114e3e254cca7771dfd75ea6e81389,CrunchbaseFunding_CompanyMapping__b8114e3e254cca7771dfd75ea6e81389
alaska airlines,b0f8c459eef3e7bdb07610abf2424682,Alaska Airlines,,space,Alaska Airlines,,CrunchbaseFunding_CompanyMapping,0a2789160187ac9a9440023fdb98639b,CrunchbaseFunding_CompanyMapping__0a2789160187ac9a9440023fdb98639b
carlyle group,b12cc8ff00ca02fcb6f99f99bc9cf973,Carlyle Group,,Diplomat,Carlyle Group,,CrunchbaseFunding_CompanyMapping,cf90315036c1137dc773915e29db4843,CrunchbaseFunding_CompanyMapping__cf90315036c1137dc773915e29db4843
dish network,b1af2508957e63f5943f14fe847abe14,Dish Network,,DiplomaticFacilities,Dish Network,,CrunchbaseFunding_CompanyMapping,d00446778b90845c662447871888058b,CrunchbaseFunding_CompanyMapping__d00446778b90845c662447871888058b
tc energy,b226c680bf8111ff2115aa729365ea27,TC Energy,,DiplomaticFacilities,TC Energy,,CrunchbaseFunding_CompanyMapping,c0ca72ba4c135a56614b89ee8ae6576c,CrunchbaseFunding_CompanyMapping__c0ca72ba4c135a56614b89ee8ae6576c
transcanada,b226c680bf8111ff2115aa729365ea27,TransCanada,,Organization,TransCanada,,CrunchbaseFunding_CompanyMapping,f114332aaf720c6ece9b4a5f5ac916e6,CrunchbaseFunding_CompanyMapping__f114332aaf720c6ece9b4a5f5ac916e6
nokia,b2e7ecfc42d3c3d9c9d13e8f0389c988,Nokia,,ForeignMinister,Nokia,,CrunchbaseFunding_CompanyMapping,49f17151a1bc1d859e8db35cd7b2059b,CrunchbaseFunding_CompanyMapping__49f17151a1bc1d859e8db35cd7b2059b
hyundai motor america,b36f08d725750bf9032b433745f72d34,Hyundai Motor America,,ForeignMinistry,Hyundai Motor America,,CrunchbaseFunding_CompanyMapping,50e93306452453501b521ff060e6a680,CrunchbaseFunding_CompanyMapping__50e93306452453501b521ff060e6a680
xerox,b3e319e537aa96832ae68249b4f3678c,Xerox,,Diplomat,Xerox,,CrunchbaseFunding_CompanyMapping,ea30ac4e7fab386732f700380ce39137,CrunchbaseFunding_CompanyMapping__ea30ac4e7fab386732f700380ce39137
nisource,b47145e5f51bcae838fcf50f771d96d6,NiSource,,Exec,NiSource,,CrunchbaseFunding_CompanyMapping,829ab1cdba3e806a22e26bd61aae1294,CrunchbaseFunding_CompanyMapping__829ab1cdba3e806a22e26bd61aae1294
motorola solutions,b52267bfc351e464cb0e23dd7763e95b,Motorola Solutions,,CompanyKeyword,Motorola Solutions,,CrunchbaseFunding_CompanyMapping,662c8a30384e01fb9bb7e9014748373e,CrunchbaseFunding_CompanyMapping__662c8a30384e01fb9bb7e9014748373e
motorola,b52267bfc351e464cb0e23dd7763e95b,Motorola Solutions,,ForeignMinistry,Motorola Solutions,,CrunchbaseFunding_CompanyMapping,662c8a30384e01fb9bb7e9014748373e,CrunchbaseFunding_CompanyMapping__662c8a30384e01fb9bb7e9014748373e
paycom,b52be0b0d1009fe866740fc5c4603bd0,Paycom Software,,AAEntity,Paycom Software,,CrunchbaseFunding_CompanyMapping,f2996d2bb8e3400d405a40295d7ec303,CrunchbaseFunding_CompanyMapping__f2996d2bb8e3400d405a40295d7ec303
weatherford,b593593e6e5b4ddfb97904c10ab58282,Weatherford,,space,Weatherford,,CrunchbaseFunding_CompanyMapping,a24702cd051c9fc3639f573dea446a27,CrunchbaseFunding_CompanyMapping__a24702cd051c9fc3639f573dea446a27
southern company gas,b61e24d14d7546eb55d3a19e71719a64,Southern Company Gas,,FTO,Southern Company Gas,,CrunchbaseFunding_CompanyMapping,be154c4e6258ba1756f5ad4e30cd2165,CrunchbaseFunding_CompanyMapping__be154c4e6258ba1756f5ad4e30cd2165
first republic bank,b64a8f29446c604eb1fe4a637634888f,First Republic Bank,,IndustryTerm,First Republic Bank,,CrunchbaseFunding_CompanyMapping,a20f398b61f8f5a28fc6bf5d4d5b06ab,CrunchbaseFunding_CompanyMapping__a20f398b61f8f5a28fc6bf5d4d5b06ab
archer daniels midland company,b77236a889ac01314f318337ee2f9524,Archer Daniels Midland Company,,DiplomaticFacilities,Archer Daniels Midland Company,,CrunchbaseFunding_CompanyMapping,d59dd55023c2b3b119d4511d567fd061,CrunchbaseFunding_CompanyMapping__d59dd55023c2b3b119d4511d567fd061
pearson,b828419e4bc302ab4389b09e2929d3f5,Pearson plc,,News,Pearson plc,,CrunchbaseFunding_CompanyMapping,1ed3b0b82c16f27b3072a27e785dcbd1,CrunchbaseFunding_CompanyMapping__1ed3b0b82c16f27b3072a27e785dcbd1
sotheby's,b8cec63a839c8e779575e4db426eb94c,Sotheby's,,Pipeline,Sotheby's,,CrunchbaseFunding_CompanyMapping,866a74ef4a24ed5667ae1ae104b1ddaf,CrunchbaseFunding_CompanyMapping__866a74ef4a24ed5667ae1ae104b1ddaf
medtronic,b8f579288955ba089b210daf4bb0b5bb,Medtronic,,News,Medtronic,,CrunchbaseFunding_CompanyMapping,ffacc1d1f3b9b1564c40e6ac4a49cd51,CrunchbaseFunding_CompanyMapping__ffacc1d1f3b9b1564c40e6ac4a49cd51
deutsche telekom,b96fcef19999963b2a0e6555fe3e61d9,Deutsche Telekom,,Pipeline,Deutsche Telekom,,CrunchbaseFunding_CompanyMapping,db5dfd5f3f68a4e5b72c7e5fb9201928,CrunchbaseFunding_CompanyMapping__db5dfd5f3f68a4e5b72c7e5fb9201928
ringcentral,bb8fd9cbd8ed7dc8ad91f0489aa591f6,RingCentral,,Diplomat,RingCentral,,CrunchbaseFunding_CompanyMapping,1995ec6e8d36e9dd4a79992976eca1e7,CrunchbaseFunding_CompanyMapping__1995ec6e8d36e9dd4a79992976eca1e7
estee lauder,bc113e305ff83bc3cbb7587b490657fb,Estee Lauder,,Refinery,Estee Lauder,,CrunchbaseFunding_CompanyMapping,4a2d1f22611ece06b70ee79b423d9991,CrunchbaseFunding_CompanyMapping__4a2d1f22611ece06b70ee79b423d9991
salesforce,bc273ac3c7f9d86a4d284fd11bfb0ce6,Salesforce,,AAEntity,Salesforce,,CrunchbaseFunding_CompanyMapping,4a6dbb2ff650f82af801f71c3efd72c3,CrunchbaseFunding_CompanyMapping__4a6dbb2ff650f82af801f71c3efd72c3
tableau,bc273ac3c7f9d86a4d284fd11bfb0ce6,Tableau,,ForeignMinistry,Tableau,,CrunchbaseFunding_CompanyMapping,020982e25cf5c16928fcf3c24a2058aa,CrunchbaseFunding_CompanyMapping__020982e25cf5c16928fcf3c24a2058aa
telstra,bc2d8868e2480a473fc274b07542c3b8,Telstra Corporation,,FTO,Telstra Corporation,,CrunchbaseFunding_CompanyMapping,1dac71721c0e333d978c57502d8e6041,CrunchbaseFunding_CompanyMapping__1dac71721c0e333d978c57502d8e6041
xylem,bca9108b1d6880c38ed035159721157f,Xylem,,Pipeline,Xylem,,CrunchbaseFunding_CompanyMapping,8c68a0905e7182decc4a5fe651a4f16b,CrunchbaseFunding_CompanyMapping__8c68a0905e7182decc4a5fe651a4f16b
new balance,bcb07a4ccf2d06b1803afc107e46f4f0,New Balance,,ForeignMinistry,New Balance,,CrunchbaseFunding_CompanyMapping,17d359918fd3a6a893423f72a0898e3f,CrunchbaseFunding_CompanyMapping__17d359918fd3a6a893423f72a0898e3f
the new york and presbyterian hospital,bd07e804a4c27189c0646e435c68d759,The New York and Presbyterian Hospital,,ForeignMinister,The New York and Presbyterian Hospital,,CrunchbaseFunding_CompanyMapping,f4027df53f39a2d0394ea1b463886d64,CrunchbaseFunding_CompanyMapping__f4027df53f39a2d0394ea1b463886d64
omni hotels,bd5a7cf674e5545b6885bdf2413633ab,Omni Hotels,,ForeignMinistry,Omni Hotels,,CrunchbaseFunding_CompanyMapping,e875186b49d8207bbd903468be4ffc3b,CrunchbaseFunding_CompanyMapping__e875186b49d8207bbd903468be4ffc3b
westpac,"be092acf3bdd9edb18379fcff13bbb0d,66f3f385b2f3bf76d89d2eaeba5e300c",Westpac,,space,Westpac,,CrunchbaseFunding_CompanyMapping,ce9633ac910f02f2f006f3846106bcc0,CrunchbaseFunding_CompanyMapping__ce9633ac910f02f2f006f3846106bcc0
spotify,be0d9160ee9bb48480b95d99cdf6ca7e,Spotify,,Pipeline,Spotify,,CrunchbaseFunding_CompanyMapping,fd539ca17a17132049c4fef4619df638,CrunchbaseFunding_CompanyMapping__fd539ca17a17132049c4fef4619df638
siemens,be5b19ab3dd584a8a156bd0de7506bee,Siemens,,FTO,Siemens,,CrunchbaseFunding_CompanyMapping,74993f42c49b81f3a77103bcbb247c2b,CrunchbaseFunding_CompanyMapping__74993f42c49b81f3a77103bcbb247c2b
melbourne cricket club (mcc),be73eff998a236d537e9af67e9dc0ac6,Melbourne Cricket Club (MCC),,Refinery,Melbourne Cricket Club (MCC),,CrunchbaseFunding_CompanyMapping,e40eed87bec37ca426d5c521e8011336,CrunchbaseFunding_CompanyMapping__e40eed87bec37ca426d5c521e8011336
kohl's,bebe2053a8d82be1e8c0986f277a27ba,Kohl's,,Wells,Kohl's,,CrunchbaseFunding_CompanyMapping,f47914299f3d8460ea82dd21f435b624,CrunchbaseFunding_CompanyMapping__f47914299f3d8460ea82dd21f435b624
dominion energy,bf26669d9b6a391452db87b69ae4843d,Dominion Energy,,News,Dominion Energy,,CrunchbaseFunding_CompanyMapping,5b2e22520f37f94dbe87271c6b8e0508,CrunchbaseFunding_CompanyMapping__5b2e22520f37f94dbe87271c6b8e0508
american eagle,bf80711117769366ce7df6052553058d,American Eagle,,Refinery,American Eagle,,CrunchbaseFunding_CompanyMapping,57ed7595a1721b273385d6b2eb7fedba,CrunchbaseFunding_CompanyMapping__57ed7595a1721b273385d6b2eb7fedba
national grid north america,bfb99fc7faca565dc0a19e635f45637e,National Grid North America,,Exec,National Grid North America,,CrunchbaseFunding_CompanyMapping,d486e6dec2545218ad565e9b69933dd7,CrunchbaseFunding_CompanyMapping__d486e6dec2545218ad565e9b69933dd7
huntington national bank,bfd6a52584a73a0b3d90c4fd0a81cbb7,Huntington National Bank,,Organization,Huntington National Bank,,CrunchbaseFunding_CompanyMapping,45a26fd248859336577dbd6fb5f58877,CrunchbaseFunding_CompanyMapping__45a26fd248859336577dbd6fb5f58877
sap,c0411c9799fa3e1957878d3ce985eb21,SAP,,space,SAP,,CrunchbaseFunding_CompanyMapping,999bc6b18351bbe817d26f559ba408ae,CrunchbaseFunding_CompanyMapping__999bc6b18351bbe817d26f559ba408ae
synopsys,c0becca5a578906dde8cf019ecaee7f3,Synopsys,,Refinery,Synopsys,,CrunchbaseFunding_CompanyMapping,f02d2fd18e61198dd6c2fbf4509422f8,CrunchbaseFunding_CompanyMapping__f02d2fd18e61198dd6c2fbf4509422f8
j.crew,c0e4ef6075b89cb4c9dd35520246f5cc,J.Crew,,CompanyKeyword,J.Crew,,CrunchbaseFunding_CompanyMapping,607ff0ea5b20110e1bfa15a23857eec0,CrunchbaseFunding_CompanyMapping__607ff0ea5b20110e1bfa15a23857eec0
uber,c0f40627427dacd06ff9438863c83be7,Uber,,ForeignMinistry,Uber,,CrunchbaseFunding_CompanyMapping,af00a7270cc3dc7b1bfd41fdb533f6e0,CrunchbaseFunding_CompanyMapping__af00a7270cc3dc7b1bfd41fdb533f6e0
blackstone,c109fca584f605108ba9475930a5e2a6,Blackstone,,Pipeline,Blackstone,,CrunchbaseFunding_CompanyMapping,2a17c6044c793dc94b069d2da1a8f15e,CrunchbaseFunding_CompanyMapping__2a17c6044c793dc94b069d2da1a8f15e
ibm,c23e4ad3ad3f861e1c83270299273139,IBM,,Media,IBM,,CrunchbaseFunding_CompanyMapping,cbf44511d041dc6d1dd73cc0c033122c,CrunchbaseFunding_CompanyMapping__cbf44511d041dc6d1dd73cc0c033122c
red hat,c23e4ad3ad3f861e1c83270299273139,IBM,,DiplomaticFacilities,IBM,,CrunchbaseFunding_CompanyMapping,cbf44511d041dc6d1dd73cc0c033122c,CrunchbaseFunding_CompanyMapping__cbf44511d041dc6d1dd73cc0c033122c
redhat,c23e4ad3ad3f861e1c83270299273139,IBM,,Diplomat,IBM,,CrunchbaseFunding_CompanyMapping,cbf44511d041dc6d1dd73cc0c033122c,CrunchbaseFunding_CompanyMapping__cbf44511d041dc6d1dd73cc0c033122c
godaddy,c407145ea7561588c511449dcc0c3f07,Godaddy,,space,Godaddy,,CrunchbaseFunding_CompanyMapping,39ef4e2dbdb4a489ef8138d0b1e0d721,CrunchbaseFunding_CompanyMapping__39ef4e2dbdb4a489ef8138d0b1e0d721
fortescue metals group,c4443045e3c2a54d84721d81b3003986,Fortescue Metals Group,,Diplomat,Fortescue Metals Group,,CrunchbaseFunding_CompanyMapping,427032666488f69dc1d3a09b0b2c3902,CrunchbaseFunding_CompanyMapping__427032666488f69dc1d3a09b0b2c3902
menard's,c4aec7f109908be33498f0babb4c1f61,Menard's,,CompanyKeyword,Menard's,,CrunchbaseFunding_CompanyMapping,1bbeeac8a58ad2d8b9e623bfa992abbf,CrunchbaseFunding_CompanyMapping__1bbeeac8a58ad2d8b9e623bfa992abbf
htc,c4bd3ebab7c8d000cf956367126f72f2,HTC,,AAEntity,HTC,,CrunchbaseFunding_CompanyMapping,ff19d093d1e27a131db9ac3154273e14,CrunchbaseFunding_CompanyMapping__ff19d093d1e27a131db9ac3154273e14
exact sciences corporation,c4c5f995d47d22d14f96d46049a19582,Exact Sciences Corporation,,CompanyKeyword,Exact Sciences Corporation,,CrunchbaseFunding_CompanyMapping,99f9c4a8601964a4d6c07dafe6f09659,CrunchbaseFunding_CompanyMapping__99f9c4a8601964a4d6c07dafe6f09659
avangrid,c4cf4265ff2a1d7c08b0cc092d237056,Avangrid,,Person,Avangrid,,CrunchbaseFunding_CompanyMapping,66708f36317caeb08fd8617de9912732,CrunchbaseFunding_CompanyMapping__66708f36317caeb08fd8617de9912732
madison square garden companies,c4d88f8d25c3ae702f66428faa72bf98,Madison Square Garden Companies,,Shipping,Madison Square Garden Companies,,CrunchbaseFunding_CompanyMapping,0d012914a2da94959ddcc51cab91c15f,CrunchbaseFunding_CompanyMapping__0d012914a2da94959ddcc51cab91c15f
omv,c4e87e10b5ec7f7b018a9035f13a27a6,OMV,,LegislativeCommittee,OMV,,CrunchbaseFunding_CompanyMapping,2f5eaf10726d991098748fc3d9c1a41d,CrunchbaseFunding_CompanyMapping__2f5eaf10726d991098748fc3d9c1a41d
bhp group limited,c503f35fcdc52d4912f2ca64ea221306,BHP Group Limited,,Keyphrase,BHP Group Limited,,CrunchbaseFunding_CompanyMapping,f458659825cb5b9141b09d1e658f6132,CrunchbaseFunding_CompanyMapping__f458659825cb5b9141b09d1e658f6132
21vianet,c5776d087c5e02a8d58186a334042e59,21Vianet Group,,Person,21Vianet Group,,CrunchbaseFunding_CompanyMapping,489faca7a30e1256f81d38c8860c89ca,CrunchbaseFunding_CompanyMapping__489faca7a30e1256f81d38c8860c89ca
aecom,c57aa05854c32433f5c7c05412f6ea42,AECOM,,Diplomat,AECOM,,CrunchbaseFunding_CompanyMapping,ad9bbc4bdb788fc1c4bd13dadec21ee5,CrunchbaseFunding_CompanyMapping__ad9bbc4bdb788fc1c4bd13dadec21ee5
fifth third bancorp,c6b3ea2fcdd38d874c0925cae90557d4,Fifth Third Bancorp,,Media,Fifth Third Bancorp,,CrunchbaseFunding_CompanyMapping,68f76ea42e8cbcbbc7bb2c928dc0177f,CrunchbaseFunding_CompanyMapping__68f76ea42e8cbcbbc7bb2c928dc0177f
technipfmc,c7d99fe5b4d68bb7fd64805577c04602,TechnipFMC,,LegislativeCommittee,TechnipFMC,,CrunchbaseFunding_CompanyMapping,d4768dd2c7cd29d79782d9f055688d08,CrunchbaseFunding_CompanyMapping__d4768dd2c7cd29d79782d9f055688d08
cke restaurants,c85e261ad7ba6bbcbd80bb3f438779c5,CKE Restaurants,,News,CKE Restaurants,,CrunchbaseFunding_CompanyMapping,0f7918ecf0bb603f2ca3271b188902e8,CrunchbaseFunding_CompanyMapping__0f7918ecf0bb603f2ca3271b188902e8
pnc,c897bccc1fc1b783c12539bccd3fdbeb,PNC,,Keyphrase,PNC,,CrunchbaseFunding_CompanyMapping,75d3d3f2357a3484561324827c7dcdde,CrunchbaseFunding_CompanyMapping__75d3d3f2357a3484561324827c7dcdde
pnc bank,c897bccc1fc1b783c12539bccd3fdbeb,PNC Bank,,Legislator,PNC Bank,,CrunchbaseFunding_CompanyMapping,aff00af90d83737e7cc3bfc6c1ae8351,CrunchbaseFunding_CompanyMapping__aff00af90d83737e7cc3bfc6c1ae8351
kemira,c8a2fc67f6b711aa0730babdb8ffd039,Kemira,,Refinery,Kemira,,CrunchbaseFunding_CompanyMapping,a7c368d0410349063bbdd275d731d57b,CrunchbaseFunding_CompanyMapping__a7c368d0410349063bbdd275d731d57b
nutanix,c8d411e4d664f1f9ff9fdadd1c1e88ee,Nutanix,,Keyphrase,Nutanix,,CrunchbaseFunding_CompanyMapping,bb88c75c573c51be16c7d85804e7a9fe,CrunchbaseFunding_CompanyMapping__bb88c75c573c51be16c7d85804e7a9fe
lyft,c9744788bc700f942e4711689d8e3ea0,Lyft,,DiplomaticFacilities,Lyft,,CrunchbaseFunding_CompanyMapping,6fad50840dd41242695277924e4a6f16,CrunchbaseFunding_CompanyMapping__6fad50840dd41242695277924e4a6f16
acer,c986de33a22102c7d7b4b8148fcf485a,Acer,,space,Acer,,CrunchbaseFunding_CompanyMapping,1fafb49d0510b71e777743a9b4e9b2b6,CrunchbaseFunding_CompanyMapping__1fafb49d0510b71e777743a9b4e9b2b6
exxon,ca7e1e10c738703f369aafb8278af324,Exxon,,Person,Exxon,,CrunchbaseFunding_CompanyMapping,6ff0089aff08e59694f9083f9dcf2662,CrunchbaseFunding_CompanyMapping__6ff0089aff08e59694f9083f9dcf2662
exxonmobil,ca7e1e10c738703f369aafb8278af324,Exxon,,ForeignMinister,Exxon,,CrunchbaseFunding_CompanyMapping,6ff0089aff08e59694f9083f9dcf2662,CrunchbaseFunding_CompanyMapping__6ff0089aff08e59694f9083f9dcf2662
exxon,ca7e1e10c738703f369aafb8278af324,ExxonMobil,,CompanyKeyword,ExxonMobil,,CrunchbaseFunding_CompanyMapping,c2ababd13c2e887ba60f6e6e126ba90d,CrunchbaseFunding_CompanyMapping__c2ababd13c2e887ba60f6e6e126ba90d
ucb,cab1b7143174d286f40c471bcfc20fa3,UCB,,Consulates,UCB,,CrunchbaseFunding_CompanyMapping,2d09b5708e07ea3054c8fd57499fd599,CrunchbaseFunding_CompanyMapping__2d09b5708e07ea3054c8fd57499fd599
stmicroelectronics,cadb59a8bc74d7522a9aeedb7c975d28,STMicroelectronics N.V.,,Organization,STMicroelectronics N.V.,,CrunchbaseFunding_CompanyMapping,c3f92c44bffa4b9f5de953be32a39992,CrunchbaseFunding_CompanyMapping__c3f92c44bffa4b9f5de953be32a39992
pratt & whitney,cb0279d314f2880f6df0dacb57cc88a8,Pratt & Whitney,,ForeignMinister,Pratt & Whitney,,CrunchbaseFunding_CompanyMapping,6b667f8e448ff9de4b6b6e9fd1bc787d,CrunchbaseFunding_CompanyMapping__6b667f8e448ff9de4b6b6e9fd1bc787d
disney,"cb1eabf6f10ada8ee69ccf5ad4705cc5,6eef59b51c9224808c07de857d2af840",Disney,,Shipping,Disney,,CrunchbaseFunding_CompanyMapping,a77450f87def43cbe79f3f494d0c332a,CrunchbaseFunding_CompanyMapping__a77450f87def43cbe79f3f494d0c332a
paypal,cb5aa0e62a22c02eea509f4ed369f97e,Paypal,,ForeignMinister,Paypal,,CrunchbaseFunding_CompanyMapping,9b88c95a15e018c3f8038a7d0160145c,CrunchbaseFunding_CompanyMapping__9b88c95a15e018c3f8038a7d0160145c
