keyword,caption_name,location_lower,lat,long,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
wiesbaden,"Wiesbaden, Germany",wiesbaden,50.0782184,8.2397608,Legislator,"Wiesbaden, Germany",,dgm_german_location,ad3436d9af7da9c643ddeef3221bc2bd,dgm_german_location__ad3436d9af7da9c643ddeef3221bc2bd
wiesensteig,"Wiesensteig, Germany",wiesensteig,48.5617826,9.6236236,Diplomat,"Wiesensteig, Germany",,dgm_german_location,c47dd8f0c5eb286d61f0d4b6e519b516,dgm_german_location__c47dd8f0c5eb286d61f0d4b6e519b516
wiesloch,"Wiesloch, Germany",wiesloch,49.2953714,8.6962064,DiplomaticFacilities,"Wiesloch, Germany",,dgm_german_location,6df250a9249e87220d5006ebc77f3c54,dgm_german_location__6df250a9249e87220d5006ebc77f3c54
wiesmoor,"Wiesmoor, Germany",wiesmoor,53.4161775,7.7337448,Shipping,"Wiesmoor, Germany",,dgm_german_location,71fe6aa341f50cebb4bde7935da29337,dgm_german_location__71fe6aa341f50cebb4bde7935da29337
wildau,"Wildau, Germany",wildau,52.3260146,13.6265615,Exec,"Wildau, Germany",,dgm_german_location,190e8fc9fc2f335a08bbbc3c894ad252,dgm_german_location__190e8fc9fc2f335a08bbbc3c894ad252
wildberg,"Wildberg, Germany",wildberg,48.6246322,8.7410966,Organization,"Wildberg, Germany",,dgm_german_location,20660481e7827e2f28679271533972c9,dgm_german_location__20660481e7827e2f28679271533972c9
wildenfels,"Wildenfels, Germany",wildenfels,50.6662374,12.6090297,Consulates,"Wildenfels, Germany",,dgm_german_location,64c1228105906a5e14364a38b22fbb4d,dgm_german_location__64c1228105906a5e14364a38b22fbb4d
wildeshausen,"Wildeshausen, Germany",wildeshausen,52.891579,8.4258585,Person,"Wildeshausen, Germany",,dgm_german_location,bb1179486f8082831018661b3006e68e,dgm_german_location__bb1179486f8082831018661b3006e68e
wilhelmshaven,"Wilhelmshaven, Germany",wilhelmshaven,53.5323403,8.1068722,Legislator,"Wilhelmshaven, Germany",,dgm_german_location,0f4be1fc135819381a2f21690fb7b711,dgm_german_location__0f4be1fc135819381a2f21690fb7b711
wilkau-haßlau,"Wilkau-Haßlau, Germany",wilkau-haßlau,50.6713607,12.514068,ForeignMinistry,"Wilkau-Haßlau, Germany",,dgm_german_location,012278bfd8249e429242cc924e511f26,dgm_german_location__012278bfd8249e429242cc924e511f26
willebadessen,"Willebadessen, Germany",willebadessen,51.6245361,9.0295129,Organization,"Willebadessen, Germany",,dgm_german_location,2f4bc387c6c99c23381367f348be549c,dgm_german_location__2f4bc387c6c99c23381367f348be549c
willich,"Willich, Germany",willich,51.2654601,6.5442659,DiplomaticFacilities,"Willich, Germany",,dgm_german_location,f7c9e9064bba73e9f78c8650a4be432e,dgm_german_location__f7c9e9064bba73e9f78c8650a4be432e
wilsdruff,"Wilsdruff, Germany",wilsdruff,51.0503651,13.5363349,Pipeline,"Wilsdruff, Germany",,dgm_german_location,55e37c638d2da897d52d399613406c44,dgm_german_location__55e37c638d2da897d52d399613406c44
wilster,"Wilster, Germany",wilster,53.922479,9.3739785,Refinery,"Wilster, Germany",,dgm_german_location,ef5f78fd84c711ad50d421e2dc7ba369,dgm_german_location__ef5f78fd84c711ad50d421e2dc7ba369
wilthen,"Wilthen, Germany",wilthen,51.0972728,14.3937128,Media,"Wilthen, Germany",,dgm_german_location,59457870cb131f9927686908fbd1bfcd,dgm_german_location__59457870cb131f9927686908fbd1bfcd
windischeschenbach,"Windischeschenbach, Germany",windischeschenbach,49.7988978,12.1567682,Exec,"Windischeschenbach, Germany",,dgm_german_location,34b59f9991b0ed3ae1725fbf634b8b96,dgm_german_location__34b59f9991b0ed3ae1725fbf634b8b96
windsbach,"Windsbach, Germany",windsbach,49.2491373,10.8310046,ForeignMinister,"Windsbach, Germany",,dgm_german_location,9a5dfccc0ec0c4debce458ec1943285b,dgm_german_location__9a5dfccc0ec0c4debce458ec1943285b
winnenden,"Winnenden, Germany",winnenden,48.8750046,9.3971423,Shipping,"Winnenden, Germany",,dgm_german_location,4add29ce2f4e1febb1188855ce3c9764,dgm_german_location__4add29ce2f4e1febb1188855ce3c9764
winsen luhe,"Winsen (Luhe), Germany",winsen luhe,53.3574436,10.2127204,Keyphrase,"Winsen (Luhe), Germany",,dgm_german_location,4998016fcb78e845cdbdd4a351b12f95,dgm_german_location__4998016fcb78e845cdbdd4a351b12f95
winterberg,"Winterberg, Germany",winterberg,51.1935378,8.5275766,Organization,"Winterberg, Germany",,dgm_german_location,32206cedb187a0fe49f68137cc235c81,dgm_german_location__32206cedb187a0fe49f68137cc235c81
wipperfürth,"Wipperfürth, Germany",wipperfürth,51.1180108,7.3955417,Consulates,"Wipperfürth, Germany",,dgm_german_location,1611412a54257eac878f7f1a081c4013,dgm_german_location__1611412a54257eac878f7f1a081c4013
wirges,"Wirges, Germany",wirges,50.4716095,7.7961968,DiplomaticFacilities,"Wirges, Germany",,dgm_german_location,e467560754418fd9e8182abb19f4a1eb,dgm_german_location__e467560754418fd9e8182abb19f4a1eb
wismar,"Wismar, Germany",wismar,53.8979416,11.4516022,LegislativeCommittee,"Wismar, Germany",,dgm_german_location,ed274cbda0b21ecb0bebd7bd4ff913b0,dgm_german_location__ed274cbda0b21ecb0bebd7bd4ff913b0
wittenberge,"Wittenberge, Germany",wittenberge,52.9950038,11.752484,FTO,"Wittenberge, Germany",,dgm_german_location,5e86f706cbecfbbd4d70864b5b34ba1e,dgm_german_location__5e86f706cbecfbbd4d70864b5b34ba1e
wittenburg,"Wittenburg, Germany",wittenburg,53.5058658,11.0831993,LegislativeCommittee,"Wittenburg, Germany",,dgm_german_location,250a30546c5cdab746e4417c9b5fc590,dgm_german_location__250a30546c5cdab746e4417c9b5fc590
wittichenau,"Wittichenau, Germany",wittichenau,51.3829525,14.2420858,Diplomat,"Wittichenau, Germany",,dgm_german_location,beed6049f55f519810c5445dd487401f,dgm_german_location__beed6049f55f519810c5445dd487401f
wittingen,"Wittingen, Germany",wittingen,52.727049,10.7334363,FTO,"Wittingen, Germany",,dgm_german_location,2e529975f5ee78fecea541cf672b122c,dgm_german_location__2e529975f5ee78fecea541cf672b122c
wittlich,"Wittlich, Germany",wittlich,49.986944,6.889722,Exec,"Wittlich, Germany",,dgm_german_location,18bebe61b8cfe16c71cf37782c9c1d3f,dgm_german_location__18bebe61b8cfe16c71cf37782c9c1d3f
wittmund,"Wittmund, Germany",wittmund,53.5766311,7.773289,Legislator,"Wittmund, Germany",,dgm_german_location,2e8c62c5cfbda72287dc55a438fdabd5,dgm_german_location__2e8c62c5cfbda72287dc55a438fdabd5
wittstock_dosse,"Wittstock, Germany",wittstock_dosse,53.2045159,12.5538862,Pipeline,"Wittstock, Germany",,dgm_german_location,448d2440f291c5b81232b7efad24aab2,dgm_german_location__448d2440f291c5b81232b7efad24aab2
witzenhausen,"Witzenhausen, Germany",witzenhausen,51.3399682,9.8555643,Exec,"Witzenhausen, Germany",,dgm_german_location,43070b55e0eda3c6280462d52152fc0d,dgm_german_location__43070b55e0eda3c6280462d52152fc0d
woldegk,"Woldegk, Germany",woldegk,53.4615264,13.5844509,Consulates,"Woldegk, Germany",,dgm_german_location,9b499280cf051d1c6cba8437d6803c02,dgm_german_location__9b499280cf051d1c6cba8437d6803c02
wolfach,"Wolfach, Germany",wolfach,48.2923644,8.2149156,IndustryTerm,"Wolfach, Germany",,dgm_german_location,673c589d5cf5cb827b9dca9cc344b83b,dgm_german_location__673c589d5cf5cb827b9dca9cc344b83b
wolfenbüttel,"Wolfenbüttel, Germany",wolfenbüttel,52.1640413,10.5408484,Diplomat,"Wolfenbüttel, Germany",,dgm_german_location,b8e99966ce438b5f3d33d092988414fe,dgm_german_location__b8e99966ce438b5f3d33d092988414fe
wolfhagen,"Wolfhagen, Germany",wolfhagen,51.3264673,9.1710827,IndustryTerm,"Wolfhagen, Germany",,dgm_german_location,b64e0565997ad18f5f209780de61f427,dgm_german_location__b64e0565997ad18f5f209780de61f427
wolframs-eschenbach,"Wolframs-Eschenbach, Germany",wolframs-eschenbach,49.2262035,10.7232303,Legislator,"Wolframs-Eschenbach, Germany",,dgm_german_location,be918b4ad533ada6c23a224d5e9d289e,dgm_german_location__be918b4ad533ada6c23a224d5e9d289e
wolfratshausen,"Wolfratshausen, Germany",wolfratshausen,47.9102296,11.4274164,Organization,"Wolfratshausen, Germany",,dgm_german_location,ec6bcc682a64bfda16457523df05202a,dgm_german_location__ec6bcc682a64bfda16457523df05202a
wolfsburg,"Wolfsburg, Germany",wolfsburg,52.4226503,10.7865461,Organization,"Wolfsburg, Germany",,dgm_german_location,a1e8c1bfa9d87ce469c8fed273491174,dgm_german_location__a1e8c1bfa9d87ce469c8fed273491174
wolfstein,"Wolfstein, Germany",wolfstein,49.5834095,7.6117525,AAEntity,"Wolfstein, Germany",,dgm_german_location,bfe282e1044a79b925d979415c563b8b,dgm_german_location__bfe282e1044a79b925d979415c563b8b
wolgast,"Wolgast, Germany",wolgast,54.0496018,13.7665591,Shipping,"Wolgast, Germany",,dgm_german_location,d7656ded3e86ea8acae61bf5852bdff8,dgm_german_location__d7656ded3e86ea8acae61bf5852bdff8
wolkenstein,"Wolkenstein, Germany",wolkenstein,50.6558998,13.0703273,Media,"Wolkenstein, Germany",,dgm_german_location,0e5b68a2ff72cc8a1f6fcdbc75892759,dgm_german_location__0e5b68a2ff72cc8a1f6fcdbc75892759
wolmirstedt,"Wolmirstedt, Germany",wolmirstedt,52.2521368,11.629014,Legislator,"Wolmirstedt, Germany",,dgm_german_location,953617ff4b3ba65614c82908546fab68,dgm_german_location__953617ff4b3ba65614c82908546fab68
wörrstadt,"Wörrstadt, Germany",wörrstadt,49.8423554,8.1160636,Diplomat,"Wörrstadt, Germany",,dgm_german_location,9bbb37cc3e2195cf09a0c42e7ddb00ff,dgm_german_location__9bbb37cc3e2195cf09a0c42e7ddb00ff
wörth a.d.donau,"Wörth an der Donau, Germany",wörth a.d.donau,48.9987244,12.4064344,Media,"Wörth an der Donau, Germany",,dgm_german_location,4f2488a1850b037d59ba00bbf0c04f63,dgm_german_location__4f2488a1850b037d59ba00bbf0c04f63
wörth a.main,"Wörth am Main, Germany",wörth a.main,49.795558,9.1547301,DiplomaticFacilities,"Wörth am Main, Germany",,dgm_german_location,005af78ff8236149a9e1f9118f504e1e,dgm_german_location__005af78ff8236149a9e1f9118f504e1e
wörth am rhein,"Wörth am Rhein, Germany",wörth am rhein,49.0514423,8.257338,AAEntity,"Wörth am Rhein, Germany",,dgm_german_location,ca025c0088b455420102e62a0cc1ece1,dgm_german_location__ca025c0088b455420102e62a0cc1ece1
wriezen,"Wriezen, Germany",wriezen,52.7197233,14.133275,ForeignMinistry,"Wriezen, Germany",,dgm_german_location,910367cf6c224eadff27fe7fe0afdbd9,dgm_german_location__910367cf6c224eadff27fe7fe0afdbd9
wülfrath,"Wülfrath, Germany",wülfrath,51.280284,7.0349609,FTO,"Wülfrath, Germany",,dgm_german_location,0dd2320b598a47a50c197b77c37f9fa8,dgm_german_location__0dd2320b598a47a50c197b77c37f9fa8
wunsiedel,"Wunsiedel, Germany",wunsiedel,50.0399087,12.0039306,IndustryTerm,"Wunsiedel, Germany",,dgm_german_location,543c7bf18aa519db890d829f43a99d08,dgm_german_location__543c7bf18aa519db890d829f43a99d08
wunstorf,"Wunstorf, Germany",wunstorf,52.4207534,9.4432827,ForeignMinistry,"Wunstorf, Germany",,dgm_german_location,9c1af163fc73449f958eff7398db48f4,dgm_german_location__9c1af163fc73449f958eff7398db48f4
wuppertal,"Wuppertal, Germany",wuppertal,51.2562128,7.1507636,Exec,"Wuppertal, Germany",,dgm_german_location,7102adcffcc58598639420d0e88fb64e,dgm_german_location__7102adcffcc58598639420d0e88fb64e
würselen,"Würselen, Germany",würselen,50.8216502,6.1320672,IndustryTerm,"Würselen, Germany",,dgm_german_location,d8718a62e4c675e5b94005fb34bfb76a,dgm_german_location__d8718a62e4c675e5b94005fb34bfb76a
würzburg,"Würzburg, Germany",würzburg,49.7913044,9.9533548,Media,"Würzburg, Germany",,dgm_german_location,9aee713a1ecfdac5b2b99cf9295ed9ff,dgm_german_location__9aee713a1ecfdac5b2b99cf9295ed9ff
wurzen,"Wurzen, Germany",wurzen,51.3698806,12.7436557,LegislativeCommittee,"Wurzen, Germany",,dgm_german_location,0d5fe03425dc0a5436ed2b5603e41727,dgm_german_location__0d5fe03425dc0a5436ed2b5603e41727
wustrow wendland,"Wustrow (Wendland), Germany",wustrow wendland,52.9236383,11.1292784,IndustryTerm,"Wustrow (Wendland), Germany",,dgm_german_location,9834333a3b22f922ce0558998f80035e,dgm_german_location__9834333a3b22f922ce0558998f80035e
wyk auf föhr,"Wyk auf Föhr, Germany",wyk auf föhr,54.6884606,8.5564044,Pipeline,"Wyk auf Föhr, Germany",,dgm_german_location,7eef42e112e40203a20d734c905519c4,dgm_german_location__7eef42e112e40203a20d734c905519c4
vacha,"Vacha, Germany",vacha,50.828889,10.021389,Keyphrase,"Vacha, Germany",,dgm_german_location,261401f333a0e44b3e1a1a8447d62e46,dgm_german_location__261401f333a0e44b3e1a1a8447d62e46
vaihingen an der enz,"Vaihingen an der Enz, Germany",vaihingen an der enz,48.9334357,8.961208,Organization,"Vaihingen an der Enz, Germany",,dgm_german_location,9b61535afe3d70fd40d6d967b38f3fa6,dgm_german_location__9b61535afe3d70fd40d6d967b38f3fa6
vallendar,"Vallendar, Germany",vallendar,50.397136,7.622022,Consulates,"Vallendar, Germany",,dgm_german_location,aced6b5d43b921876b55f7749104206b,dgm_german_location__aced6b5d43b921876b55f7749104206b
varel,"Varel, Germany",varel,53.3961959,8.1368242,ForeignMinistry,"Varel, Germany",,dgm_german_location,a5418fd0296b06b5b3330ddfd5aa0067,dgm_german_location__a5418fd0296b06b5b3330ddfd5aa0067
vechta,"Vechta, Germany",vechta,52.7292252,8.2838762,ForeignMinistry,"Vechta, Germany",,dgm_german_location,23a3f4bb40b47de59ea6f7ffff6a085c,dgm_german_location__23a3f4bb40b47de59ea6f7ffff6a085c
velbert,"Velbert, Germany",velbert,51.3370703,7.0426775,Consulates,"Velbert, Germany",,dgm_german_location,bb665f066605519f1d532c37d9a0e042,dgm_german_location__bb665f066605519f1d532c37d9a0e042
velburg,"Velburg, Germany",velburg,49.2305512,11.6709227,Shipping,"Velburg, Germany",,dgm_german_location,ff1226a9cb8fcfab175e47e074cda423,dgm_german_location__ff1226a9cb8fcfab175e47e074cda423
velden,"Velden, Germany",velden,51.4145226,6.1644463,space,"Velden, Germany",,dgm_german_location,5261b313a84f150dc0d38d778240a700,dgm_german_location__5261b313a84f150dc0d38d778240a700
velen,"Velen, Germany",velen,51.8943629,6.9877005,IndustryTerm,"Velen, Germany",,dgm_german_location,f739e87fa770690a33180be419f0d875,dgm_german_location__f739e87fa770690a33180be419f0d875
vellberg,"Vellberg, Germany",vellberg,49.0847854,9.8748971,Media,"Vellberg, Germany",,dgm_german_location,2688e083a9178e595eb03738fa57dce9,dgm_german_location__2688e083a9178e595eb03738fa57dce9
vellmar,"Vellmar, Germany",vellmar,51.3576785,9.4651587,Person,"Vellmar, Germany",,dgm_german_location,d7ff6718f6420f41310cfe011dd3f51d,dgm_german_location__d7ff6718f6420f41310cfe011dd3f51d
velten,"Velten, Germany",velten,52.6855564,13.1828063,Pipeline,"Velten, Germany",,dgm_german_location,455fed11c4c0715f464f23536107b193,dgm_german_location__455fed11c4c0715f464f23536107b193
verden aller,"Verden an der Aller, Germany",verden aller,52.9347982,9.2329647,FTO,"Verden an der Aller, Germany",,dgm_german_location,445fa719d025923d9aafd1c9a7b7d3d3,dgm_german_location__445fa719d025923d9aafd1c9a7b7d3d3
veringenstadt,"Veringenstadt, Germany",veringenstadt,48.1820172,9.2133279,space,"Veringenstadt, Germany",,dgm_german_location,36893f747c65398e04801da0e15fb414,dgm_german_location__36893f747c65398e04801da0e15fb414
verl,"Verl, Germany",verl,51.8819448,8.5061035,News,"Verl, Germany",,dgm_german_location,0c9f17f84c7b8c2f04988e77c8eb864b,dgm_german_location__0c9f17f84c7b8c2f04988e77c8eb864b
versmold,"Versmold, Germany",versmold,52.0412371,8.1484011,space,"Versmold, Germany",,dgm_german_location,46a614b45b3e596e53dc4e9a3c1487cf,dgm_german_location__46a614b45b3e596e53dc4e9a3c1487cf
vetschau_spreewald,"Vetschau, Germany",vetschau_spreewald,51.783243,14.0757974,IndustryTerm,"Vetschau, Germany",,dgm_german_location,2de4e135e5accff7a1e4cf3dc5644bd9,dgm_german_location__2de4e135e5accff7a1e4cf3dc5644bd9
viechtach,"Viechtach, Germany",viechtach,49.0794562,12.8831956,Consulates,"Viechtach, Germany",,dgm_german_location,0e42c1e31f789242f8a57da7b35bb894,dgm_german_location__0e42c1e31f789242f8a57da7b35bb894
viernheim,"Viernheim, Germany",viernheim,49.5412437,8.5784877,ForeignMinister,"Viernheim, Germany",,dgm_german_location,4f628a3e80008a74e013fcd4963aea05,dgm_german_location__4f628a3e80008a74e013fcd4963aea05
viersen,"Viersen, Germany",viersen,51.2554987,6.3965235,Consulates,"Viersen, Germany",,dgm_german_location,08a33d9f7383ed3da05614af975d557d,dgm_german_location__08a33d9f7383ed3da05614af975d557d
villingen-schwenningen,"Villingen-Schwenningen, Germany",villingen-schwenningen,48.0594021,8.4640869,Shipping,"Villingen-Schwenningen, Germany",,dgm_german_location,b64a78bc9adc88a5e92c0c288680ccff,dgm_german_location__b64a78bc9adc88a5e92c0c288680ccff
vilsbiburg,"Vilsbiburg, Germany",vilsbiburg,48.4509202,12.3525868,DiplomaticFacilities,"Vilsbiburg, Germany",,dgm_german_location,c7c3eff2b3c69ad05eb29c1496b7eff6,dgm_german_location__c7c3eff2b3c69ad05eb29c1496b7eff6
vilseck,"Vilseck, Germany",vilseck,49.6100066,11.8062153,Wells,"Vilseck, Germany",,dgm_german_location,6fbf9c749739344979de6091d6b23a16,dgm_german_location__6fbf9c749739344979de6091d6b23a16
vilshofen an der donau,"Vilshofen an der Donau, Germany",vilshofen an der donau,48.6270454,13.1829237,Person,"Vilshofen an der Donau, Germany",,dgm_german_location,107da050ab41b4225ffef7cf548a339a,dgm_german_location__107da050ab41b4225ffef7cf548a339a
visselhövede,"Visselhövede, Germany",visselhövede,52.9868295,9.5841633,Legislator,"Visselhövede, Germany",,dgm_german_location,5e76a3245241d7299bdfd2fd57635f03,dgm_german_location__5e76a3245241d7299bdfd2fd57635f03
vlotho,"Vlotho, Germany",vlotho,52.1605973,8.8560945,ForeignMinistry,"Vlotho, Germany",,dgm_german_location,555f28d08a43b04926f2eacd56f0a568,dgm_german_location__555f28d08a43b04926f2eacd56f0a568
voerde niederrhein,"Voerde, Germany",voerde niederrhein,51.6005212,6.6544111,Shipping,"Voerde, Germany",,dgm_german_location,c995189ef10d63af7584274f77a1b619,dgm_german_location__c995189ef10d63af7584274f77a1b619
vogtsburg im kaiserstuhl,"Vogtsburg, Germany",vogtsburg im kaiserstuhl,48.0891334,7.6339541,FTO,"Vogtsburg, Germany",,dgm_german_location,336ecca51390f6c40da6f131ba2b7c50,dgm_german_location__336ecca51390f6c40da6f131ba2b7c50
vohburg a.d.donau,"Vohburg, Germany",vohburg a.d.donau,48.7682249,11.6190613,Legislator,"Vohburg, Germany",,dgm_german_location,7986934a351433766f015105681ddad6,dgm_german_location__7986934a351433766f015105681ddad6
vohenstrauß,"Vohenstrauß, Germany",vohenstrauß,49.6215915,12.3413835,ForeignMinister,"Vohenstrauß, Germany",,dgm_german_location,b2b83d5c6b3afb2ac990c4d02cb89348,dgm_german_location__b2b83d5c6b3afb2ac990c4d02cb89348
vöhrenbach,"Vöhrenbach, Germany",vöhrenbach,48.0453701,8.3044404,Wells,"Vöhrenbach, Germany",,dgm_german_location,9cd80ade0659c6c8debd91d13adac45d,dgm_german_location__9cd80ade0659c6c8debd91d13adac45d
vöhringen,"Vöhringen, Germany",vöhringen,48.2778326,10.0779997,Organization,"Vöhringen, Germany",,dgm_german_location,b183facfeaf538ea76d9674ba7686887,dgm_german_location__b183facfeaf538ea76d9674ba7686887
volkach,"Volkach, Germany",volkach,49.8639895,10.2309327,CompanyKeyword,"Volkach, Germany",,dgm_german_location,ddc7592f9e310bc0d397fcf86465b127,dgm_german_location__ddc7592f9e310bc0d397fcf86465b127
völklingen,"Völklingen, Germany",völklingen,49.2556226,6.8588948,DiplomaticFacilities,"Völklingen, Germany",,dgm_german_location,0c048622a848752fd1d5d31684fa437b,dgm_german_location__0c048622a848752fd1d5d31684fa437b
volkmarsen,"Volkmarsen, Germany",volkmarsen,51.4073825,9.1181094,FTO,"Volkmarsen, Germany",,dgm_german_location,9ba48aa13c9966c76b3dcc2e3606791d,dgm_german_location__9ba48aa13c9966c76b3dcc2e3606791d
vreden,"Vreden, Germany",vreden,52.0353944,6.8245487,Organization,"Vreden, Germany",,dgm_german_location,a0d0f6e697f882553bd3acc3b1346160,dgm_german_location__a0d0f6e697f882553bd3acc3b1346160
übach-palenberg,"Übach-Palenberg, Germany",übach-palenberg,50.919128,6.1186928,Consulates,"Übach-Palenberg, Germany",,dgm_german_location,36c9fcd23b6988c379e8929739472371,dgm_german_location__36c9fcd23b6988c379e8929739472371
überlingen,"Überlingen, Germany",überlingen,47.7661746,9.1702772,space,"Überlingen, Germany",,dgm_german_location,4444521030107acd6a38675d5803f3a2,dgm_german_location__4444521030107acd6a38675d5803f3a2
uebigau-wahrenbrück,"Uebigau-Wahrenbrück, Germany",uebigau-wahrenbrück,51.5707851,13.3226262,LegislativeCommittee,"Uebigau-Wahrenbrück, Germany",,dgm_german_location,214d9243603cf239773b2fba89f991ca,dgm_german_location__214d9243603cf239773b2fba89f991ca
ueckermünde,"Ueckermünde, Germany",ueckermünde,53.7360433,14.0360787,Shipping,"Ueckermünde, Germany",,dgm_german_location,90547b7499ac7067e8d68e839214322a,dgm_german_location__90547b7499ac7067e8d68e839214322a
uelzen,"Uelzen, Germany",uelzen,52.9658199,10.5580304,Shipping,"Uelzen, Germany",,dgm_german_location,d9080c0e07f6d6b0e545815b84b8861e,dgm_german_location__d9080c0e07f6d6b0e545815b84b8861e
