icao,iata,location,caption_name,country,location_name,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
lidb,BLX,Belluno,Belluno Airport,Italy,"Belluno Airport, Belluno, Italy",46.1684523,12.2492838,AAEntity,Belluno Airport,,notam_icao_to_location,94611b50b656a80f31541b76d6c465b7,notam_icao_to_location__94611b50b656a80f31541b76d6c465b7
lime,BGY,Bergamo,Orio al Serio Airport,Italy,"Orio al Serio Airport, Bergamo, Italy",45.6695707,9.7036313,Consulates,Orio al Serio Airport,,notam_icao_to_location,e8449cc83071cf92f165fb78f0eabd47,notam_icao_to_location__e8449cc83071cf92f165fb78f0eabd47
lipe,BLQ,Bologna,Bologna Guglielmo Marconi Airport,Italy,"Bologna Guglielmo Marconi Airport, Bologna, Italy",44.5345216,11.2878593,IndustryTerm,Bologna Guglielmo Marconi Airport,,notam_icao_to_location,ddaa69dac515ca76ffc693d8dd30763f,notam_icao_to_location__ddaa69dac515ca76ffc693d8dd30763f
lipb,BZO,Bolzano,Bolzano Airport,Italy,"Bolzano Airport, Bolzano, Italy",46.4624885,11.3298598,space,Bolzano Airport,,notam_icao_to_location,f1cb6bb4afaf93cca1558dfd3cd2d485,notam_icao_to_location__f1cb6bb4afaf93cca1558dfd3cd2d485
lipo,VBS,Brescia,Brescia Airport,Italy,"Brescia Airport, Brescia, Italy",45.4256227,10.326937,ForeignMinistry,Brescia Airport,,notam_icao_to_location,8c57927cf45a2fbf782b22e1594532f0,notam_icao_to_location__8c57927cf45a2fbf782b22e1594532f0
libr,BDS,Brindisi,Brindisi Airport,Italy,"Brindisi Airport, Brindisi, Italy",40.6567625,17.9453492,Organization,Brindisi Airport,,notam_icao_to_location,52f79eb449d9483d23eadb0d31391c03,notam_icao_to_location__52f79eb449d9483d23eadb0d31391c03
liee,CAG,Cagliari,Cagliari Elmas Airport,Italy,"Cagliari Elmas Airport, Cagliari, Italy",39.2510794,9.0556777,Refinery,Cagliari Elmas Airport,,notam_icao_to_location,504d22b0021bc2754c4db95f0ab1351f,notam_icao_to_location__504d22b0021bc2754c4db95f0ab1351f
lipd,UDN,Udine,Campoformido Airport,Italy,"Campoformido Airport, Udine, Italy",46.0201643,13.1626975,CompanyKeyword,Campoformido Airport,,notam_icao_to_location,302a19bb64f5c7c9c386d698fe65b793,notam_icao_to_location__302a19bb64f5c7c9c386d698fe65b793
licc,CTA,Catania,Catania Fontanarossa Airport,Italy,"Catania Fontanarossa Airport, Catania, Italy",37.4673046,15.0657746,CompanyKeyword,Catania Fontanarossa Airport,,notam_icao_to_location,4ed7d9ea91a40aa5dbec7ee1c8e1a0a1,notam_icao_to_location__4ed7d9ea91a40aa5dbec7ee1c8e1a0a1
libc,CRV,Crotone,Crotone-Sant'Anna Airport,Italy,"Crotone-Sant'Anna Airport, Crotone, Italy",38.9947204,17.0773353,Wells,Crotone-Sant'Anna Airport,,notam_icao_to_location,e4d0d1c6d8de50e757d71e95c77ee0a0,notam_icao_to_location__e4d0d1c6d8de50e757d71e95c77ee0a0
limz,CUF,Cuneo,Cuneo Airport,Italy,"Cuneo Airport, Cuneo, Italy",44.5476772,7.6184675,News,Cuneo Airport,,notam_icao_to_location,f5a4f5566eef1ab0fea687526ba8be2e,notam_icao_to_location__f5a4f5566eef1ab0fea687526ba8be2e
lirq,FLR,Florence,Florence Airport,Italy,"Florence Airport, Florence, Italy",43.8086534,11.2012247,Wells,Florence Airport,,notam_icao_to_location,189214607661bb2dadcdf8b3fc043c6c,notam_icao_to_location__189214607661bb2dadcdf8b3fc043c6c
libf,FOG,Foggia,Foggia Gino Lisa Airport,Italy,"Foggia Gino Lisa Airport, Foggia, Italy",41.4339966,15.5443782,FTO,Foggia Gino Lisa Airport,,notam_icao_to_location,cfb8231b14a0c918cbf162bac91a78fa,notam_icao_to_location__cfb8231b14a0c918cbf162bac91a78fa
lipk,FRL,Forl,Forli Airport,Italy,"Forli Airport, Forl, Italy",44.1984033,12.0706243,Pipeline,Forli Airport,,notam_icao_to_location,9de5c3119d242ba30aa29b007eb2add0,notam_icao_to_location__9de5c3119d242ba30aa29b007eb2add0
limj,GOA,Genoa,Genoa Airport,Italy,"Genoa Airport, Genoa, Italy",44.4132111,8.8447014,IndustryTerm,Genoa Airport,,notam_icao_to_location,4082a20e98d9b1cdcce90a90d78c8a67,notam_icao_to_location__4082a20e98d9b1cdcce90a90d78c8a67
lirs,GRS,Grosseto,Grosseto Airport,Italy,"Grosseto Airport, Grosseto, Italy",42.7633094,11.0829521,Shipping,Grosseto Airport,,notam_icao_to_location,a2dc6ba343b34a71019ffc4ca377a7fd,notam_icao_to_location__a2dc6ba343b34a71019ffc4ca377a7fd
lica,SUF,Lamezia Terme,Lamezia Terme Airport,Italy,"Lamezia Terme Airport, Lamezia Terme, Italy",38.909824,16.2455824,Exec,Lamezia Terme Airport,,notam_icao_to_location,c4bc16dad830950cd1417dd5447b7c59,notam_icao_to_location__c4bc16dad830950cd1417dd5447b7c59
licd,LMP,Lampedusa,Lampedusa Airport,Italy,"Lampedusa Airport, Lampedusa, Italy",35.500632,12.618825,Refinery,Lampedusa Airport,,notam_icao_to_location,299bd61e3cebf914b74dbba9c955795f,notam_icao_to_location__299bd61e3cebf914b74dbba9c955795f
lirl,QLT,Latina,Latina Airport,Italy,"Latina Airport, Latina, Italy",41.5507375,12.9146625,Person,Latina Airport,,notam_icao_to_location,f1e7cd3cd6618abcf12ee558452454b1,notam_icao_to_location__f1e7cd3cd6618abcf12ee558452454b1
libn,LCC,Lecce,Galatina Air Base,Italy,"Galatina Air Base, Lecce, Italy",40.1758228,18.1724756,Wells,Galatina Air Base,,notam_icao_to_location,233750128c601575b98efe39cc54499a,notam_icao_to_location__233750128c601575b98efe39cc54499a
liql,LCV,Lucca,Lucca-Tassignano Airport,Italy,"Lucca-Tassignano Airport, Lucca, Italy",43.8254525,10.5784915,Legislator,Lucca-Tassignano Airport,,notam_icao_to_location,e08145013746e7e2b1500ffb4c06344f,notam_icao_to_location__e08145013746e7e2b1500ffb4c06344f
lirj,EBA,Marina di Campo,Marina di Campo Airport,Italy,"Marina di Campo Airport, Marina di Campo, Italy",42.7635732,10.237214,ForeignMinister,Marina di Campo Airport,,notam_icao_to_location,b373036403b9174fe111b6babf71187c,notam_icao_to_location__b373036403b9174fe111b6babf71187c
