keyword,caption_name,topic_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
manifestations,demonstrations,,AAEntity,demonstrations,,dgm_traveladvisory_context,0922be6a2a3be4bdbebd28c620ab8f2d,dgm_traveladvisory_context__0922be6a2a3be4bdbebd28c620ab8f2d
violences,potential violence,,Diplomat,potential violence,,dgm_traveladvisory_context,4752ee40e376f223752c79834f1300dd,dgm_traveladvisory_context__4752ee40e376f223752c79834f1300dd
conflits,conflict,,ForeignMinister,conflict,,dgm_traveladvisory_context,981f1875779561e79585a2ae43a196fb,dgm_traveladvisory_context__981f1875779561e79585a2ae43a196fb
etat d'urgence,state of emergency,,FTO,state of emergency,,dgm_traveladvisory_context,c5d7d8f9adbbf4c4984e75c621f40664,dgm_traveladvisory_context__c5d7d8f9adbbf4c4984e75c621f40664
affrontements,clashes,,Exec,clashes,,dgm_traveladvisory_context,0506c9e0513cc61cbf5f4a9982036f1e,dgm_traveladvisory_context__0506c9e0513cc61cbf5f4a9982036f1e
élections,elections,,Exec,elections,,dgm_traveladvisory_context,b9dd4e28c0fe5673909bb6c0615f5f22,dgm_traveladvisory_context__b9dd4e28c0fe5673909bb6c0615f5f22
manifester,demonstrations,,Diplomat,demonstrations,,dgm_traveladvisory_context,0922be6a2a3be4bdbebd28c620ab8f2d,dgm_traveladvisory_context__0922be6a2a3be4bdbebd28c620ab8f2d
manifestation,demonstrations,,LegislativeCommittee,demonstrations,,dgm_traveladvisory_context,0922be6a2a3be4bdbebd28c620ab8f2d,dgm_traveladvisory_context__0922be6a2a3be4bdbebd28c620ab8f2d
l'état d'urgence,state of emergency,,Shipping,state of emergency,,dgm_traveladvisory_context,c5d7d8f9adbbf4c4984e75c621f40664,dgm_traveladvisory_context__c5d7d8f9adbbf4c4984e75c621f40664
