keyword,keyword_upper,caption_name,location,location_lower,threshold,topic_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
vpharris,VPHarris,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,Organization,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
vicepresidentharris,VicePresidentHarris,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,space,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
u.s. vp,U.S. VP,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,Wells,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
u.s. vice president,U.S. Vice President,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,Shipping,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
us vp,US VP,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,Exec,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
us vice president,US Vice President,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,ForeignMinistry,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
usvp,USVP,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,ForeignMinistry,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
usvicepresident,USVicePresident,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,Refinery,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
#kamala,#Kamala,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,Keyphrase,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
#kamalaharris,#KamalaHarris,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,Refinery,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
#vpharris,#VPHarris,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,ForeignMinistry,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
#vicepresidentharris,#VicePresidentHarris,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,Pipeline,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
#usvp,#USVP,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,CompanyKeyword,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
#usvicepresident,#USVicePresident,US Vice President Harris,Glasgow,glasgow,general.alert4,188285,Diplomat,US Vice President Harris,,dgm_cop26,4ec0c2d41bbc6d1edff4f42b110f0451,dgm_cop26__4ec0c2d41bbc6d1edff4f42b110f0451
