german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
am alten teich,"Am Alten Teich in Meerbusch, Germany",51.3033936,6.6862503,1,,,,Keyphrase,"Am Alten Teich in Meerbusch, Germany",,german_fires_meerbusch_locations,6c70fd4522945daf5e76cab143acf4a9,german_fires_meerbusch_locations__6c70fd4522945daf5e76cab143acf4a9
am anker,"Am Anker in Meerbusch, Germany",51.3071622,6.6754086,1,,,,AAEntity,"Am Anker in Meerbusch, Germany",,german_fires_meerbusch_locations,69fe8a17f77e5b400b45c6c6c72cbba5,german_fires_meerbusch_locations__69fe8a17f77e5b400b45c6c6c72cbba5
am bach,"Am Bach in Meerbusch, Germany",51.315147,6.6766924,1,,,,LegislativeCommittee,"Am Bach in Meerbusch, Germany",,german_fires_meerbusch_locations,af3ebda88b6e11f7d727349f69c1b577,german_fires_meerbusch_locations__af3ebda88b6e11f7d727349f69c1b577
am berg,"Am Berg in Meerbusch, Germany",51.2609352,6.6472563,1,,,,IndustryTerm,"Am Berg in Meerbusch, Germany",,german_fires_meerbusch_locations,1fa061733dd93c47d550d774e2fd1b15,german_fires_meerbusch_locations__1fa061733dd93c47d550d774e2fd1b15
am blumenfeld,"Am Blumenfeld in Meerbusch, Germany",51.2406898,6.6891153,1,,,,CompanyKeyword,"Am Blumenfeld in Meerbusch, Germany",,german_fires_meerbusch_locations,e1066b891b5ef9dc951117065078332f,german_fires_meerbusch_locations__e1066b891b5ef9dc951117065078332f
am bollershof,"Am Bollershof in Meerbusch, Germany",51.2659933,6.6480711,1,,,,Organization,"Am Bollershof in Meerbusch, Germany",,german_fires_meerbusch_locations,31e1606d474bfdafcdcd2a29661b2e41,german_fires_meerbusch_locations__31e1606d474bfdafcdcd2a29661b2e41
am breienacker,"Am Breienacker in Meerbusch, Germany",51.2877024,6.658223,1,,,,DiplomaticFacilities,"Am Breienacker in Meerbusch, Germany",,german_fires_meerbusch_locations,42ed8ddb691f7c83ac75322f13edeb6e,german_fires_meerbusch_locations__42ed8ddb691f7c83ac75322f13edeb6e
am breil,"Am Breil in Meerbusch, Germany",51.261145,6.6812219,1,,,,Refinery,"Am Breil in Meerbusch, Germany",,german_fires_meerbusch_locations,820fa0ed1ee72a5dbe79638ad0813c86,german_fires_meerbusch_locations__820fa0ed1ee72a5dbe79638ad0813c86
am burgerwaldchen,"Am Burgerwaldchen in Meerbusch, Germany",51.2967424,6.6911941,1,,,,LegislativeCommittee,"Am Burgerwaldchen in Meerbusch, Germany",,german_fires_meerbusch_locations,e6e446404c00dbfd415743ee6756b8e2,german_fires_meerbusch_locations__e6e446404c00dbfd415743ee6756b8e2
am buschend,"Am Buschend in Meerbusch, Germany",51.2762373,6.6458934,1,,,,space,"Am Buschend in Meerbusch, Germany",,german_fires_meerbusch_locations,00318dd8f3591708a3d0dc0b853dddc3,german_fires_meerbusch_locations__00318dd8f3591708a3d0dc0b853dddc3
am damm,"Am Damm in Meerbusch, Germany",51.3113215,6.6793774,1,,,,Diplomat,"Am Damm in Meerbusch, Germany",,german_fires_meerbusch_locations,34cf88f87a6ceaae90fac0110fab07a0,german_fires_meerbusch_locations__34cf88f87a6ceaae90fac0110fab07a0
am ditgeshof,"Am Ditgeshof in Meerbusch, Germany",51.2773661,6.6218724,1,,,,LegislativeCommittee,"Am Ditgeshof in Meerbusch, Germany",,german_fires_meerbusch_locations,9f94f28ac32d50814bf58899db22c00c,german_fires_meerbusch_locations__9f94f28ac32d50814bf58899db22c00c
am dyck,"Am Dyck in Meerbusch, Germany",51.2962252,6.7110972,1,,,,CompanyKeyword,"Am Dyck in Meerbusch, Germany",,german_fires_meerbusch_locations,a9c95a082cb74b5cb19ed3e222cbe0c7,german_fires_meerbusch_locations__a9c95a082cb74b5cb19ed3e222cbe0c7
am dyckhof,"Am Dyckhof in Meerbusch, Germany",51.2408837,6.6842631,1,,,,LegislativeCommittee,"Am Dyckhof in Meerbusch, Germany",,german_fires_meerbusch_locations,c42596cbf9c37f433fc982dd7c5e1ca8,german_fires_meerbusch_locations__c42596cbf9c37f433fc982dd7c5e1ca8
am eichenkreuz,"Am Eichenkreuz in Meerbusch, Germany",51.2499314,6.6884381,1,,,,Pipeline,"Am Eichenkreuz in Meerbusch, Germany",,german_fires_meerbusch_locations,0671a947abc2a04a3c6338fb22ba96ee,german_fires_meerbusch_locations__0671a947abc2a04a3c6338fb22ba96ee
am eisenbrand,"Am Eisenbrand in Meerbusch, Germany",51.2456277,6.6772361,1,,,,Shipping,"Am Eisenbrand in Meerbusch, Germany",,german_fires_meerbusch_locations,54dd65f913762e15b7bbff1759ff91af,german_fires_meerbusch_locations__54dd65f913762e15b7bbff1759ff91af
am farnacker,"Am Farnacker in Meerbusch, Germany",51.2398726,6.6972766,1,,,,Wells,"Am Farnacker in Meerbusch, Germany",,german_fires_meerbusch_locations,18b2eef316465a4ce7ed2699f2bea39f,german_fires_meerbusch_locations__18b2eef316465a4ce7ed2699f2bea39f
am feldbrand,"Am Feldbrand in Meerbusch, Germany",51.2560475,6.7074239,1,,,,Refinery,"Am Feldbrand in Meerbusch, Germany",,german_fires_meerbusch_locations,c06eecb4a7f5b15aa8e24084b55d2187,german_fires_meerbusch_locations__c06eecb4a7f5b15aa8e24084b55d2187
am flehkamp,"Am Flehkamp in Meerbusch, Germany",51.2575724,6.6839322,1,,,,Refinery,"Am Flehkamp in Meerbusch, Germany",,german_fires_meerbusch_locations,f2157d8ac9581c331dde763e0d66bbdc,german_fires_meerbusch_locations__f2157d8ac9581c331dde763e0d66bbdc
am forstenberg,"Am Forstenberg in Meerbusch, Germany",51.3075723,6.6921716,1,,,,IndustryTerm,"Am Forstenberg in Meerbusch, Germany",,german_fires_meerbusch_locations,f1654146f5469b5008940cd4b49d4f5e,german_fires_meerbusch_locations__f1654146f5469b5008940cd4b49d4f5e
am fronhof,"Am Fronhof in Meerbusch, Germany",51.2518725,6.6964019,1,,,,Refinery,"Am Fronhof in Meerbusch, Germany",,german_fires_meerbusch_locations,9211e87dcb9b9078fd74d6699054e32f,german_fires_meerbusch_locations__9211e87dcb9b9078fd74d6699054e32f
am fussfall,"Am Fussfall in Meerbusch, Germany",51.2667886,6.6172779,1,,,,Wells,"Am Fussfall in Meerbusch, Germany",,german_fires_meerbusch_locations,80766f76b2f5fe6099665d053164a239,german_fires_meerbusch_locations__80766f76b2f5fe6099665d053164a239
am gorgestor,"Am Gorgestor in Meerbusch, Germany",51.2851429,6.6149668,1,,,,Diplomat,"Am Gorgestor in Meerbusch, Germany",,german_fires_meerbusch_locations,33e891d12a234a1f044a1db05a21bc32,german_fires_meerbusch_locations__33e891d12a234a1f044a1db05a21bc32
