keyword,caption_name,topic_id,guid,groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
bitcoin fraud,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Wells,cryptocurrency fraud,,dgm_fraud_keywords,2950f6d3d60036e557a747f7077c4096,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
ethereum fraud,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,CompanyKeyword,cryptocurrency fraud,,dgm_fraud_keywords,2f0ccb82bb14fa94ce179997686062e9,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
ada scam,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Consulates,cryptocurrency fraud,,dgm_fraud_keywords,838190d40682c3d455c4321269355781,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
ripple scam,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Wells,cryptocurrency fraud,,dgm_fraud_keywords,a578b0bf6f89261b5f08f0fec0dfef70,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#cryptocurrencyscam,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,FTO,cryptocurrency fraud,,dgm_fraud_keywords,c07a99af85e8cf35d336fbf3f07117c6,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#cryptoscam,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Shipping,cryptocurrency fraud,,dgm_fraud_keywords,5c824ed69ecbf3b4b64c02f51c65c13a,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#btcscam,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,ForeignMinistry,cryptocurrency fraud,,dgm_fraud_keywords,03870a3c808435261899034a62857448,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#bitcoinscam,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Diplomat,cryptocurrency fraud,,dgm_fraud_keywords,fef1e61f43fa1862381a31b8f298d3eb,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#bitcoinscams,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,FTO,cryptocurrency fraud,,dgm_fraud_keywords,0123643054944ac4aeef15e934019760,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#ethscam,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Legislator,cryptocurrency fraud,,dgm_fraud_keywords,b83c4ccbdd19787375d52ac4e98191bc,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#ethereumscam,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,DiplomaticFacilities,cryptocurrency fraud,,dgm_fraud_keywords,285dff983376b0f5a6da3174cce69cde,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#defiscam,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Consulates,cryptocurrency fraud,,dgm_fraud_keywords,65c66ede1981ad2ef94e493ef6997e95,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#defifraud,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Organization,cryptocurrency fraud,,dgm_fraud_keywords,9e5095cfd1101bdeed56a4774fd31f47,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#cryptocurrencyfraud,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Keyphrase,cryptocurrency fraud,,dgm_fraud_keywords,d21e39259f4bbd9305d20ff682da7fea,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#cryptofraud,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Wells,cryptocurrency fraud,,dgm_fraud_keywords,030ad90f062c3a844d4abb5cfe2885a5,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#bitcoinfraud,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Wells,cryptocurrency fraud,,dgm_fraud_keywords,3d79dec27ea889f250a50500cbea4c00,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#ethereumfraud,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Organization,cryptocurrency fraud,,dgm_fraud_keywords,bc492311cdbac2c77dfb0efd8bf3d737,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#adascam,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Keyphrase,cryptocurrency fraud,,dgm_fraud_keywords,54a2af095018e54a50e6db72edd9e37e,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
#ripplescam,cryptocurrency fraud,188354;188355,,cryptocurrency_scam,Organization,cryptocurrency fraud,,dgm_fraud_keywords,110433189efe26f16d77e222de8073cf,dgm_fraud_keywords__4c5da913951417e76473bf92def4a853
loyalty fraud,loyalty fraud,188354;188110,,fraud,ForeignMinistry,loyalty fraud,,dgm_fraud_keywords,fee4f32ca5724177c40d4322b048af7d,dgm_fraud_keywords__67bfade95331cfedfedd731be396e3c1
healthcare fraud,healthcare fraud,188354;188110,,fraud,Consulates,healthcare fraud,,dgm_fraud_keywords,7a6e282629d80e6a68cbe01078dfb0c0,dgm_fraud_keywords__1a37082c598e09448f31d161b7249975
health care fraud,healthcare fraud,188354;188110,,fraud,space,healthcare fraud,,dgm_fraud_keywords,7ae8d78bdc12686792231c621b1164a4,dgm_fraud_keywords__1a37082c598e09448f31d161b7249975
nhs fraud,NHS fraud,188354;188110,,fraud,Person,NHS fraud,,dgm_fraud_keywords,b4251ae229ce2bdb1c5f66cfe1c7fe50,dgm_fraud_keywords__882ea12d9d5e24d721063fc52c003d2c
hhs fraud,HHS fraud,188354;188110,,fraud,Shipping,HHS fraud,,dgm_fraud_keywords,4f3393dc91e20ccc35a096f35341efef,dgm_fraud_keywords__c80ac295aa68e5303fdd106f457e7ace
debit and credit card fraud,debit and credit card fraud,188354;188110,,fraud,Person,debit and credit card fraud,,dgm_fraud_keywords,9d03c2f7f96fe368b683c07128df6862,dgm_fraud_keywords__94a8060813c78308c28c2fa6d3026aca
bank account takeover fraud,bank account takeover fraud,188354;188110,,fraud,LegislativeCommittee,bank account takeover fraud,,dgm_fraud_keywords,d612cfd4109c4efc5f97caab8a905fb6,dgm_fraud_keywords__990b196a6399a3ce9eb40f3ba9827317
tax refund fraud,tax refund fraud,188354;188110,,fraud,AAEntity,tax refund fraud,,dgm_fraud_keywords,6e5a11564c78331d02634283155c0522,dgm_fraud_keywords__76981ea5b4336c2dc24dcf983c9999da
voter fraud,voter fraud,188354;188110,,fraud,Media,voter fraud,,dgm_fraud_keywords,5eb5e9e04a5168a87b105253b0b5dd70,dgm_fraud_keywords__33b51608115d6db8db4eda776905c56e
internet fraud,internet fraud,188354;188110,,fraud,Wells,internet fraud,,dgm_fraud_keywords,2545f3263771663624cc5821851597c8,dgm_fraud_keywords__ee15f76fef28faac893bf105a4337267
elder fraud,elder fraud,188354;188110,,fraud,Refinery,elder fraud,,dgm_fraud_keywords,3023671e93fdd08b22d20f10f26d74b0,dgm_fraud_keywords__2483104465f727557ecf1424a8dde8bc
credit fraud,credit card fraud,188354;188110,,fraud,Wells,credit card fraud,,dgm_fraud_keywords,518c51d2248845b7bd8df553af9a1517,dgm_fraud_keywords__419b239a2c2b938a5d529bfd585a5b45
financial fraud,financial fraud,188354;188110,,fraud,space,financial fraud,,dgm_fraud_keywords,5463ad779df511d2125da1a4fcd43688,dgm_fraud_keywords__f81ebe8069f4af92d7f8b127412b84d5
misappropriation of funds,misappropriation of funds,188354;188110,,fraud,FTO,misappropriation of funds,,dgm_fraud_keywords,81cffe231d19b4fc9a9eac60c01ca5ef,dgm_fraud_keywords__cb1228f1ffff9328f569b5b6d0aebb72
bribery and corruption,bribery and corruption,188354;188110,,fraud,Consulates,bribery and corruption,,dgm_fraud_keywords,652b58fa8f987fb5560ea166b650a817,dgm_fraud_keywords__58bcd72ac48c079ce364ce7e2e9bf0e0
wills and legacy fraud,wills and legacy fraud,188354;188110,,fraud,IndustryTerm,wills and legacy fraud,,dgm_fraud_keywords,c3d7146cc5ced71c4a3b8b5f91e6b6ec,dgm_fraud_keywords__abb7e30f406f157a8b62f3859b5c9fab
inheritance fraud,inheritance fraud,188354;188110,,fraud,LegislativeCommittee,inheritance fraud,,dgm_fraud_keywords,3b724e44ec3a5ad009935e3bd1a46976,dgm_fraud_keywords__3e0f74777b083a8e91bb242261558b78
transfer fraud,transfer fraud,188354;188110,,fraud,Pipeline,transfer fraud,,dgm_fraud_keywords,93a81bc26bbfb5f0e2d20182a4717db7,dgm_fraud_keywords__b812ca784e9484008bec0cf4652e0670
embezzlement,embezzlement,188354;188110,,fraud,space,embezzlement,,dgm_fraud_keywords,ecfa4303085828c1e8efd71599332b87,dgm_fraud_keywords__9b358d1ec0cb29691f8203e5d9307794
employee theft,employee theft,188354;188110,,fraud,Pipeline,employee theft,,dgm_fraud_keywords,7bbed30c1eed05758663c3b77a43a93e,dgm_fraud_keywords__da7d5fa2738542a6fb7bac36d11502cc
identity fraud,identity fraud,188354;188110,,fraud,space,identity fraud,,dgm_fraud_keywords,dbe0e7222aa130cdca98b9c90aa7a31e,dgm_fraud_keywords__e6fdfef0718ffe2cf83efd8a509377d0
identity theft,identity theft,188354;188110,,fraud,Media,identity theft,,dgm_fraud_keywords,634034f7a43e9916d116639cb7b41a59,dgm_fraud_keywords__d1f821b3e87a21c28d368c31587cf144
third-party fraud,third-party fraud,188354;188110,,fraud,space,third-party fraud,,dgm_fraud_keywords,489f163da07b01c1e636ce1fdc595e96,dgm_fraud_keywords__e927918213a3f72ee95c74ed0f4eed47
second-party fraud,second-party fraud,188354;188110,,fraud,Keyphrase,second-party fraud,,dgm_fraud_keywords,a94a1a4fd49daf0d65022f560c24b541,dgm_fraud_keywords__88c26287b0ab3f6cb25e5da2112bc42b
first-party fraud,first-party fraud,188354;188110,,fraud,IndustryTerm,first-party fraud,,dgm_fraud_keywords,cade83b3d5ff8ab1c6ef8fc9509f5d3f,dgm_fraud_keywords__365c23aaaf261cf9b50684b9084a4ed0
payroll fraud,payroll fraud,188354;188110,,fraud,Consulates,payroll fraud,,dgm_fraud_keywords,a8c16df88fb02502e24be471dfb759e2,dgm_fraud_keywords__85413a5233af86b1cc7df879d616c476
atm fraud,atm fraud,188354;188110,,fraud,Refinery,atm fraud,,dgm_fraud_keywords,671cb422addd5e0dd7a99841690d2897,dgm_fraud_keywords__60163e882cb7ad86c7af29f49e2809f9
cash out fraud,cash out fraud,188354;188110,,fraud,Keyphrase,cash out fraud,,dgm_fraud_keywords,731ea5936f8b4980e97c78367fc7930b,dgm_fraud_keywords__45d6677c6f7e970a03352b48b94eec4e
refund fraud,refund fraud,188354;188110,,fraud,AAEntity,refund fraud,,dgm_fraud_keywords,e6851483d374cdce6fd6c84d21e59cc6,dgm_fraud_keywords__83b2eee2a0247ff6fd5be4bfa7afa953
transaction fraud,transaction fraud,188354;188110,,fraud,AAEntity,transaction fraud,,dgm_fraud_keywords,5050850d168069e58be59c0f19d9baac,dgm_fraud_keywords__5d1e31f880d00a4ef1351eb91b311a2a
fallback fraud,fallback fraud,188354;188110,,fraud,ForeignMinister,fallback fraud,,dgm_fraud_keywords,f39bf8e4eb7e1f737c4e7fe2928a6200,dgm_fraud_keywords__bff82f7872cfc02d590a94b04c49e6f9
kickbacks fraud,kickbacks fraud,188354;188110,,fraud,space,kickbacks fraud,,dgm_fraud_keywords,b0b2b67ea7f4f8a3ecfbd7c8f13d6766,dgm_fraud_keywords__2786898797afb72a73b6c964ee34fe1b
account takeover,account takeover fraud,188354;188110,,fraud,ForeignMinister,account takeover fraud,,dgm_fraud_keywords,1f4233f2d9c0c42f7484614919067b44,dgm_fraud_keywords__05e4647573df22d9c0f868a571e5aceb
data theft,data theft,188354;188110,,fraud,Organization,data theft,,dgm_fraud_keywords,773e2a2556778baf3c529de7244b04ee,dgm_fraud_keywords__45ef2c49e605737bd0fbd21e9dc49910
expense account,expense account fraud,188354;188110,,fraud,Person,expense account fraud,,dgm_fraud_keywords,0ec93386c291a06857987d06e66dfd7a,dgm_fraud_keywords__3d151d19a5da57788c4a5ea68b9f4c28
payment fraud,payment fraud,188354;188110,,fraud,AAEntity,payment fraud,,dgm_fraud_keywords,49598036c534db674a7441bc806606c3,dgm_fraud_keywords__7de0d3adf0450636974814d6d86d78b9
payments fraud,payments fraud,188354;188110,,fraud,Pipeline,payments fraud,,dgm_fraud_keywords,2b7de1ed4e4170a2c81e6ebedd90656c,dgm_fraud_keywords__07a45bf5928d70b4a6d06af1b9a09a1c
prescription fraud,over-prescription fraud,188354;188110,,fraud,Keyphrase,over-prescription fraud,,dgm_fraud_keywords,b1ff1d5d23a6e815705114ae5aff3c2f,dgm_fraud_keywords__3544b893ba07e5416c6197da4a9ae001
compensation fraud,compensation fraud,188354;188110,,fraud,ForeignMinistry,compensation fraud,,dgm_fraud_keywords,b1f5e295392aa7355cfb91a56e5d5028,dgm_fraud_keywords__b400521415d18208c4bcdf3c80df7340
procurement fraud,procurement fraud,188354;188110,,fraud,Legislator,procurement fraud,,dgm_fraud_keywords,b53e35fe3f59b6fb41720e58757be032,dgm_fraud_keywords__72ab201714c4a0319571bc64e9c47b3e
health insurance fraud,health insurance fraud,188354;188110,,fraud,ForeignMinistry,health insurance fraud,,dgm_fraud_keywords,194788a68360b02fe42dc8b3105b414f,dgm_fraud_keywords__7cd2d6d860ee8dedfefe96bea883ac26
commission fraud,commission fraud,188354;188110,,fraud,Person,commission fraud,,dgm_fraud_keywords,6c7dea5f49ed672392392ed6d01c8dbf,dgm_fraud_keywords__5d058f5c8c2a68d6f978c46d149b8675
billing schemes,billing fraud,188354;188110,,fraud,Wells,billing fraud,,dgm_fraud_keywords,0de6674bc636d014d39ad3fc813bae12,dgm_fraud_keywords__3977edacc136ca5b0a6c2c216ebe8847
billing fraud,billing fraud,188354;188110,,fraud,Person,billing fraud,,dgm_fraud_keywords,c037a6d1e537815f4185b2be5b46d0bd,dgm_fraud_keywords__3977edacc136ca5b0a6c2c216ebe8847
credential harvesting,credential harvesting,188354;188110,,fraud,Shipping,credential harvesting,,dgm_fraud_keywords,78043cb88e33c022921342625c9b0184,dgm_fraud_keywords__1f3dbbdae177f8ed3dce30964cbe1e4b
medicare fraud,Medicare fraud,188354;188110,,fraud,IndustryTerm,Medicare fraud,,dgm_fraud_keywords,fb3579ecb0c6273bfeed582bf205740a,dgm_fraud_keywords__fa34173aa959fa8d7a224ba8cd23d91d
price fixing,price fixing,188354;188110,,fraud,DiplomaticFacilities,price fixing,,dgm_fraud_keywords,02dd6f778bef2ed775e6cd58d61340e8,dgm_fraud_keywords__4f8faa7bb3e98edc3cfa42397d9abc56
accounting fraud,accounting fraud,188354;188110,,fraud,Person,accounting fraud,,dgm_fraud_keywords,0beb95eac190d84a05456f810e1954e0,dgm_fraud_keywords__664b45ff88365e44381848dbd822c00c
timesheet fraud,timesheet fraud,188354;188110,,fraud,Pipeline,timesheet fraud,,dgm_fraud_keywords,5c54594b1516db22284496ce4d2047a7,dgm_fraud_keywords__7feb70b8e5d5fd277ddb41a50080420f
affordable care fraud,affordable care fraud,188354;188110,,fraud,Shipping,affordable care fraud,,dgm_fraud_keywords,0ec5e97160e32aa4a3a940bb26cda292,dgm_fraud_keywords__45475b61b375e6bd7a9f616389573fc3
app fraud,authorized push payment fraud,188354;188110,,fraud,Media,authorized push payment fraud,,dgm_fraud_keywords,4aa269da6c111cde3fa6fb9e6c22423e,dgm_fraud_keywords__d88478bd86cc7559890950511a46816d
obama care fraud,affordable care fraud,188354;188110,,fraud,AAEntity,affordable care fraud,,dgm_fraud_keywords,e2ab481e68a65b20d0a328c3e51114ca,dgm_fraud_keywords__45475b61b375e6bd7a9f616389573fc3
trade secret theft,trade secret theft,188354;188110,,fraud,space,trade secret theft,,dgm_fraud_keywords,d37cca4030d2bb5288ed96ca9fa38e34,dgm_fraud_keywords__84196feb8a9ec30c38c0cff6eaeffa2b
kickbacks fraud,kickbacks fraud,188354;188110,,fraud,Exec,kickbacks fraud,,dgm_fraud_keywords,5a553d2db952e3a4c93cec1fd184a153,dgm_fraud_keywords__2786898797afb72a73b6c964ee34fe1b
money laundering,money laundering,188354;188110,,fraud,AAEntity,money laundering,,dgm_fraud_keywords,d78e5bc92e0ebc97f9c9e867c0ec76c8,dgm_fraud_keywords__4e2fc1ee379cc810479191977f31972a
securities fraud,securities fraud,188354;188110,,fraud,ForeignMinistry,securities fraud,,dgm_fraud_keywords,0b78af33209d5b19f110a79a4360a9ef,dgm_fraud_keywords__a1465bf7f6e17c658ab68cbd2ceeb23e
tax fraud,tax fraud,188354;188110,,fraud,News,tax fraud,,dgm_fraud_keywords,4361d03e1b7100a439a7b4b5bf8f4628,dgm_fraud_keywords__dab66e9218c54b483213f1049d937f63
mortgage fraud,mortgage fraud,188354;188110,,fraud,Wells,mortgage fraud,,dgm_fraud_keywords,6a250ebf3eadcb1977162b191ed58e2a,dgm_fraud_keywords__f33e7ade176ba87d43547983cd2570c3
medicaid fraud,Medicaid fraud,188354;188110,,fraud,Legislator,Medicaid fraud,,dgm_fraud_keywords,27e22b992fc3a6f0e632227ed6fc14ca,dgm_fraud_keywords__df95ec4a6604f7ee5aaa21fac4fa5895
gift card fraud,gift card fraud,188354;188110,,fraud,Organization,gift card fraud,,dgm_fraud_keywords,947f5b3e7fb5e248a978bad2b7ea8d77,dgm_fraud_keywords__814f0cdc3d5b23d1cdef24af3181bdaa
jackpotting,jackpotting,188354;188110,,fraud,Consulates,jackpotting,,dgm_fraud_keywords,e0a648d0588109bab7d6541fa4186618,dgm_fraud_keywords__282f86cd5305c9fea7adcd9a9a8327a8
pump and dump fraud,pump and dump fraud,188354;188110,,fraud,Refinery,pump and dump fraud,,dgm_fraud_keywords,6649ad238c744f16c374d09b2370358d,dgm_fraud_keywords__f895fb27a7de44b783601956bbe38309
affinity fraud,affinity fraud,188354;188110,,fraud,Organization,affinity fraud,,dgm_fraud_keywords,90b0f5330e0f0b87e768ce347495b955,dgm_fraud_keywords__4cf1170f8a2b68343b874075f7ffa9e0
advance fee fraud,advance fee fraud,188354;188110,,fraud,LegislativeCommittee,advance fee fraud,,dgm_fraud_keywords,ef68f726eca99557e2d7fb15809a8bf5,dgm_fraud_keywords__78d6517d67ebb2ef32d69acf4ff714d9
binary options fraud,binary options fraud,188354;188110,,fraud,Refinery,binary options fraud,,dgm_fraud_keywords,dbac0417f5c7dfbcab9c9246782e57bc,dgm_fraud_keywords__ba7b4a237d594ce4bb438ed958286f73
high yield investment fraud,high yield investment fraud,188354;188110,,fraud,ForeignMinister,high yield investment fraud,,dgm_fraud_keywords,5067e68e0aaedd04cf9b24812fbfaf46,dgm_fraud_keywords__1db712ae36e7602080f3af9b6559f46e
social media fraud,social media fraud,188354;188110,,fraud,Legislator,social media fraud,,dgm_fraud_keywords,814b402ecf25533e206bd3916f619c5e,dgm_fraud_keywords__4f29ccb94225782f2064602b24ca5475
microcap fraud,microcap fraud,188354;188110,,fraud,LegislativeCommittee,microcap fraud,,dgm_fraud_keywords,df1617e028334ba0ad7f15fa74d8ce60,dgm_fraud_keywords__3f3a2e40e58e46cc61c4c84f31ddc12a
pre-ipo investment scams,pre-ipo investment scams,188354;188110,,fraud,FTO,pre-ipo investment scams,,dgm_fraud_keywords,035a9208450c0670e5d94c6c5218e335,dgm_fraud_keywords__9fb3c02c439922c600df6b3f08eeb915
prime bank investments,prime bank investments,188354;188110,,fraud,Media,prime bank investments,,dgm_fraud_keywords,d614d2218d86577ad609686808751fed,dgm_fraud_keywords__1318e37477e92ecfd3abea98c2511611
promissory notes,promissory notes,188354;188110,,fraud,Pipeline,promissory notes,,dgm_fraud_keywords,b7314b67a26cfe9db266033c13237bf0,dgm_fraud_keywords__2bad528ad2caaa46fa450881d6e13add
pump and dump schemes,pump and dump schemes,188354;188110,,fraud,ForeignMinister,pump and dump schemes,,dgm_fraud_keywords,c9653a36a12a49a095a81d63c2fdd1ea,dgm_fraud_keywords__d032fdf832b6bf74a6c23ed1181efa36
forex fraud,forex fraud,188354;188110,,fraud,FTO,forex fraud,,dgm_fraud_keywords,cc89e23e987a542fb9615d3e7396ad2d,dgm_fraud_keywords__9f9227f00faff78d297ba0095404bc53
precious metals fraud,precious metals fraud,188354;188110,,fraud,Media,precious metals fraud,,dgm_fraud_keywords,23a5a4211b1d951b2446ce5e2451c2da,dgm_fraud_keywords__0afbe28d91ab2b21b320f3c6d97a1752
commodity pool fraud,commodity pool fraud,188354;188110,,fraud,IndustryTerm,commodity pool fraud,,dgm_fraud_keywords,3b62c01f428d01667b618bf02fef72ac,dgm_fraud_keywords__9e51b2085b30bc95d05ab7c85f39ba09
refund fraud,refund fraud,188354;188110,,fraud,Keyphrase,refund fraud,,dgm_fraud_keywords,9ef7614e8bd9bb7395787595da76f5ab,dgm_fraud_keywords__83b2eee2a0247ff6fd5be4bfa7afa953
narcotics fraud,narcotics fraud,188354;188110,,fraud,Wells,narcotics fraud,,dgm_fraud_keywords,dba59d6ba4cd222327c46b0be9eb1f3f,dgm_fraud_keywords__e7caec57235262c2e597abbd0fec32db
bac fraud,bac fraud,188354;188110,,fraud,News,bac fraud,,dgm_fraud_keywords,7a816e9104e5d682cb20d8717202f9ed,dgm_fraud_keywords__6251556cbd1cb1777cd65d09ab267b1b
payout scams,payout scams,188354;188110,,fraud,IndustryTerm,payout scams,,dgm_fraud_keywords,630656ebe2d23c66555d264a58d54b84,dgm_fraud_keywords__0d8e6046fee9ed215d27906e51b2b6fe
identity crime,identity crime,188354;188110,,fraud,IndustryTerm,identity crime,,dgm_fraud_keywords,48aafc1595e2ece12086f78e35e71034,dgm_fraud_keywords__10ed65be7bea52596767a6eafffe959c
apple pay fraud,apple pay fraud,188354;188110,,fraud,Organization,apple pay fraud,,dgm_fraud_keywords,2f88fe6cf06aadf52fe1fabf8f42ae7e,dgm_fraud_keywords__8052884bf99c22c7dc710f9b4c75fb86
android pay fraud,android pay fraud,188354;188110,,fraud,CompanyKeyword,android pay fraud,,dgm_fraud_keywords,21f32068e92b59d7e71457fb046b75bc,dgm_fraud_keywords__86240efb65e4e969e78749e509e09fdf
pensions fraud,pensions fraud,188354;188110,,fraud,ForeignMinistry,pensions fraud,,dgm_fraud_keywords,41d3d4aed9d031f1a936ad2bf566885b,dgm_fraud_keywords__1a0100d37ae8263353d7216c873b7338
ato fraud,ato fraud,188354;188110,,fraud,Diplomat,ato fraud,,dgm_fraud_keywords,46ff427d129b22cdd22625ed5d21cfa8,dgm_fraud_keywords__8b933598f8620417545d9cb977d0c549
payments fraud,payments fraud,188354;188110,,fraud,Keyphrase,payments fraud,,dgm_fraud_keywords,0c47164cee4d051e6f20c0654d5f9c41,dgm_fraud_keywords__07a45bf5928d70b4a6d06af1b9a09a1c
public sector fraud,public sector fraud,188354;188110,,fraud,Organization,public sector fraud,,dgm_fraud_keywords,532ccffdddb2d2981f02afce0d1f158c,dgm_fraud_keywords__a50db8d0fbbbe8d94a6c993e19136da1
unemployment fraud,unemployment fraud,188354;188110,,fraud,IndustryTerm,unemployment fraud,,dgm_fraud_keywords,818ad254cddb76f198b157cf5edfb837,dgm_fraud_keywords__5b6b223de7091d896b5a6d037a36d1ea
pua fraud,Pandemic Unemployment Assistance fraud,188354;188110,,fraud,Organization,Pandemic Unemployment Assistance fraud,,dgm_fraud_keywords,87baff28ac23b833c1e8556085ac82dc,dgm_fraud_keywords__a4193eb5bbac781a9b2d16183e42227f
sba fraud,Small Business Administration fraud,188354;188110,,fraud,Media,Small Business Administration fraud,,dgm_fraud_keywords,6601535ffa9cf456949fde82023e8bdc,dgm_fraud_keywords__fad4aa144183ebd68a46ee7d356ddd2d
advance fee scheme,advance fee scheme,188354;188110,,fraud,FTO,advance fee scheme,,dgm_fraud_keywords,5cf6d1ed8f5d2d185d55658aa0870601,dgm_fraud_keywords__b02f7b5cbda881fd98451f382d38f59c
advance fee,advance fee fraud,188354;188110,,fraud,News,advance fee fraud,,dgm_fraud_keywords,e54e26c142af49f44dc4dd44566e1953,dgm_fraud_keywords__78d6517d67ebb2ef32d69acf4ff714d9
business fraud,business fraud,188354;188110,,fraud,Keyphrase,business fraud,,dgm_fraud_keywords,6a2efbce401cf93b85c43948776e5910,dgm_fraud_keywords__15cecacf12a5558454575d88d2c64f01
betting fraud,betting fraud,188354;188110,,fraud,Organization,betting fraud,,dgm_fraud_keywords,7ce588cbfa9249f08586c8637a930fc1,dgm_fraud_keywords__8047266f1ad0ef292284072c1e843c87
auction fraud,auction fraud,188354;188110,,fraud,FTO,auction fraud,,dgm_fraud_keywords,0397b9723745429f6faae26cd4a8a5cf,dgm_fraud_keywords__97f42ee03f4504dc495a58ea0b93a716
money mule,money mules,188354;188110,,fraud,ForeignMinister,money mules,,dgm_fraud_keywords,549bb9996e76f85df866152171f01b7a,dgm_fraud_keywords__9ac20a995216a6a93ce9c4e0ae06bec8
sextortion,sextortion,188354;188110,,fraud,CompanyKeyword,sextortion,,dgm_fraud_keywords,7365e8e9ae9b6d4869fc9a27f7759544,dgm_fraud_keywords__4a61eadfec0ebc03965852f148113c6c
app fraud,authorized push payment fraud,188354;188110,,fraud,Legislator,authorized push payment fraud,,dgm_fraud_keywords,e0a0eae2945b77d6574d57b9133b1f77,dgm_fraud_keywords__d88478bd86cc7559890950511a46816d
romance scam,romance scams,188354;188110,,fraud,Pipeline,romance scams,,dgm_fraud_keywords,4861302233a1dc81e5d9ab50b33df6f2,dgm_fraud_keywords__556e041dc6b3667c11398ad72d1a4a02
mortgage scam,mortgage scams,188354;188110,,fraud,Legislator,mortgage scams,,dgm_fraud_keywords,1043ca9aec9b60f5171c53de61f59119,dgm_fraud_keywords__bece58e10e551461b9582ba94a7044b7
fraud scheme,fraudulent schemes,188354;188110,,fraud,Organization,fraudulent schemes,,dgm_fraud_keywords,92403ce23469560136189e7f889d4d33,dgm_fraud_keywords__a8093ce6d38e369022f42839129e4bfc
debit card fraud,debit card fraud,188354;188110,,fraud,DiplomaticFacilities,debit card fraud,,dgm_fraud_keywords,f7b4a267a53de8ec90afb3cfdffc311b,dgm_fraud_keywords__8b37383e2454f0c7b6da4cb57f4fe9c6
credit card fraud,credit card fraud,188354;188110,,fraud,Person,credit card fraud,,dgm_fraud_keywords,eb066e625f865f6a4b14e0385cb2797a,dgm_fraud_keywords__419b239a2c2b938a5d529bfd585a5b45
cc fraud,credit card fraud,188354;188110,,fraud,IndustryTerm,credit card fraud,,dgm_fraud_keywords,7a881bc654d26700e5b2d6a808a5c970,dgm_fraud_keywords__419b239a2c2b938a5d529bfd585a5b45
taxation fraud,taxation fraud,188354;188110,,fraud,Refinery,taxation fraud,,dgm_fraud_keywords,7e033bb1cba6353531bb59fce8370d7b,dgm_fraud_keywords__926e846350de6c7a8dd59e802db832cf
covid-19 scam,COVID-19 coronavirus fraud,188354;188110,,fraud,Wells,COVID-19 coronavirus fraud,,dgm_fraud_keywords,d7dcf6ac013493226bd8e535b27a8201,dgm_fraud_keywords__d826b40b876f2c6747cf4531f4317374
covid scam,COVID-19 coronavirus fraud,188354;188110,,fraud,Exec,COVID-19 coronavirus fraud,,dgm_fraud_keywords,d13d3d0ec14b8d69934742656eb37294,dgm_fraud_keywords__d826b40b876f2c6747cf4531f4317374
covid fraud,COVID-19 coronavirus fraud,188354;188110,,fraud,Shipping,COVID-19 coronavirus fraud,,dgm_fraud_keywords,c5d3c7d27e76de4ef01efb48250ff61b,dgm_fraud_keywords__d826b40b876f2c6747cf4531f4317374
covid-19 method,COVID-19 coronavirus fraud,188354;188110,,fraud,IndustryTerm,COVID-19 coronavirus fraud,,dgm_fraud_keywords,b3ee73c3327e18815c53d2348fa79940,dgm_fraud_keywords__d826b40b876f2c6747cf4531f4317374
