keyword,caption_name,topic_id,guid,groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
ozon,Ozon,188354,,resale_hashtags,Keyphrase,Ozon,,dgm_fraud_keywords,bca91e17778ad6fc27b86a64e56dc2db,dgm_fraud_keywords__63dad0e8bf81ba03d794bbebe225635e
facebook marketplace,Facebook Marketplace,188354,,resale_hashtags,CompanyKeyword,Facebook Marketplace,,dgm_fraud_keywords,7a923a3c7d0cd85a10405cf42e8db3b8,dgm_fraud_keywords__12b26c86beb06d1c5131bf621b162bba
yandex,Yandex,188354,,resale_hashtags,ForeignMinister,Yandex,,dgm_fraud_keywords,7b2d98f8daf194e23c538a7312cdbddb,dgm_fraud_keywords__0c0a230358d00f0fcf81c28d23bf6e8c
ebay,eBay,188354,,resale_hashtags,Person,eBay,,dgm_fraud_keywords,143c28f176205cd3de7bf659497fbc7d,dgm_fraud_keywords__282539987a2276dd5259f8e745d668a1
alibaba,Alibaba,188354,,resale_hashtags,CompanyKeyword,Alibaba,,dgm_fraud_keywords,771d75c0ab8951fd9969690f074bb627,dgm_fraud_keywords__02c758bf69c8e228d37ca626297e21fd
ebay canada,eBay Canada,188354,,resale_hashtags,Consulates,eBay Canada,,dgm_fraud_keywords,24e54584419079545e13a6cfbeed4fbf,dgm_fraud_keywords__be4d6286acbf0eea607306fbb6c05f3c
gumtree,Gumtree,188354,,resale_hashtags,Shipping,Gumtree,,dgm_fraud_keywords,bc2831062d9ed4326967292930f98285,dgm_fraud_keywords__09b861f120bd8c656a98351eadce2eff
gumtree australia,Gumtree Australia,188354,,resale_hashtags,Consulates,Gumtree Australia,,dgm_fraud_keywords,26b95c3641b37ad4a04946d389bc2803,dgm_fraud_keywords__7c19450182d5bafaad99ac3f4737bf87
grailed,Grailed,188354,,resale_hashtags,Pipeline,Grailed,,dgm_fraud_keywords,f2828a1649abc58902393b9607a56f00,dgm_fraud_keywords__d13be33d77f98eb33e12040e75d3dfc2
craigslist,Craigslist,188354,,resale_hashtags,Organization,Craigslist,,dgm_fraud_keywords,94c997527323c84f3d32151ef6b4f799,dgm_fraud_keywords__6da9802d9c407641e29b3d2f93e189b9
ebay deals canada,eBay Deals Canada,188354,,resale_hashtags,ForeignMinister,eBay Deals Canada,,dgm_fraud_keywords,18f4ddc522890dce66bd6b5c04d4529b,dgm_fraud_keywords__7affeb1cfbf7366b8130f718fb3b77a6
ebay australia,eBay Australia,188354,,resale_hashtags,space,eBay Australia,,dgm_fraud_keywords,46ff2835051631b42bd432cc18ee8e74,dgm_fraud_keywords__049dbac0aaf58f3b9e1b225bb42785c9
hypebeast,Hypebeast,188354,,resale_hashtags,ForeignMinister,Hypebeast,,dgm_fraud_keywords,135f537e5c5e98aee8c67df1d9fc3de1,dgm_fraud_keywords__9dbe951c5854af04713b9c234a57f8b9
geebo,Geebo,188354,,resale_hashtags,Refinery,Geebo,,dgm_fraud_keywords,df40d82866997bb09d2f91a62a018386,dgm_fraud_keywords__d200f4c577e2149e6e30e7d6a93a42e8
mercari,Mercari,188354,,resale_hashtags,space,Mercari,,dgm_fraud_keywords,9d129a5e8cfede18163b0ae3d618c42c,dgm_fraud_keywords__e98634f5cef8c0e013dcbc1d351ecc61
wallapop,Wallapop,188354,,resale_hashtags,Media,Wallapop,,dgm_fraud_keywords,10285931775b2a0019846935c2e2fb9b,dgm_fraud_keywords__0ecdcd01a5a6081d3c8e18a1ea975560
adevinta,Adevinta,188354,,resale_hashtags,space,Adevinta,,dgm_fraud_keywords,0a6467e71bd9c28c4ab16621adf6770e,dgm_fraud_keywords__529ffdeddf448e16ad364d2f6347f053
ebay deutschland,eBay Deutschland,188354,,resale_hashtags,ForeignMinister,eBay Deutschland,,dgm_fraud_keywords,0ebcd8d3cf7fc5026a6bbb4c6823afe5,dgm_fraud_keywords__5443eb29ea6fc34f1975f37bd40d5691
ebay france,eBay France,188354,,resale_hashtags,DiplomaticFacilities,eBay France,,dgm_fraud_keywords,72854049fb871f0cc883dc9b218b2666,dgm_fraud_keywords__f8ff1f07f18bb90290249057fb5480d9
ask ebay,Ask eBay,188354,,resale_hashtags,Wells,Ask eBay,,dgm_fraud_keywords,747e11fcf8851d815775bd8b7b92de24,dgm_fraud_keywords__c42d13e0884ef9327c937ecf9dc6b6ea
ebay uk,eBay UK,188354,,resale_hashtags,News,eBay UK,,dgm_fraud_keywords,60bf92f342afaa28101336aeae2f33a4,dgm_fraud_keywords__5399923e3cf7d8fb64df18c3049c1938
amazon uk,Amazon UK,188354,,resale_hashtags,IndustryTerm,Amazon UK,,dgm_fraud_keywords,2d80c8c95d938f7e8a867ce5b2fd8019,dgm_fraud_keywords__d75ded6bbc07c33d01e50ca2e55ac06c
ebay newsroom,eBay,188354,,resale_hashtags,Shipping,eBay,,dgm_fraud_keywords,1dc63d71f95a7e1b6d86499901939b50,dgm_fraud_keywords__282539987a2276dd5259f8e745d668a1
offer up,Offer Up,188354,,resale_hashtags,Person,Offer Up,,dgm_fraud_keywords,3a4a95086ac9339f96aa2528c2615091,dgm_fraud_keywords__6c05838565e8322d5952563d6e14ce7c
poshmark,PoshMark,188354,,resale_hashtags,Organization,PoshMark,,dgm_fraud_keywords,fad7bb17fac3257ae0bb2bfa7219134e,dgm_fraud_keywords__cf89d2e8dfc5d3d911b87f2197db3116
swappa,Swappa,188354,,resale_hashtags,Wells,Swappa,,dgm_fraud_keywords,65495b77ffa83ca9005316974ea05be2,dgm_fraud_keywords__7729ad51539a31ef05a780cc5f20b915
locanto,Locanto,188354,,resale_hashtags,Legislator,Locanto,,dgm_fraud_keywords,8485ddf1b08bb11452ac3c856e042029,dgm_fraud_keywords__9c01ad438cdf0f5fe76026306499e0e5
trovit,Trovit,188354,,resale_hashtags,Legislator,Trovit,,dgm_fraud_keywords,b6c6db3382450156675abe42f79bc09d,dgm_fraud_keywords__053cb415e0fbe5bb05fa26de3caeab7e
click-in,Click In,188354,,resale_hashtags,Media,Click In,,dgm_fraud_keywords,e1ba289f778d85d4f9505d7646ed6f3c,dgm_fraud_keywords__0c7d7cd1dc906de650b15d8f45c60d61
quikr,Quikr,188354,,resale_hashtags,News,Quikr,,dgm_fraud_keywords,8ec7f668bcf0942084d5e09e6d946d3b,dgm_fraud_keywords__248bbb5da2ddff64a54068c09bdfd5c0
olx india,OLX India,188354,,resale_hashtags,Wells,OLX India,,dgm_fraud_keywords,b625cc36102f0f6500221f5ea7a15abb,dgm_fraud_keywords__3f556cecb63a94685dd7c21641047ba3
freeads,Freeads,188354,,resale_hashtags,LegislativeCommittee,Freeads,,dgm_fraud_keywords,cf99f0eb7edae7210d34b4e66a2e38a9,dgm_fraud_keywords__536d53df00bd85e3826247cd16289a4c
olx,OLX,188354,,resale_hashtags,Diplomat,OLX,,dgm_fraud_keywords,bb8572d38f1f2993d91ac0e748fd4628,dgm_fraud_keywords__cbabd83d375a80a006f2f8af432d978b
olx south africa,OLX,188354,,resale_hashtags,Wells,OLX,,dgm_fraud_keywords,1816f064aad7f44ddcbf39602e633dd3,dgm_fraud_keywords__cbabd83d375a80a006f2f8af432d978b
kijiji,Kijiji,188354,,resale_hashtags,Diplomat,Kijiji,,dgm_fraud_keywords,e73cafa4c479ca1d128e5d293e8085da,dgm_fraud_keywords__ce192a0634c46429ef505434f318aeae
preloved,Preloved,188354,,resale_hashtags,News,Preloved,,dgm_fraud_keywords,dc07d3539ec3ca57782bf5e7985c922c,dgm_fraud_keywords__bb8d056350d7c852dcc3a21d0a4b62af
avforums,Avforums,188354,,resale_hashtags,CompanyKeyword,Avforums,,dgm_fraud_keywords,278ef8cdb2ed14c392546d60f32fb10e,dgm_fraud_keywords__7dc810eb21c179f2d51675dcaefc00b9
#yandex,Yandex,188354,,resale_hashtags,FTO,Yandex,,dgm_fraud_keywords,be0cf6c391e6a27d56af1860245217d4,dgm_fraud_keywords__0c0a230358d00f0fcf81c28d23bf6e8c
#ozon,eBay,188354,,resale_hashtags,Organization,eBay,,dgm_fraud_keywords,5def0bfde45f96a3e16431c7ce9f61b1,dgm_fraud_keywords__282539987a2276dd5259f8e745d668a1
#ebay,eBay,188354,,resale_hashtags,Wells,eBay,,dgm_fraud_keywords,d49e70fa984a1bc5649b098e3e938bad,dgm_fraud_keywords__282539987a2276dd5259f8e745d668a1
#alibaba,Alibaba,188354,,resale_hashtags,AAEntity,Alibaba,,dgm_fraud_keywords,2a68461108a46266533511254dc64da7,dgm_fraud_keywords__02c758bf69c8e228d37ca626297e21fd
#ebaycanada,eBay Canada,188354,,resale_hashtags,News,eBay Canada,,dgm_fraud_keywords,57db40a816f43d78c144a60668c6e500,dgm_fraud_keywords__be4d6286acbf0eea607306fbb6c05f3c
#gumtree,Gumtree,188354,,resale_hashtags,Keyphrase,Gumtree,,dgm_fraud_keywords,67576286f92872ef7341531c9c623a6b,dgm_fraud_keywords__09b861f120bd8c656a98351eadce2eff
#gumtreeaustralia,Gumtree Australia,188354,,resale_hashtags,Organization,Gumtree Australia,,dgm_fraud_keywords,81befb25eb85c853459efc9445ffb146,dgm_fraud_keywords__7c19450182d5bafaad99ac3f4737bf87
#grailed,Grailed,188354,,resale_hashtags,ForeignMinistry,Grailed,,dgm_fraud_keywords,f81623c41826d11bb05e098b5a2fa54b,dgm_fraud_keywords__d13be33d77f98eb33e12040e75d3dfc2
#craigslist,Craigslist,188354,,resale_hashtags,Pipeline,Craigslist,,dgm_fraud_keywords,ce9efc7a1288c8bfc26a2e5b6edb0a73,dgm_fraud_keywords__6da9802d9c407641e29b3d2f93e189b9
#ebaydealscanada,eBay Deals Canada,188354,,resale_hashtags,Refinery,eBay Deals Canada,,dgm_fraud_keywords,5397e9108d998a41a289e57018ce087c,dgm_fraud_keywords__7affeb1cfbf7366b8130f718fb3b77a6
#ebayaustralia,eBay Australia,188354,,resale_hashtags,Media,eBay Australia,,dgm_fraud_keywords,0fd24cef06772ae2678e6bd08ee4d0a4,dgm_fraud_keywords__049dbac0aaf58f3b9e1b225bb42785c9
#hypebeast,Hypebeast,188354,,resale_hashtags,DiplomaticFacilities,Hypebeast,,dgm_fraud_keywords,688b95d2b625895c6087c0d1b230029a,dgm_fraud_keywords__9dbe951c5854af04713b9c234a57f8b9
#geebo,Geebo,188354,,resale_hashtags,Legislator,Geebo,,dgm_fraud_keywords,647d6b90f6edea1515f83ff0c301984b,dgm_fraud_keywords__d200f4c577e2149e6e30e7d6a93a42e8
#mercari,Mercari,188354,,resale_hashtags,AAEntity,Mercari,,dgm_fraud_keywords,8093765a2990a8653be6f0105352b513,dgm_fraud_keywords__e98634f5cef8c0e013dcbc1d351ecc61
#wallapop,Wallapop,188354,,resale_hashtags,Organization,Wallapop,,dgm_fraud_keywords,0cc127edb931d1074ac53222fe8995aa,dgm_fraud_keywords__0ecdcd01a5a6081d3c8e18a1ea975560
#facebookmarketplace,Facebook Marketplace,188354,,resale_hashtags,AAEntity,Facebook Marketplace,,dgm_fraud_keywords,4a6b7a22d2ab31b7e447db40290d8ddd,dgm_fraud_keywords__12b26c86beb06d1c5131bf621b162bba
#adevinta,Adevinta,188354,,resale_hashtags,Wells,Adevinta,,dgm_fraud_keywords,e13b42d0b27777f83678ba1f5bb05185,dgm_fraud_keywords__529ffdeddf448e16ad364d2f6347f053
#ebaydeutschland,eBay Deutschland,188354,,resale_hashtags,ForeignMinister,eBay Deutschland,,dgm_fraud_keywords,4e7cf8ee58d8edcc9eb6bd71c2e95d79,dgm_fraud_keywords__5443eb29ea6fc34f1975f37bd40d5691
#ebayfrance,eBay France,188354,,resale_hashtags,Wells,eBay France,,dgm_fraud_keywords,1705d81f87438bb863e9674190e2c1a0,dgm_fraud_keywords__f8ff1f07f18bb90290249057fb5480d9
#askebay,Ask eBay,188354,,resale_hashtags,Pipeline,Ask eBay,,dgm_fraud_keywords,11d06b63ca2f71638e0b7d5192c2add6,dgm_fraud_keywords__c42d13e0884ef9327c937ecf9dc6b6ea
#ebayuk,eBay UK,188354,,resale_hashtags,Refinery,eBay UK,,dgm_fraud_keywords,56713b586a7eaf2cfea1818db7effde3,dgm_fraud_keywords__5399923e3cf7d8fb64df18c3049c1938
#amazonuk,Amazon UK,188354,,resale_hashtags,Media,Amazon UK,,dgm_fraud_keywords,af6bc9c55e3fc04e6e23776b8239627d,dgm_fraud_keywords__d75ded6bbc07c33d01e50ca2e55ac06c
#ebaynewsroom,eBay Newsroom,188354,,resale_hashtags,Exec,eBay Newsroom,,dgm_fraud_keywords,853829efab2b06bfcffa772b8373c9ba,dgm_fraud_keywords__ba10347b6086bddae153cf8d1c594c80
#offerup,Offer Up,188354,,resale_hashtags,Pipeline,Offer Up,,dgm_fraud_keywords,d825dcd4afce3bbda1ad4bc24a6b5abf,dgm_fraud_keywords__6c05838565e8322d5952563d6e14ce7c
#poshmark,PoshMark,188354,,resale_hashtags,Media,PoshMark,,dgm_fraud_keywords,23a75ae0aa62a23d598b6130e1325d24,dgm_fraud_keywords__cf89d2e8dfc5d3d911b87f2197db3116
#swappa,Swappa,188354,,resale_hashtags,ForeignMinister,Swappa,,dgm_fraud_keywords,bda0f3c7b33d0f05f4a6015e50dc0507,dgm_fraud_keywords__7729ad51539a31ef05a780cc5f20b915
#locanto,Locanto,188354,,resale_hashtags,Pipeline,Locanto,,dgm_fraud_keywords,3a6e431dd063f95d420e890c1c0a9d8f,dgm_fraud_keywords__9c01ad438cdf0f5fe76026306499e0e5
#trovit,Trovit,188354,,resale_hashtags,Organization,Trovit,,dgm_fraud_keywords,57b7d98dc3b8cb7fa5511b87bf4b304c,dgm_fraud_keywords__053cb415e0fbe5bb05fa26de3caeab7e
#click-in,Click-In,188354,,resale_hashtags,LegislativeCommittee,Click-In,,dgm_fraud_keywords,7400c5aaa6a355ed77a69763c0b6abc3,dgm_fraud_keywords__5523381d59a19923d6900f7ae67e121d
#quikr,Quikr,188354,,resale_hashtags,Keyphrase,Quikr,,dgm_fraud_keywords,21e9827a54ca23ff7c091f51f8be159a,dgm_fraud_keywords__248bbb5da2ddff64a54068c09bdfd5c0
#olxindia,OLX India,188354,,resale_hashtags,Media,OLX India,,dgm_fraud_keywords,30d6b2e5e29f0aa3e200b80dd2369afe,dgm_fraud_keywords__3f556cecb63a94685dd7c21641047ba3
#freeads,Freeads,188354,,resale_hashtags,ForeignMinister,Freeads,,dgm_fraud_keywords,def1563d2b5275227f75c6e835eca81b,dgm_fraud_keywords__536d53df00bd85e3826247cd16289a4c
#olx,OLX,188354,,resale_hashtags,ForeignMinistry,OLX,,dgm_fraud_keywords,34f6faefdc42dbdc2a6320e5fe58e027,dgm_fraud_keywords__cbabd83d375a80a006f2f8af432d978b
#olxsouthafrica,OLX South Africa,188354,,resale_hashtags,FTO,OLX South Africa,,dgm_fraud_keywords,423b35441aeacd36679f2f7660eecf79,dgm_fraud_keywords__ee1db596f82c9a7805beb93241f7364e
#kijiji,Kijiji,188354,,resale_hashtags,Consulates,Kijiji,,dgm_fraud_keywords,0257b420b7f503248cb17faeb61fb462,dgm_fraud_keywords__ce192a0634c46429ef505434f318aeae
#preloved,Preloved,188354,,resale_hashtags,Legislator,Preloved,,dgm_fraud_keywords,9b03291441438d2fd4b18a450b16c5b1,dgm_fraud_keywords__bb8d056350d7c852dcc3a21d0a4b62af
#avforums,Avforums,188354,,resale_hashtags,Person,Avforums,,dgm_fraud_keywords,c95ae0fb9364f92712d39a9b7dfa4864,dgm_fraud_keywords__7dc810eb21c179f2d51675dcaefc00b9
@yandex,Yandex,188354,,resale_hashtags,Media,Yandex,,dgm_fraud_keywords,6fbc7e1d8f0e84df45110fcaa9e7c13e,dgm_fraud_keywords__0c0a230358d00f0fcf81c28d23bf6e8c
@ozon,Ozon,188354,,resale_hashtags,ForeignMinistry,Ozon,,dgm_fraud_keywords,d419373a246294d830913d3bc1b0f251,dgm_fraud_keywords__63dad0e8bf81ba03d794bbebe225635e
@ebay,eBay,188354,,resale_hashtags,DiplomaticFacilities,eBay,,dgm_fraud_keywords,184d668cc169bc82ac0c07180994bbe0,dgm_fraud_keywords__282539987a2276dd5259f8e745d668a1
@alibaba,Alibaba,188354,,resale_hashtags,IndustryTerm,Alibaba,,dgm_fraud_keywords,6810429c460a017db7f9cf50be3d9734,dgm_fraud_keywords__02c758bf69c8e228d37ca626297e21fd
@ebaycanada,eBay Canada,188354,,resale_hashtags,LegislativeCommittee,eBay Canada,,dgm_fraud_keywords,6a7faa2bb49473ac71917d61d54c6d35,dgm_fraud_keywords__be4d6286acbf0eea607306fbb6c05f3c
@gumtree,Gumtree,188354,,resale_hashtags,Diplomat,Gumtree,,dgm_fraud_keywords,76cc1c405027cda944a9afc0772dee96,dgm_fraud_keywords__09b861f120bd8c656a98351eadce2eff
@gumtreeau,Gumtree Australia,188354,,resale_hashtags,Legislator,Gumtree Australia,,dgm_fraud_keywords,47ae510d66d5978e96734c42c4746eb7,dgm_fraud_keywords__7c19450182d5bafaad99ac3f4737bf87
@grailed,Grailed,188354,,resale_hashtags,LegislativeCommittee,Grailed,,dgm_fraud_keywords,3258d59a8adfe28edf32442b71e37bb0,dgm_fraud_keywords__d13be33d77f98eb33e12040e75d3dfc2
@craigslist,Craigslist,188354,,resale_hashtags,Exec,Craigslist,,dgm_fraud_keywords,cd4eb2b803ee1cff62c13effbe5dfe74,dgm_fraud_keywords__6da9802d9c407641e29b3d2f93e189b9
@ebaydealscanada,eBay Deals Canada,188354,,resale_hashtags,IndustryTerm,eBay Deals Canada,,dgm_fraud_keywords,fc1399e7b663fddf49bbe49e3367ef76,dgm_fraud_keywords__7affeb1cfbf7366b8130f718fb3b77a6
@ebayau,eBay Australia,188354,,resale_hashtags,Person,eBay Australia,,dgm_fraud_keywords,3ce77591e45a72659d982f082f641993,dgm_fraud_keywords__049dbac0aaf58f3b9e1b225bb42785c9
@hypebeast,Hypebeast,188354,,resale_hashtags,LegislativeCommittee,Hypebeast,,dgm_fraud_keywords,34607427fd2a69efc309809ed10a8205,dgm_fraud_keywords__9dbe951c5854af04713b9c234a57f8b9
@geeboads,Geebo,188354,,resale_hashtags,Legislator,Geebo,,dgm_fraud_keywords,592efb15d09c83fe006750516760c3cc,dgm_fraud_keywords__d200f4c577e2149e6e30e7d6a93a42e8
@mercari_app,Mercari,188354,,resale_hashtags,Keyphrase,Mercari,,dgm_fraud_keywords,e84a13cd67573238f8a1f9a8faa325c8,dgm_fraud_keywords__e98634f5cef8c0e013dcbc1d351ecc61
@wallapop,Wallapop,188354,,resale_hashtags,DiplomaticFacilities,Wallapop,,dgm_fraud_keywords,f4f7c5258827a5a3e71c2005535fe4ab,dgm_fraud_keywords__0ecdcd01a5a6081d3c8e18a1ea975560
@adevinta,Adevinta,188354,,resale_hashtags,Person,Adevinta,,dgm_fraud_keywords,27bc6e29efff0e270851973439fd688b,dgm_fraud_keywords__529ffdeddf448e16ad364d2f6347f053
@ebayde,eBay Deutschland,188354,,resale_hashtags,ForeignMinistry,eBay Deutschland,,dgm_fraud_keywords,6b9cc6af65420535384ae6725d28fb45,dgm_fraud_keywords__5443eb29ea6fc34f1975f37bd40d5691
@ebay_fr,eBay France,188354,,resale_hashtags,Consulates,eBay France,,dgm_fraud_keywords,95b32a0421436b230d54db56959564ff,dgm_fraud_keywords__f8ff1f07f18bb90290249057fb5480d9
@askebay,Ask eBay,188354,,resale_mentions,Consulates,Ask eBay,,dgm_fraud_keywords,d788cf271c73f651e90496c54ba6c674,dgm_fraud_keywords__c42d13e0884ef9327c937ecf9dc6b6ea
@ebay_uk,eBay UK,188354,,resale_mentions,ForeignMinistry,eBay UK,,dgm_fraud_keywords,cd478544ad9856b132c6d6ea36eb1fad,dgm_fraud_keywords__5399923e3cf7d8fb64df18c3049c1938
@amazonuk,Amazon UK,188354,,resale_mentions,Diplomat,Amazon UK,,dgm_fraud_keywords,e181b47ff92a10ea8600050c08ba4a61,dgm_fraud_keywords__d75ded6bbc07c33d01e50ca2e55ac06c
@ebaynewsroom,eBay,188354,,resale_mentions,Diplomat,eBay,,dgm_fraud_keywords,73413f6f0f01c6b00812a4336044ee59,dgm_fraud_keywords__282539987a2276dd5259f8e745d668a1
@offerup,Offer Up,188354,,resale_mentions,Organization,Offer Up,,dgm_fraud_keywords,5d3897dc9ffb68409e7556e6ce98a249,dgm_fraud_keywords__6c05838565e8322d5952563d6e14ce7c
@offerupsupport,Offer Up,188354,,resale_mentions,AAEntity,Offer Up,,dgm_fraud_keywords,5a1716fce0969813b4f27b0e8a14e605,dgm_fraud_keywords__6c05838565e8322d5952563d6e14ce7c
@poshmarkapp,PoshMark,188354,,resale_mentions,DiplomaticFacilities,PoshMark,,dgm_fraud_keywords,61884bb5cd22ed4d7c92d1da909427bf,dgm_fraud_keywords__cf89d2e8dfc5d3d911b87f2197db3116
@swappa,Swappa,188354,,resale_mentions,Pipeline,Swappa,,dgm_fraud_keywords,61ef0dc92c48a49a00638f5082dd49b3,dgm_fraud_keywords__7729ad51539a31ef05a780cc5f20b915
@locanto,Locanto,188354,,resale_mentions,Consulates,Locanto,,dgm_fraud_keywords,51d009227d56385d9acd3071e7bd0ead,dgm_fraud_keywords__9c01ad438cdf0f5fe76026306499e0e5
@trovit,Trovit,188354,,resale_mentions,space,Trovit,,dgm_fraud_keywords,fae09433072066d8d3a352a32de22bee,dgm_fraud_keywords__053cb415e0fbe5bb05fa26de3caeab7e
@click_in,Click In,188354,,resale_mentions,space,Click In,,dgm_fraud_keywords,68237d64a3a8572948efe4e707e5cbc5,dgm_fraud_keywords__0c7d7cd1dc906de650b15d8f45c60d61
@quikr,Quikr,188354,,resale_mentions,Exec,Quikr,,dgm_fraud_keywords,fdf8cb6636f16e2d7a07ce66155c394e,dgm_fraud_keywords__248bbb5da2ddff64a54068c09bdfd5c0
@olx_india,OLX India,188354,,resale_mentions,Exec,OLX India,,dgm_fraud_keywords,e5707fcdb22593c1a1eccbaad4f0a2a5,dgm_fraud_keywords__3f556cecb63a94685dd7c21641047ba3
@olx_za,OLX South Africa,188354,,resale_mentions,FTO,OLX South Africa,,dgm_fraud_keywords,22db2fac9021e8e63bf25c14bfbe0a11,dgm_fraud_keywords__ee1db596f82c9a7805beb93241f7364e
@kijiji,Kijiji,188354,,resale_mentions,Legislator,Kijiji,,dgm_fraud_keywords,1e1b5155224db4253e420c4363b1cd3e,dgm_fraud_keywords__ce192a0634c46429ef505434f318aeae
@preloved,Preloved,188354,,resale_mentions,News,Preloved,,dgm_fraud_keywords,a4c336f1d027198c6382944230066ef1,dgm_fraud_keywords__bb8d056350d7c852dcc3a21d0a4b62af
@avforums,Avforums,188354,,resale_mentions,Diplomat,Avforums,,dgm_fraud_keywords,0f31966c460a843aeeee44bfd4d13238,dgm_fraud_keywords__7dc810eb21c179f2d51675dcaefc00b9
fraud,fraud,188354;188110,,fraud_generic,Refinery,fraud,,dgm_fraud_keywords,5e7d47d292abf06b30c8a2db3a5eb734,dgm_fraud_keywords__4f2b2ec0df16270a80017dda345f8570
fraudulent,fraud,188354;188110,,fraud_generic,DiplomaticFacilities,fraud,,dgm_fraud_keywords,588ddb1ed05df8fa930c1f6dc7a2ec7e,dgm_fraud_keywords__4f2b2ec0df16270a80017dda345f8570
#fraud,fraud,188354;188110,,fraud_generic,Consulates,fraud,,dgm_fraud_keywords,bff89b27e216840616aad242df49fa08,dgm_fraud_keywords__4f2b2ec0df16270a80017dda345f8570
scam,scam,188354;188110,,fraud_generic,Keyphrase,scam,,dgm_fraud_keywords,c2f75ef73ef91458333dcc07c15c9165,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
scammer,scam,188354;188110,,fraud_generic,DiplomaticFacilities,scam,,dgm_fraud_keywords,34d60636c4188ecb869cb271bee18d13,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
scamming,scam,188354;188110,,fraud_generic,Legislator,scam,,dgm_fraud_keywords,6d797a4c4ad2963072fa2f42a886b3ab,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
scammed,scam,188354;188110,,fraud_generic,Exec,scam,,dgm_fraud_keywords,ca67988f1377d814024f6ba714d36ed3,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
"scams,",scam,188354;188110,,fraud_generic,AAEntity,scam,,dgm_fraud_keywords,dc3051766826922037dc8e1480bbaf8b,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
#scam,scam,188354;188110,,fraud_generic,Consulates,scam,,dgm_fraud_keywords,e4a772e11e069ca221d9b3cd5fce932b,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
#scams,scam,188354;188110,,fraud_generic,space,scam,,dgm_fraud_keywords,6b69d2849f27865425bcfc5a378fb186,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
scams,scam,188354;188110,,fraud_generic,Diplomat,scam,,dgm_fraud_keywords,dc3749ceed026161e7a319abdec06821,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
fraudalert,fraud,188354;188110,,fraud_generic,Pipeline,fraud,,dgm_fraud_keywords,d776081b97038d1df00100f4b35a79c4,dgm_fraud_keywords__4f2b2ec0df16270a80017dda345f8570
#fraudalert,fraud,188354;188110,,fraud_generic,Diplomat,fraud,,dgm_fraud_keywords,6e0047139aef66968ebc4d6ba39d39e4,dgm_fraud_keywords__4f2b2ec0df16270a80017dda345f8570
#scammer,scam,188354;188110,,fraud_generic,space,scam,,dgm_fraud_keywords,07090c8556270750a1cc09708169075d,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
#scamcoin,scam,188354;188110,,fraud_generic,DiplomaticFacilities,scam,,dgm_fraud_keywords,e6c29d354b4f62f1d85ef3de46025b78,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
#scamalert,scam,188354;188110,,fraud_generic,LegislativeCommittee,scam,,dgm_fraud_keywords,6734f702717d054e0394406b5879df33,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
scamalert,scam,188354;188110,,fraud_generic,News,scam,,dgm_fraud_keywords,e241d5891af2bd0488fd7abbc18ea40a,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
scamm,scam,188354;188110,,fraud_generic,News,scam,,dgm_fraud_keywords,e41e481c0d894ff32abe9de1bc1260ec,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
fraud text,fraud,188354;188110,,fraud_generic,ForeignMinister,fraud,,dgm_fraud_keywords,dd14eff427c344c05cb4342c880cf6fc,dgm_fraud_keywords__4f2b2ec0df16270a80017dda345f8570
scam text,scam,188354;188110,,fraud_generic,Person,scam,,dgm_fraud_keywords,90732fcbf581fc216e5282f11e3eec8a,dgm_fraud_keywords__674a298f5659de080bb22ea002de4fbf
anti-money laundering,AML,188354;188110,,aml,LegislativeCommittee,AML,,dgm_fraud_keywords,87a73c464072edb2539513e0db66f18c,dgm_fraud_keywords__c043056a0a32cb5e104aeb2cf4ff7ba8
aml,AML,188354;188110,,aml,Exec,AML,,dgm_fraud_keywords,43477ee89afaedeaecf1fd5e496b5614,dgm_fraud_keywords__c043056a0a32cb5e104aeb2cf4ff7ba8
anti-tax evasion,AML,188354;188110,,aml,FTO,AML,,dgm_fraud_keywords,14ffde8d4b0255340bb701267d5e0b87,dgm_fraud_keywords__c043056a0a32cb5e104aeb2cf4ff7ba8
anti-corruption,AML,188354;188110,,aml,Refinery,AML,,dgm_fraud_keywords,ab0f9198f6b6c9cc6cf9d025d4ab00a1,dgm_fraud_keywords__c043056a0a32cb5e104aeb2cf4ff7ba8
anti money laundering,AML,188354;188110,,aml,Exec,AML,,dgm_fraud_keywords,15dbd49709e63e0a85d1dba4c3aa55e4,dgm_fraud_keywords__c043056a0a32cb5e104aeb2cf4ff7ba8
