keyword,caption_name,topic_id,type,groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
mount tom price mine,Mount Tom Price iron ore mine,188471,iron ore mines,,IronOreMines,Mount Tom Price iron ore mine,,dgm_mining_mentionee,03f3f478a156a6875e2e22d5ab5b89d0,dgm_mining_mentionee__03f3f478a156a6875e2e22d5ab5b89d0
mount whaleback mine,Mount Whaleback iron ore mine,188471,iron ore mines,,IronOreMines,Mount Whaleback iron ore mine,,dgm_mining_mentionee,bef6ec189e2637d3973507f9978fd3f5,dgm_mining_mentionee__bef6ec189e2637d3973507f9978fd3f5
nammuldi mine,Nammuldi iron ore mine,188471,iron ore mines,,IronOreMines,Nammuldi iron ore mine,,dgm_mining_mentionee,a622915f9df9017b5350f2bf2b0bd07a,dgm_mining_mentionee__a622915f9df9017b5350f2bf2b0bd07a
paraburdoo mine,Paraburdoo iron ore mine,188471,iron ore mines,,IronOreMines,Paraburdoo iron ore mine,,dgm_mining_mentionee,e7641f2706c4d5cbc623c8e0add6b169,dgm_mining_mentionee__e7641f2706c4d5cbc623c8e0add6b169
pardoo mine,Pardoo iron ore mine,188471,iron ore mines,,IronOreMines,Pardoo iron ore mine,,dgm_mining_mentionee,7dcc05c9e76d34b3cc4c0c1033a1871c,dgm_mining_mentionee__7dcc05c9e76d34b3cc4c0c1033a1871c
roy hill mine,Roy Hill iron ore mine,188471,iron ore mines,,IronOreMines,Roy Hill iron ore mine,,dgm_mining_mentionee,b48c20c40615fe214956d4a3ea44caba,dgm_mining_mentionee__b48c20c40615fe214956d4a3ea44caba
solomon mine,Solomon iron ore mine,188471,iron ore mines,,IronOreMines,Solomon iron ore mine,,dgm_mining_mentionee,af231cbeeb964fb9241238955c945bb8,dgm_mining_mentionee__af231cbeeb964fb9241238955c945bb8
south flank mine,South Flank iron ore mine,188471,iron ore mines,,IronOreMines,South Flank iron ore mine,,dgm_mining_mentionee,93c4f9d3e710df4839f0ae2a65c02aa7,dgm_mining_mentionee__93c4f9d3e710df4839f0ae2a65c02aa7
west angelas mine,West Angelas iron ore mine,188471,iron ore mines,,IronOreMines,West Angelas iron ore mine,,dgm_mining_mentionee,7803e8561aeacbc32810cffc26558235,dgm_mining_mentionee__7803e8561aeacbc32810cffc26558235
wodgina mine,Wodgina iron ore mine,188471,iron ore mines,,IronOreMines,Wodgina iron ore mine,,dgm_mining_mentionee,9383d2de8337b26c807d0e789e7f4187,dgm_mining_mentionee__9383d2de8337b26c807d0e789e7f4187
yandicoogina mine,Yandicoogina iron ore mine,188471,iron ore mines,,IronOreMines,Yandicoogina iron ore mine,,dgm_mining_mentionee,e5848fb843b89d5d90b8215100cdd39f,dgm_mining_mentionee__e5848fb843b89d5d90b8215100cdd39f
yandi mine,Yandi iron ore mine,188471,iron ore mines,,IronOreMines,Yandi iron ore mine,,dgm_mining_mentionee,feb227e80b3fed9f1d355b7f502dcb13,dgm_mining_mentionee__feb227e80b3fed9f1d355b7f502dcb13
goldsworthy mine,Goldsworthy iron ore mine,188471,iron ore mines,,IronOreMines,Goldsworthy iron ore mine,,dgm_mining_mentionee,3bd8e2929988c4ecbb61db1ec17b175b,dgm_mining_mentionee__3bd8e2929988c4ecbb61db1ec17b175b
karara mine,Karara iron ore mine,188471,iron ore mines,,IronOreMines,Karara iron ore mine,,dgm_mining_mentionee,90a200e1943391c364971962093cb34e,dgm_mining_mentionee__90a200e1943391c364971962093cb34e
koolan island mine,Koolan Island iron ore mine,188471,iron ore mines,,IronOreMines,Koolan Island iron ore mine,,dgm_mining_mentionee,53d6e3e4460ff48e8f81402b31338a6e,dgm_mining_mentionee__53d6e3e4460ff48e8f81402b31338a6e
koolan island mine,Koolan Island iron ore mine,188471,iron ore mines,,IronOreMines,Koolan Island iron ore mine,,dgm_mining_mentionee,53d6e3e4460ff48e8f81402b31338a6e,dgm_mining_mentionee__53d6e3e4460ff48e8f81402b31338a6e
cairn hill mine,Cairn Hill iron ore mine,188471,iron ore mines,,IronOreMines,Cairn Hill iron ore mine,,dgm_mining_mentionee,94856c395b2e8fb563f18438aa073866,dgm_mining_mentionee__94856c395b2e8fb563f18438aa073866
peculiar knob mine,Peculiar Knob iron ore mine,188471,iron ore mines,,IronOreMines,Peculiar Knob iron ore mine,,dgm_mining_mentionee,5b004ecec449800a662adecb934f707b,dgm_mining_mentionee__5b004ecec449800a662adecb934f707b
arrium mine,Arrium iron ore mine,188471,iron ore mines,,IronOreMines,Arrium iron ore mine,,dgm_mining_mentionee,aa169b3ecb6c14d7ab5c639c4f1e3173,dgm_mining_mentionee__aa169b3ecb6c14d7ab5c639c4f1e3173
whyalla mine,Whyalla iron ore mine,188471,iron ore mines,,IronOreMines,Whyalla iron ore mine,,dgm_mining_mentionee,b5c2bdb1d60e33e4d87525e102a2c8d4,dgm_mining_mentionee__b5c2bdb1d60e33e4d87525e102a2c8d4
frances creek mine,Frances Creek iron ore mine,188471,iron ore mines,,IronOreMines,Frances Creek iron ore mine,,dgm_mining_mentionee,e406f2805a1721b64b08fa1b0a1addf5,dgm_mining_mentionee__e406f2805a1721b64b08fa1b0a1addf5
union reef mine,Union Reef iron ore mine,188471,iron ore mines,,IronOreMines,Union Reef iron ore mine,,dgm_mining_mentionee,835474ec56da652669c6fe2c2a74ad5e,dgm_mining_mentionee__835474ec56da652669c6fe2c2a74ad5e
brockman 4 mine,Brockman 4 iron ore mine,188471,iron ore mines,,IronOreMines,Brockman 4 iron ore mine,,dgm_mining_mentionee,3cd7bab19e4ab2a5a33ebb3cffa74934,dgm_mining_mentionee__3cd7bab19e4ab2a5a33ebb3cffa74934
atlas iron mine,Atlas iron ore mine,188471,iron ore mines,,IronOreMines,Atlas iron ore mine,,dgm_mining_mentionee,2776ec07531defec2e150736bba865ab,dgm_mining_mentionee__2776ec07531defec2e150736bba865ab
compagnie des bauxites de guinea,Guinean mining company Compagnie des Bauxites de Guinea,188471,mining company,,MiningCompany,Guinean mining company Compagnie des Bauxites de Guinea,,dgm_mining_mentionee,5cb79cae4b828d2c9cecbbe4098deb4f,dgm_mining_mentionee__5cb79cae4b828d2c9cecbbe4098deb4f
sual group,Russian mining company SUAL Group,188471,mining company,,MiningCompany,Russian mining company SUAL Group,,dgm_mining_mentionee,33586dbd8e656e2cd4b50aff7d9eac1a,dgm_mining_mentionee__33586dbd8e656e2cd4b50aff7d9eac1a
siberian-urals aluminium,Russian mining company Siberian-Urals Aluminium,188471,mining company,,MiningCompany,Russian mining company Siberian-Urals Aluminium,,dgm_mining_mentionee,bf89690ad26de14420273dfb8ce2cb99,dgm_mining_mentionee__bf89690ad26de14420273dfb8ce2cb99
calibre mining,Canadian mining company Calibre Mining,188471,mining company,,MiningCompany,Canadian mining company Calibre Mining,,dgm_mining_mentionee,09140dd310508164b3f53332061045ad,dgm_mining_mentionee__09140dd310508164b3f53332061045ad
cleveland-cliffs,US mining company Cleveland-Cliffs,188471,mining company,,MiningCompany,US mining company Cleveland-Cliffs,,dgm_mining_mentionee,0b472f7fec7fc7bf320399942ce277c2,dgm_mining_mentionee__0b472f7fec7fc7bf320399942ce277c2
glencore,Swiss mining company Glencore,188471,mining company,,MiningCompany,Swiss mining company Glencore,,dgm_mining_mentionee,e992f565da46242d40138e5c3d75c6f7,dgm_mining_mentionee__e992f565da46242d40138e5c3d75c6f7
k92 mining,Canadian mining company K92 Mining,188471,mining company,,MiningCompany,Canadian mining company K92 Mining,,dgm_mining_mentionee,2d4240388828fa2fa054875eacf034f7,dgm_mining_mentionee__2d4240388828fa2fa054875eacf034f7
teck resources,Canadian mining company Teck Resources,188471,mining company,,MiningCompany,Canadian mining company Teck Resources,,dgm_mining_mentionee,1e254966292b176855aec93c3b01f91d,dgm_mining_mentionee__1e254966292b176855aec93c3b01f91d
om holdings,Singaporean mining company OM Holdings,188471,mining company,,MiningCompany,Singaporean mining company OM Holdings,,dgm_mining_mentionee,0b28eed60da72d55d2aaed43efdc62dc,dgm_mining_mentionee__0b28eed60da72d55d2aaed43efdc62dc
china metal resources utilization,Chinese mining company China Metal Resources Utilization,188471,mining company,,MiningCompany,Chinese mining company China Metal Resources Utilization,,dgm_mining_mentionee,a512a38a6cf6814806c9d9b444d63cc2,dgm_mining_mentionee__a512a38a6cf6814806c9d9b444d63cc2
macmahon,Australian mining company Macmahon,188471,mining company,,MiningCompany,Australian mining company Macmahon,,dgm_mining_mentionee,14df2c77d1ec76239a63d2427be1220f,dgm_mining_mentionee__14df2c77d1ec76239a63d2427be1220f
mmg,Australian mining company MMG,188471,mining company,,MiningCompany,Australian mining company MMG,,dgm_mining_mentionee,426986b2ff3e442c5cb7662f967f94f3,dgm_mining_mentionee__426986b2ff3e442c5cb7662f967f94f3
evraz,UK mining company EVRAZ,188471,mining company,,MiningCompany,UK mining company EVRAZ,,dgm_mining_mentionee,4a9146ff0e61d52ea7a42190502d6e9c,dgm_mining_mentionee__4a9146ff0e61d52ea7a42190502d6e9c
hindustan copper,Indian mining company Hindustan Copper,188471,mining company,,MiningCompany,Indian mining company Hindustan Copper,,dgm_mining_mentionee,a86b47d69c19db36e02b711fded41657,dgm_mining_mentionee__a86b47d69c19db36e02b711fded41657
jindal saw,Indian mining company Jindal Saw,188471,mining company,,MiningCompany,Indian mining company Jindal Saw,,dgm_mining_mentionee,bc79787611eaf6d7f2ae0310b98af191,dgm_mining_mentionee__bc79787611eaf6d7f2ae0310b98af191
yieh phui enterprise,Taiwanese mining company Yieh Phui Enterprise,188471,mining company,,MiningCompany,Taiwanese mining company Yieh Phui Enterprise,,dgm_mining_mentionee,e00b8b0aed2661d427d4c95a892c9635,dgm_mining_mentionee__e00b8b0aed2661d427d4c95a892c9635
taseko mines,Canadian mining company Taseko Mines,188471,mining company,,MiningCompany,Canadian mining company Taseko Mines,,dgm_mining_mentionee,9639712cfe8ab34bc39dbf360a1479b2,dgm_mining_mentionee__9639712cfe8ab34bc39dbf360a1479b2
nippon light metal holdings company,Japanese mining company Nippon Light Metal Holdings Company,188471,mining company,,MiningCompany,Japanese mining company Nippon Light Metal Holdings Company,,dgm_mining_mentionee,34629760e4e554713cf00f9421881b54,dgm_mining_mentionee__34629760e4e554713cf00f9421881b54
lundin mining,Canadian mining company Lundin Mining,188471,mining company,,MiningCompany,Canadian mining company Lundin Mining,,dgm_mining_mentionee,b163e06a744b99b1d642f0b3a3e50a23,dgm_mining_mentionee__b163e06a744b99b1d642f0b3a3e50a23
irc,Hong Kong mining company IRC,188471,mining company,,MiningCompany,Hong Kong mining company IRC,,dgm_mining_mentionee,76a2796865aca01bb6f34c060f4e2056,dgm_mining_mentionee__76a2796865aca01bb6f34c060f4e2056
materion,US mining company Materion Corporation,188471,mining company,,MiningCompany,US mining company Materion Corporation,,dgm_mining_mentionee,3062545a798982cb27f8d28794919742,dgm_mining_mentionee__3062545a798982cb27f8d28794919742
poongsan holdings,South Korean mining company Poongsan Holdings Corporation,188471,mining company,,MiningCompany,South Korean mining company Poongsan Holdings Corporation,,dgm_mining_mentionee,f8372689e44213b48ef8ce1f10336c4d,dgm_mining_mentionee__f8372689e44213b48ef8ce1f10336c4d
base resources,Australian mining company Base Resources,188471,mining company,,MiningCompany,Australian mining company Base Resources,,dgm_mining_mentionee,a17d133b761d9395ee8211585e3810be,dgm_mining_mentionee__a17d133b761d9395ee8211585e3810be
mount gibson iron,Australian mining company Mount Gibson Iron,188471,mining company,,MiningCompany,Australian mining company Mount Gibson Iron,,dgm_mining_mentionee,ad4a8ab2156cec143229839b197581f0,dgm_mining_mentionee__ad4a8ab2156cec143229839b197581f0
nickel asia,Philippine mining company Nickel Asia Corporation,188471,mining company,,MiningCompany,Philippine mining company Nickel Asia Corporation,,dgm_mining_mentionee,d9221a5642dd1471f076add18829833f,dgm_mining_mentionee__d9221a5642dd1471f076add18829833f
paranapanema,Brazilian mining company Paranapanema,188471,mining company,,MiningCompany,Brazilian mining company Paranapanema,,dgm_mining_mentionee,608c270061526e409bec433f372cc1d2,dgm_mining_mentionee__608c270061526e409bec433f372cc1d2
equinox gold,Canadian mining company Equinox Gold,188471,mining company,,MiningCompany,Canadian mining company Equinox Gold,,dgm_mining_mentionee,2691694dbdbf0e0859105eb2db8a3de8,dgm_mining_mentionee__2691694dbdbf0e0859105eb2db8a3de8
freeport-mcmoran,US mining company Freeport-McMoRan,188471,mining company,,MiningCompany,US mining company Freeport-McMoRan,,dgm_mining_mentionee,3144ac382a0ba7f6d19babfe7ea66c5b,dgm_mining_mentionee__3144ac382a0ba7f6d19babfe7ea66c5b
western areas,Australian mining company Western Areas,188471,mining company,,MiningCompany,Australian mining company Western Areas,,dgm_mining_mentionee,23ae6668c4248a3adc129aa3d32a00af,dgm_mining_mentionee__23ae6668c4248a3adc129aa3d32a00af
ci resources,Australian mining company CI Resources,188471,mining company,,MiningCompany,Australian mining company CI Resources,,dgm_mining_mentionee,5feb6665416b7d657f801089c9140f59,dgm_mining_mentionee__5feb6665416b7d657f801089c9140f59
stalprodukt,Polish mining company Stalprodukt,188471,mining company,,MiningCompany,Polish mining company Stalprodukt,,dgm_mining_mentionee,d9a357ac9fed6b3c898710af4d51e2a3,dgm_mining_mentionee__d9a357ac9fed6b3c898710af4d51e2a3
corsa coal,US mining company Corsa Coal,188471,mining company,,MiningCompany,US mining company Corsa Coal,,dgm_mining_mentionee,1eedadce9693328db40cc4ea74bc2a3c,dgm_mining_mentionee__1eedadce9693328db40cc4ea74bc2a3c
viohalco,Belgian mining company Viohalco,188471,mining company,,MiningCompany,Belgian mining company Viohalco,,dgm_mining_mentionee,c0210c16a000f196e5b64c99b0520567,dgm_mining_mentionee__c0210c16a000f196e5b64c99b0520567
uacj,Japanese mining company UACJ Corporation,188471,mining company,,MiningCompany,Japanese mining company UACJ Corporation,,dgm_mining_mentionee,b964f28f6f82129dc4cca64721efb9a4,dgm_mining_mentionee__b964f28f6f82129dc4cca64721efb9a4
central asia metals,UK mining company Central Asia Metals,188471,mining company,,MiningCompany,UK mining company Central Asia Metals,,dgm_mining_mentionee,bcb83a28833ade70e516525d128bdc2e,dgm_mining_mentionee__bcb83a28833ade70e516525d128bdc2e
south32,Australian mining company South32,188471,mining company,,MiningCompany,Australian mining company South32,,dgm_mining_mentionee,10209917b730ccf23d1534c1a736c4f1,dgm_mining_mentionee__10209917b730ccf23d1534c1a736c4f1
oz minerals,Australian mining company OZ Minerals,188471,mining company,,MiningCompany,Australian mining company OZ Minerals,,dgm_mining_mentionee,dc48b979b2af29049f3f3c53a681fb5c,dgm_mining_mentionee__dc48b979b2af29049f3f3c53a681fb5c
usinas siderúrgicas de minas gerais,Brazilian mining company Usinas Siderúrgicas de Minas Gerais,188471,mining company,,MiningCompany,Brazilian mining company Usinas Siderúrgicas de Minas Gerais,,dgm_mining_mentionee,fe338c64303fd09502b11353e0dd8937,dgm_mining_mentionee__fe338c64303fd09502b11353e0dd8937
nv bekaert,Belgian mining company NV Bekaert,188471,mining company,,MiningCompany,Belgian mining company NV Bekaert,,dgm_mining_mentionee,c2071237ee557ffb34ac8ce5eb30e1c2,dgm_mining_mentionee__c2071237ee557ffb34ac8ce5eb30e1c2
nornickel,Russian mining company Norilsk Nickel,188471,mining company,,MiningCompany,Russian mining company Norilsk Nickel,,dgm_mining_mentionee,1104da5c9d2d46124812388d5478a9e1,dgm_mining_mentionee__1104da5c9d2d46124812388d5478a9e1
norilsk nickel,Russian mining company Norilsk Nickel,188471,mining company,,MiningCompany,Russian mining company Norilsk Nickel,,dgm_mining_mentionee,1104da5c9d2d46124812388d5478a9e1,dgm_mining_mentionee__1104da5c9d2d46124812388d5478a9e1
anglogold ashanti,South African mining company AngloGold Ashanti,188471,mining company,,MiningCompany,South African mining company AngloGold Ashanti,,dgm_mining_mentionee,554665b8d8799f1624295828d4efba02,dgm_mining_mentionee__554665b8d8799f1624295828d4efba02
largo resources,Canadian mining company Largo Resources,188471,mining company,,MiningCompany,Canadian mining company Largo Resources,,dgm_mining_mentionee,7855660fa836a90202c0870c0a76f2d0,dgm_mining_mentionee__7855660fa836a90202c0870c0a76f2d0
kenmare resources,Irish mining company Kenmare Resources,188471,mining company,,MiningCompany,Irish mining company Kenmare Resources,,dgm_mining_mentionee,5660cc1c61a0163d8e1dc326085c5172,dgm_mining_mentionee__5660cc1c61a0163d8e1dc326085c5172
"suncoke energy,","US mining company SunCoke Energy,",188471,mining company,,MiningCompany,"US mining company SunCoke Energy,",,dgm_mining_mentionee,1c437e2020c01017b5f078879bcb6e48,dgm_mining_mentionee__1c437e2020c01017b5f078879bcb6e48
national aluminium,Indian mining company National Aluminium,188471,mining company,,MiningCompany,Indian mining company National Aluminium,,dgm_mining_mentionee,477122534a1c364cc334d12b2bcb1bfb,dgm_mining_mentionee__477122534a1c364cc334d12b2bcb1bfb
moil,Indian mining company MOIL,188471,mining company,,MiningCompany,Indian mining company MOIL,,dgm_mining_mentionee,f166660fa568e3acb08ec69f686c42bc,dgm_mining_mentionee__f166660fa568e3acb08ec69f686c42bc
gr engineering services,Australian mining company GR Engineering Services,188471,mining company,,MiningCompany,Australian mining company GR Engineering Services,,dgm_mining_mentionee,83c9bba370b9ae2c7aaf23cbe02f9ba5,dgm_mining_mentionee__83c9bba370b9ae2c7aaf23cbe02f9ba5
toho zinc,Japanese mining company Toho Zinc,188471,mining company,,MiningCompany,Japanese mining company Toho Zinc,,dgm_mining_mentionee,05e56eb79a6dd345cbae96f506c82f23,dgm_mining_mentionee__05e56eb79a6dd345cbae96f506c82f23
nmdc,Indian mining company NMDC,188471,mining company,,MiningCompany,Indian mining company NMDC,,dgm_mining_mentionee,1f26b6fc7b6732f464d2bc73eeca98f6,dgm_mining_mentionee__1f26b6fc7b6732f464d2bc73eeca98f6
boryszew,Polish mining company Boryszew,188471,mining company,,MiningCompany,Polish mining company Boryszew,,dgm_mining_mentionee,e564757d5eb7f49108ef70b8e8dc7581,dgm_mining_mentionee__e564757d5eb7f49108ef70b8e8dc7581
kardemir karabük demir çelik sanayi ve ticaret a.s.,Turkish mining company Kardemir Karabük Demir Çelik Sanayi Ve Ticaret A.S.,188471,mining company,,MiningCompany,Turkish mining company Kardemir Karabük Demir Çelik Sanayi Ve Ticaret A.S.,,dgm_mining_mentionee,32575b390c3851adfb01a98a2ba2efb6,dgm_mining_mentionee__32575b390c3851adfb01a98a2ba2efb6
young poong,South Korean mining company Young Poong Corporation,188471,mining company,,MiningCompany,South Korean mining company Young Poong Corporation,,dgm_mining_mentionee,7d206a8a27a0d041da0c0c17e7b5065d,dgm_mining_mentionee__7d206a8a27a0d041da0c0c17e7b5065d
aurelia metals,Australian mining company Aurelia Metals,188471,mining company,,MiningCompany,Australian mining company Aurelia Metals,,dgm_mining_mentionee,ea421a54b523aac46aa051af382a4237,dgm_mining_mentionee__ea421a54b523aac46aa051af382a4237
china rare earth,Chinese mining company China Rare Earth,188471,mining company,,MiningCompany,Chinese mining company China Rare Earth,,dgm_mining_mentionee,f1fae43e629d61f1430fd98964d66cdf,dgm_mining_mentionee__f1fae43e629d61f1430fd98964d66cdf
maca,Australian mining company MACA,188471,mining company,,MiningCompany,Australian mining company MACA,,dgm_mining_mentionee,11fcccfeb24b0987844527dfa5ae6689,dgm_mining_mentionee__11fcccfeb24b0987844527dfa5ae6689
sumitomo metal mining,Japanese mining company Sumitomo Metal Mining,188471,mining company,,MiningCompany,Japanese mining company Sumitomo Metal Mining,,dgm_mining_mentionee,c5e43dd70a238e62c6deb22237d94bae,dgm_mining_mentionee__c5e43dd70a238e62c6deb22237d94bae
amg advanced metallurgical group,Dutch mining company AMG Advanced Metallurgical Group,188471,mining company,,MiningCompany,Dutch mining company AMG Advanced Metallurgical Group,,dgm_mining_mentionee,c4940780e5c45ac90d413589bc6b16f0,dgm_mining_mentionee__c4940780e5c45ac90d413589bc6b16f0
dowa holdings,Japanese mining company Dowa Holdings,188471,mining company,,MiningCompany,Japanese mining company Dowa Holdings,,dgm_mining_mentionee,5a363e661fbff58199b6a2f042fe7748,dgm_mining_mentionee__5a363e661fbff58199b6a2f042fe7748
iluka resources,Australian mining company Iluka Resources,188471,mining company,,MiningCompany,Australian mining company Iluka Resources,,dgm_mining_mentionee,62865e81fc8ddbd7b87fd95b6b61669d,dgm_mining_mentionee__62865e81fc8ddbd7b87fd95b6b61669d
nippon denko,Japanese mining company Nippon Denko,188471,mining company,,MiningCompany,Japanese mining company Nippon Denko,,dgm_mining_mentionee,e65bde38a6e2c0151c20637911cabcad,dgm_mining_mentionee__e65bde38a6e2c0151c20637911cabcad
grupa kety,Polish mining company Grupa Kety,188471,mining company,,MiningCompany,Polish mining company Grupa Kety,,dgm_mining_mentionee,d0170f7904af837e1eeb2779e54fbbd6,dgm_mining_mentionee__d0170f7904af837e1eeb2779e54fbbd6
jiangxi copper,Chinese mining company Jiangxi Copper,188471,mining company,,MiningCompany,Chinese mining company Jiangxi Copper,,dgm_mining_mentionee,6218bfa67085b335261bef3ce49d45af,dgm_mining_mentionee__6218bfa67085b335261bef3ce49d45af
chinalco,Chinese mining company Aluminum Corporation of China,188471,mining company,,MiningCompany,Chinese mining company Aluminum Corporation of China,,dgm_mining_mentionee,d78c491a04f361a133189c41907d814c,dgm_mining_mentionee__d78c491a04f361a133189c41907d814c
chalco,Chinese mining company Aluminum Corporation of China,188471,mining company,,MiningCompany,Chinese mining company Aluminum Corporation of China,,dgm_mining_mentionee,d78c491a04f361a133189c41907d814c,dgm_mining_mentionee__d78c491a04f361a133189c41907d814c
aluminum corporation of china,Chinese mining company Aluminum Corporation of China,188471,mining company,,MiningCompany,Chinese mining company Aluminum Corporation of China,,dgm_mining_mentionee,d78c491a04f361a133189c41907d814c,dgm_mining_mentionee__d78c491a04f361a133189c41907d814c
vedanta,Indian mining company Vedanta,188471,mining company,,MiningCompany,Indian mining company Vedanta,,dgm_mining_mentionee,9c7f4070d934e1dabc3cd0e099d9dfc4,dgm_mining_mentionee__9c7f4070d934e1dabc3cd0e099d9dfc4
kurimoto,Japanese mining company Kurimoto,188471,mining company,,MiningCompany,Japanese mining company Kurimoto,,dgm_mining_mentionee,c76e8d9a8f3846098f3facc9d4918169,dgm_mining_mentionee__c76e8d9a8f3846098f3facc9d4918169
nittetsu mining,Japanese mining company Nittetsu Mining,188471,mining company,,MiningCompany,Japanese mining company Nittetsu Mining,,dgm_mining_mentionee,e8a3ae27e997ac4fc17c206a0088a152,dgm_mining_mentionee__e8a3ae27e997ac4fc17c206a0088a152
champion iron,Australian mining company Champion Iron,188471,mining company,,MiningCompany,Australian mining company Champion Iron,,dgm_mining_mentionee,874f8dbdf633b8ecf9bb48bf96abbd28,dgm_mining_mentionee__874f8dbdf633b8ecf9bb48bf96abbd28
ramaco resources,US mining company Ramaco Resources,188471,mining company,,MiningCompany,US mining company Ramaco Resources,,dgm_mining_mentionee,63d6541514d5f51f73aa4b8e83b5391d,dgm_mining_mentionee__63d6541514d5f51f73aa4b8e83b5391d
warrior met coal,US mining company Warrior Met Coal,188471,mining company,,MiningCompany,US mining company Warrior Met Coal,,dgm_mining_mentionee,0d488b848cae83ad7d897f55eece4abb,dgm_mining_mentionee__0d488b848cae83ad7d897f55eece4abb
first quantum minerals,Canadian mining company First Quantum Minerals,188471,mining company,,MiningCompany,Canadian mining company First Quantum Minerals,,dgm_mining_mentionee,fa5a9dfc950c2563aa895a40cc42aef6,dgm_mining_mentionee__fa5a9dfc950c2563aa895a40cc42aef6
aurubis,German mining company Aurubis,188471,mining company,,MiningCompany,German mining company Aurubis,,dgm_mining_mentionee,36efb6e3251e198e4599e08238a6d6d5,dgm_mining_mentionee__36efb6e3251e198e4599e08238a6d6d5
poongsan,South Korean mining company Poongsan Corporation,188471,mining company,,MiningCompany,South Korean mining company Poongsan Corporation,,dgm_mining_mentionee,623563524c17583ef09af33444faf426,dgm_mining_mentionee__623563524c17583ef09af33444faf426
norsk hydro asa,Norwegian mining company Norsk Hydro ASA,188471,mining company,,MiningCompany,Norwegian mining company Norsk Hydro ASA,,dgm_mining_mentionee,42430ce307d0040893a8602c9a427ab3,dgm_mining_mentionee__42430ce307d0040893a8602c9a427ab3
capstone mining,Canadian mining company Capstone Mining,188471,mining company,,MiningCompany,Canadian mining company Capstone Mining,,dgm_mining_mentionee,d1ca8419c5a6d7ce98ef942f0978830c,dgm_mining_mentionee__d1ca8419c5a6d7ce98ef942f0978830c
noranda income fund,Canadian mining company Noranda Income Fund,188471,mining company,,MiningCompany,Canadian mining company Noranda Income Fund,,dgm_mining_mentionee,c0df5295efe26c2b20b03f20d19b362e,dgm_mining_mentionee__c0df5295efe26c2b20b03f20d19b362e
press metal aluminium holdings berhad,Malaysian mining company Press Metal Aluminium Holdings Berhad,188471,mining company,,MiningCompany,Malaysian mining company Press Metal Aluminium Holdings Berhad,,dgm_mining_mentionee,2886adc5c6f9e2e2dc9bdf48db31687b,dgm_mining_mentionee__2886adc5c6f9e2e2dc9bdf48db31687b
aluar aluminio argentino,Argentinian mining company Aluar Aluminio Argentino,188471,mining company,,MiningCompany,Argentinian mining company Aluar Aluminio Argentino,,dgm_mining_mentionee,c7ec62c29b74df8ca14a8e2531bbf0cc,dgm_mining_mentionee__c7ec62c29b74df8ca14a8e2531bbf0cc
trevali mining,Canadian mining company Trevali Mining Corporation,188471,mining company,,MiningCompany,Canadian mining company Trevali Mining Corporation,,dgm_mining_mentionee,9f6f503dbabb3516d6d7b5720cc5ead6,dgm_mining_mentionee__9f6f503dbabb3516d6d7b5720cc5ead6
vale,Brazilian mining company Vale,188471,mining company,,MiningCompany,Brazilian mining company Vale,,dgm_mining_mentionee,35481b1ffd88485d2a960bc6a1d85c9c,dgm_mining_mentionee__35481b1ffd88485d2a960bc6a1d85c9c
volcan companía minera,Peruvian mining company Volcan Companía Minera,188471,mining company,,MiningCompany,Peruvian mining company Volcan Companía Minera,,dgm_mining_mentionee,96d5f42826bc7aaef11087c2a9eb68a2,dgm_mining_mentionee__96d5f42826bc7aaef11087c2a9eb68a2
osaka titanium technologies,Japanese mining company OSAKA Titanium technologies,188471,mining company,,MiningCompany,Japanese mining company OSAKA Titanium technologies,,dgm_mining_mentionee,9b1a92a8001001386580694026104999,dgm_mining_mentionee__9b1a92a8001001386580694026104999
metals x,Australian mining company Metals X,188471,mining company,,MiningCompany,Australian mining company Metals X,,dgm_mining_mentionee,044881d692924980fadec7236db9cede,dgm_mining_mentionee__044881d692924980fadec7236db9cede
synalloy,US mining company Synalloy Corporation,188471,mining company,,MiningCompany,US mining company Synalloy Corporation,,dgm_mining_mentionee,3f51125939cd858c1a1929b37002f788,dgm_mining_mentionee__3f51125939cd858c1a1929b37002f788
gränges ab (publ),Swedish mining company Gränges AB (publ),188471,mining company,,MiningCompany,Swedish mining company Gränges AB (publ),,dgm_mining_mentionee,db2536345415a974cd19c587284b6f62,dgm_mining_mentionee__db2536345415a974cd19c587284b6f62
grange resources,Australian mining company Grange Resources,188471,mining company,,MiningCompany,Australian mining company Grange Resources,,dgm_mining_mentionee,5500d6e1dddf2f490961061650b5f1a6,dgm_mining_mentionee__5500d6e1dddf2f490961061650b5f1a6
mitsui mining & smelting,Japanese mining company Mitsui Mining & Smelting,188471,mining company,,MiningCompany,Japanese mining company Mitsui Mining & Smelting,,dgm_mining_mentionee,bcd9ab373bf87fd9e4f48ac279ecbe75,dgm_mining_mentionee__bcd9ab373bf87fd9e4f48ac279ecbe75
amag austria metall,Austrian mining company AMAG Austria Metall,188471,mining company,,MiningCompany,Austrian mining company AMAG Austria Metall,,dgm_mining_mentionee,c5f84b2ed04afcc1e19b8347400960e2,dgm_mining_mentionee__c5f84b2ed04afcc1e19b8347400960e2
