keyword,caption_name,topic_id,type,groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
shirpur gold refinery,Indian mining company Shirpur Gold Refinery,188471,mining company,,MiningCompany,Indian mining company Shirpur Gold Refinery,,dgm_mining_mentionee,4b4c9131cea968373cbf926b668af0f3,dgm_mining_mentionee__4b4c9131cea968373cbf926b668af0f3
sibanye stillwater,South African mining company Sibanye Stillwater,188471,mining company,,MiningCompany,South African mining company Sibanye Stillwater,,dgm_mining_mentionee,4b3bb38097b80dbf999938bff9c7f78e,dgm_mining_mentionee__4b3bb38097b80dbf999938bff9c7f78e
sichuan anning iron and titanium,Chinese mining company Sichuan Anning Iron and Titanium,188471,mining company,,MiningCompany,Chinese mining company Sichuan Anning Iron and Titanium,,dgm_mining_mentionee,e08eba0efbe1ee3759cafc5d8d72d67c,dgm_mining_mentionee__e08eba0efbe1ee3759cafc5d8d72d67c
sichuan hongda,Chinese mining company Sichuan Hongda,188471,mining company,,MiningCompany,Chinese mining company Sichuan Hongda,,dgm_mining_mentionee,ae8ce4b23919cebb9baed70cb6308ee2,dgm_mining_mentionee__ae8ce4b23919cebb9baed70cb6308ee2
sierra metals,Canadian mining company Sierra Metals,188471,mining company,,MiningCompany,Canadian mining company Sierra Metals,,dgm_mining_mentionee,ad3bd5ae72a9be96d9f15bfe40af0f3c,dgm_mining_mentionee__ad3bd5ae72a9be96d9f15bfe40af0f3c
silver lake resources,Australian mining company Silver Lake Resources,188471,mining company,,MiningCompany,Australian mining company Silver Lake Resources,,dgm_mining_mentionee,3fc9ce597441d176e3f9b9c44d9727eb,dgm_mining_mentionee__3fc9ce597441d176e3f9b9c44d9727eb
silvercorp metals,Canadian mining company Silvercorp Metals,188471,mining company,,MiningCompany,Canadian mining company Silvercorp Metals,,dgm_mining_mentionee,c27ca9d26a746d08000801afb862857b,dgm_mining_mentionee__c27ca9d26a746d08000801afb862857b
silvery dragon prestressed materials tianjin,Chinese mining company SILVERY DRAGON PRESTRESSED MATERIALS TIANJIN,188471,mining company,,MiningCompany,Chinese mining company SILVERY DRAGON PRESTRESSED MATERIALS TIANJIN,,dgm_mining_mentionee,1b28b09832c434abfc3d3d9845a98b8d,dgm_mining_mentionee__1b28b09832c434abfc3d3d9845a98b8d
sino-platinum metals,Chinese mining company Sino-Platinum Metals,188471,mining company,,MiningCompany,Chinese mining company Sino-Platinum Metals,,dgm_mining_mentionee,81cfadf5fc2069ed60031e0348edcfb5,dgm_mining_mentionee__81cfadf5fc2069ed60031e0348edcfb5
sinomine resource group,Chinese mining company Sinomine Resource Group,188471,mining company,,MiningCompany,Chinese mining company Sinomine Resource Group,,dgm_mining_mentionee,c62993e062d2f6eca3e41009613117d1,dgm_mining_mentionee__c62993e062d2f6eca3e41009613117d1
sociedad punta del cobre,Chilean mining company Sociedad Punta del Cobre,188471,mining company,,MiningCompany,Chilean mining company Sociedad Punta del Cobre,,dgm_mining_mentionee,935a4b0e6bea70c635aba7bbf81fb58d,dgm_mining_mentionee__935a4b0e6bea70c635aba7bbf81fb58d
south manganese investment,Hong Kong mining company South Manganese Investment,188471,mining company,,MiningCompany,Hong Kong mining company South Manganese Investment,,dgm_mining_mentionee,89ff54a33d045b7e25266067a2a1dbb2,dgm_mining_mentionee__89ff54a33d045b7e25266067a2a1dbb2
ssr mining,Canadian mining company SSR Mining,188471,mining company,,MiningCompany,Canadian mining company SSR Mining,,dgm_mining_mentionee,e2af9fce3c5f01d5301343fd2182cd55,dgm_mining_mentionee__e2af9fce3c5f01d5301343fd2182cd55
sstartrade tech,US mining company SStartrade Tech,188471,mining company,,MiningCompany,US mining company SStartrade Tech,,dgm_mining_mentionee,1d163caab61641be770a38011c20738c,dgm_mining_mentionee__1d163caab61641be770a38011c20738c
st barbara,Australian mining company St Barbara,188471,mining company,,MiningCompany,Australian mining company St Barbara,,dgm_mining_mentionee,ad9fb814a7ab301a9b603abc0d86d20c,dgm_mining_mentionee__ad9fb814a7ab301a9b603abc0d86d20c
super dragon technology,Taiwanese mining company Super Dragon Technology,188471,mining company,,MiningCompany,Taiwanese mining company Super Dragon Technology,,dgm_mining_mentionee,fce79cb0ed068e64a9b7a25dfc6bd6b8,dgm_mining_mentionee__fce79cb0ed068e64a9b7a25dfc6bd6b8
superior gold,Canadian mining company Superior Gold,188471,mining company,,MiningCompany,Canadian mining company Superior Gold,,dgm_mining_mentionee,1c92625c15c82614f1b3be28c99ffc8d,dgm_mining_mentionee__1c92625c15c82614f1b3be28c99ffc8d
suzhou chunxing precision mechanical,Chinese mining company Suzhou Chunxing Precision Mechanical,188471,mining company,,MiningCompany,Chinese mining company Suzhou Chunxing Precision Mechanical,,dgm_mining_mentionee,2480af2034ab3e65572a38050be5349c,dgm_mining_mentionee__2480af2034ab3e65572a38050be5349c
suzhou mingzhi technology,Chinese mining company Suzhou Mingzhi Technology,188471,mining company,,MiningCompany,Chinese mining company Suzhou Mingzhi Technology,,dgm_mining_mentionee,5ae32ab4875fd4d73ecc97dd17e3dc31,dgm_mining_mentionee__5ae32ab4875fd4d73ecc97dd17e3dc31
swick mining services,Australian mining company Swick Mining Services,188471,mining company,,MiningCompany,Australian mining company Swick Mining Services,,dgm_mining_mentionee,afcc647ea316f7897dc98ca99d10a9a5,dgm_mining_mentionee__afcc647ea316f7897dc98ca99d10a9a5
sylvania platinum,Bermudan mining company Sylvania Platinum,188471,mining company,,MiningCompany,Bermudan mining company Sylvania Platinum,,dgm_mining_mentionee,a790114f9c4d442338f9de41f5454a96,dgm_mining_mentionee__a790114f9c4d442338f9de41f5454a96
tharisa,Cypriot mining company Tharisa,188471,mining company,,MiningCompany,Cypriot mining company Tharisa,,dgm_mining_mentionee,59a4c4a5b778a2437d457518f41bc5ae,dgm_mining_mentionee__59a4c4a5b778a2437d457518f41bc5ae
the mosaic company,US mining company The Mosaic Company,188471,mining company,,MiningCompany,US mining company The Mosaic Company,,dgm_mining_mentionee,55edeb68bd8f220859ca786914786a74,dgm_mining_mentionee__55edeb68bd8f220859ca786914786a74
thye ming industrial,Taiwanese mining company Thye Ming Industrial,188471,mining company,,MiningCompany,Taiwanese mining company Thye Ming Industrial,,dgm_mining_mentionee,d37f65197358209e082f0c43039b4a73,dgm_mining_mentionee__d37f65197358209e082f0c43039b4a73
tibet huayu mining,Chinese mining company Tibet Huayu Mining,188471,mining company,,MiningCompany,Chinese mining company Tibet Huayu Mining,,dgm_mining_mentionee,5811773f60413c08d9aadb8773ea833a,dgm_mining_mentionee__5811773f60413c08d9aadb8773ea833a
tibet summit resources,Chinese mining company Tibet Summit Resources,188471,mining company,,MiningCompany,Chinese mining company Tibet Summit Resources,,dgm_mining_mentionee,0f8eec7f7894c98f90b1c0122c58aac9,dgm_mining_mentionee__0f8eec7f7894c98f90b1c0122c58aac9
tongling nonferrous metals,Chinese mining company Tongling Nonferrous Metals,188471,mining company,,MiningCompany,Chinese mining company Tongling Nonferrous Metals,,dgm_mining_mentionee,a33b23469e6e1342d48802ba9d651cc1,dgm_mining_mentionee__a33b23469e6e1342d48802ba9d651cc1
torex gold resources,Canadian mining company Torex Gold Resources,188471,mining company,,MiningCompany,Canadian mining company Torex Gold Resources,,dgm_mining_mentionee,c5f28bf993ea6381ed8163abc1c2b5d9,dgm_mining_mentionee__c5f28bf993ea6381ed8163abc1c2b5d9
tribune resources,Australian mining company Tribune Resources,188471,mining company,,MiningCompany,Australian mining company Tribune Resources,,dgm_mining_mentionee,d2df7280ac0962f69976bc14dd6c2ff8,dgm_mining_mentionee__d2df7280ac0962f69976bc14dd6c2ff8
triple flag precious metals,Canadian mining company Triple Flag Precious Metals,188471,mining company,,MiningCompany,Canadian mining company Triple Flag Precious Metals,,dgm_mining_mentionee,f6488e7e7b5919ddb295f9915d426741,dgm_mining_mentionee__f6488e7e7b5919ddb295f9915d426741
usha martin,Indian mining company Usha Martin,188471,mining company,,MiningCompany,Indian mining company Usha Martin,,dgm_mining_mentionee,44feabecb4c810e9b462548a9aa4d04a,dgm_mining_mentionee__44feabecb4c810e9b462548a9aa4d04a
victoria gold,Canadian mining company Victoria Gold,188471,mining company,,MiningCompany,Canadian mining company Victoria Gold,,dgm_mining_mentionee,6400f19d2ba9ffc7f48c7b8837571bba,dgm_mining_mentionee__6400f19d2ba9ffc7f48c7b8837571bba
wanguo international mining,Chinese mining company Wanguo International Mining,188471,mining company,,MiningCompany,Chinese mining company Wanguo International Mining,,dgm_mining_mentionee,d2ac57d0bc62caf7103091bed1335323,dgm_mining_mentionee__d2ac57d0bc62caf7103091bed1335323
wesdome gold mines,Canadian mining company Wesdome Gold Mines,188471,mining company,,MiningCompany,Canadian mining company Wesdome Gold Mines,,dgm_mining_mentionee,afdf0d2d556a9a526444db4e854808d5,dgm_mining_mentionee__afdf0d2d556a9a526444db4e854808d5
west african resources,Australian mining company West African Resources,188471,mining company,,MiningCompany,Australian mining company West African Resources,,dgm_mining_mentionee,97d30968f369d721f242708639e70403,dgm_mining_mentionee__97d30968f369d721f242708639e70403
western metal materials,Chinese mining company Western Metal Materials,188471,mining company,,MiningCompany,Chinese mining company Western Metal Materials,,dgm_mining_mentionee,30603a3f3e83f16be1dfc53bfd75ff12,dgm_mining_mentionee__30603a3f3e83f16be1dfc53bfd75ff12
western mining,Chinese mining company Western Mining,188471,mining company,,MiningCompany,Chinese mining company Western Mining,,dgm_mining_mentionee,264b566ec881f4d1714443180a515404,dgm_mining_mentionee__264b566ec881f4d1714443180a515404
westgold resources,Australian mining company Westgold Resources,188471,mining company,,MiningCompany,Australian mining company Westgold Resources,,dgm_mining_mentionee,e27323e17b6df00ac32389359c847198,dgm_mining_mentionee__e27323e17b6df00ac32389359c847198
wheaton precious metals,Canadian mining company Wheaton Precious Metals,188471,mining company,,MiningCompany,Canadian mining company Wheaton Precious Metals,,dgm_mining_mentionee,962ae8a1cfa2e5525be3e75690c89dec,dgm_mining_mentionee__962ae8a1cfa2e5525be3e75690c89dec
wuxi paike new materials technology,Chinese mining company Wuxi Paike New Materials Technology,188471,mining company,,MiningCompany,Chinese mining company Wuxi Paike New Materials Technology,,dgm_mining_mentionee,8a3b762c50cfbca2cdf44100351ac333,dgm_mining_mentionee__8a3b762c50cfbca2cdf44100351ac333
xiamen tungsten,Chinese mining company Xiamen Tungsten,188471,mining company,,MiningCompany,Chinese mining company Xiamen Tungsten,,dgm_mining_mentionee,eba0a91a9c0b271015933847f55277d0,dgm_mining_mentionee__eba0a91a9c0b271015933847f55277d0
xingfa aluminium,Chinese mining company Xingfa Aluminium,188471,mining company,,MiningCompany,Chinese mining company Xingfa Aluminium,,dgm_mining_mentionee,1f4790f32190ea1d2f452d8cfc96507b,dgm_mining_mentionee__1f4790f32190ea1d2f452d8cfc96507b
xinjiang joinworld,Chinese mining company Xinjiang Joinworld,188471,mining company,,MiningCompany,Chinese mining company Xinjiang Joinworld,,dgm_mining_mentionee,681369c2e5ae6f8e0f784aacab87ca22,dgm_mining_mentionee__681369c2e5ae6f8e0f784aacab87ca22
xinjiang xinxin mining industry,Chinese mining company Xinjiang Xinxin Mining Industry,188471,mining company,,MiningCompany,Chinese mining company Xinjiang Xinxin Mining Industry,,dgm_mining_mentionee,83f5ca97ac744048020864b701e3880b,dgm_mining_mentionee__83f5ca97ac744048020864b701e3880b
yamana gold,Canadian mining company Yamana Gold,188471,mining company,,MiningCompany,Canadian mining company Yamana Gold,,dgm_mining_mentionee,4ac758c0a5d6398810a89752459f3f99,dgm_mining_mentionee__4ac758c0a5d6398810a89752459f3f99
yechiu metal recycling,Chinese mining company Yechiu Metal Recycling,188471,mining company,,MiningCompany,Chinese mining company Yechiu Metal Recycling,,dgm_mining_mentionee,e1527b4cd20148cea89443f8616dae70,dgm_mining_mentionee__e1527b4cd20148cea89443f8616dae70
yintai gold,Chinese mining company Yintai Gold,188471,mining company,,MiningCompany,Chinese mining company Yintai Gold,,dgm_mining_mentionee,04bd1e2444bce85c524bb3ff4a8be722,dgm_mining_mentionee__04bd1e2444bce85c524bb3ff4a8be722
yunding technology,Chinese mining company Yunding Technology,188471,mining company,,MiningCompany,Chinese mining company Yunding Technology,,dgm_mining_mentionee,4d4a7c5f74f18e397d3d9ab466ed0342,dgm_mining_mentionee__4d4a7c5f74f18e397d3d9ab466ed0342
yunnan aluminium,Chinese mining company Yunnan Aluminium,188471,mining company,,MiningCompany,Chinese mining company Yunnan Aluminium,,dgm_mining_mentionee,d6a91c7b30ce28875cc72fb1d79c236f,dgm_mining_mentionee__d6a91c7b30ce28875cc72fb1d79c236f
yunnan chihong zinc & germanium,Chinese mining company Yunnan Chihong Zinc & Germanium,188471,mining company,,MiningCompany,Chinese mining company Yunnan Chihong Zinc & Germanium,,dgm_mining_mentionee,db338777bbee8b2435fba2d6665da195,dgm_mining_mentionee__db338777bbee8b2435fba2d6665da195
yunnan copper,Chinese mining company Yunnan Copper,188471,mining company,,MiningCompany,Chinese mining company Yunnan Copper,,dgm_mining_mentionee,12c2a08dae16b062b5b3e98539ff83fa,dgm_mining_mentionee__12c2a08dae16b062b5b3e98539ff83fa
yunnan luoping zinc & electricity,Chinese mining company Yunnan luoping Zinc & Electricity,188471,mining company,,MiningCompany,Chinese mining company Yunnan luoping Zinc & Electricity,,dgm_mining_mentionee,7f3ff5242580c769715fa2afbfc17f8d,dgm_mining_mentionee__7f3ff5242580c769715fa2afbfc17f8d
yunnan tin,Chinese mining company Yunnan Tin,188471,mining company,,MiningCompany,Chinese mining company Yunnan Tin,,dgm_mining_mentionee,4c5f4c51a4707f861deaf5ab58f65b3e,dgm_mining_mentionee__4c5f4c51a4707f861deaf5ab58f65b3e
yunnan yunwei,Chinese mining company Yunnan Yunwei,188471,mining company,,MiningCompany,Chinese mining company Yunnan Yunwei,,dgm_mining_mentionee,29296244250aa3a171860a225ab41311,dgm_mining_mentionee__29296244250aa3a171860a225ab41311
zhangjiagang zhonghuan hailu high-end equipment,Chinese mining company Zhangjiagang Zhonghuan Hailu High-End Equipment,188471,mining company,,MiningCompany,Chinese mining company Zhangjiagang Zhonghuan Hailu High-End Equipment,,dgm_mining_mentionee,77f389eed506ffe58faa2143c78b9273,dgm_mining_mentionee__77f389eed506ffe58faa2143c78b9273
zhaojin mining industry,Chinese mining company Zhaojin Mining Industry,188471,mining company,,MiningCompany,Chinese mining company Zhaojin Mining Industry,,dgm_mining_mentionee,9801b4319e70986258f7899ceab91fdb,dgm_mining_mentionee__9801b4319e70986258f7899ceab91fdb
zhe jiang hai liang,Chinese mining company Zhe Jiang Hai Liang,188471,mining company,,MiningCompany,Chinese mining company Zhe Jiang Hai Liang,,dgm_mining_mentionee,22f30c59f8fadb589dc220bdb50e7e66,dgm_mining_mentionee__22f30c59f8fadb589dc220bdb50e7e66
zhejiang huayou cobalt,Chinese mining company Zhejiang Huayou Cobalt,188471,mining company,,MiningCompany,Chinese mining company Zhejiang Huayou Cobalt,,dgm_mining_mentionee,d27210f8460949b122cc290176dfc400,dgm_mining_mentionee__d27210f8460949b122cc290176dfc400
zhongjin gold,Chinese mining company Zhongjin Gold,188471,mining company,,MiningCompany,Chinese mining company Zhongjin Gold,,dgm_mining_mentionee,1b54221d357c31bdc2d588d7aa15e89f,dgm_mining_mentionee__1b54221d357c31bdc2d588d7aa15e89f
zhuzhou smelter group,Chinese mining company Zhuzhou Smelter Group,188471,mining company,,MiningCompany,Chinese mining company Zhuzhou Smelter Group,,dgm_mining_mentionee,469b7d1b646063d124b162a7022a678f,dgm_mining_mentionee__469b7d1b646063d124b162a7022a678f
zijin mining,Chinese mining company Zijin Mining Group,188471,mining company,,MiningCompany,Chinese mining company Zijin Mining Group,,dgm_mining_mentionee,393aca658a11326d3dced7b65546d2b6,dgm_mining_mentionee__393aca658a11326d3dced7b65546d2b6
zyf lopsking aluminum,Chinese mining company ZYF Lopsking Aluminum,188471,mining company,,MiningCompany,Chinese mining company ZYF Lopsking Aluminum,,dgm_mining_mentionee,f02e4379379a416d70800ff14269ed67,dgm_mining_mentionee__f02e4379379a416d70800ff14269ed67
african copper,UK mining company African Copper,188471,mining company,,MiningCompany,UK mining company African Copper,,dgm_mining_mentionee,9d50ea520d07c729d0f3bf3e01c63c74,dgm_mining_mentionee__9d50ea520d07c729d0f3bf3e01c63c74
aqm copper,Canadian mining company AQM Copper,188471,mining company,,MiningCompany,Canadian mining company AQM Copper,,dgm_mining_mentionee,85d4c9e60e52ca1077d86b48684c4def,dgm_mining_mentionee__85d4c9e60e52ca1077d86b48684c4def
bougainville copper,Papua mining company Bougainville Copper,188471,mining company,,MiningCompany,Papua mining company Bougainville Copper,,dgm_mining_mentionee,330a145c3b5bafa6dfeb21d5f0322420,dgm_mining_mentionee__330a145c3b5bafa6dfeb21d5f0322420
cascadero copper,Canadian mining company Cascadero Copper,188471,mining company,,MiningCompany,Canadian mining company Cascadero Copper,,dgm_mining_mentionee,aef37161e96ab40b4f6e3e82fbb79188,dgm_mining_mentionee__aef37161e96ab40b4f6e3e82fbb79188
chakana copper,Canadian mining company Chakana Copper,188471,mining company,,MiningCompany,Canadian mining company Chakana Copper,,dgm_mining_mentionee,856a0818993b513ff0cbfec52bf27b4c,dgm_mining_mentionee__856a0818993b513ff0cbfec52bf27b4c
copper fox metals,Canadian mining company Copper Fox Metals,188471,mining company,,MiningCompany,Canadian mining company Copper Fox Metals,,dgm_mining_mentionee,99b2c7b34dd1832b438caf22ecffab60,dgm_mining_mentionee__99b2c7b34dd1832b438caf22ecffab60
copper north mining,Canadian mining company Copper North Mining,188471,mining company,,MiningCompany,Canadian mining company Copper North Mining,,dgm_mining_mentionee,f6d494b7fe81b22e37aab61cf31262f7,dgm_mining_mentionee__f6d494b7fe81b22e37aab61cf31262f7
elvalhalcor hellenic copper aluminium,Greek mining company Elvalhalcor Hellenic Copper Aluminium,188471,mining company,,MiningCompany,Greek mining company Elvalhalcor Hellenic Copper Aluminium,,dgm_mining_mentionee,f8828d347b4041aef4a5d3985a2d77a0,dgm_mining_mentionee__f8828d347b4041aef4a5d3985a2d77a0
global brass copper,US mining company Global Brass Copper,188471,mining company,,MiningCompany,US mining company Global Brass Copper,,dgm_mining_mentionee,21de9fc88cda7a15bdeb8b828e7e4da1,dgm_mining_mentionee__21de9fc88cda7a15bdeb8b828e7e4da1
highland copper,Canadian mining company Highland Copper,188471,mining company,,MiningCompany,Canadian mining company Highland Copper,,dgm_mining_mentionee,c708d2477cefb5a3f7f8730a58148bb4,dgm_mining_mentionee__c708d2477cefb5a3f7f8730a58148bb4
kincora copper,Canadian mining company Kincora Copper,188471,mining company,,MiningCompany,Canadian mining company Kincora Copper,,dgm_mining_mentionee,360cfe34b7390854b0e8f518d8c3b149,dgm_mining_mentionee__360cfe34b7390854b0e8f518d8c3b149
kutcho copper,Canadian mining company Kutcho Copper,188471,mining company,,MiningCompany,Canadian mining company Kutcho Copper,,dgm_mining_mentionee,0c08ffd9e18fec24de9ebb0e3054ec72,dgm_mining_mentionee__0c08ffd9e18fec24de9ebb0e3054ec72
los andes copper,Canadian mining company Los Andes Copper,188471,mining company,,MiningCompany,Canadian mining company Los Andes Copper,,dgm_mining_mentionee,69a033aff724c5e8cbbe1109f373d035,dgm_mining_mentionee__69a033aff724c5e8cbbe1109f373d035
lumina copper,Canadian mining company Lumina Copper,188471,mining company,,MiningCompany,Canadian mining company Lumina Copper,,dgm_mining_mentionee,4a45cb2e70f016120b725e4c4afa57e8,dgm_mining_mentionee__4a45cb2e70f016120b725e4c4afa57e8
northisle copper gold,Canadian mining company Northisle Copper Gold,188471,mining company,,MiningCompany,Canadian mining company Northisle Copper Gold,,dgm_mining_mentionee,1bd1ab56370d6f79cd59bbdeabbc9f98,dgm_mining_mentionee__1bd1ab56370d6f79cd59bbdeabbc9f98
southern copper,US mining company Southern Copper,188471,mining company,,MiningCompany,US mining company Southern Copper,,dgm_mining_mentionee,697bdf89355a0990af471ecd1b964d41,dgm_mining_mentionee__697bdf89355a0990af471ecd1b964d41
superior copper,Canadian mining company Superior Copper,188471,mining company,,MiningCompany,Canadian mining company Superior Copper,,dgm_mining_mentionee,8a1df51230d4810f108a135ecf63312b,dgm_mining_mentionee__8a1df51230d4810f108a135ecf63312b
surge copper,Canadian mining company Surge Copper,188471,mining company,,MiningCompany,Canadian mining company Surge Copper,,dgm_mining_mentionee,9fd9eaa77f55c0ee25a09569546a1578,dgm_mining_mentionee__9fd9eaa77f55c0ee25a09569546a1578
western copper gold,Canadian mining company Western Copper Gold,188471,mining company,,MiningCompany,Canadian mining company Western Copper Gold,,dgm_mining_mentionee,53fc05d6aa003cc5b3853cbdad14fdfb,dgm_mining_mentionee__53fc05d6aa003cc5b3853cbdad14fdfb
abacus mining exploration,Canadian mining company AbacUS Mining Exploration,188471,mining company,,MiningCompany,Canadian mining company AbacUS Mining Exploration,,dgm_mining_mentionee,53d5bcc11cd22ab2f45bd04dfe7f9b20,dgm_mining_mentionee__53d5bcc11cd22ab2f45bd04dfe7f9b20
alloycorp mining,Canadian mining company Alloycorp Mining,188471,mining company,,MiningCompany,Canadian mining company Alloycorp Mining,,dgm_mining_mentionee,ba515a4c020a8bab7621be5b6b69fae1,dgm_mining_mentionee__ba515a4c020a8bab7621be5b6b69fae1
altura mining,Australian mining company Altura Mining,188471,mining company,,MiningCompany,Australian mining company Altura Mining,,dgm_mining_mentionee,84b32498228da75a735749f857b19f14,dgm_mining_mentionee__84b32498228da75a735749f857b19f14
american cumo mining,Canadian mining company American Cumo Mining,188471,mining company,,MiningCompany,Canadian mining company American Cumo Mining,,dgm_mining_mentionee,32a02904f0167d09a5075a867044888b,dgm_mining_mentionee__32a02904f0167d09a5075a867044888b
arizona mining,Canadian mining company Arizona Mining,188471,mining company,,MiningCompany,Canadian mining company Arizona Mining,,dgm_mining_mentionee,b214160adce53c3218ae7449cf125c66,dgm_mining_mentionee__b214160adce53c3218ae7449cf125c66
atico mining,Canadian mining company Atico Mining,188471,mining company,,MiningCompany,Canadian mining company Atico Mining,,dgm_mining_mentionee,695bd8ea0d84bb6668ca4382c168c7ff,dgm_mining_mentionee__695bd8ea0d84bb6668ca4382c168c7ff
brockman mining,Hong Kong mining company Brockman Mining,188471,mining company,,MiningCompany,Hong Kong mining company Brockman Mining,,dgm_mining_mentionee,1ff369c5e5745084415fd6e072ae0158,dgm_mining_mentionee__1ff369c5e5745084415fd6e072ae0158
china daye non ferrous metals mining,Hong Kong mining company China Daye Non Ferrous Metals Mining,188471,mining company,,MiningCompany,Hong Kong mining company China Daye Non Ferrous Metals Mining,,dgm_mining_mentionee,4245cb48699fb3965b53b2ebed0fc412,dgm_mining_mentionee__4245cb48699fb3965b53b2ebed0fc412
china vanadium titano magnetite mining,Hong Kong mining company China Vanadium Titano Magnetite Mining,188471,mining company,,MiningCompany,Hong Kong mining company China Vanadium Titano Magnetite Mining,,dgm_mining_mentionee,4aa8847bb0b293dce51ce5ec0240b52b,dgm_mining_mentionee__4aa8847bb0b293dce51ce5ec0240b52b
chinalco mining international,Chinese mining company Chinalco Mining International,188471,mining company,,MiningCompany,Chinese mining company Chinalco Mining International,,dgm_mining_mentionee,592bbbc17cc42ea2c0f23d0ba3c38762,dgm_mining_mentionee__592bbbc17cc42ea2c0f23d0ba3c38762
crystal lake mining,Canadian mining company Crystal Lake Mining,188471,mining company,,MiningCompany,Canadian mining company Crystal Lake Mining,,dgm_mining_mentionee,4c66afacd46f4c564b354e5f4c447529,dgm_mining_mentionee__4c66afacd46f4c564b354e5f4c447529
eskay mining,Canadian mining company Eskay Mining,188471,mining company,,MiningCompany,Canadian mining company Eskay Mining,,dgm_mining_mentionee,004e9507ee511fa3a74de327d8f3e805,dgm_mining_mentionee__004e9507ee511fa3a74de327d8f3e805
excelsior mining,US mining company Excelsior Mining Corporation,188471,mining company,,MiningCompany,US mining company Excelsior Mining Corporation,,dgm_mining_mentionee,00d7d9a635a80833913e05456d4b3839,dgm_mining_mentionee__00d7d9a635a80833913e05456d4b3839
filo mining,Canadian mining company Filo Mining,188471,mining company,,MiningCompany,Canadian mining company Filo Mining,,dgm_mining_mentionee,2214cc429c9e50cf464ba6b5294787d6,dgm_mining_mentionee__2214cc429c9e50cf464ba6b5294787d6
foran mining,Canadian mining company Foran Mining,188471,mining company,,MiningCompany,Canadian mining company Foran Mining,,dgm_mining_mentionee,5a584786478e8e259f1ea2b66ce7122f,dgm_mining_mentionee__5a584786478e8e259f1ea2b66ce7122f
goldmining,Canadian mining company Goldmining,188471,mining company,,MiningCompany,Canadian mining company Goldmining,,dgm_mining_mentionee,e4ac5fe4749e20e23d7e5c4bc2d85ea1,dgm_mining_mentionee__e4ac5fe4749e20e23d7e5c4bc2d85ea1
goldquest mining,Canadian mining company Goldquest Mining,188471,mining company,,MiningCompany,Canadian mining company Goldquest Mining,,dgm_mining_mentionee,291224d37202c60a4e4ff94400236125,dgm_mining_mentionee__291224d37202c60a4e4ff94400236125
griffin mining,UK mining company Griffin Mining,188471,mining company,,MiningCompany,UK mining company Griffin Mining,,dgm_mining_mentionee,5cff6818f180660a9e78c2fc9586afb9,dgm_mining_mentionee__5cff6818f180660a9e78c2fc9586afb9
inzinc mining,Canadian mining company Inzinc Mining,188471,mining company,,MiningCompany,Canadian mining company Inzinc Mining,,dgm_mining_mentionee,197c0a06c50b0dbbce3981a3efaf0de1,dgm_mining_mentionee__197c0a06c50b0dbbce3981a3efaf0de1
jaxon mining,Canadian mining company Jaxon Mining,188471,mining company,,MiningCompany,Canadian mining company Jaxon Mining,,dgm_mining_mentionee,d21927b03167cf6767ea6cecb5fc7b75,dgm_mining_mentionee__d21927b03167cf6767ea6cecb5fc7b75
katanga mining,Swiss mining company Katanga Mining,188471,mining company,,MiningCompany,Swiss mining company Katanga Mining,,dgm_mining_mentionee,04e3e523550b0dce8c176d9fe9ee8419,dgm_mining_mentionee__04e3e523550b0dce8c176d9fe9ee8419
london mining plc,UK mining company London Mining Plc,188471,mining company,,MiningCompany,UK mining company London Mining Plc,,dgm_mining_mentionee,8cfab77ae04b4806113017de2533da10,dgm_mining_mentionee__8cfab77ae04b4806113017de2533da10
meridian mining se,UK mining company Meridian Mining SE,188471,mining company,,MiningCompany,UK mining company Meridian Mining SE,,dgm_mining_mentionee,ff64b2571f18401af480f4993c772501,dgm_mining_mentionee__ff64b2571f18401af480f4993c772501
metro mining ltd,Australian mining company Metro Mining Ltd,188471,mining company,,MiningCompany,Australian mining company Metro Mining Ltd,,dgm_mining_mentionee,bcd0c45d4cba40582474a43beb2416d1,dgm_mining_mentionee__bcd0c45d4cba40582474a43beb2416d1
midnight sun mining,Canadian mining company Midnight Sun Mining,188471,mining company,,MiningCompany,Canadian mining company Midnight Sun Mining,,dgm_mining_mentionee,90b7f9e7b7dfdc2302e0b23e094b589a,dgm_mining_mentionee__90b7f9e7b7dfdc2302e0b23e094b589a
nicola mining,Canadian mining company Nicola Mining,188471,mining company,,MiningCompany,Canadian mining company Nicola Mining,,dgm_mining_mentionee,0b8c4973b365d0a4450a7db5b77f901d,dgm_mining_mentionee__0b8c4973b365d0a4450a7db5b77f901d
north mining shares,Hong Kong mining company North Mining Shares,188471,mining company,,MiningCompany,Hong Kong mining company North Mining Shares,,dgm_mining_mentionee,1ca529041927466c491b9ec0ab2fc3e8,dgm_mining_mentionee__1ca529041927466c491b9ec0ab2fc3e8
orla mining,Canadian mining company Orla Mining,188471,mining company,,MiningCompany,Canadian mining company Orla Mining,,dgm_mining_mentionee,a00e9eac4430d5f15dfa6ca69aadf589,dgm_mining_mentionee__a00e9eac4430d5f15dfa6ca69aadf589
