german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,.3,.4,.5,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
burg,"Burg in Solingen, Germany",51.1393372,7.1577611,,"Solingen, Germany",51.16661834,7.068105396,,,,,,Consulates,"Burg in Solingen, Germany",,german_fires_solingen_locations,baef000400bde39331891012c740375f,german_fires_solingen_locations__baef000400bde39331891012c740375f
grafrath,"Grafrath in Solingen, Germany",51.2045256,7.0735681,2,,,,,,,,,AAEntity,"Grafrath in Solingen, Germany",,german_fires_solingen_locations,f3da2ad37cd6255a93c80fe6cea3a837,german_fires_solingen_locations__f3da2ad37cd6255a93c80fe6cea3a837
hohscheid,"Hohscheid in Solingen, Germany",51.1568302,7.0703851,2,,,,,,,,ss,FTO,"Hohscheid in Solingen, Germany",,german_fires_solingen_locations,95ae2871540df0125d018d7402d28ab0,german_fires_solingen_locations__95ae2871540df0125d018d7402d28ab0
merscheid,"Merscheid in Solingen, Germany",51.16688,7.020784,2,,,,,,,,u,FTO,"Merscheid in Solingen, Germany",,german_fires_solingen_locations,78eb08b9d0499a87a3dcc529d1778a71,german_fires_solingen_locations__78eb08b9d0499a87a3dcc529d1778a71
ohligs-aufderhohe,"Ohligs-Aufderhohe in Solingen, Germany",51.1409706,7.0148136,2,,,,,,,,a,CompanyKeyword,"Ohligs-Aufderhohe in Solingen, Germany",,german_fires_solingen_locations,02255f5c1fc61db26a1a6e04f7441782,german_fires_solingen_locations__02255f5c1fc61db26a1a6e04f7441782
solingen-mitte,"Solingen-Mitte in Solingen, Germany",51.165574,7.089189,2,,,,,,,,o,Wells,"Solingen-Mitte in Solingen, Germany",,german_fires_solingen_locations,41044cb1f8f8c80f791da9f480da8ff6,german_fires_solingen_locations__41044cb1f8f8c80f791da9f480da8ff6
wald,"Wald in Solingen, Germany",51.1822329,7.04322,2,,,,,,,,,Person,"Wald in Solingen, Germany",,german_fires_solingen_locations,e239b5ddd080b34af8a0c6e815697989,german_fires_solingen_locations__e239b5ddd080b34af8a0c6e815697989
aachener strasse,"Aachener Strasse in Solingen, Germany",51.1637481,6.9992141,1,,,,,,,,,CompanyKeyword,"Aachener Strasse in Solingen, Germany",,german_fires_solingen_locations,f85ef027850ec093693c6444009373c6,german_fires_solingen_locations__f85ef027850ec093693c6444009373c6
abendstrasse,"Abendstrasse in Solingen, Germany",51.151633,7.067361,1,,,,,,,,,Media,"Abendstrasse in Solingen, Germany",,german_fires_solingen_locations,ff79300299fb5e8d3b09b60693f70e30,german_fires_solingen_locations__ff79300299fb5e8d3b09b60693f70e30
abteiweg,"Abteiweg in Solingen, Germany",51.2129106,7.0751424,1,,,,,,,,,Consulates,"Abteiweg in Solingen, Germany",,german_fires_solingen_locations,3101247c7dce8fcc9eeaf401bfebf100,german_fires_solingen_locations__3101247c7dce8fcc9eeaf401bfebf100
abtsfeld,"Abtsfeld in Solingen, Germany",51.1501526,7.053029,1,,,,,,,,,News,"Abtsfeld in Solingen, Germany",,german_fires_solingen_locations,86715c3ac587a2e1a2edbc3a80f27640,german_fires_solingen_locations__86715c3ac587a2e1a2edbc3a80f27640
ackerstrasse,"Ackerstrasse in Solingen, Germany",51.1724993,7.0171813,1,,,,,,,,,Pipeline,"Ackerstrasse in Solingen, Germany",,german_fires_solingen_locations,1b885e9a52cc7155208451b957fe7acc,german_fires_solingen_locations__1b885e9a52cc7155208451b957fe7acc
adalbertstrasse,"Adalbertstrasse in Solingen, Germany",51.1728977,7.0538432,1,,,,,,,,,Keyphrase,"Adalbertstrasse in Solingen, Germany",,german_fires_solingen_locations,cee0a40882e7ad69d4e2f96e8b452ecf,german_fires_solingen_locations__cee0a40882e7ad69d4e2f96e8b452ecf
adlerstrasse,"Adlerstrasse in Solingen, Germany",51.1755317,7.0669558,1,,,,,,,,,CompanyKeyword,"Adlerstrasse in Solingen, Germany",,german_fires_solingen_locations,86efbfd56c0d3448740c50048bbffd20,german_fires_solingen_locations__86efbfd56c0d3448740c50048bbffd20
adolf-clarenbach-strasse,"Adolf-Clarenbach-Strasse in Solingen, Germany",51.184557,7.0354776,1,,,,,,,,,Legislator,"Adolf-Clarenbach-Strasse in Solingen, Germany",,german_fires_solingen_locations,0fda104041cdf87358fd1f5cd56fb05f,german_fires_solingen_locations__0fda104041cdf87358fd1f5cd56fb05f
adolf-kolping-strasse,"Adolf-Kolping-Strasse in Solingen, Germany",51.1800762,7.0312108,1,,,,,,,,,Keyphrase,"Adolf-Kolping-Strasse in Solingen, Germany",,german_fires_solingen_locations,0a2520f80378215775fa566ed416dfc0,german_fires_solingen_locations__0a2520f80378215775fa566ed416dfc0
adolfstrasse,"Adolfstrasse in Solingen, Germany",51.1629011,7.065058941,1,,,,,,,,,CompanyKeyword,"Adolfstrasse in Solingen, Germany",,german_fires_solingen_locations,452cda7d481a34d45ba1dddbe5c9ab85,german_fires_solingen_locations__452cda7d481a34d45ba1dddbe5c9ab85
agnesstrasse,"Agnesstrasse in Solingen, Germany",51.1781391,7.0911343,1,,,,,,,,,Pipeline,"Agnesstrasse in Solingen, Germany",,german_fires_solingen_locations,8074df790c1e7c330efa728d0b95fa64,german_fires_solingen_locations__8074df790c1e7c330efa728d0b95fa64
ahornstrasse,"Ahornstrasse in Solingen, Germany",51.1943886,7.0744042,1,,,,,,,,,DiplomaticFacilities,"Ahornstrasse in Solingen, Germany",,german_fires_solingen_locations,06d06e54601bde3d8a5990e3fba3e0a2,german_fires_solingen_locations__06d06e54601bde3d8a5990e3fba3e0a2
ahrstrasse,"Ahrstrasse in Solingen, Germany",51.1573705,7.0003004,1,,,,,,,,,space,"Ahrstrasse in Solingen, Germany",,german_fires_solingen_locations,be2aa7d79438dfc5e78efa496cdbc752,german_fires_solingen_locations__be2aa7d79438dfc5e78efa496cdbc752
akazienweg,"Akazienweg in Solingen, Germany",51.1713525,7.1038205,1,,,,,,,,,Legislator,"Akazienweg in Solingen, Germany",,german_fires_solingen_locations,579b82e220807e8be52de46725ebbff5,german_fires_solingen_locations__579b82e220807e8be52de46725ebbff5
alberichweg,"Alberichweg in Solingen, Germany",51.1938703,7.0860025,1,,,,,,,,,Media,"Alberichweg in Solingen, Germany",,german_fires_solingen_locations,9846721103164b3645fc1a0f86a170db,german_fires_solingen_locations__9846721103164b3645fc1a0f86a170db
albertus-magnus-strasse,"Albertus-Magnus-Strasse in Solingen, Germany",51.1919453,7.0524443,1,,,,,,,,,Person,"Albertus-Magnus-Strasse in Solingen, Germany",,german_fires_solingen_locations,6e6600d1fe3ab59df61fb21335d39cb2,german_fires_solingen_locations__6e6600d1fe3ab59df61fb21335d39cb2
albrechtstrasse,"Albrechtstrasse in Solingen, Germany",51.1805183,7.0769798,1,,,,,,,,,Organization,"Albrechtstrasse in Solingen, Germany",,german_fires_solingen_locations,156842e406869f6a4948b636c955dc12,german_fires_solingen_locations__156842e406869f6a4948b636c955dc12
alemannenstrasse,"Alemannenstrasse in Solingen, Germany",51.1527398,7.0202356,1,,,,,,,,,FTO,"Alemannenstrasse in Solingen, Germany",,german_fires_solingen_locations,f091d521f9885006fec46533ed8055cc,german_fires_solingen_locations__f091d521f9885006fec46533ed8055cc
alexander-coppel-strasse,"Alexander-Coppel-Strasse in Solingen, Germany",51.165609,7.0834294,1,,,,,,,,,Exec,"Alexander-Coppel-Strasse in Solingen, Germany",,german_fires_solingen_locations,e1fb9e3f3948937afdc3b00fb42d65f6,german_fires_solingen_locations__e1fb9e3f3948937afdc3b00fb42d65f6
alexanderstrasse,"Alexanderstrasse in Solingen, Germany",51.1689524,7.0662677,1,,,,,,,,,space,"Alexanderstrasse in Solingen, Germany",,german_fires_solingen_locations,ca3abd9d0790627957ac141a67b74cca,german_fires_solingen_locations__ca3abd9d0790627957ac141a67b74cca
alfred-nobel-strasse,"Alfred-Nobel-Strasse in Solingen, Germany",51.1757586,7.1012174,1,,,,,,,,,Refinery,"Alfred-Nobel-Strasse in Solingen, Germany",,german_fires_solingen_locations,b2943db454a35f37edd7e17c62fd29b7,german_fires_solingen_locations__b2943db454a35f37edd7e17c62fd29b7
alleestrasse,"Alleestrasse in Solingen, Germany",51.1884818,7.0796971,1,,,,,,,,,Wells,"Alleestrasse in Solingen, Germany",,german_fires_solingen_locations,f9c29fad6cf07ec4010418565e851203,german_fires_solingen_locations__f9c29fad6cf07ec4010418565e851203
allgaustrasse,"Allgaustrasse in Solingen, Germany",51.1654873,7.1015935,1,,,,,,,,,FTO,"Allgaustrasse in Solingen, Germany",,german_fires_solingen_locations,9fdd5d45d35b88e508c155d1deaf2b9d,german_fires_solingen_locations__9fdd5d45d35b88e508c155d1deaf2b9d
alsenstrasse,"Alsenstrasse in Solingen, Germany",51.1791114,7.0283334,1,,,,,,,,,CompanyKeyword,"Alsenstrasse in Solingen, Germany",,german_fires_solingen_locations,aaa40a12fa1a89d5dbf0c7bcf034c1f7,german_fires_solingen_locations__aaa40a12fa1a89d5dbf0c7bcf034c1f7
alte strasse,"Alte Strasse in Solingen, Germany",51.183457,7.0421811,1,,,,,,,,,DiplomaticFacilities,"Alte Strasse in Solingen, Germany",,german_fires_solingen_locations,b07732da655bd8cbb1fdc0cba5791e5c,german_fires_solingen_locations__b07732da655bd8cbb1fdc0cba5791e5c
alte ziegelei,"Alte Ziegelei in Solingen, Germany",51.1991685,7.0766149,1,,,,,,,,,AAEntity,"Alte Ziegelei in Solingen, Germany",,german_fires_solingen_locations,33700298c70990289fc4468fa31b964b,german_fires_solingen_locations__33700298c70990289fc4468fa31b964b
altenbau,"Altenbau in Solingen, Germany",51.1781928,7.1068685,1,,,,,,,,,FTO,"Altenbau in Solingen, Germany",,german_fires_solingen_locations,89bcf19a084763ccaef11478d6cab424,german_fires_solingen_locations__89bcf19a084763ccaef11478d6cab424
altenberger weg,"Altenberger Weg in Solingen, Germany",51.1734408,7.0481262,1,,,,,,,,,Media,"Altenberger Weg in Solingen, Germany",,german_fires_solingen_locations,c4b5bb348a31493510b04da838429236,german_fires_solingen_locations__c4b5bb348a31493510b04da838429236
altenhofer strasse,"Altenhofer Strasse in Solingen, Germany",51.1811676,7.0290732,1,,,,,,,,,Keyphrase,"Altenhofer Strasse in Solingen, Germany",,german_fires_solingen_locations,fb95805147b8f453f2136b514242838c,german_fires_solingen_locations__fb95805147b8f453f2136b514242838c
alter markt,"Alter Markt in Solingen, Germany",51.1712306,7.0837592,1,,,,,,,,,CompanyKeyword,"Alter Markt in Solingen, Germany",,german_fires_solingen_locations,a78314540a3bd4c45a40ad1e5d7c191f,german_fires_solingen_locations__a78314540a3bd4c45a40ad1e5d7c191f
altmarkstrasse,"Altmarkstrasse in Solingen, Germany",51.1636031,7.1019386,1,,,,,,,,,Wells,"Altmarkstrasse in Solingen, Germany",,german_fires_solingen_locations,42505b9bd77f56d9ec34903513595b4b,german_fires_solingen_locations__42505b9bd77f56d9ec34903513595b4b
alzenauer weg,"Alzenauer Weg in Solingen, Germany",51.1426044,7.0138785,1,,,,,,,,,Refinery,"Alzenauer Weg in Solingen, Germany",,german_fires_solingen_locations,b839fa016f9f1e885ba170849e3ec1a8,german_fires_solingen_locations__b839fa016f9f1e885ba170849e3ec1a8
am bergelchen,"Am Bergelchen in Solingen, Germany",51.1517535,7.0055847,1,,,,,,,,,CompanyKeyword,"Am Bergelchen in Solingen, Germany",,german_fires_solingen_locations,408b3e4bf698c666b31dc75492d70117,german_fires_solingen_locations__408b3e4bf698c666b31dc75492d70117
am buschberg,"Am Buschberg in Solingen, Germany",51.1536968,7.0908118,1,,,,,,,,,Media,"Am Buschberg in Solingen, Germany",,german_fires_solingen_locations,0fe05978dde51753ce3c2f36775d3bb6,german_fires_solingen_locations__0fe05978dde51753ce3c2f36775d3bb6
am fritzfeld,"Am Fritzfeld in Solingen, Germany",51.141038,7.1585064,1,,,,,,,,,Exec,"Am Fritzfeld in Solingen, Germany",,german_fires_solingen_locations,c2628d6c554a1c9f759646eb03ee18fd,german_fires_solingen_locations__c2628d6c554a1c9f759646eb03ee18fd
am graben,"Am Graben in Solingen, Germany",51.208362,7.0699944,1,,,,,,,,,space,"Am Graben in Solingen, Germany",,german_fires_solingen_locations,70474787fef5d1fe5367796710074ad3,german_fires_solingen_locations__70474787fef5d1fe5367796710074ad3
am hecker banden,"Am Hecker Banden in Solingen, Germany",51.1830912,7.0653868,1,,,,,,,,,Diplomat,"Am Hecker Banden in Solingen, Germany",,german_fires_solingen_locations,63f2643161d6eba6d7cb36ec7fc14230,german_fires_solingen_locations__63f2643161d6eba6d7cb36ec7fc14230
am kampsiepen,"Am Kampsiepen in Solingen, Germany",51.1487853,7.049379,1,,,,,,,,,Refinery,"Am Kampsiepen in Solingen, Germany",,german_fires_solingen_locations,8780b4bffef7c5e68cb494365e4ee1b1,german_fires_solingen_locations__8780b4bffef7c5e68cb494365e4ee1b1
am kannenhof,"Am Kannenhof in Solingen, Germany",51.1732469,7.0967034,1,,,,,,,,,DiplomaticFacilities,"Am Kannenhof in Solingen, Germany",,german_fires_solingen_locations,5f1e606bc326de6a38124172dfd6ffad,german_fires_solingen_locations__5f1e606bc326de6a38124172dfd6ffad
am kleeblatt,"Am Kleeblatt in Solingen, Germany",51.1446552,7.0473716,1,,,,,,,,,AAEntity,"Am Kleeblatt in Solingen, Germany",,german_fires_solingen_locations,4d95f370f83915053b21291ea1e42ea0,german_fires_solingen_locations__4d95f370f83915053b21291ea1e42ea0
am muhlenfeld,"Am Muhlenfeld in Solingen, Germany",51.17765,7.02644,1,,,,,,,,,LegislativeCommittee,"Am Muhlenfeld in Solingen, Germany",,german_fires_solingen_locations,3e6f67c85834f16840b0a241ed88b28a,german_fires_solingen_locations__3e6f67c85834f16840b0a241ed88b28a
am neumarkt,"Am Neumarkt in Solingen, Germany",51.1697354,7.0802234,1,,,,,,,,,Consulates,"Am Neumarkt in Solingen, Germany",,german_fires_solingen_locations,cbbd38828fc73ab720f074521e476f53,german_fires_solingen_locations__cbbd38828fc73ab720f074521e476f53
am pohligsfeld,"Am Pohligsfeld in Solingen, Germany",51.1469296,7.0137844,1,,,,,,,,,Pipeline,"Am Pohligsfeld in Solingen, Germany",,german_fires_solingen_locations,a6c79503dd7902395c6f36d7d04d0c6d,german_fires_solingen_locations__a6c79503dd7902395c6f36d7d04d0c6d
am rutgerusfeld,"Am Rutgerusfeld in Solingen, Germany",51.1411949,7.1574313,1,,,,,,,,,ForeignMinister,"Am Rutgerusfeld in Solingen, Germany",,german_fires_solingen_locations,a2bb55c146a0194b296da4bd0f177e7c,german_fires_solingen_locations__a2bb55c146a0194b296da4bd0f177e7c
am siebels,"Am Siebels in Solingen, Germany",51.1472075,7.0154946,1,,,,,,,,,Exec,"Am Siebels in Solingen, Germany",,german_fires_solingen_locations,4680836e3926ae0194d7b05f654ee6d3,german_fires_solingen_locations__4680836e3926ae0194d7b05f654ee6d3
am siefen,"Am Siefen in Solingen, Germany",51.1945244,7.050331,1,,,,,,,,,Refinery,"Am Siefen in Solingen, Germany",,german_fires_solingen_locations,e7c5b151eda2002a30a589b5f565170f,german_fires_solingen_locations__e7c5b151eda2002a30a589b5f565170f
am stadtgarten,"Am Stadtgarten in Solingen, Germany",51.1669429,7.0216325,1,,,,,,,,,Media,"Am Stadtgarten in Solingen, Germany",,german_fires_solingen_locations,96c7431f505101ef3312a7b9b7af648b,german_fires_solingen_locations__96c7431f505101ef3312a7b9b7af648b
am sudpark,"Am Sudpark in Solingen, Germany",51.1656349,7.0858595,1,,,,,,,,,FTO,"Am Sudpark in Solingen, Germany",,german_fires_solingen_locations,e4bddc96c3e040dcc6617591afeea89e,german_fires_solingen_locations__e4bddc96c3e040dcc6617591afeea89e
am vogelsanger busch,"Am Vogelsanger Busch in Solingen, Germany",51.1832172,7.0637214,1,,,,,,,,,Refinery,"Am Vogelsanger Busch in Solingen, Germany",,german_fires_solingen_locations,53e11160858fc38c00dd38bb1aa5cb6f,german_fires_solingen_locations__53e11160858fc38c00dd38bb1aa5cb6f
am walder busch,"Am Walder Busch in Solingen, Germany",51.1836442,7.0561481,1,,,,,,,,,CompanyKeyword,"Am Walder Busch in Solingen, Germany",,german_fires_solingen_locations,485c146a6dd9170312f6ed9c81d78162,german_fires_solingen_locations__485c146a6dd9170312f6ed9c81d78162
am weisenhauschen,"Am Weisenhauschen in Solingen, Germany",51.1620968,6.9999978,1,,,,,,,,,Media,"Am Weisenhauschen in Solingen, Germany",,german_fires_solingen_locations,f580e84bb0a112c2867fc1802d31b8fd,german_fires_solingen_locations__f580e84bb0a112c2867fc1802d31b8fd
am wittenberg,"Am Wittenberg in Solingen, Germany",51.1537807,7.0793658,1,,,,,,,,,ForeignMinistry,"Am Wittenberg in Solingen, Germany",,german_fires_solingen_locations,d8b9a83e20996167d82ab7f39abf994a,german_fires_solingen_locations__d8b9a83e20996167d82ab7f39abf994a
amelungenweg,"Amelungenweg in Solingen, Germany",51.1938703,7.0860025,1,,,,,,,,,Keyphrase,"Amelungenweg in Solingen, Germany",,german_fires_solingen_locations,48f011d6ea6a3ebf0bccbae9fde70796,german_fires_solingen_locations__48f011d6ea6a3ebf0bccbae9fde70796
amorweg,"Amorweg in Solingen, Germany",51.2084993,7.0586655,1,,,,,,,,,FTO,"Amorweg in Solingen, Germany",,german_fires_solingen_locations,07ea1c54a3cd6810df75024e720f2430,german_fires_solingen_locations__07ea1c54a3cd6810df75024e720f2430
amselstrasse,"Amselstrasse in Solingen, Germany",51.1599441,6.9929303,1,,,,,,,,,Pipeline,"Amselstrasse in Solingen, Germany",,german_fires_solingen_locations,0e033acea165faa4fc110b207c061962,german_fires_solingen_locations__0e033acea165faa4fc110b207c061962
amtstor,"Amtstor in Solingen, Germany",51.171948,7.0861375,1,,,,,,,,,FTO,"Amtstor in Solingen, Germany",,german_fires_solingen_locations,6caa6a958f124b9e120277afea26b4bc,german_fires_solingen_locations__6caa6a958f124b9e120277afea26b4bc
an den eichen,"An den Eichen in Solingen, Germany",51.1545106,7.0246449,1,,,,,,,,,AAEntity,"An den Eichen in Solingen, Germany",,german_fires_solingen_locations,58b242a0ff1699c39aa34d333d13634a,german_fires_solingen_locations__58b242a0ff1699c39aa34d333d13634a
an der foche,"An der Foche in Solingen, Germany",51.1922995,7.0683688,1,,,,,,,,,Wells,"An der Foche in Solingen, Germany",,german_fires_solingen_locations,3de1f2558859ac6db1c619034ee0e955,german_fires_solingen_locations__3de1f2558859ac6db1c619034ee0e955
an der gemarke,"An der Gemarke in Solingen, Germany",51.1536192,7.0073414,1,,,,,,,,,News,"An der Gemarke in Solingen, Germany",,german_fires_solingen_locations,a043e022adc76401d28b7c6a4bcf2af7,german_fires_solingen_locations__a043e022adc76401d28b7c6a4bcf2af7
an der jugendherberge,"An der Jugendherberge in Solingen, Germany",51.140206,7.1584716,1,,,,,,,,,ForeignMinister,"An der Jugendherberge in Solingen, Germany",,german_fires_solingen_locations,fbc9a636d9e8f74e6b337b71346fac7f,german_fires_solingen_locations__fbc9a636d9e8f74e6b337b71346fac7f
andersenstrasse,"Andersenstrasse in Solingen, Germany",51.1898377,7.041239,1,,,,,,,,,Shipping,"Andersenstrasse in Solingen, Germany",,german_fires_solingen_locations,33e1040a855020611a071a33861dcd7f,german_fires_solingen_locations__33e1040a855020611a071a33861dcd7f
andreasstrasse,"Andreasstrasse in Solingen, Germany",51.1709398,7.0622484,1,,,,,,,,,space,"Andreasstrasse in Solingen, Germany",,german_fires_solingen_locations,5df7a3f41812eded009721a17a2b33bb,german_fires_solingen_locations__5df7a3f41812eded009721a17a2b33bb
anfangstrasse,"Anfangstrasse in Solingen, Germany",51.1614593,6.9935823,1,,,,,,,,,ForeignMinistry,"Anfangstrasse in Solingen, Germany",,german_fires_solingen_locations,b9d861286b47a689aaa8a98abdc6fef0,german_fires_solingen_locations__b9d861286b47a689aaa8a98abdc6fef0
ankerstrasse,"Ankerstrasse in Solingen, Germany",51.1634222,7.0150816,1,,,,,,,,,Consulates,"Ankerstrasse in Solingen, Germany",,german_fires_solingen_locations,2eb5c19baf80927aa33dad91ab3e56ec,german_fires_solingen_locations__2eb5c19baf80927aa33dad91ab3e56ec
annastrasse,"Annastrasse in Solingen, Germany",51.1864064,7.0852376,1,,,,,,,,,Organization,"Annastrasse in Solingen, Germany",,german_fires_solingen_locations,f29a9157e2cd9c0096754aaa0b940eb9,german_fires_solingen_locations__f29a9157e2cd9c0096754aaa0b940eb9
argonner weg,"Argonner Weg in Solingen, Germany",51.158041,7.0915141,1,,,,,,,,,Shipping,"Argonner Weg in Solingen, Germany",,german_fires_solingen_locations,78abb5fcaec243263b4723bb5a28c097,german_fires_solingen_locations__78abb5fcaec243263b4723bb5a28c097
asternstrasse,"Asternstrasse in Solingen, Germany",51.1573839,7.0228855,1,,,,,,,,,Keyphrase,"Asternstrasse in Solingen, Germany",,german_fires_solingen_locations,1984063bc0ee2684bfbbbbdb908d072a,german_fires_solingen_locations__1984063bc0ee2684bfbbbbdb908d072a
auenberg,"Auenberg in Solingen, Germany",51.1477566,7.0120666,1,,,,,,,,,Keyphrase,"Auenberg in Solingen, Germany",,german_fires_solingen_locations,88e0215e58402bd43e9afc89a529f439,german_fires_solingen_locations__88e0215e58402bd43e9afc89a529f439
auf dem kampchen,"Auf dem Kampchen in Solingen, Germany",51.1440001,7.0197024,1,,,,,,,,,DiplomaticFacilities,"Auf dem Kampchen in Solingen, Germany",,german_fires_solingen_locations,eddf2a14f299396dbdbe89247014dd24,german_fires_solingen_locations__eddf2a14f299396dbdbe89247014dd24
auf dem kirlef,"Auf dem Kirlef in Solingen, Germany",51.1293974,7.0087634,1,,,,,,,,,Person,"Auf dem Kirlef in Solingen, Germany",,german_fires_solingen_locations,e33b495ac15f067bb6235abba3d5ebe1,german_fires_solingen_locations__e33b495ac15f067bb6235abba3d5ebe1
auf dem thorfeld,"Auf dem Thorfeld in Solingen, Germany",51.1706946,7.1004104,1,,,,,,,,,News,"Auf dem Thorfeld in Solingen, Germany",,german_fires_solingen_locations,3fed0502c03acefbf8b7c12d286bfece,german_fires_solingen_locations__3fed0502c03acefbf8b7c12d286bfece
aufderbech,"Aufderbech in Solingen, Germany",51.1539488,7.0152053,1,,,,,,,,,Shipping,"Aufderbech in Solingen, Germany",,german_fires_solingen_locations,e9fb5616132fb84ff9f7ae71ce5895a0,german_fires_solingen_locations__e9fb5616132fb84ff9f7ae71ce5895a0
aufderhohe,"Aufderhohe in Solingen, Germany",51.1409706,7.0148136,1,,,,,,,,,Keyphrase,"Aufderhohe in Solingen, Germany",,german_fires_solingen_locations,6deeaa769aa377011e6074f12a231c22,german_fires_solingen_locations__6deeaa769aa377011e6074f12a231c22
aufderhoher berg,"Aufderhoher Berg in Solingen, Germany",51.143272,7.0213321,1,,,,,,,,,AAEntity,"Aufderhoher Berg in Solingen, Germany",,german_fires_solingen_locations,81f8466aeea5cfb775ddabcaa734b920,german_fires_solingen_locations__81f8466aeea5cfb775ddabcaa734b920
aufderhoher strasse,"Aufderhoher Strasse in Solingen, Germany",51.1429509,7.0201624,1,,,,,,,,,IndustryTerm,"Aufderhoher Strasse in Solingen, Germany",,german_fires_solingen_locations,ac66f58648e7b74d59bed31803a0e568,german_fires_solingen_locations__ac66f58648e7b74d59bed31803a0e568
august-dicke-strasse,"August-Dicke-Strasse in Solingen, Germany",51.1715432,7.0699494,1,,,,,,,,,AAEntity,"August-Dicke-Strasse in Solingen, Germany",,german_fires_solingen_locations,6c8f48b691dcaa47253047743756bc18,german_fires_solingen_locations__6c8f48b691dcaa47253047743756bc18
augustastrasse,"Augustastrasse in Solingen, Germany",51.1744652,7.0804645,1,,,,,,,,,Refinery,"Augustastrasse in Solingen, Germany",,german_fires_solingen_locations,c2a1c31ac49483c453cab297a58c9a85,german_fires_solingen_locations__c2a1c31ac49483c453cab297a58c9a85
augustinerstrasse,"Augustinerstrasse in Solingen, Germany",51.1803374,7.0350061,1,,,,,,,,,ForeignMinister,"Augustinerstrasse in Solingen, Germany",,german_fires_solingen_locations,97a02868037bb533daee21d3be2c62ee,german_fires_solingen_locations__97a02868037bb533daee21d3be2c62ee
bachstelzenweg,"Bachstelzenweg in Solingen, Germany",51.1522634,7.0843594,1,,,,,,,,,Person,"Bachstelzenweg in Solingen, Germany",,german_fires_solingen_locations,eff04f29c0063d6b1a8e10ca277bce55,german_fires_solingen_locations__eff04f29c0063d6b1a8e10ca277bce55
backershof,"Backershof in Solingen, Germany",51.1705434,7.0391214,1,,,,,,,,,space,"Backershof in Solingen, Germany",,german_fires_solingen_locations,b74b00fc8aa366476c00b2ff0473df1d,german_fires_solingen_locations__b74b00fc8aa366476c00b2ff0473df1d
badstrasse,"Badstrasse in Solingen, Germany",51.1529445,7.0132487,1,,,,,,,,,Organization,"Badstrasse in Solingen, Germany",,german_fires_solingen_locations,f9419f39e2fdc11ee7344840d404b987,german_fires_solingen_locations__f9419f39e2fdc11ee7344840d404b987
bahnhofstrasse,"Bahnhofstrasse in Solingen, Germany",51.1643482,7.0837435,1,,,,,,,,,Person,"Bahnhofstrasse in Solingen, Germany",,german_fires_solingen_locations,98cb5b7a063fbec33b155a907ae714ea,german_fires_solingen_locations__98cb5b7a063fbec33b155a907ae714ea
bahnstrasse,"Bahnstrasse in Solingen, Germany",51.1642473,7.0037405,1,,,,,,,,,Keyphrase,"Bahnstrasse in Solingen, Germany",,german_fires_solingen_locations,f053b2db42cf5bbeda3ac8361eef337d,german_fires_solingen_locations__f053b2db42cf5bbeda3ac8361eef337d
baldungweg,"Baldungweg in Solingen, Germany",51.182798,7.0343756,1,,,,,,,,,Person,"Baldungweg in Solingen, Germany",,german_fires_solingen_locations,3a53d0a092b6cfecb4ac8e31df5dc9b0,german_fires_solingen_locations__3a53d0a092b6cfecb4ac8e31df5dc9b0
balkhausen,"Balkhausen in Solingen, Germany",51.1389086,7.1030016,1,,,,,,,,,Exec,"Balkhausen in Solingen, Germany",,german_fires_solingen_locations,01a60707eae671b59b6c784500ddc7f6,german_fires_solingen_locations__01a60707eae671b59b6c784500ddc7f6
balkhauser weg,"Balkhauser Weg in Solingen, Germany",51.140402,7.104101,1,,,,,,,,,CompanyKeyword,"Balkhauser Weg in Solingen, Germany",,german_fires_solingen_locations,f788efaff1369143a808585b42e9cd72,german_fires_solingen_locations__f788efaff1369143a808585b42e9cd72
barbaraweg,"Barbaraweg in Solingen, Germany",51.1850747,7.0843461,1,,,,,,,,,News,"Barbaraweg in Solingen, Germany",,german_fires_solingen_locations,d27ff7c8efe0cf488214c96eb9317f2a,german_fires_solingen_locations__d27ff7c8efe0cf488214c96eb9317f2a
barl,"Barl in Solingen, Germany",51.1549184,7.0092901,1,,,,,,,,,ForeignMinister,"Barl in Solingen, Germany",,german_fires_solingen_locations,93c225d016557d90cfcd97f39e9faccf,german_fires_solingen_locations__93c225d016557d90cfcd97f39e9faccf
barler strasse,"Barler Strasse in Solingen, Germany",51.1585762,7.0080256,1,,,,,,,,,Pipeline,"Barler Strasse in Solingen, Germany",,german_fires_solingen_locations,8f2c232c4ab6047dcae3edbb3ea3add2,german_fires_solingen_locations__8f2c232c4ab6047dcae3edbb3ea3add2
basaltweg,"Basaltweg in Solingen, Germany",51.1600179,7.1214368,1,,,,,,,,,Shipping,"Basaltweg in Solingen, Germany",,german_fires_solingen_locations,4e43ff45e3fa86ce59ea8809888bcb0d,german_fires_solingen_locations__4e43ff45e3fa86ce59ea8809888bcb0d
bauermannskulle,"Bauermannskulle in Solingen, Germany",51.1490789,7.0502533,1,,,,,,,,,Keyphrase,"Bauermannskulle in Solingen, Germany",,german_fires_solingen_locations,cbfe721fb6ee585215269705f87a8268,german_fires_solingen_locations__cbfe721fb6ee585215269705f87a8268
