keyword,keyword_upper,caption_name,location,location_lower,type,guid,topic_id,focus_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
justicekavanaugh,justicekavanaugh,US Supreme Court Justice Brett Kavanaugh,Washington,washington,US Supreme Court,,188285,,UsSupremeCourt,US Supreme Court Justice Brett Kavanaugh,,dgm_SCOTUS,245a450eefe1545ad6cf669a15e15b8b,dgm_SCOTUS__245a450eefe1545ad6cf669a15e15b8b
justicekennedy,justicekennedy,US Supreme Court Justice Anthony Kennedy,Washington,washington,US Supreme Court,,188285,,UsSupremeCourt,US Supreme Court Justice Anthony Kennedy,,dgm_SCOTUS,2f82786500840ae9b6c69f2ffe8e920b,dgm_SCOTUS__2f82786500840ae9b6c69f2ffe8e920b
clarence thomas,clarence thomas,US Supreme Court Justice Clarence Thomas,Washington,washington,US Supreme Court,,188285,,UsSupremeCourt,US Supreme Court Justice Clarence Thomas,,dgm_SCOTUS,5a7f5f6e4988ee7e5fed84f35f0e0dd2,dgm_SCOTUS__5a7f5f6e4988ee7e5fed84f35f0e0dd2
justice thomas,justice thomas,US Supreme Court Justice Clarence Thomas,Washington,washington,US Supreme Court,,188285,,UsSupremeCourt,US Supreme Court Justice Clarence Thomas,,dgm_SCOTUS,5a7f5f6e4988ee7e5fed84f35f0e0dd2,dgm_SCOTUS__5a7f5f6e4988ee7e5fed84f35f0e0dd2
sonia sotomayor,sonia sotomayor,US Supreme Court Justice Sonia Sotomayor,Washington,washington,US Supreme Court,,188285,,UsSupremeCourt,US Supreme Court Justice Sonia Sotomayor,,dgm_SCOTUS,e73da9aa47856a7d93b9d1a0073cf532,dgm_SCOTUS__e73da9aa47856a7d93b9d1a0073cf532
brett kavanaugh,brett kavanaugh,US Supreme Court Justice Brett Kavanaugh,Washington,washington,US Supreme Court,,188285,,UsSupremeCourt,US Supreme Court Justice Brett Kavanaugh,,dgm_SCOTUS,245a450eefe1545ad6cf669a15e15b8b,dgm_SCOTUS__245a450eefe1545ad6cf669a15e15b8b
brett m. kavanaugh,brett m. kavanaugh,US Supreme Court Justice Brett Kavanaugh,Washington,washington,US Supreme Court,,188285,,UsSupremeCourt,US Supreme Court Justice Brett Kavanaugh,,dgm_SCOTUS,245a450eefe1545ad6cf669a15e15b8b,dgm_SCOTUS__245a450eefe1545ad6cf669a15e15b8b
anthony m. kennedy,anthony m. kennedy,US Supreme Court Justice Anthony Kennedy,Washington,washington,US Supreme Court,,188285,,UsSupremeCourt,US Supreme Court Justice Anthony Kennedy,,dgm_SCOTUS,2f82786500840ae9b6c69f2ffe8e920b,dgm_SCOTUS__2f82786500840ae9b6c69f2ffe8e920b
anthony kennedy,anthony kennedy,US Supreme Court Justice Anthony Kennedy,Washington,washington,US Supreme Court,,188285,,UsSupremeCourt,US Supreme Court Justice Anthony Kennedy,,dgm_SCOTUS,2f82786500840ae9b6c69f2ffe8e920b,dgm_SCOTUS__2f82786500840ae9b6c69f2ffe8e920b
brett m kavanaugh,brett m kavanaugh,US Supreme Court Justice Brett Kavanaugh,Washington,washington,US Supreme Court,,188285,,UsSupremeCourt,US Supreme Court Justice Brett Kavanaugh,,dgm_SCOTUS,245a450eefe1545ad6cf669a15e15b8b,dgm_SCOTUS__245a450eefe1545ad6cf669a15e15b8b
anthony m kennedy,anthony m kennedy,US Supreme Court Justice Anthony Kennedy,Washington,washington,US Supreme Court,,188285,,UsSupremeCourt,US Supreme Court Justice Anthony Kennedy,,dgm_SCOTUS,2f82786500840ae9b6c69f2ffe8e920b,dgm_SCOTUS__2f82786500840ae9b6c69f2ffe8e920b
justice sotomayor,justice sotomayor,US Supreme Court Justice Sonia Sotomayor,Washington,washington,US Supreme Court,,188285,,UsSupremeCourt,US Supreme Court Justice Sonia Sotomayor,,dgm_SCOTUS,e73da9aa47856a7d93b9d1a0073cf532,dgm_SCOTUS__e73da9aa47856a7d93b9d1a0073cf532
